miliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
2200,0.20226553854074467,0.00406648404165043,0.021028258534369598,0.2282404319739022,0.004758639320068431,0.02269569595086845,0.08191462674885006,0.4331063505281645,0.4276278389915749
2300,0.19488182442224367,0.004099803694254424,0.02005448763600257,0.21919118498730092,0.004538094538669614,0.022614724964871234,0.07828419750876064,0.4436759354266119,0.417430605412766
2400,0.19545766646647283,0.003945410440992444,0.02005017291099342,0.21961567947818192,0.004505693078264041,0.022163463037743667,0.07579969654306554,0.46969860577470535,0.41259454250381933
2500,0.1899634976264594,0.004012768409051282,0.019781427253233442,0.21162967398109772,0.004340942405103229,0.0209604447183727,0.07566552514291273,0.47402973444807117,0.40759048435952244
2600,0.18878721983314548,0.0037738707294400573,0.019278513917066687,0.20332393266053703,0.004232444012062506,0.02117481676961686,0.07482150080988896,0.47861526722381464,0.40289220193702996
2700,0.18910535070001297,0.0038660222149971024,0.019187779092746216,0.20560259244377216,0.004183413029062936,0.020607126981749564,0.07268019438419959,0.4987435412754429,0.3799729390701009
2800,0.17944897767719356,0.003770592466514789,0.017851671798158927,0.19694551203129165,0.004072115548735495,0.019872899873946033,0.06899682367280696,0.49710004881150516,0.3716774511559782
2900,0.18208042473829747,0.0038057459035022033,0.018302039555997043,0.19715728171134697,0.004072320124215591,0.019669230896587803,0.07026839822506042,0.509811170133205,0.3818567125236002
3000,0.17058696588940717,0.0036334181170303774,0.017404727680924773,0.18983889295644746,0.0038913221484715784,0.019269745390435883,0.06627426781741387,0.5134374057154549,0.369499645606626
3100,0.16974359137420006,0.0036196599194865922,0.017548274367938144,0.1842899391477051,0.00391222305026025,0.018667468475967765,0.06752336050651495,0.5211205066362421,0.3567925294493042
3200,0.16550509017044002,0.0035403019558593383,0.016731422911046262,0.18253284002267003,0.003886964159942234,0.018546053501995667,0.06407338512237234,0.5375612409247915,0.35221204085838725
3300,0.16755023562421112,0.0034451674682217936,0.017016794937481667,0.17899170398808276,0.0036934329434211194,0.01814937728827582,0.06303544607368024,0.5508156426381224,0.35021724887284605
3400,0.16273672532810782,0.003506578811883195,0.017177394880634425,0.18187979968338372,0.0036333347527957426,0.01791199502919396,0.06388772449652223,0.5528556128950073,0.341680030771207
3500,0.161926010608577,0.003492501074373704,0.017263137149748423,0.17908857504637626,0.003608123659522482,0.01740135730818843,0.06295448728729504,0.5510258104899485,0.333729601649823
3600,0.1581955612049664,0.0034063680011632924,0.016956206221796825,0.17444074734440493,0.0035086275110290093,0.01760324372929464,0.06192383094550113,0.5540810462589757,0.3293356603237374
3700,0.15826550708594372,0.0034524184613221095,0.01640032441293421,0.16934561720725685,0.0035887264770250275,0.01690746325978973,0.060241585905248224,0.5706823480162739,0.339917904347224
3800,0.15843605312174758,0.0033860268958166213,0.01604720010999208,0.17204268180626686,0.0035221826444087924,0.01689116205424876,0.060195881769759894,0.5768063634661361,0.3374909152909833
3900,0.16186038551605386,0.003373145506632773,0.015912383423264887,0.1701772570081087,0.0034563605326580972,0.01694191695879712,0.057180151108991134,0.5828992501733617,0.32034709531451283
4000,0.1623424148630928,0.0032171764471968984,0.015353912124243068,0.1625791498731876,0.0034606207807932913,0.016732665380941033,0.058074167930962005,0.5780005203133102,0.3279527694040008
4100,0.16207064533460086,0.0030920624608562885,0.015266843416640289,0.16181275375744944,0.003418714760697459,0.01612448199960792,0.05663817460282296,0.5945283550509753,0.31543546412009327
4200,0.15092806341486245,0.003076622793654037,0.015062588887852004,0.16357042591652288,0.0034125558290257,0.016098630027762476,0.05753175876471372,0.5915495982973169,0.318961367572619
4300,0.15914670411187373,0.0031310448510852634,0.014763259974402433,0.1609335966031106,0.003288451304208852,0.01612142401301868,0.0547001886616895,0.5937647452028249,0.31226302337868156
4400,0.14441436471777364,0.0032480588115424234,0.015220536310648182,0.1551819591708908,0.0032246696703014774,0.01587573943388358,0.05498415086787992,0.6030014715446425,0.30967219076124797
4500,0.14348033079675795,0.0032143534065318794,0.014822648465002175,0.15516465408787908,0.0032361087215860146,0.01595553758372149,0.05596448361862492,0.6021198488032019,0.31504027416399083
4600,0.14404299620641225,0.0030562843889374693,0.01563103017455147,0.15397852187239444,0.0031780265057288195,0.0155573334405684,0.05515067697071376,0.5938340806315515,0.3042156659038245
4700,0.1441392754277724,0.003121581414762876,0.014852802532127393,0.15370854908364287,0.0031483954084738056,0.015401856252611017,0.054436619344688464,0.6021674490896459,0.30706468928968517
4800,0.1494009940654866,0.0029380864791695173,0.015197844261122426,0.15195069387830873,0.00321006786658775,0.015501093036817345,0.052906951430460494,0.6052937536100673,0.3075098197697501
4900,0.14994882808083684,0.003167722795354753,0.014813402544450982,0.1524095312547372,0.003190481353766038,0.015205496800691998,0.05339716795834354,0.6150850817491338,0.30237301731907024
5000,0.1492715380169879,0.003114843015422833,0.014864632038891478,0.1503486604955278,0.0031721963939904166,0.014817353658181188,0.053056215983364234,0.6117725422719402,0.30317652766841413
