milliseconds,FeIII,FeII,FeII_O2,FeIII_star,FeII_star,FeII_star_O2,FeIII_NO,FeII_NO,FeIII_t
0,0.9979557219028886,-9.97603264175365e-06,0.00017722110559720942,-0.0013894890404051272,5.306880279414987e-05,-0.00014825341461772364,0.0007233350570762702,-0.008995233138546162,0.9988572566438565
100,0.7705516810704022,0.016307594036848647,0.07670144814530955,0.12006756803873907,0.0023234474425791493,0.0055111338953449775,0.003924418755840049,0.008631495123949609,0.8866718132540008
200,0.5977891028565773,0.012611247614861171,0.06734072652499591,0.2629308096211931,0.0051648743315640035,0.020255088450480876,0.027425188832662924,0.012336869886953036,0.8567684299790538
300,0.4778577422592865,0.010016323008659046,0.05318107437005618,0.3370350912216246,0.006897746956242984,0.030850882953836856,0.06068510409157469,0.011420224144100884,0.8190506063689666
400,0.4030202422404259,0.008533350663622466,0.043746059663762146,0.370968648815016,0.007613579537053412,0.03566183674788806,0.0898004973101762,0.032161332484405156,0.7811944831875887
500,0.3623746324461532,0.007434339751940862,0.037889320524777705,0.3762617245321454,0.0079102961880304,0.03737686871277437,0.10928358556168503,0.053220823605801326,0.7436008866261444
600,0.32572613082615826,0.006903464419718219,0.03424391479833065,0.3717338955599278,0.00782262055366401,0.037424229940139345,0.12027965675497931,0.08137093336728775,0.6967574674852378
700,0.3106274443794819,0.0063206605544114895,0.03225489319636369,0.36859027623075435,0.007614109048046548,0.037315542681998,0.123681889756458,0.11836953580317933,0.6674276453751157
800,0.2953094297328512,0.006083389324923568,0.030149803380612017,0.3501449380693994,0.00733573959265847,0.03579409512440205,0.12451168373069917,0.14959588853313976,0.6399122963916621
900,0.2849671272940093,0.0057729143648869,0.028718809158401866,0.34165549294515446,0.007015272016458413,0.034229988799987364,0.12176196267238626,0.1820270492304722,0.6159409873735715
1000,0.2700520157385482,0.005586952524883996,0.028183201539174,0.32904756174063887,0.006756347853835724,0.03320891468270983,0.11803590385697699,0.19710970554612664,0.603606110949825
1100,0.27000928524362416,0.005612299731458054,0.026473950219820196,0.3176212407350933,0.0064496860342989435,0.031945515228066455,0.11510474658337676,0.22946443477629794,0.583592928742197
1200,0.2658445200410914,0.005450962025928107,0.02695789857358844,0.30490298351768996,0.006304118742015877,0.03124493917219383,0.11085170618091378,0.26121442252055016,0.5642075774139246
1300,0.25776553504842803,0.005163655976861116,0.02511074834549242,0.29749134906555785,0.006023754231848618,0.02953484492946167,0.10589673041599801,0.28331077060837473,0.5485557850869064
1400,0.24514441131511122,0.005042415841768407,0.02513948548530022,0.28527031619202325,0.0058938974725023284,0.028839069216657277,0.10279074782709774,0.30056269519747314,0.5235740042253686
1500,0.24295187087480277,0.00497146852024237,0.02374951123486977,0.2768650816003688,0.005661820828199068,0.02809268155518614,0.09956145972032823,0.3160808581917104,0.5103963655615515
1600,0.2271639646303598,0.004803856155270234,0.023912860973549496,0.27018689971695836,0.005493428857355305,0.026862203543863455,0.09735312918803911,0.33703839049809453,0.4926736837470359
1700,0.22436686932016572,0.004660318935565751,0.0229489932170687,0.2579282614878239,0.005329430931721086,0.026376119334447314,0.09430985290517847,0.3559075303232911,0.49185980706192883
1800,0.2252078027461603,0.004455544718793456,0.02188819693305561,0.2539706626325506,0.005274043848859761,0.0253926287663548,0.0903563553768977,0.3838401383273095,0.48164845411172263
1900,0.2191461860646615,0.004402002706841265,0.02152360239522707,0.24560472914237755,0.005038435986071015,0.024486401815588952,0.08880344953096621,0.39082602863823307,0.4571264917989419
