milliseconds,acc,toc1_mrna,toc1_1,toc1_2,cca1_mrna,cca1_c,cca1_n,toc1luc_mrna,toc1luc_1,toc1luc_2,cca1luc_mrna,cca1luc,luc_mrna,luc
0,0.27434163314145404,0.03851379083052936,0.20647666413078333,0.31614462638828333,0.09795712894257125,0.050002524229022585,3.072081614663926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.2781340137794172,0.03786158848486248,0.2067564039959516,0.29981036169014486,0.13345451937796213,0.05560926532271135,3.0217833841957793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.2788594082283341,0.03704009323033543,0.20649194471429871,0.2897102587352634,0.17211569957336284,0.06605058255994647,2.941581878143015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.2951158361414503,0.03703773288702771,0.20696143702530273,0.28271528592246,0.18843567865031102,0.08018973875145151,2.903165864294121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.2924891576555906,0.035839705729405945,0.2065629759490679,0.26684230638627865,0.20776300955626836,0.09108013180508302,2.799249275404939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.3038945825923565,0.03633025059277953,0.20683845097646306,0.26553529288777133,0.21288701517198588,0.09325554715000796,2.8555565017622664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.30313184755256417,0.03512822341836297,0.20655679542820635,0.24838596381402428,0.23434394880940979,0.10263829507697614,2.7732614269814158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.30693040000751676,0.03482223315915103,0.20645998772127197,0.24713862008886475,0.2411779502719323,0.10736638661290637,2.821438599367415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.3141251925000398,0.03508119898355015,0.20647155875471607,0.24025809924985356,0.23837886463125435,0.11161548042450731,2.7884579231011988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.3295460202412025,0.03446886162147372,0.20609127593696136,0.22840804265993594,0.24348672517526335,0.11177282659821221,2.7745953661312037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.3280418631047238,0.03456688724664849,0.20604297498850754,0.21641629804906068,0.24111080924726502,0.11077640232775106,2.755246165571513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.33028225778346415,0.03408089992709515,0.20581033174009578,0.2135615912113403,0.23398139072623128,0.11403530652736531,2.7947854227535447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.33901693497786123,0.03370033598813439,0.20565203991183695,0.2046832377901233,0.23956282334982643,0.11421358178549276,2.7444177835075925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.343197002120482,0.03364500702731656,0.20561332437405228,0.19936064518514712,0.2239830979461129,0.10989974587841655,2.7597924990797993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,0.3576662523140816,0.03320927440892408,0.20523646290664757,0.19599989832781534,0.22925340538635786,0.10529460487658891,2.755876291476715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,0.35168774405234077,0.032994470217938554,0.20494817618151512,0.18679807073773358,0.21707483935792196,0.10408093409512367,2.7095931168323286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.36337325998042275,0.032789316201732324,0.2044688415812924,0.18279512456513972,0.21158731654998997,0.10169796171444936,2.7076226628828404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.3599748966680865,0.032937539427614175,0.20440988868065263,0.17965103597991192,0.2001263913639424,0.09879394378910668,2.662913635763358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.36869732921229054,0.03198391402079182,0.20403244674921478,0.17268430352288247,0.20178922025673546,0.09549162307441816,2.670919048237108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.3746134975976759,0.032060616240455087,0.20369982722790148,0.16148133061813003,0.1831871227442614,0.0904873392844514,2.653690838591642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.3850581052869076,0.03259999761024761,0.20357936642021385,0.16110757193151085,0.1823470101488833,0.08665755235215801,2.6414016175904176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.38542262270507704,0.03188669202250432,0.20310980595774322,0.16195388927835597,0.17487664745897588,0.08466414152405724,2.5763500317802728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,0.39080863943756605,0.03214640088005575,0.2027042042778439,0.14640766429863555,0.1739473356824509,0.07987485860228091,2.5691736454187337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.40330792886159167,0.03179080851787632,0.20282354819935094,0.1461613332997472,0.1586443128339178,0.07912833544220879,2.5886052713366947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.4041800153428986,0.03257425364826039,0.20231411832645643,0.1479442508461541,0.1584234946121764,0.07323714661969627,2.5796333672229492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.4023001710464205,0.03274342013527237,0.20187774989087398,0.14402677340181155,0.14453487398721468,0.06951447603951463,2.464978168559405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.40973198161432733,0.03193103640323017,0.20195279041899225,0.13571346059673692,0.141717834862724,0.06739998327780759,2.4265426588315337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,0.42200791754230105,0.0327080285172789,0.20168289999564715,0.1371368902093228,0.13575081309053957,0.06265145039526837,2.4431906358375306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,0.415488172562369,0.032870614948706314,0.20150472685125306,0.13517229312714035,0.13140331681662845,0.06283406030831415,2.3775178763970923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.429713792438275,0.03288362371077867,0.20106945579816635,0.12025461945721867,0.11519789066995814,0.05813651022257599,2.3644754897838953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.42823292789642387,0.033757790936134104,0.20072979065485383,0.12101321982428452,0.10805789758059076,0.058102510823954234,2.32046503785537,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,0.43553184089269087,0.03387445424627322,0.20079120896894162,0.12030611308307805,0.10460743375626069,0.05597724167270189,2.2473082736370604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,0.4363840094431136,0.03404309013423195,0.20065466878691257,0.11260254543156793,0.10054706033965186,0.04996586586521447,2.242825009962516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,0.4419779949906111,0.03391837890787093,0.20069481122609167,0.11184119806383681,0.10028497943643205,0.045331652050121324,2.2257736842163593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.4522447403020686,0.034626961266205424,0.20025394273746225,0.10819539962620967,0.09208472035111465,0.04730660930346315,2.0970751971379964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.4497061984710341,0.03516996287931227,0.20048622360319934,0.10566783219850565,0.09146667243614395,0.042485381093172285,2.095505507465779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,0.45535472664680404,0.036421894363758034,0.2004688274379936,0.10560144031279001,0.08095489013477068,0.04315022571477244,2.0223427515480634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.46857576181631216,0.03682112135029586,0.2002286360610087,0.10411130500469018,0.08363135103332658,0.03812111259052567,2.0102829459229072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,0.4601537777676739,0.03746788064114813,0.2006491893476917,0.10433820805452403,0.07418731700073293,0.036956457869094336,1.9313807271122605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,0.46418304592115167,0.037572927205647096,0.20083469459560976,0.10327753361450902,0.06833791102758269,0.03810670062515262,1.9487804562407816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.4818182785672451,0.03892881406278101,0.20103570872244234,0.09767542439615556,0.06552915198323722,0.03318395235776032,1.9027837416684947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,0.47608297247492615,0.04006671752415214,0.20145794851926252,0.09953636840282375,0.0672548886006479,0.029841360940894034,1.853311376498734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.490262449944564,0.040344324036406615,0.20135761242898462,0.09103468304007618,0.062034201063868366,0.0278990886863561,1.820888855416302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,0.4827238392784699,0.04206967160178401,0.20222609876690398,0.09007386043017106,0.05720831055127677,0.03119950191934129,1.7219712843617192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.48709872984341795,0.04309046848870606,0.202295609487995,0.08972397260140047,0.054447296268199045,0.02905722082388538,1.6540120629272088,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,0.49222997277736613,0.04444232857975109,0.20307641390550832,0.08835977925988729,0.05623809159140249,0.02438219044290121,1.6872988598612637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,0.5069100508248584,0.045472716485222525,0.2037836608467964,0.08525297735453766,0.04630712068115941,0.027321172299003403,1.5835405457992355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.501456413527608,0.04696666961160687,0.20461073446185102,0.09236082015450708,0.05536587937642685,0.02311296848162477,1.5423630917925164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.5038925138704623,0.048341268001843726,0.20537006144759057,0.08216018571133747,0.050612873518128335,0.024459032715633162,1.5575450685028696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,0.5134685025074316,0.050231258990437025,0.20653229099906897,0.09123640039629324,0.0487592166976957,0.01950433847867782,1.4918417620805047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.5155552926217538,0.051840514516288926,0.20740797986620563,0.08125368030078835,0.04671048455569481,0.02406673250261287,1.4696509726905647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
