milliseconds,acc,toc1_mrna,toc1_1,toc1_2,cca1_mrna,cca1_c,cca1_n,toc1luc_mrna,toc1luc_1,toc1luc_2,cca1luc_mrna,cca1luc,luc_mrna,luc
0,0.26797328122131736,0.03873715443507916,0.206514899442489,0.31275154479900236,0.10711282405769246,0.05122847158092762,3.1051729089285307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.2778954037903596,0.038028631760278125,0.2064314962969397,0.30738743655593564,0.1385352538676467,0.05633310873815151,3.0055260422525194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.2815298673793275,0.03739931678727639,0.20654354971696148,0.2916864390516623,0.16064447314837865,0.0692886303169486,2.9227093920462823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0.29632447555075003,0.03637029480146078,0.2068138723259815,0.27379888974039207,0.18689730112073072,0.07740961243162553,2.8854484465095185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.29871453493718614,0.03605884151471675,0.2067235850974853,0.27070590879664364,0.20451079290449753,0.0868382584179992,2.801659700122382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,0.30722943938349645,0.03587676164346454,0.20691073594147613,0.2617737351893794,0.2229718994163733,0.09861797829217335,2.8229011688607972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.30645141693634553,0.03502199328763398,0.20675255971813752,0.24652582310734036,0.23284359882331152,0.10307706508328716,2.751784023418512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,0.31563589515695045,0.03459167918789093,0.20652914734045968,0.2388763977300363,0.23064646787464735,0.1038015492968896,2.7495683941932882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.32535866943010155,0.03425666047693018,0.20619385197462314,0.2346115294016092,0.24162153172163842,0.10899545773699368,2.7899191203689657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.32352322489989943,0.03414632895920446,0.20624561770045627,0.22901038388930517,0.23648529658553422,0.11390081153459965,2.806170293175961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,0.33000674877070213,0.03407619874831032,0.206124133160962,0.2192731847507569,0.2367068545011767,0.10934122491260026,2.7390359203452888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,0.34166633491717346,0.03345574561265987,0.205722087439795,0.2076716732832006,0.23700132562963844,0.11111712216996411,2.7477847242288886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,0.33913884740729366,0.03304578996742031,0.2055397466030635,0.2088058255032988,0.23501185102378008,0.11172814158288498,2.781152598501534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.34041186807730667,0.03292839063604501,0.20533880341300825,0.19287207281539673,0.2328111596174516,0.11108875577027877,2.7835305141966065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,0.3454112523803793,0.033203970751151016,0.20515037647141807,0.18744141191768057,0.22488957692060554,0.11028687097452734,2.7205484918365346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,0.3547581748777712,0.033166100493082634,0.204919643024413,0.1854591977082916,0.2229852628767669,0.10809181932442748,2.766528677637146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,0.35776723540900485,0.03242594182210701,0.20443675326408145,0.17649077665338064,0.20485934545291123,0.10062130033315211,2.7520624481610634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,0.36393520169578736,0.03306335093788093,0.2041486651081238,0.17544545302896947,0.20636635185158161,0.09867711996483454,2.720962993894546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,0.37435160157833847,0.03223760484194373,0.20394925915495174,0.17441885425715237,0.19481256107545147,0.09312291752028937,2.7299958729703637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,0.37042032931146973,0.03267471806599429,0.20374464853651997,0.17009352915979434,0.19451517484394937,0.09402965405166873,2.639442225491118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,0.38474590708543294,0.032103658940554045,0.20351738490687488,0.15855655324813295,0.17994143605814023,0.0921465285095136,2.617155563830485,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2100,0.3915295932762164,0.03191864030973945,0.2031245702818253,0.16148243544987886,0.1682929136786279,0.08279095115923699,2.652118281441455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2200,0.3985494960932006,0.031833092661986175,0.20307372990606287,0.14699124746532158,0.16538954305935472,0.0817631077697575,2.554501283293692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2300,0.39707087898442706,0.032472467266420724,0.202484139174426,0.14715906820713698,0.1647425710290168,0.07957566005602777,2.5924850991688637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,0.4028631974200718,0.03196634597731469,0.2021577708415746,0.14006224057152517,0.1465187790635849,0.07550501211876116,2.534196660959017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2500,0.4021131292866225,0.03238870504381318,0.20185305577547089,0.13964581040876936,0.15021349693527147,0.07368055839879993,2.458256328742198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2600,0.41316338962091825,0.032569915590793815,0.2016075555467238,0.13716883031562824,0.14563065619960355,0.06665516594885737,2.474046484048782,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2700,0.4130398855528595,0.032768871152115873,0.20163817555734917,0.1285028597754605,0.12923707248176625,0.06608108705315477,2.4009788586567304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2800,0.4283791563328132,0.03260051925123042,0.20125781920820832,0.13345832268338287,0.12257277129915288,0.060700617888940205,2.405258422237068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2900,0.42848358480962817,0.032785566866795186,0.20113707585165572,0.1278652097202008,0.11498015862319844,0.0570865675792511,2.394467840586936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3000,0.4263099987411844,0.03302932049023425,0.20105744210058538,0.11729364458159576,0.11844162503776111,0.0577333546220845,2.327178487730438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3100,0.4325441754443796,0.03316379081078253,0.20076782532451098,0.12046737267827388,0.10991302535711588,0.05248197005262196,2.2840952034404736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,0.4358179105256755,0.03420938339037269,0.20074706028981962,0.11934654184286714,0.10821030386187665,0.05007532469514209,2.2297460229172708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300,0.4426605168860318,0.033981165052085704,0.20040854826777899,0.11270050308682043,0.09571142198855559,0.04967605836394282,2.1813357751962577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.4510918594512488,0.03480633424146783,0.2006314438151249,0.11821636248368625,0.08850975108297286,0.04503670475697953,2.13027806313439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.4510246917630746,0.03579380123039956,0.20031875138794583,0.10937926767083628,0.08517836882206163,0.04585144428165873,2.102064186329175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3600,0.4636674475337722,0.03642837264749968,0.20062296788488493,0.10898962437758437,0.082274647846728,0.04088682396376703,2.053465839956424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.4618052463301309,0.036359065876547775,0.20054415690935598,0.10396397521328049,0.07379958024192197,0.03762579103148007,1.960383933587696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3800,0.4694451933773506,0.03688716113348578,0.20047020055866827,0.10355771026789425,0.0786594985429198,0.03761211077625917,1.9896266245922078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,0.4750467914181289,0.03785911670167057,0.20084852161375139,0.1062084147462146,0.07445273719213116,0.03273806590450922,1.902510577369997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4000,0.4828330583537669,0.03914881832005287,0.2007752883744525,0.10431287646366999,0.06441646853248725,0.03545133771329654,1.8306242219000552,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,0.48559336507263257,0.03975596788859688,0.20144613317179214,0.09706848934864036,0.06663040953817767,0.029666494277050377,1.8655396256144865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4200,0.47846421569165704,0.040340774644904744,0.20149594143790925,0.0921954581833864,0.05995936031226708,0.03135747216980312,1.7949283913605663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,0.48197340556823515,0.04198324691044814,0.201970432014521,0.10067283848929748,0.062340895857534113,0.03205218528744469,1.7539347910985559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,0.497197966537146,0.043535732626825294,0.20241103479854294,0.09129822139732324,0.05525621331372376,0.02904864233045931,1.71557011615223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,0.48947303132554476,0.0443719528549179,0.20316828643455156,0.08498791872827148,0.057876893501820625,0.023955009578779215,1.6894450291951804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4600,0.49910523438669463,0.04576280695049849,0.20384300300503505,0.08622260182193787,0.05297077127978362,0.02265879478550582,1.614764591570188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4700,0.5079327456668492,0.04705461669114411,0.20480995281085476,0.08642062078543203,0.050763412379984905,0.02291610463677523,1.5768624457192808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4800,0.5099283854917925,0.04906470458433829,0.20532881835638414,0.08406222107328597,0.04794378436567245,0.0260412110558886,1.4902288309853948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,0.5198008901162366,0.05027522079012119,0.20648356934976553,0.08378521572356984,0.04415157133481349,0.02488414919047215,1.447424747521684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,0.5198303869495619,0.05150253951390242,0.20773741153903955,0.07956002997165958,0.04765470707739465,0.02091939675070413,1.4674761096104785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
