milliseconds,T,L,N,C,I,M
0,9993287.482388927,1999.8158781503384,495309.8426553842,41700035148.75072,2017.3794644666127,0.0
100,9825435.045982448,2030.4051525615039,444030.3093086053,41700008206.441765,855.592903492418,0.0
200,9680470.154752776,2009.5286171847965,402163.1112464852,41699928298.832954,405.9040992616366,0.0
300,9565419.65114844,1996.9292388395797,375434.1163894097,41699890186.786316,202.66535358296295,0.0
400,9528628.745837197,1993.1649385865144,343322.3462992975,41699809974.49513,151.20675228723272,0.0
500,9424521.013278041,1978.5412681996554,299097.96820041875,41699826773.497185,111.48773971143382,0.0
600,9265890.26033878,1968.8324880596474,284451.34446452156,41699759148.72667,152.7755825727727,0.0
700,9217813.277316509,1958.4317515322032,256786.10823386945,41699673485.494286,144.01637139626573,0.0
800,9172020.386801867,1957.0524553031157,248663.83905028435,41699683603.47399,128.82904805229398,0.0
900,9078068.537833242,1943.0506379459916,215038.00246660376,41699638790.51256,148.7168116058427,0.0
1000,9037374.772198977,1939.0666968058792,208263.70892883773,41699632428.372665,121.3995275832462,0.0
1100,9006130.323924338,1934.586951569831,190160.93380560644,41699617181.61924,136.73079629174242,0.0
1200,8897914.327439684,1924.5004098567113,176131.5689233112,41699532511.44439,98.81303189799273,0.0
1300,8880853.317598972,1919.712619061574,146094.85185453386,41699484195.92888,138.42545155106447,0.0
1400,8801242.313546227,1917.4947896868334,150749.48928932482,41699491708.62938,112.64610070906423,0.0
1500,8764680.97716306,1911.5452441487253,128337.17936770967,41699372322.61218,131.4767798358225,0.0
1600,8730406.197226949,1910.2301787545011,128010.4422673137,41699370680.91479,103.17531613663996,0.0
1700,8754939.84569531,1906.3205832305887,108650.79495630586,41699376251.70541,132.48371104346464,0.0
1800,8665277.953977,1902.856537262651,114208.11986080003,41699293339.006546,95.85894504678649,0.0
1900,8674807.451737272,1906.4583818216192,97610.64555529725,41699205767.64867,100.56778604225158,0.0
2000,8652840.895084174,1902.9845746889769,91256.13866851345,41699244176.206726,115.03999602251243,0.0
2100,8590346.22538591,1901.2467858266448,85379.58101873109,41699193341.813,98.20369205806959,0.0
2200,8620318.720716007,1896.6847674793125,82363.741260225,41699091281.61195,135.01632794461958,0.0
2300,8554491.402725618,1893.5889417212252,66989.25044957128,41699079386.94808,119.74675846176449,0.0
2400,8602747.233141765,1891.5616404699226,76675.63404540329,41699106276.67059,124.40393584257514,0.0
2500,8558576.372557914,1885.0654787668525,53410.70249114527,41698987966.443474,137.83278012320812,0.0
2600,8539828.48340255,1887.0053835840479,66097.62684312505,41698981410.4748,96.52829342355315,0.0
2700,8505602.482227068,1883.1144197204462,56491.64664240577,41698990127.02116,117.23047445084941,0.0
2800,8515148.991452027,1880.6551553117063,49473.873928403795,41698912703.348595,101.49726251581508,0.0
2900,8478389.165513346,1886.6561370791283,51153.50095141868,41698884328.05713,96.74708133562679,0.0
3000,8509701.052734198,1877.5808452717783,44101.16153746541,41698814913.93869,90.09692038713473,0.0
3100,8463832.754654894,1878.5092878396867,36735.4286532432,41698752402.90498,122.97729626997626,0.0
3200,8428693.85472011,1881.6273219626894,46239.77444086719,41698707064.32363,143.693383336644,0.0
3300,8465769.921412524,1873.851097334616,41587.180891574375,41698654331.16592,128.63247689899094,0.0
3400,8482099.20827004,1879.5921506637742,45410.283942416274,41698673695.87059,116.55834546367905,0.0
3500,8475478.892837238,1876.2169794620038,26362.695514785257,41698675908.37778,137.17872128621335,0.0
3600,8469580.159677137,1876.6883513111432,36055.32010806386,41698611006.3513,98.71516558498124,0.0
3700,8462244.28125954,1871.0044333801911,29839.00695923691,41698544282.20637,103.08036491924105,0.0
3800,8416518.058019012,1876.5723297460866,22076.74661636639,41698524991.67128,134.92811182481017,0.0
3900,8420242.039707502,1873.8751381050533,17340.80883871735,41698418475.761086,126.67580176469663,0.0
4000,8440377.382225784,1868.8482329386334,30269.27797755735,41698392591.682144,88.6193047935995,0.0
4100,8375811.13371531,1875.60606568988,37214.39686207965,41698455737.562004,125.76867984916596,0.0
4200,8395179.77681127,1873.1384841434767,34200.57595287399,41698314615.02388,131.7802709654308,0.0
4300,8433284.309847955,1866.5095285568152,28190.347111532712,41698329612.64322,132.91753201100192,0.0
4400,8399633.631319908,1871.0918120986364,22060.343245684875,41698305825.88165,95.0397432959461,0.0
4500,8413934.661810638,1871.7269407519493,33241.04014555948,41698298501.47905,126.99051926350668,0.0
4600,8414747.570241736,1865.101861088461,20083.177403515834,41698246941.297485,122.10641165439678,0.0
4700,8363404.137040638,1866.9657936055341,27080.82087172725,41698225483.01409,94.04253655912399,0.0
4800,8324989.752417743,1870.907527282604,29936.336288558043,41698091812.73415,88.41513478124382,0.0
4900,8361223.930753087,1867.2390219460808,26069.12029864593,41698051808.755844,141.20708327056954,0.0
5000,8327038.384320215,1863.8844810606643,31617.86634167507,41698011362.513565,90.90081753222573,0.0
