milliseconds,ADAMTS4_mRNA,cFos,cFos_mRNA,cJun,cJun_mRNA,DUSP16,IRAK2,IRAK2_TRAF6,IRAK2_TRAF6_PP4,JAK1,JAK1_P,JNK,JNK_P,Matriptase,MKP1,MMP1_mRNA,MMP3_mRNA,MMP13_mRNA,p38,p38_P,PP4,proMMP1,proMMP3,proMMP13,PTPRT,SOCS3,SOCS3_mRNA,STAT3_cyt,STAT3_P_cyt,TIMP1_mRNA,TIMP3_mRNA,TRAF6,TRAF6_PP4,ADAMTS4,ADAMTS4_TIMP1,ADAMTS4_TIMP3,Aggrecan,Aggrecan_Collagen2,AggFrag,ColFrag,Collagen2,IL1,MMP1,MMP1_TIMP1,MMP1_TIMP3,MMP3,MMP3_TIMP1,MMP3_TIMP3,MMP13,MMP13_TIMP1,MMP13_TIMP3,OSM,TIMP1,TIMP3,IL1_IL1R,IL1_IL1Ra,IL1_IL1R_IRAK2,IL1R,IL1Ra,OSM_OSMR,OSM_OSMRa,OSMR_SOCS3,OSMR,OSMRa,cFos_cJun,cFos_P,cJun_P,cJun_dimer,SP1,SP1_TIMP1_DNA,STAT3_nuc,STAT3_P_nuc,TIMP1_DNA
0,0.0,0.0,0.0,100.0,5.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,20.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,200.0,200.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
100,-1.2058203835876476e-30,3.8341631387424124e-20,2.167775042045313e-15,100.0,5.0,-6.029091869640666e-29,99.99997502265825,8.330228412831841e-10,-1.6106847923535366e-40,99.99999500190938,4.9980905647554e-06,99.99999999999982,2.1032665950841313e-13,99.99992000003199,-3.014547234167662e-31,-6.029102576276062e-29,-6.029102576276062e-29,-6.029102576276065e-30,99.99999999999982,2.1032665950841313e-13,-3.4600528863691356e-29,-1.2993512149841927e-34,-2.598688519222645e-35,-1.2993512167234805e-36,4.335776300249645e-18,4.5652357419505666e-21,2.6014496759679093e-16,99.99999991666232,8.333557811324385e-08,20.0,20.0,99.99999999916699,-2.5690451061903924e-29,-8.650684933216131e-36,-6.948204289509916e-41,-1.1580358081534776e-38,0.0,100000.0,-3.4741461519574752e-40,2.5605511017156265e-96,-3.4741461519574752e-40,99.89810690999744,-1.7392854616793513e-43,-1.3218268701507324e-49,-4.406095838459195e-51,-1.39142132131531e-40,-1.057456364854914e-46,-3.524859566525938e-48,7.950504748824344e-86,5.034305497428724e-92,1.678102657673829e-93,999.8952555176436,200.0,200.0003999996,0.09986913278078624,0.0,2.497650872378639e-05,99.90010589071045,0.0,0.09994473378748775,0.0,3.5905203539424306e-23,99.90005526621252,0.0,7.624971358547551e-64,4.5870349516724593e-41,4.333727107747525e-17,-1.916069133191721e-23,1.6082753300040002e-70,3.4253594596926758e-77,4.335703448686014e-21,2.1039960847589816e-12,2.0
200,-2.10939816932643e-28,2.9216089889486513e-18,7.492292325331632e-14,100.0,5.0,-1.0546948888500759e-26,99.99990018110893,6.657295722678045e-09,-4.30451594311282e-37,99.99998001526963,1.9984730323232598e-05,99.99999999999659,3.433798496368802e-12,99.99984000012799,-5.273479869855394e-29,-1.0546993595624405e-26,-1.0546993595624405e-26,-1.0546993595624404e-27,99.99999999999659,3.433798496368802e-12,-3.8142273240985985e-27,-5.425645096223282e-32,-1.0851146768304781e-32,-5.4256451141560136e-34,1.4986308409311569e-16,3.44400485386513e-19,8.99166232581369e-15,99.99999933369259,6.66273039972749e-07,20.0,20.0,99.99999999334273,-6.73275512052657e-27,-3.6051021573131985e-33,-7.149707086146942e-38,-1.1916221512941709e-35,0.0,100000.0,-3.574968615172805e-37,1.4154849108901356e-89,-3.574968615172805e-37,99.7964272011207,-1.7932695364130787e-40,-3.463120743574196e-46,-1.1543778273209066e-47,-1.4345971634480927e-37,-2.770461621434386e-43,-9.234906040045896e-45,1.6768989556553886e-79,2.946978843892575e-85,9.8232693391958e-87,999.7906219751733,200.0,200.0007999984,0.19947706094664688,0.0,9.981223377108136e-05,99.80042312681952,0.0,0.1997790301960176,0.0,6.2181050264756316e-21,99.80022096980399,0.0,3.5441406609849815e-58,1.7739774077464682e-37,1.4970700573724006e-15,-1.459033167539644e-21,2.0792361797163087e-64,1.2194644665013092e-70,1.4985753260479893e-19,3.4363186600972896e-11,2.0
300,-2.9636646592545004e-27,2.9858682941427824e-17,5.422268247198323e-13,99.99999999999999,5.0,-1.481824426390464e-25,99.99977561085007,2.2451835826122647e-08,-1.8551412690435492e-35,99.99995505152114,4.494847881685817e-05,99.99999999998288,1.7147792516102646e-11,99.99976000028799,-7.409132351617028e-28,-1.4818328474282917e-25,-1.4818328474282917e-25,-1.4818328474282922e-26,99.99999999998288,1.7147792516102646e-11,-4.3339906862825246e-26,-1.021976354790118e-30,-2.0439173403065613e-31,-1.0219763592124558e-32,1.084629816982464e-15,3.496572765163368e-18,6.507653478285009e-14,99.99999775193116,2.247897174334364e-06,20.0,20.0,99.99999997754817,-1.0484321177934418e-25,-6.783623311894338e-32,-1.7615515215206698e-36,-2.9359340180625703e-34,0.0,100000.0,-8.808120940573015e-36,4.809026979787641e-87,-8.808120940573015e-36,99.69496021686399,-4.4223262431908285e-39,-1.0943482333515921e-44,-3.647845257625851e-46,-3.537802642629564e-36,-8.754646939801184e-42,-2.9182298968792238e-43,4.718452956024552e-77,9.508062201448903e-83,3.169361558741838e-84,999.6860992296345,200.0,200.0011999964,0.29882457721930866,0.0,0.00022436669810804193,99.70095105608252,0.0,0.29950303164821324,0.0,8.682855783864689e-20,99.70049696835179,0.0,1.2353045795646083e-55,9.560416178145564e-36,1.0830351734301694e-14,-1.490445282222448e-20,8.227202379830013e-62,5.422310679683084e-68,1.0845730794261549e-18,1.716602519307682e-10,2.0
400,-1.9587262183477884e-26,1.564698192861575e-16,2.2148128737623883e-12,99.99999999999996,5.0,-9.793566247596114e-25,99.99960144704731,5.318167402247401e-08,-2.8213980924889535e-34,99.99992012209289,7.987790709152094e-05,99.99999999994633,5.370416488365069e-11,99.999680000512,-4.8967915087783746e-27,-9.793635340176086e-25,-9.793635340176086e-25,-9.793635340176086e-26,99.99999999994633,5.370416488365069e-11,-2.416762491976285e-25,-8.385079468672149e-30,-1.6769804126050597e-30,-8.385079513035533e-32,4.430548928142529e-15,1.8208178530643413e-17,2.658263628228229e-13,99.99999467279748,5.3266647207347165e-06,20.000000000000004,20.0,99.99999994681833,-7.376861669288159e-25,-5.560432432799054e-31,-1.7656120591303897e-35,-2.9427052770785968e-33,0.0,100000.0,-8.828499404447872e-35,5.377048407676121e-85,-8.828499404447872e-35,99.59370530335819,-4.436324577686638e-38,-1.3235842187676207e-43,-4.411974023948285e-45,-3.5489890868088743e-35,-1.0588473723566366e-40,-3.529512543248884e-42,4.2670947987705015e-75,8.814678630129253e-81,2.938234343104653e-82,999.5816871382939,200.0,200.00159999360002,0.39791247135029495,0.0,0.0003984997710140002,99.60168902887851,0.0,0.3991168803457971,0.0,5.705807313096889e-19,99.6008831196542,0.0,1.0073064205705117e-53,1.773957286892719e-34,4.4221948035048985e-14,-7.807040569635322e-20,6.970098856104381e-60,4.8077237902858e-66,4.43025159545864e-18,5.377861506528424e-10,2.0
500,-9.519348626245495e-26,6.00328425026134e-16,6.760944340743996e-12,99.99999999999987,5.0,-4.759633881271313e-24,99.99937782449312,1.0379618973799313e-07,-3.5393433953970836e-33,99.99987523840078,0.00012476159920483048,99.99999999986905,1.309844255717652e-10,99.9996000008,-2.379822168861302e-26,-4.759676962128698e-24,-4.759676962128698e-24,-4.759676962128697e-25,99.99999999986905,1.309844255717652e-10,-9.7274906260951e-25,-5.228306225066424e-29,-1.0456324097049937e-29,-5.228306261120526e-31,1.3525430661422287e-14,6.930120971921882e-17,8.115006203806277e-13,99.99998959834721,1.0400340671366786e-05,20.000000000000007,20.000000000000004,99.99999989620382,-3.786922552878188e-24,-3.461504436120545e-30,-1.4325493972947626e-34,-2.3876050906751925e-32,0.0,100000.0,-7.16322014663788e-34,1.4478465331836938e-82,-7.16322014663788e-34,99.4926618096986,-3.605395109873749e-37,-1.4286256521620432e-42,-4.762131982963269e-44,-2.884239910948049e-34,-1.1428712363266196e-39,-3.809607967385569e-41,7.912614215273138e-73,2.8796048602224576e-78,9.598719169796241e-80,999.4773855586683,200.0,200.00199999000003,0.4967415297525332,0.0,0.0006220717106877908,99.5026363985365,0.0,0.49862071824107135,0.0,2.7498131782534052e-18,99.50137928175893,0.0,1.461427512001977e-51,2.8207767099172006e-33,1.349339004820918e-13,-2.993646478453501e-19,1.7716873855956428e-57,2.1506249319885068e-63,1.3524289843148235e-17,1.312116062740346e-09,2.0
600,-3.2501501554077945e-25,1.7516257164129442e-15,1.667695246268407e-11,99.99999999999967,5.0,-1.6250591200382848e-23,99.9991048777037,1.7923318322552681e-07,-1.8856573555310896e-32,99.99982041185108,0.00017958814890432415,99.99999999972908,2.709471443046892e-10,99.999520001152,-8.125316234964402e-26,-1.6250761232162818e-23,-1.6250761232162818e-23,-1.625076123216282e-24,99.99999999972908,2.709471443046892e-10,-2.922763771362143e-24,-2.0635135392530838e-28,-4.126897390454982e-29,-2.0635135554686244e-30,3.336423966132274e-14,2.00901639581212e-16,2.0017807925766316e-12,99.99998203110935,1.796617556539926e-05,20.00000000000002,20.00000000000001,99.99999982076682,-1.3327979590307168e-23,-1.364875473503043e-29,-6.437727977689323e-34,-1.0729666101685594e-31,0.0,100000.0,-3.219102617189213e-33,1.55061242897394e-81,-3.219102617189213e-33,99.39182908716664,-1.6215465133193677e-36,-7.209791762043741e-42,-2.4032910061865094e-43,-1.2971987665868989e-33,-5.7676701876027846e-39,-1.9225783969858496e-40,7.985124074568239e-72,2.7046376768433055e-77,9.015519832503728e-79,999.3731943484606,200.0,200.00239998560005,0.5953125363757656,0.0,0.0008949430631126961,99.40379252056081,0.0,0.5980146871012726,0.0,9.333189682604931e-18,99.40198531289873,0.0,1.478253603077895e-50,1.6410139220192617e-32,3.327077984715614e-13,-8.730827451221115e-19,1.6664419847978795e-56,1.923506828452264e-62,3.336091091006676e-17,2.7150733129206613e-09,2.0
700,-9.042740208354694e-25,4.291018891382367e-15,3.5617394975301645e-11,99.9999999999993,5.0,-4.521320172652386e-23,99.99878274087803,2.8441715501042756e-07,-7.912114064164558e-32,99.99975565383892,0.0002443461610533772,99.9999999994998,5.002392493095536e-10,99.999440001568,-2.2606665429403445e-25,-4.52137337558848e-23,-4.52137337558848e-23,-4.521373375588481e-24,99.9999999994998,5.002392493095536e-10,-7.31141658760062e-24,-6.456740348393996e-28,-1.2913029110722246e-28,-6.456740404858213e-30,7.126010736348232e-14,4.892066743232423e-16,4.275426166627749e-12,99.9999714741563,2.8520829344813095e-05,20.00000000000005,20.000000000000025,99.99999971558285,-3.790226883337719e-23,-4.26691446805303e-29,-2.2399883848895924e-33,-3.7333607388648357e-31,0.0,100000.0,-1.1200856337188866e-32,1.5803454273725784e-80,-1.1200856337188866e-32,99.29120648954888,-5.646392663048972e-36,-2.764513555292131e-41,-9.215160634139997e-43,-4.5169667204944434e-33,-2.2115426378387567e-38,-7.371901149824382e-40,7.530312570061056e-71,2.459590688239864e-76,8.198708243235426e-78,999.2691133655862,200.0,200.00279998040006,0.6936262723461548,0.0,0.0012169747048288771,99.30515675294866,0.0,0.6972989284812684,0.0,2.5826416582492013e-17,99.30270107151873,0.0,1.3552126509910108e-49,7.670452451829556e-32,7.103121885584165e-13,-2.1379130840308798e-18,1.487057008908856e-55,1.6436048466141948e-61,7.125195258855466e-17,5.014352667884726e-09,2.0
800,-2.2188260274560224e-24,9.381614141541117e-15,6.890279051030974e-11,99.99999999999864,5.0,-1.1093993580796114e-22,99.99841154782088,4.242560785890144e-07,-2.8707702293869265e-31,99.99968097574563,0.00031902425434114623,99.99999999914871,8.513322443955692e-10,99.99936000204801,-5.547014448417203e-25,-1.1094139084191196e-22,-1.1094139084191196e-22,-1.1094139084191198e-23,99.99999999914871,8.513322443955692e-10,-1.625320794574382e-23,-1.765840088602854e-27,-3.531543574274025e-28,-1.7658401056831025e-29,1.3786093352938217e-13,1.0630501697958049e-15,8.271261855377964e-12,99.99995743123635,4.256022719534649e-05,20.000000000000103,20.00000000000005,99.99999957574394,-9.468806857544485e-23,-1.1658682676335529e-28,-6.770459127502856e-33,-1.1284256939341221e-30,0.0,100000.0,-3.385532924055835e-32,1.4451862990552082e-79,-3.385532924055835e-32,99.19079337373957,-1.7080151879353253e-35,-9.177676932373988e-41,-3.059268280845596e-42,-1.36636321278186e-32,-7.341894966333546e-38,-2.447332430355969e-39,6.297238979386491e-70,2.0912361600270552e-75,6.970853062389313e-77,999.1651424682256,200.0,200.00319997440013,0.7916835152868889,0.0,0.0015880279230433348,99.20672845678959,0.0,0.7964735836719141,0.0,6.301608104345424e-17,99.20352641632807,0.0,1.0715463048648644e-48,3.0990286596058777e-31,1.373606479276919e-12,-4.672166550522635e-18,1.2055629941630023e-54,1.3487025753244668e-60,1.3784310396430402e-16,8.5364520664681e-09,2.0
900,-4.946544919631438e-24,1.8808824759332202e-14,1.2362025436538903e-10,99.99999999999754,5.0,-2.4732387686095393e-22,99.99799143200455,6.036439770615825e-07,-9.193448996396914e-31,99.99959638894083,0.000403611059146449,99.99999999863843,1.3616120485443109e-09,99.99928000259199,-1.2366237408863747e-24,-2.4732746671996496e-22,-2.4732746671996496e-22,-2.47327466719965e-23,99.99999999863843,1.3616120485443109e-09,-3.302954448000529e-23,-4.35668525607967e-27,-8.7129996074347e-28,-4.356685302456173e-29,2.4735148299433277e-13,2.1179973745324e-15,1.484029872223738e-11,99.99993940666961,6.057967277083405e-05,20.00000000000019,20.000000000000096,99.99999939635603,-2.1429767861044578e-22,-2.873642366261077e-28,-1.836761000885722e-32,-3.0613168345811097e-30,0.0,100000.0,-9.184705605202839e-32,1.1680122263259384e-78,-9.184705605202839e-32,99.09058909924738,-4.637621580510774e-35,-2.7266284942185033e-40,-9.088904933434158e-42,-3.709951873524938e-32,-2.1812231039527745e-37,-7.270858304525823e-39,4.6208061078454587e-69,1.6157903347240904e-74,5.386030679700027e-76,999.0612815147828,200.0,200.00359996760017,0.8894850398733769,0.0,0.00200796435146241,99.10850699577476,0.0,0.8955387937410553,0.0,1.396706462574833e-16,99.10446120625895,0.0,7.56441895426191e-48,1.0967045214272067e-30,2.4634877319707903e-12,-9.362853207684208e-18,8.933391472068116e-54,1.0397555105565875e-59,2.473157362423798e-16,1.3657603886025885e-08,2.0
