milliseconds,G_alpha,PLC,Ca_cyt,Ca_ER,Ca_mit,Enz,Product
0,4.792495315703675,13.228827727335542,0.3091614134086877,21.765369133385757,3.581195129622291,2.0403285233081987,2.126321127865397
100,4.543447769551951,13.382207688421802,0.24981803879763864,21.697679603053952,3.555831161998422,1.9416979096295262,2.1421607545824424
200,4.200675258108103,13.162759089699788,0.23319547287251302,22.175606888392768,3.5363808239933636,1.8996186901420167,2.0276892356795444
300,4.134652278344153,13.044597032388229,0.21786020030856762,22.011903468208274,3.5181947844584647,1.812827910690092,2.022820194087316
400,3.8853082008446114,13.005715373008465,0.20459838571035888,22.456476988435284,3.504488299379793,1.7660778805308128,1.9971085208462662
500,3.53242087164911,12.648939218445117,0.17402295002123713,22.699944284785023,3.5053535730250918,1.748123643634864,1.8557994235460413
600,3.285032005910932,12.512885656702423,0.17223843440784953,23.072862396794246,3.478163134999053,1.6771495064016604,1.8457135224454304
700,2.987335019860846,11.886537068179686,0.12948037381841665,23.182958385678376,3.4914224251574395,1.6209446177621998,1.803997191089142
800,2.6749236781720223,11.963405783205525,0.11451318143191547,23.501133595197135,3.465842520516647,1.570608756897562,1.681193472230678
900,2.3707113655393752,11.198092441352722,0.08540326804609824,23.792114956294782,3.5128408504429043,1.46684886407415,1.6697622538360937
1000,2.0550515433152152,11.066667346947963,0.09192114325906484,24.347520163872087,3.4556014334542158,1.3556501219570438,1.5942601216887664
1100,1.5091831367513038,10.40476058066164,0.0823717910633859,24.58716858688653,3.475169219075529,1.3158002343827497,1.5508074764525017
1200,1.3269309854165154,9.72650849396723,0.07063025728972565,24.61019538622273,3.4950096673708853,1.255344196369689,1.5122818761402088
1300,0.7704599136049706,9.436472160383767,0.06854106630941643,24.906702508123168,3.470950332828085,1.247080996086358,1.4283724073452946
1400,0.4718910760327361,8.868464383363321,0.016962157312603598,25.119226508487316,3.454725374672705,1.2362459333023545,1.4081524854195262
1500,0.011650888470726178,8.121547253091844,0.0020143722141777246,25.302332163771194,3.4412475594393173,1.1458607003043313,1.3520715983320943
1600,-0.04857631059285185,7.140814479293281,0.00075364456027599,25.626945640214824,3.465988362912587,1.1504757150678304,1.3142547816900052
1700,0.0653876613946203,6.5598431110977335,0.04834369791905812,25.893472745825687,3.4529658348497483,1.0549439201779998,1.1807939410947506
1800,0.0492737161116031,6.117607618540654,0.028355384538941545,26.111905646654844,3.452863880842935,1.0373724187881117,1.1408468483472178
1900,-0.06521008598926517,5.793336281969598,0.024902947831675168,26.325173637971172,3.449741248168434,0.9908911817069486,1.1644443065125343
2000,-0.00352985748557278,5.229156211040436,0.010004728987268176,26.181925441559073,3.4866655212015933,0.9416713294099261,1.1046157839255148
2100,0.02643234518177559,4.500324977871234,0.01150086233765602,26.175132805784106,3.459140416095723,0.9497314743924126,1.0866447483580692
2200,-0.08707517006553209,4.458201611112084,0.0009041735575184579,26.552559593790352,3.4523121446480682,0.831578831279032,0.9827325182026354
2300,-0.07776385514222955,3.727370780760776,-0.01205240069217501,26.755189701682202,3.467220771459371,0.83481379717346,0.99090381168965
2400,-0.07709222824585647,3.6838881596887525,0.007176570300397284,26.69529491652086,3.4731875830776255,0.8188995515370988,0.9407299368930426
2500,-0.04549342073396243,3.2447564589977747,-0.00789144345241626,26.721919085259213,3.428826362476582,0.739791857047539,0.8834596689140928
2600,0.09916048709559239,2.6944071594958876,0.005446169194022708,27.103144427531312,3.4619479948793925,0.7616947915506458,0.8829209066586289
2700,0.005749634453811359,2.4646723172127385,0.003443711877314591,27.156728204593787,3.4322079046694594,0.662967231575546,0.8100064275275348
2800,-0.08392292794568403,2.1591180585296446,0.013864907060185859,27.001771113982546,3.435039715085601,0.6971470734711839,0.7743797886787295
2900,-0.09258063813288854,2.2061796707948034,0.009312982118186396,27.23935808953744,3.427009228233478,0.6952385366929357,0.778324448519842
3000,-0.02414644186433228,1.9433970820770037,0.02596421477022745,27.249965110708775,3.4498433561934703,0.6672805319705485,0.7490902981661939
3100,0.0010366867341010295,1.9107803028059676,0.012616303260212403,27.41724778124806,3.4732442169614397,0.5648539665684367,0.7259175026501017
3200,-0.06889132490870382,1.583252909268804,0.0018208593976699041,27.372667144235283,3.447203184819888,0.611582800831601,0.6350479943174401
3300,-0.05416120769187109,1.5558844741446083,-0.003424610355238029,27.56772244895634,3.4678144813224665,0.532722211945292,0.6043368965501685
3400,0.10128891683061246,1.3711266245427125,-0.015823459024979954,27.383391997319407,3.480025620462229,0.4949098775653005,0.5950076798449198
3500,-0.010593387932249124,1.0699396483226835,0.011274844762341037,27.405469249012324,3.4293105409534412,0.47699265910596717,0.5715289005057369
3600,-0.0265867720840105,1.1407736622674445,0.004324734522101588,27.691836576120217,3.457244385248057,0.47463853812830925,0.5907858534778608
3700,0.04309854832614072,0.7279344373141055,-0.014822659359126588,27.65012456767193,3.452341792051816,0.446987459778286,0.590475737588229
3800,0.07224653694168193,0.9141328209598244,0.028812679229020994,27.746849457413468,3.4663747818774073,0.4465318678538113,0.5494915684402081
3900,-0.07374230224534428,0.5160869006750508,-0.012793228994680448,27.36784849323708,3.460307545781232,0.4803076044571124,0.5425583220903037
4000,0.006992088993625349,0.4032522567823352,-0.014121504993790288,27.395365784872876,3.423309083383254,0.46296654271232746,0.5128209159146436
4100,-0.03889418767929905,0.464571740583306,0.00509008449506879,27.81872665720558,3.4590709638706936,0.4085216879571047,0.5018766167697359
4200,0.016577831636771293,0.6083384755850282,-0.003631716999206282,27.822610132114697,3.4434953495985625,0.43795497822557555,0.4333192770297019
4300,0.052319533447933865,0.4852800752081419,0.007896432659452187,27.496038616253056,3.430275260225225,0.368347702238089,0.39852447244595923
4400,0.040550269752291784,0.21591735320099487,0.025758867701208943,27.56014798415114,3.428234073085206,0.3766197022223259,0.40449302907724644
4500,-0.05635628556696759,0.2524431188588706,0.010433520440487107,27.596736515870592,3.478732106299096,0.3302501573724238,0.41463791528725036
4600,-0.0631774667785314,0.14666384390169682,0.02567751841818093,27.642553101487245,3.429325796983153,0.343195945420053,0.4219825293082584
4700,0.08430313303963922,0.41727125837982537,0.003796297674305485,27.65000086873955,3.454149379103486,0.3356657567513681,0.38226700684405607
4800,0.11338550620240061,0.1685994016071772,0.01460590400745466,27.557008251525595,3.4675009408348894,0.30455241444843983,0.3173628115437966
4900,-0.07526540060576715,0.18845057527952006,-0.023555929312162723,27.548263580851746,3.4356929663989964,0.26754229009450525,0.3241044816948346
5000,0.06919496290535793,0.39695058006703543,0.011259387156476537,27.805344619126593,3.4296829746027075,0.31487813748057014,0.3270709051223167
