miliseconds,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active
1000,7837.356629226714,27633.75452857753,91722.28426903998,118109.82304316318,17376.17868372248,17924.997337988345,577993.3165424784,20341.2323848258,783.9948628698951,591.0591750868555,120041.75916259339,3027.838938261308,596960.4082886546,120000.0,102586.08923753395,1939.0535964862102,582137.3059673193,120000.0,120000.0,119967.95328475098,29.980683334303528
1100,7827.25830553258,42816.936991211005,78512.92394977952,118153.72228637699,15081.250754365317,20642.251760594783,572945.6832999124,25184.84881268223,783.0971615052878,-457.0547696760447,119274.01505267636,3354.8462498123135,596260.3318452887,120000.0,104847.18849890554,1796.3020935431423,579349.7592955347,120000.0,120000.0,119978.87115882056,8.77162703114109
1200,7818.535424848286,53794.823657391455,65821.34381656825,118355.63981279515,12490.314878075471,22496.690022204773,566189.0226045406,32094.231654828567,780.9967919760234,550.2584890970098,120033.29757638543,3960.829234718597,595978.3294832602,120000.0,107001.40276603174,1636.0301570529723,577796.4470766229,120000.0,120000.0,119969.55707771856,35.01947513013701
1300,7785.151054049471,70359.7119129071,49875.38516203675,118701.91772414038,10308.463951709295,24165.344174122944,557784.5982246253,39637.18432089292,778.6934586049698,446.1461326428412,120428.0369775619,4135.576974657205,595656.5941810473,120000.0,109664.5400209366,1335.399583731628,576166.4080200081,120000.0,120000.0,119968.4562897415,55.811313809282424
1400,7775.074281349783,81991.80783035926,37640.87633553693,118996.53104287508,7692.828212653053,24825.788276932475,550160.5964779306,48062.23020144997,778.3782582864076,-142.56938448163137,120593.92689599551,4475.147070236,595489.1691853553,120000.0,112021.56780590395,998.1780509423156,575194.6983997782,120000.0,120000.0,119935.03479408618,55.416328405260394
1500,7756.741136324639,91595.45234718255,29239.306317548122,119337.55441270061,5796.462890965716,25132.52776208343,543472.6869279325,53062.47171148878,777.3237689805843,476.23239516840596,119628.23809919013,4929.984921121161,595241.1560615165,120000.0,114105.25050792808,680.6229334221484,574919.3711955223,120000.0,120000.0,119937.70321532479,80.44272946310737
1600,7753.82251205185,97986.1287702623,21693.46232026034,119596.34650110539,4689.300945545925,24749.24384757064,539304.9037756848,60819.079670931314,774.6679196533468,645.1051096859314,119417.04797876484,5020.910012494992,595057.4910907227,120000.0,115607.90817131351,416.455191410551,575452.4356807212,120000.0,120000.0,119905.11551820673,68.55254772061264
1700,7726.951630283037,101181.658547183,18925.340006241902,119727.76740891974,3352.514308990415,23732.88566514772,531309.4544117898,67141.73040601925,773.2695066551482,-228.24666724544704,119862.02710008618,5624.888170672951,594413.0471347346,120000.0,116622.23025749644,271.09693314554,576401.8963678468,120000.0,120000.0,119906.44395480993,108.24838462664302
1800,7716.6069815316505,105264.88074877732,15246.381481062026,119806.52510347296,3021.6465523044853,22267.421631308673,526850.8007699207,73341.26733612968,771.409680392904,404.0432315383422,119480.54429924928,5650.473425342891,594375.216927643,120000.0,116951.56894890803,145.48977839780017,577402.4047507282,120000.0,120000.0,119862.912280839,134.8643050403479
1900,7712.042607047464,109545.81588734659,12952.709673928255,119849.85160662577,2239.233892019726,21764.830920857738,519567.9709675106,80249.87973588008,770.8652695840904,-106.37108456699113,120733.19698890773,6041.985696850395,593860.646641546,120000.0,117573.58409463428,104.0789146289199,578308.4327550306,120000.0,120000.0,119853.754824353,143.4006265308664
2000,7685.5838676316025,110674.2484020857,11308.278450087691,119878.84836303796,2266.713308698647,20492.577018980664,517837.77783858706,81805.97156239655,767.6036615498589,779.8075384913949,120487.57571050369,6314.565152819043,593689.5218294068,120000.0,118298.7633839353,94.48597808567843,579405.674924722,120000.0,120000.0,119818.89281501823,174.63805128167377
2100,7678.646293425689,109351.10486650224,8024.493723294036,119915.45705950119,1495.2490838622448,19452.18981809933,513529.0887918008,87990.36051870114,766.9165020038541,76.7851241733602,119211.7325091242,6854.450738731997,593073.6999590457,120000.0,118520.784770056,100.84191255461116,580866.7957581786,120000.0,120000.0,119814.37534444852,181.6601299155908
2200,7645.982419764181,112098.57375299718,9465.703530784245,119912.27678556903,1674.31324492266,18656.412402832724,510032.44377226883,89528.45835807091,765.9552470237902,-773.3453413262803,120044.26155641668,7064.470023927434,592788.1825042734,120000.0,118453.96076395726,96.91762641821376,581643.1490897317,120000.0,120000.0,119779.17758939281,212.97626787655201
2300,7650.0515011281805,114737.58495225967,8449.280259628707,119918.11765695899,1246.3317613501226,17295.61810202709,504333.7451450757,93115.70672752937,765.0382429735249,373.3594902872397,119652.49542981604,7391.7996025086,592665.8354920042,120000.0,118494.08195238755,81.11839787325259,582904.224138501,120000.0,120000.0,119767.43440144871,243.6922939396485
2400,7631.25872859033,112166.91967779852,6806.058741442212,119953.07984139145,1556.681385428805,16537.43775264568,501360.85169848637,98748.42232421885,763.6177227937109,509.21823206634355,120610.66180248868,7600.392680911413,592225.2613998904,120000.0,118717.03627174498,24.64014052506721,583693.9741727042,120000.0,120000.0,119726.41692755194,287.16008239870695
2500,7601.50427718026,114410.97757363984,5190.498843443734,119966.16566553335,788.533020925903,15323.512648149166,499024.253766877,99129.6576833166,760.4569821016273,108.62106786171128,120147.66026490585,7964.222628684538,592010.1943093162,120000.0,119074.80725805467,41.51489872741621,584807.4411278578,120000.0,120000.0,119687.64338518362,306.27075912522525
2600,7605.842556958735,113579.224050938,3547.5051377938516,119974.787603694,1070.783291736501,14840.058573442224,497578.318629796,103167.99551285237,760.1486442597765,340.5354478551105,120234.62055056589,8182.690080351065,591763.7909307736,120000.0,119013.54871013467,60.74510260832172,585156.2603704645,120000.0,120000.0,119681.02724511125,315.7074738861154
2700,7586.1431540519525,116645.37697810294,4045.2187943135305,119976.98160843024,822.5400310862473,13543.72659255697,498292.89080047136,103502.8135896538,757.6855094666325,170.3373206948112,119703.22839996383,8467.389546962411,591442.6804682289,120000.0,118978.84175396731,36.13923668216061,585981.0201200045,120000.0,120000.0,119637.35686279123,377.25008125599805
2800,7565.512091240583,115496.07829247885,5906.701751634554,119991.66269249964,874.2791982435115,13033.208873490677,495536.82778574893,103039.80706191449,755.9961747271527,-373.38676636465686,119430.7047265591,9236.155265975327,591020.7952158687,120000.0,118895.42738471561,27.85358631127868,586721.48960869,120000.0,120000.0,119604.9618855024,395.37371734840184
2900,7550.615076139916,115056.2555982628,4576.082578750711,119964.8102852311,774.1832504843301,12383.9735056242,495972.47107075463,104571.61887274496,754.4495849152505,-581.158368161236,120302.29167399452,9193.924994669573,590460.5788948981,120000.0,119515.16779923407,40.30078603147612,587559.1569964226,120000.0,120000.0,119593.86797993662,423.8698643744136
3000,7536.189564261455,115079.60646333145,2760.5884761165053,119962.46206275489,1029.6289363585693,11395.068908676785,492832.67392004165,106278.14439660852,753.2394136464302,394.4324000249323,120128.68255552543,9718.724010990336,590270.6529556983,120000.0,119164.70062737062,7.975297895764069,588190.5422112957,120000.0,120000.0,119542.83055665279,447.5552519174752
3100,7515.049882600098,117041.6901768655,3307.635762707464,119992.03593765064,426.53013614790893,11136.31737434568,493806.88706891343,108303.20435047415,752.928511229615,258.3685948494408,120645.94663780487,10158.594778636832,589912.5793335875,120000.0,119014.91916441615,45.15637765609199,589301.5622652643,120000.0,120000.0,119500.20997668497,493.81903082115355
3200,7513.510853955964,116122.36099913022,4895.223617662065,119985.33337069312,394.78672542702475,10119.665653942675,493211.00165219966,106532.69110495434,751.0191682993835,81.08877481613825,119955.93542300281,10042.885331762367,589696.2390829555,120000.0,119346.14284856535,43.44788289142575,589563.0596239915,120000.0,120000.0,119494.05396598192,522.8559990907255
3300,7493.55019379332,116952.66828240344,3154.811829969766,119982.45632258919,421.21635705253163,9964.598421864213,493028.6537750464,108544.99637571962,748.3148325741582,-723.8972759159013,119549.29555528038,10582.359035599668,589350.5543973362,120000.0,119236.72869161304,20.382508150335294,590015.121522228,120000.0,120000.0,119468.39914499641,555.492270689707
3400,7475.743467681789,116082.21066675057,4045.383436701116,120004.69566906808,844.4815933218923,8798.251161763681,492206.98384228174,105354.25496411405,747.8655459928464,103.27521172403277,120174.3200335533,11005.204484991711,589249.0203290249,120000.0,119592.58798048497,8.170626462427467,590707.4493649413,120000.0,120000.0,119441.97398963227,558.2985509395158
3500,7467.984433208347,116527.28051033015,4389.970865484277,119994.2661909821,334.1559210364205,8921.89515371057,492483.96360974555,106104.81196056487,746.8699117766309,664.9597845900781,119790.60449777236,11302.581186469119,588995.1802063872,120000.0,119555.27678968108,46.451002051829775,591040.2606338407,120000.0,120000.0,119389.19426683434,600.7436498799433
3600,7444.6140279021465,117240.49113585669,3400.0825433207915,119950.39022186481,420.0124338223358,8003.8769969959685,494373.75828664255,105667.79089003768,744.0633047711501,-198.39425419278214,120147.73978193279,11307.26650734417,588368.0927420226,120000.0,119584.80126098283,-5.040380178709459,591783.1310458017,120000.0,120000.0,119364.01769358336,639.4411382643577
3700,7427.785734129731,116323.53029414442,2017.133331142577,119974.63363925969,198.53147132893082,7843.881905062622,496381.64989143616,103784.16877650576,743.7393667428142,-824.6232980683498,119493.84888881433,12050.033914283757,588159.2116099898,120000.0,119689.53990004078,12.092873296175892,592099.8431851149,120000.0,120000.0,119346.65617185205,654.2335676976784
3800,7418.8015189685775,118494.1588945579,3111.976561270271,119989.02272105857,563.5054744931331,7013.1384923743835,494249.034182754,104975.3488618048,742.1874427667874,-240.14872392485142,120086.19916357796,12124.103664914233,587744.3183450055,120000.0,119580.02957669696,-11.104722602993316,592772.9041555134,120000.0,120000.0,119318.80055133761,691.0728800070029
3900,7398.633487488134,119188.86088741633,1450.5726332034028,119959.8121430181,521.0804578825696,6533.961846037608,494840.2244933089,104839.28810636593,739.5051232973897,190.2992048375557,120098.10999278958,12527.395019026657,587587.3382742261,120000.0,119380.48659977734,8.602243242353788,593359.1723284465,120000.0,120000.0,119286.71508659689,733.5942072499854
4000,7383.489088167535,119072.25225497266,3327.768510859433,119963.01469343762,226.19300441844595,6498.72979791771,495676.2365346996,102224.85831556424,738.7404708106594,233.88993968979418,119793.37602834911,12600.115972158039,587261.6668946146,120000.0,119301.06844874816,7.577364818524542,593733.0889437724,120000.0,120000.0,119251.96483352009,742.8721648855511
4100,7360.462983004719,117868.86944588325,2142.158860959236,120000.67956555335,496.7515408803878,5803.502858005451,498837.52450984076,100372.99503411596,736.4917442834377,-749.5200907849307,119879.91923174716,12919.802856602459,586888.7287763077,120000.0,119330.86525899835,17.269410784111265,594100.8642208886,120000.0,120000.0,119229.19895060835,799.2915536811282
4200,7347.669508713236,117002.04341457676,3620.5778478173925,119978.56916726865,300.78920199195613,5417.490224203036,499254.2287903665,100433.18971014071,735.9685557256649,591.8438370302945,120772.44324485729,13638.90190689327,586386.6592400238,120000.0,119561.27053543391,13.041781853529363,594597.0719227701,120000.0,120000.0,119201.40818386972,799.1185598996877
4300,7335.514874423476,118954.34327720643,1955.4577216568614,119991.39712804163,642.254477076733,5603.8201908296205,499363.22088505654,97916.8838178968,735.1455694944409,-63.349705894969304,120653.42862433771,13626.910332465228,586441.0666431778,120000.0,119784.65104754352,-15.284861276468343,594479.7899966438,120000.0,120000.0,119167.03903464573,837.2809491394529
4400,7327.683844674361,116528.00679286585,851.3489027920984,119987.37969171938,636.3245283825047,4996.330564329836,500007.8713173479,98656.4803484637,732.1323182687272,-219.7148174099833,120706.01242417953,14019.264363528859,586000.3421081718,120000.0,119811.508425821,-16.43396464535379,595114.5954597291,120000.0,120000.0,119143.03738512733,870.4064762449226
4500,7300.80559508588,118722.39454972358,921.56693720472,119973.50787123454,631.9640287520422,4645.884300992311,504082.7488009701,95982.6832142806,730.129571394462,-3.9710618908038424,120652.7443739065,14564.468424363598,585463.4295153035,120000.0,119368.0896947048,25.13846177249041,595116.1454112328,120000.0,120000.0,119099.24311515578,910.1577889227077
4600,7288.382648050921,118888.11683175937,76.91038137272176,119976.9439962079,347.33295430780163,4105.3053519630175,503975.0378616416,95944.81870725164,730.2205957409964,50.08027301789201,120117.27780376517,14751.873837716435,585499.9505945132,120000.0,119574.05951399516,20.974804529824368,595502.3192063955,120000.0,120000.0,119063.40124493129,928.0156270119735
4700,7282.219721680968,119782.52256704631,2412.1386801567705,120008.84360486193,389.4398689367818,4414.284903024066,506856.8198533436,95308.69635874206,727.7290449536637,430.7536154479697,119616.27727902347,14863.536090790354,585103.2047396832,120000.0,119844.85590575618,10.888258961378003,595645.8587720656,120000.0,120000.0,119040.01236752758,937.6423478581938
4800,7273.145544355735,119767.02851236497,-32.0144151037382,119985.07591940404,625.5122461411038,3829.93772552506,507719.05731250905,92592.14063748735,726.8247691942505,43.0734534704229,119403.21756778876,15079.517319079805,584691.2356764228,120000.0,119447.06897588725,-4.420215453752808,596218.8900347628,120000.0,120000.0,119027.52325809858,981.5583468902544
4900,7250.749672622331,117107.54189295498,2776.9911416054933,119989.3880450986,582.1218118983273,3952.48360020607,510552.7899111058,91787.19038034811,725.5115009826798,2.750130029319923,120741.40355675835,15799.085271862568,584299.51791267,120000.0,119874.80231030671,12.279659243910396,596408.8660171796,120000.0,120000.0,119002.81658198235,1011.3059493988426
5000,7231.675687362417,118710.09031616754,970.4363751629477,119990.08417843991,365.7478773766907,3598.7843030516356,511022.67059038347,90003.77435484265,723.1110407875915,463.798476214985,120242.17297628026,15871.588124330074,583827.5076890072,120000.0,119510.7306228095,-10.528411946659107,596556.9903667034,120000.0,120000.0,118964.00564063288,1022.1891555532967
