miliseconds,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active
0,8009.645760482044,120466.11897057258,983.6438909902536,119984.36759822788,-49.43109459889209,84.16525963735508,599362.7603635299,177.94179661452466,801.022064129278,119540.55284236466,-205.3474225928353,-230.27297030467892,599868.2462951377,120000.0,120070.85012473438,-19.677024660893007,600093.5313253762,120000.0,120000.0,119993.06875875356,10.438180435996491
100,7979.657881741075,90092.04802177522,28675.080629914035,119892.49818540002,5633.904151867195,-236.2859197555896,598515.4680572874,1197.0976984909748,798.0486279582202,-814.3344734938304,119625.77876626265,264.3414573262136,599837.6931526179,120000.0,114852.7133563658,76.47166543089092,599710.876185396,120000.0,120000.0,119996.24895602104,-16.593726951576667
200,7968.172798492491,66371.47524531533,53542.24497326714,119654.08277925107,10009.61895661596,119.02857599715111,601826.5413843056,-1103.9521804042192,797.3123036826152,365.2293390831306,120613.13475295123,435.4937839641993,599364.1017292909,120000.0,109907.99572169183,327.8196983410502,599659.5984747381,120000.0,120000.0,119992.50204643098,1.5250309941922262
300,7943.947524307673,46113.30984032927,74185.07756185994,119433.59205597301,13582.579264423117,1224.8316509999283,598254.9208302895,148.3313564792494,795.5767386732448,576.3947416265559,120217.40263021964,754.0820685303235,598953.8169276797,120000.0,106330.50320691743,574.5501827147446,598784.2143297679,120000.0,120000.0,119991.74631035342,4.184150925971237
400,7944.502435266438,30919.205023212617,86821.70631028691,119121.6446374397,16341.091668400486,2665.795443979103,598616.9758835642,1958.3178610890723,794.5252749642418,-542.7783309200113,120226.59482860779,1447.1648914075433,598779.1718175861,120000.0,103397.03410248348,868.8812481377618,597600.034689055,120000.0,120000.0,120009.7180293664,-11.696473892905992
500,7929.133852420072,21344.952942168962,99214.09655645059,118867.17776925673,18313.642943151313,4528.185398884763,595807.1253647464,2392.5043204261997,791.8366742056294,30.77556645346123,119632.69408519022,1427.1105360395043,598333.0402560275,120000.0,101099.54227545389,1104.8142950880106,595738.175393283,120000.0,120000.0,120011.58249639386,-16.21478723057165
600,7898.846158957978,15923.570405501509,104265.14345517138,118610.28752316217,19859.527940898923,6715.880006861896,595391.7822811109,4935.90716890372,790.0661515744598,254.80192862366084,120367.44788215721,1960.4969450232013,598237.3733225876,120000.0,100481.9959437616,1415.7236561066754,593636.4192615699,120000.0,120000.0,119984.42788178823,18.109616798315454
700,7898.814004062785,14135.148908012538,107611.07148401834,118399.1530562211,20361.369357242267,9516.556782746831,593119.4094005846,5823.887756185573,788.2499323452172,228.5455128119277,119493.47845671608,2224.5648941533827,597505.9938874487,120000.0,99847.65015289519,1609.5276160519809,590830.057102103,120000.0,120000.0,119980.44388450426,-7.74436608939426
800,7880.549864380457,15132.730567756274,105187.17475603461,118222.85698521591,20322.218769249117,11879.950191615098,590987.5548620864,9062.008325373072,788.2868197845114,-258.50347493660115,120444.89039854199,2579.0607247590838,597250.095651541,120000.0,100087.67106161539,1817.29808950349,587666.4266391568,120000.0,120000.0,120011.03191658437,2.096026216728013
900,7853.372946106127,18899.764477874818,99223.12658995185,118082.5767999705,18815.467914611334,15083.708988732564,585617.045124238,14922.802964689474,786.121205855159,213.43708671662546,119738.67687549029,2879.3473660272048,596947.9451199509,120000.0,100878.99367562206,1920.2419735976748,584949.8668858315,120000.0,120000.0,119985.08047365367,12.642893571081782
