milliseconds,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active
0,8008.049517892435,119541.55016371596,-1139.8007826190944,119976.32633517841,-18.08662706707011,101.21938471121642,600009.5617096542,1975.6105659146513,799.5258469295873,120634.0298837842,-243.90018565320904,-64.13406970635602,599989.0214980602,120000.0,120208.28607616018,-26.013612182758425,599885.8118812921,120000.0,120000.0,119997.80604182613,10.815569521825708
100,7985.760862479151,89642.12743422607,30323.426609856793,119903.38682270548,5415.035562696068,-270.2920199364328,600312.647478706,1329.729696575895,798.6887897999898,646.6854917177395,120614.14572981987,160.07450224974065,599450.8875992034,120000.0,114721.73083805422,106.54292381212511,600202.7242921091,120000.0,120000.0,119991.80089374117,-7.685510995629536
200,7962.381189440739,65190.467866053856,53120.93503585376,119693.9698885578,10160.83696529174,280.2013629574907,598667.740523927,1070.0798638790736,796.9510660289998,-414.8799955328008,120487.56099879235,618.0079788966669,599544.871684559,120000.0,109936.49226409463,340.55069405148987,599850.1044173476,120000.0,120000.0,120001.14732487085,-5.097942347749601
300,7952.327906642752,47695.27215467949,72254.40048458923,119430.73210941665,13938.576581459987,1208.0483341988331,601411.8395109137,394.93713105544543,795.4617603255047,312.48194513642403,119459.2994551127,984.6691886784624,598909.9879875259,120000.0,106179.23079799373,565.8325530029709,598873.2475078808,120000.0,120000.0,120004.36927468353,-13.585546742350102
400,7942.892219455188,31340.50255027728,86682.7654744564,119137.37897716158,16458.453638585743,2640.188088905119,597946.6676965047,-332.99315931380283,792.5066312335913,542.8623245897181,119262.61792121455,1243.6374509651062,598727.1091928078,120000.0,103587.42261395068,845.9461922188643,597289.6248050526,120000.0,120000.0,119994.91575519298,4.905579849359562
500,7918.827033325776,20717.83308596165,98363.75633005527,118860.05786675608,18780.707197212483,4191.376671911066,596261.3806945697,2653.4519395303214,791.7257670949664,130.05168881439448,120775.25157094987,1732.8151869183107,598198.3881164275,120000.0,101265.10361997504,1111.1137883894603,595745.0821309817,120000.0,120000.0,119981.90689127026,13.979770631440797
600,7906.905856614346,14664.201042754003,103928.24675364941,118582.6052988672,19943.333465727355,6591.589522342976,596669.3493102066,4011.9596398570147,789.4069318205906,-530.0714813218904,120325.97046194694,1789.4193320877218,597980.4168595786,120000.0,100366.93256779037,1407.7192271471586,593634.5847880946,120000.0,120000.0,119991.25024605611,13.480009539012745
700,7881.462852126141,14554.586241044917,105737.3585687161,118406.7293257115,20444.908184950946,9485.833667764271,592184.301535046,8328.992528492683,788.5827793881072,549.5946943860753,119806.02605842582,2150.099075303268,597594.0127684099,120000.0,99804.20322752622,1604.9798240752903,590788.4367810651,120000.0,120000.0,119992.47247237984,-13.735814400388712
800,7862.776444486815,14884.801487552353,103417.51669712931,118176.10197151673,20180.224765786807,12466.616330223045,587370.2160539336,8979.436162827122,786.864194463895,-374.65196233400457,119363.161580853,2643.213807292628,597370.5404998359,120000.0,99962.3262059963,1816.8276002409139,588141.4099833354,120000.0,120000.0,120008.59721630217,-0.9253149991032039
900,7851.100504567327,19543.404213396367,98337.66737577862,118100.10716421042,19410.868692633667,15259.581886438153,583868.2126297642,13394.508827281168,785.0779105886229,427.48521631388627,120539.9513764196,2822.4151212787965,597139.444706859,120000.0,101183.34558870652,1883.1953168661275,585098.159596173,120000.0,120000.0,119973.3535218507,8.563062509845498
1000,7832.248959729628,28617.71872395842,90941.1863320788,118105.63729010797,17496.872399125015,17504.523716852767,580505.805799422,19389.607793862466,784.2800878146202,59.704497102104945,119742.9903200057,3025.7942309391456,596616.5942783715,120000.0,102173.91754176082,1929.4833140171372,581765.0489476238,120000.0,120000.0,119995.09666516357,16.694609178732925
1100,7815.996822741293,40582.81537705603,79696.78084732065,118179.2157455686,15458.543037785557,20256.70074386178,573208.827941583,25898.695553801896,781.7231460330108,-271.1771105914153,120542.52414403087,3343.2255886956414,596554.7472874883,120000.0,104582.10262674336,1810.84520014037,579921.8628669102,120000.0,120000.0,119986.82838395053,5.074523341000916
1200,7809.744913810834,54032.76649773435,64549.301935616284,118353.25388754257,12611.06232324671,22342.99353323689,568238.528001273,33618.425817194344,780.8314164197684,548.5234049980339,120418.91865564992,3708.4214404528116,596351.6127914529,120000.0,107531.53089574931,1617.590149297073,577715.5575456178,120000.0,120000.0,119956.09412800164,29.49689293539266
1300,7795.901945772441,69321.87265546889,51688.0144525347,118663.2702634345,9750.236055242496,24201.435360890515,560488.5884656217,39572.556746278824,778.4055191693606,556.6664450409321,120689.56379052758,3969.902520892624,595891.3204060649,120000.0,109721.90381671011,1341.517298117222,575975.4271006397,120000.0,120000.0,119943.91144184044,52.989886048397345
1400,7768.764829846096,81444.80348944305,37368.83820408404,119009.46693717006,7488.600509067778,24955.54637155798,552284.7211203666,49090.82452486638,778.184675485021,-282.4500241354912,119360.99150452173,4518.022690948971,595685.4041223335,120000.0,112599.91530749833,980.3309586627593,574801.1349162224,120000.0,120000.0,119930.47307199065,40.106731107997874
1500,7756.259906570379,89484.38799029196,28597.164227117348,119327.15301493391,5764.368999124865,24999.30134043884,543508.9116324905,55431.16737721619,776.2178424136042,-497.7036193205464,119596.9257516859,5082.838310763821,595261.672877826,120000.0,114379.4913089687,688.6459765031871,575207.4973307665,120000.0,120000.0,119920.64310245223,79.99130420783727
1600,7756.870673308708,97536.66056751297,22464.798909519,119582.99468922192,4265.643083711365,24334.283449490413,536374.0607882713,62398.82666160195,774.3303049823608,-300.59189957962093,119958.28027614347,5062.025627331007,595011.3815701378,120000.0,115630.1172211732,396.66685752978935,575767.4529501002,120000.0,120000.0,119924.7803040633,70.25643839673917
1700,7739.826681009476,102774.13249314539,18235.109385104715,119717.59229564277,3764.2129493183884,23659.933304633243,529969.8409862887,66847.4541202718,772.7904320016867,518.6708231367072,120571.07377057863,5471.631718430197,594471.7978877246,120000.0,116378.94935481623,273.9276629708252,576215.7602094009,120000.0,120000.0,119892.83848819693,120.72033309675768
1800,7727.104399273375,104958.5568428707,14758.535194594173,119794.4240259577,2766.535793894319,22862.18381416112,526562.1801077774,72670.8624191662,772.3731129586789,-618.5991421699176,119650.19343667218,5640.0717467801505,594091.2209743109,120000.0,116986.341930244,155.21978832596866,577092.4588034414,120000.0,120000.0,119877.00171575305,118.32209197701478
1900,7700.310508024256,108079.91082277981,10375.39735581352,119843.64466220139,2606.8021993489,21579.502306033024,521748.319646817,77966.8687309445,769.6770023544187,413.82241060182633,119370.28978093844,6290.879637733922,594088.3456239977,120000.0,117826.58499136698,139.61760322028292,578661.9823416712,120000.0,120000.0,119843.76168259152,157.6705467624669
2000,7691.650406032377,108240.76539040319,9407.13829379483,119893.89001313543,1812.5605899270104,20197.062698995294,517925.5802126056,85394.73413058846,769.3822892113642,-69.74774803492672,119237.98060772875,6508.870736446647,593731.6698095269,120000.0,118295.27282452067,128.7790233893427,579776.8804166226,120000.0,120000.0,119821.42498439051,162.65348602975737
2100,7672.032150364048,110052.08662489968,9399.342381242268,119902.6319895718,1675.5872102494423,18970.855707358583,511488.0645849399,88355.4511830262,767.6686981610094,720.536454998583,119690.10611022223,6658.323991224022,593248.749991203,120000.0,117924.45222993172,82.32133540972589,580936.8851643545,120000.0,120000.0,119808.81381234522,184.91841158967515
2200,7650.455713068985,113419.70377861396,6270.518382298453,119935.96657007966,1293.9481946063756,18261.216505802622,509722.3031667617,90690.72647070469,765.293486115546,271.3821642415473,120116.99588726781,7169.166720665963,592933.6820507331,120000.0,118411.47094098212,48.78967692509794,581652.9052159718,120000.0,120000.0,119766.35188651035,222.11159136416413
2300,7649.821534284502,111381.18707040435,5262.932707415453,119927.34165029819,1086.6881976201032,17250.491017120657,504005.06398918806,94437.1921084222,764.1864032359167,11.382969717474293,120263.82581452104,7426.566907499,592420.5793447201,120000.0,118314.58379375807,40.38553499652859,582651.7108959017,120000.0,120000.0,119758.5066607704,245.07190042090525
