milliseconds,EGFR_active,D_SOS,A_SOS,Raf,Ras_active,Mek_active,ERK,ERK_active,IGFR_active,PI3KCA,PI3KCA_active,AKT_active,AKT,PP2A,Ras,Raf_active,Mek,RasGapActive,RafPP,P90RskInactive,P90Rsk_Active
0,7989.203505069762,118870.05250629706,1015.3312776468345,119999.06094557968,76.62794336502093,188.30745904728298,600476.3697772907,617.2136045109511,800.9375708527919,119328.93968087467,-317.7008150247471,193.85732654821268,599839.1630082544,120000.0,120164.74610878529,17.275184452500493,599844.4454891719,120000.0,120000.0,120007.06596867488,-12.059208412924406
100,7994.557215188272,90171.7432240221,30849.340563832593,119910.57015169787,5282.62269581075,-83.54498581026697,599067.935963683,1549.252001652656,797.5767227734793,-137.5768800161165,120413.74855492028,174.45455586826094,599456.1007851437,120000.0,114324.25907869566,116.0715623668138,600061.3811387825,120000.0,120000.0,119984.31196904623,1.9428849628630769
200,7968.286235156402,64277.428933195806,54216.11613935938,119664.3032043681,10023.085880537677,474.50419999437844,601772.1081020053,-677.4946512119556,797.1638644492165,299.4958262538994,119301.2901964966,849.7534275689484,599337.5431276001,120000.0,109888.79625017187,330.67351012167376,599824.9180254596,120000.0,120000.0,119990.21152793674,14.150176974865461
300,7958.012472051751,47129.081321685284,71619.94277642798,119405.56870876596,13722.161040473116,984.3284609892473,599899.5116610229,2032.7996154169077,794.7757927828816,319.9076916693123,120496.31118009436,1041.0050487532037,599233.2231746812,120000.0,106308.64300002629,551.3779540941707,598696.0256312754,120000.0,120000.0,119993.3246274685,-15.558957241742338
400,7937.790678963794,31002.048960527023,88838.27549223004,119169.60273511239,16651.287413797825,2824.9175685321643,597548.4079699875,1776.3608511347888,794.1814509598315,-598.3183990768161,119896.65601535852,1521.0720793724322,598564.1892414466,120000.0,103099.67901652912,836.8657032828053,597639.8261373128,120000.0,120000.0,120011.82960062596,-9.004419895204556
500,7925.012121639687,21630.445009665065,99428.68239181294,118860.59064676626,18572.661625793113,4813.156991666739,599520.0495066408,2981.426413774257,791.1075760678788,11.446182569931697,120042.44001142074,1703.7753682831724,598207.7752425085,120000.0,101409.30405291224,1100.922889397539,595714.1720340645,120000.0,120000.0,120016.61540567571,-0.27779852219518186
600,7896.63060726575,16854.83351892862,103693.146369225,118623.44733033661,19738.790306056628,6938.538525862136,596564.5278665407,5185.552215530405,791.4628726420923,466.27263475489616,119835.38902379812,1811.3758727251325,598168.8462247379,120000.0,100249.85678169923,1390.5351884408044,592986.3000398581,120000.0,120000.0,120003.17105916464,3.033858339896616
700,7895.487095617142,13609.40547734795,107071.24945333453,118389.5901734178,20482.94630200025,9614.252665497133,591487.1364402754,7888.746878623821,789.9028499676202,-216.60303537154093,119719.39493738864,2448.521048196908,597774.1853780991,120000.0,99583.8573576898,1610.3141234015152,591055.0161462321,120000.0,120000.0,120006.92177763417,20.715877371421993
800,7877.160058750925,13868.96316137915,104574.76867650122,118212.34033911522,19692.758679356815,12346.565939787826,590378.2182399109,10329.49793893132,787.4183407673958,595.1451187573208,119368.16768374629,2604.932751105207,597608.0911416342,120000.0,100014.61861681916,1794.1420015912895,588015.5560905719,120000.0,120000.0,120006.62772145803,-9.352937780196449
900,7849.193740423749,19492.61365528751,99919.0614106707,118104.84863278955,19098.97267799034,15362.821144313431,583394.1353648306,14524.893586759248,786.6060671204233,-663.6004082822903,119283.93924530779,2979.0510413632455,597143.3572181728,120000.0,100811.33570587753,1916.6949173194712,584797.4551514855,120000.0,120000.0,119973.07315238834,11.629162545488947
1000,7837.861426830135,29709.827405907432,90289.26206689661,118111.33612300803,17847.628153314123,17759.311575001713,577407.2418822171,19126.843263969608,784.586090089799,-627.611480327997,119245.28594996802,3229.0769841968695,596888.2119202664,120000.0,102776.91218875996,1912.8829723419988,582230.0464988415,120000.0,120000.0,119968.26337244266,18.695746189920683
1100,7836.986775768811,40696.88686308544,79898.79948156963,118208.02440643629,15470.706439764504,20738.42761764068,573999.6218089641,25160.61135499128,783.2076034946111,244.2278490997837,120505.2379092189,3551.419499621721,596423.1098716679,120000.0,104658.07454341443,1827.4779221744484,579667.5951963416,120000.0,120000.0,119983.45817085625,15.392813314497062
1200,7802.1021403426585,54916.49020954634,65854.82397969103,118360.36988327754,12930.36307853371,22489.75329370886,568434.136199219,31642.91795964825,782.0533318989493,-228.45517299825948,119612.78198505877,4068.7502040960203,596199.052322467,120000.0,106930.58950664246,1606.273127434383,577665.4704556608,120000.0,120000.0,119961.14999923043,36.95750751855776
1300,7797.647029011944,68855.44014736771,49268.146924834655,118707.12822850053,10377.861343067452,23710.164472640634,560802.2404453623,42446.37928888804,778.3816404323518,-543.1662830896533,120008.95875720987,4344.004317958529,595787.0689108266,120000.0,109822.70421741375,1292.9897409967152,575917.4142450003,120000.0,120000.0,119965.98654409983,30.498418857906863
1400,7790.404996726194,82275.70004365666,40154.285035879366,119024.26504718338,7960.514575948297,24508.733279276472,552491.0516156384,48755.971233989665,776.8731270357513,-347.71025839747836,119264.12980197094,4344.780336700477,595261.0574477891,120000.0,112509.73324050638,966.2684152340515,575526.8494774194,120000.0,120000.0,119943.68661773804,66.88057508577452
1500,7774.081553101276,89738.52004557046,29360.6018931776,119360.57330386806,5755.47346734307,24772.706243697772,544108.8281851432,55361.83182909709,776.4703037219078,-78.75703814466061,120647.64460238018,4776.363308985874,595353.1796339556,120000.0,114173.69117192061,686.5027722097202,574857.9950483695,120000.0,120000.0,119921.06255862475,55.79275426881446
1600,7755.719960507874,97953.67637518581,21628.04284015074,119553.52496240532,4173.826752404788,24722.72553431571,538706.2744195997,61820.654491023044,775.0895068735045,823.8075146297393,119709.3400856438,5001.125747231695,594961.5946029996,120000.0,115739.01946025723,396.56504996815534,575588.665471325,120000.0,120000.0,119917.53716355051,72.99728039787138
1700,7728.45907547932,103059.14178095982,16867.281684927657,119730.42579821075,3398.432265049439,23777.538826996864,530125.8970567288,66225.25444270167,773.4046404924864,84.22821137644402,120596.80210826657,5611.222095491264,594335.9672477851,120000.0,116839.52597922494,273.31851258526217,576202.4643641824,120000.0,120000.0,119883.55329232596,120.09758540750231
1800,7714.048171456883,103942.52170194712,12937.13174442419,119848.36896437178,3020.3332566100476,22587.562755512256,524482.7328886803,75115.37803581609,771.2334013590581,-38.521541798254425,120200.73628641038,5788.736668841821,594206.8543161879,120000.0,117115.45675650975,147.70001928587382,577548.9455702046,120000.0,120000.0,119873.91667020485,142.3683686513302
1900,7704.109135303402,106449.41333102148,11568.425765562539,119865.29368707344,2563.5362345840267,21580.644845281728,522032.43681499315,78733.255320655,770.6790747288546,472.18274569474227,120401.44320655444,6250.589235605176,594022.7755787681,120000.0,117450.94938377583,111.77696049963978,578432.9289270487,120000.0,120000.0,119851.64508915767,141.9887697051749
2000,7691.813344173251,111244.6698328589,10294.289349438402,119890.02070154226,1944.3999456611473,20339.732786898046,517971.9843769427,81880.83856241193,769.7533783836833,-299.4866397493873,119243.53374131932,6273.118932607384,593530.8891447388,120000.0,117772.55500083462,113.3749470539572,579408.3832988393,120000.0,120000.0,119839.12447535868,185.03682690599777
2100,7667.711732174429,112363.35075576958,9937.542408728823,119897.47992715455,1876.097676223628,19359.780856810306,510868.0031599811,88851.33752513597,767.4222951692257,437.53301412817143,119307.71361624447,6749.04236824991,593426.9934227255,120000.0,118141.97464852933,111.5908122780554,580903.1875993385,120000.0,120000.0,119788.8016680854,197.7893742493343
2200,7645.303758248423,113861.90836882147,6752.711845120731,119917.3076724926,1782.4267147278492,18604.261045358806,507872.73894803884,92855.16098263909,765.0335144917807,170.330519372528,120178.59643053773,7032.690319429726,592754.9521231758,120000.0,118534.59771045453,40.77471874288881,581661.9474556634,120000.0,120000.0,119781.67332946818,207.20714363654852
2300,7629.329425102777,114213.55820877818,7630.310387677284,119914.0645698514,1086.467953537713,17101.63640223483,504669.4638611872,92863.78303565152,763.5421100391641,-250.1617897307768,119624.50644459979,7580.65359439084,592647.747288968,120000.0,118496.75998844505,90.31118596464331,582492.2219285194,120000.0,120000.0,119754.39577288221,245.37114080892607
