milliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS
1000,5.052574888012351,5.032828193474557,94.95133833263407,9.999475051771348,10.0,1.895529856576317e-11,199.99999999998664,2.762550535391146e-13,0.9999777047606128,0.00037492187046896867,9.559853558986784e-09,3.6804460223728106e-13,4.817576441721189e-11,7.0,100.0,-2.514646840895616e-19,-3.554158361406092e-19,0.0,9.814516155469031e-09,2.701045705843434e-23,10.0
1100,5.056913322617133,5.035157156266081,94.9430540761846,9.999417430495388,10.0,2.3466009326076062e-11,199.9999999999688,1.0602977789356895e-13,0.9999724274402332,0.00046235869635088343,8.669085293667911e-09,1.2163070625650303e-13,1.4364116637604413e-10,7.0,100.0,6.8602335466062845e-19,7.845912937496282e-19,0.0,1.1725267050953748e-08,-1.3855895147639904e-22,10.0
1200,5.061226914788104,5.038241885804866,94.94091911329808,9.999407033385852,10.0,2.2619929376736198e-11,199.99999999996786,2.1802964671334511e-13,0.9999725300824548,0.0004854028871323478,1.2379751163125402e-08,2.766857981972889e-13,9.466450335422509e-11,7.0,100.0,-1.217718011312488e-19,3.6582799228439566e-19,0.0,1.231597459916731e-08,-3.310021859986076e-23,10.0
1300,5.0692636563585465,5.040294330691173,94.93879885606596,9.999388501279887,10.0,3.764464426594643e-11,199.9999999999646,1.5394884139982928e-13,0.9999704197601467,0.0005333335436495607,1.624623448132918e-08,6.074525386080491e-13,2.0077024182181567e-10,7.0,100.0,-2.4228057397167995e-20,9.492128366357401e-19,0.0,1.2413633244199109e-08,-4.680452521598361e-23,10.0
1400,5.070761556029488,5.043868532156357,94.93117994031319,9.999314206331027,10.0,3.998169566155438e-11,199.99999999996794,3.466712017405808e-13,0.9999653640832464,0.0005360223218320601,1.3065952846578733e-08,6.997315493730791e-13,1.2075672643769855e-10,7.0,100.0,6.380597897892802e-19,1.1323659170471862e-18,0.0,1.3985290007645072e-08,-7.25458149291604e-23,10.0
1500,5.077972109152864,5.04496571822235,94.92696593667591,9.99921987723941,10.0,4.204236722689129e-11,199.99999999995296,5.207724026686128e-13,0.9999643547120644,0.0006008948195095667,1.519231733694497e-08,6.69940665838563e-13,1.5912778399750862e-10,7.0,100.0,8.494827626935652e-19,3.8462778072089878e-19,0.0,1.4308592335981286e-08,2.190446091288501e-23,10.0
1600,5.085447738112925,5.0482713610192835,94.9193801301859,9.999221271727606,10.0,4.3874634452355666e-11,199.9999999999459,3.297380767419566e-13,0.9999624537724952,0.0006595419138963636,2.081007393521376e-08,4.893437816633138e-13,2.981399117228488e-10,7.0,100.0,-1.750050064514344e-20,1.510900470867975e-18,0.0,1.6468865633518924e-08,-1.7508903043332372e-22,10.0
1700,5.087364365545602,5.051085680073423,94.91854560606262,9.999130141320958,10.0,5.534363488369125e-11,199.9999999999428,5.805308527138953e-13,0.9999613842741848,0.0006673531107494273,2.4352167025789098e-08,9.761822050877905e-13,2.2905694348150838e-10,7.0,100.0,6.367591454822485e-19,1.6537685209754378e-18,0.0,1.6652813773956464e-08,2.2370775231381063e-22,10.0
1800,5.094487342083594,5.056730326040681,94.91075586998771,9.99912907697814,10.0,5.895068419273693e-11,199.99999999993253,5.258116528376407e-13,0.9999561687453667,0.0007444035360942821,2.6965224153753327e-08,1.1124523228288311e-12,3.7873493487660746e-10,7.0,100.0,5.4839620056659664e-21,1.5085221826857267e-18,0.0,1.8233476979390714e-08,1.043099352213685e-22,10.0
1900,5.096499915110633,5.057558545280278,94.90889404264311,9.999075766579084,10.0,7.915972458937094e-11,199.99999999993167,8.395081879064506e-13,0.9999560039814316,0.000765431731176961,3.036779209640053e-08,1.131076751182901e-12,3.89239149633054e-10,7.0,100.0,7.77121380240202e-20,7.85317017847523e-19,0.0,1.9081566290187895e-08,1.6236392987621598e-22,10.0
2000,5.105812399641368,5.061571667214372,94.90178523580198,9.99903380787215,10.0,7.936952276771014e-11,199.9999999999169,7.779680837792353e-13,0.9999529894940803,0.0008158510095611633,3.345443808452282e-08,1.2006288714211003e-12,3.9844533841123655e-10,7.0,100.0,1.2682024292364026e-18,2.7000937319808153e-18,0.0,1.981293231183413e-08,-1.2105386526676857e-22,10.0
2100,5.10985253118861,5.063336971045181,94.89384220997597,9.998947455395824,10.0,9.367627340859841e-11,199.9999999999186,9.926623773326995e-13,0.999950452969694,0.0008317692146772765,3.446189563415461e-08,1.6759590005643968e-12,4.211904047268739e-10,7.0,100.0,1.236969139374993e-18,2.5442587692267425e-18,0.0,2.1126008391597816e-08,1.024500744684379e-22,10.0
2200,5.111524846556363,5.066542598924535,94.88953476899125,9.998931317481835,10.0,9.580060714482603e-11,199.9999999999027,1.097182297550789e-12,0.9999479735953907,0.0008856479571558328,3.659053627374213e-08,1.795863300300962e-12,5.347361901292406e-10,7.0,100.0,1.2418687122104855e-18,1.8135261566867555e-18,0.0,2.164704797226579e-08,2.995229259843428e-22,10.0
2300,5.115464080817069,5.069856743069539,94.88453900144731,9.99886795086058,10.0,1.1327473624510625e-10,199.99999999988762,1.2164691164194575e-12,0.9999439967063688,0.0009361482970603806,3.9550843191911945e-08,1.7856274573881144e-12,7.124521255963134e-10,7.0,100.0,1.668011210578618e-18,3.776397260438312e-18,0.0,2.3408090689666298e-08,2.211821467993176e-22,10.0
2400,5.121444241708455,5.073320223848512,94.88154203834267,9.998797007636274,10.0,1.174151048364628e-10,199.99999999988805,1.4451289998547017e-12,0.9999421752707435,0.0009470835554434783,4.377175325277606e-08,2.129200878570501e-12,7.590161031459515e-10,7.0,100.0,1.931425651279419e-18,3.0571261442932064e-18,0.0,2.3871066378832978e-08,2.0699076569087512e-22,10.0
2500,5.131957059846848,5.078350311307504,94.87964183607926,9.998727251423688,10.0,1.2799982390014113e-10,199.99999999987642,1.4996296395932883e-12,0.9999415138036958,0.0010025008041513177,5.020485908158207e-08,2.181602604731023e-12,8.487427469708423e-10,7.0,100.0,2.3186010914782003e-18,4.260986003711767e-18,0.0,2.4926797048679143e-08,3.7927339398430147e-22,10.0
2600,5.136601142330316,5.078710685697259,94.87410703639274,9.998730522321294,10.0,1.386581487072558e-10,199.99999999986701,1.9244471703331022e-12,0.9999390107545283,0.0010318772312316584,5.5838469008242994e-08,2.7486314223405903e-12,9.543701251568282e-10,7.0,100.0,2.192511702595198e-18,5.553075033506056e-18,0.0,2.5639326794951542e-08,6.80694253817838e-22,10.0
2700,5.136161002188891,5.0830695770176275,94.86661924999305,9.998665715923021,10.0,1.397357983696957e-10,199.99999999984874,2.087582135469003e-12,0.9999372800420814,0.0010854164354125563,5.547535031142323e-08,3.0560129966101106e-12,9.835054163851904e-10,7.0,100.0,3.0928906777016755e-18,6.176106998658338e-18,0.0,2.757307404514712e-08,5.852138443493239e-22,10.0
2800,5.147476236715119,5.086931152497565,94.86309164174625,9.998610203558624,10.0,1.6415753978971831e-10,199.99999999985084,2.321443849591706e-12,0.9999347428986769,0.0011198850704271916,6.325973105504683e-08,3.1452558874597084e-12,1.0231175099261708e-09,7.0,100.0,2.6536630181909495e-18,7.074117974126364e-18,0.0,2.861917002488566e-08,6.101861438833188e-22,10.0
2900,5.151828137620167,5.089530043710225,94.85769256769548,9.998544288134665,10.0,1.6238881990523412e-10,199.9999999998361,2.7046052403633117e-12,0.9999328943529161,0.001178503755202266,6.710999952740654e-08,3.6759841828178026e-12,1.2756837438303804e-09,7.0,100.0,3.824154476725072e-18,7.411276076071614e-18,0.0,2.8550587424057112e-08,8.865358165452299e-22,10.0
3000,5.154195377248813,5.091867314797177,94.85334975495383,9.998530427080253,10.0,1.8000615924803806e-10,199.9999999998254,2.7957226921786023e-12,0.9999275440050461,0.0012131589864777552,7.285052475860657e-08,3.8740515035646715e-12,1.365170862569533e-09,7.0,100.0,4.3039667002581145e-18,9.066814098521553e-18,0.0,3.037316782258328e-08,1.2317207090061405e-21,10.0
3100,5.159369590445457,5.093462299339106,94.84560221515538,9.998481618493754,10.0,1.8536198946039195e-10,199.99999999980557,3.378857418447903e-12,0.9999278926835026,0.0012380429380133885,7.44418105260263e-08,4.395490279937538e-12,1.4265283866454874e-09,7.0,100.0,4.354804389695382e-18,1.0064375602678986e-17,0.0,3.139786547951317e-08,1.4847076653032384e-21,10.0
3200,5.161190801493789,5.096898254539953,94.84368165412283,9.998406381933458,10.0,2.0042322478913304e-10,199.99999999979596,3.4586645452104032e-12,0.9999226340267426,0.0013075523766802274,8.342402918277411e-08,4.8803345468264055e-12,1.6034262885082699e-09,7.0,100.0,5.478769258795974e-18,1.1942624902435435e-17,0.0,3.1613003179347035e-08,1.51786417396731e-21,10.0
3300,5.171556515773359,5.10168556033415,94.83581465765702,9.998342657385264,10.0,2.2435345136820116e-10,199.99999999977723,3.6983987621754465e-12,0.9999230796612748,0.0013356670258254828,8.545393060080996e-08,5.219133211877296e-12,1.6407103040936622e-09,7.0,100.0,7.141070520071405e-18,1.2910288955548394e-17,0.0,3.301989392203929e-08,2.069266750022219e-21,10.0
3400,5.173593110831322,5.105361234800071,94.83674307201606,9.998306428679445,10.0,2.3090464174667266e-10,199.99999999977237,4.222705981655202e-12,0.9999200707701996,0.0013341034243939058,9.293533506590487e-08,5.287548337387014e-12,1.8191660977111857e-09,7.0,100.0,8.430861102267536e-18,1.5269628352797664e-17,0.0,3.4623612143043895e-08,2.0240612815550343e-21,10.0
3500,5.183538733480183,5.1052943043436425,94.83006513046419,9.998276827662824,10.0,2.5243755060532157e-10,199.99999999975802,4.586460526612024e-12,0.9999165121851954,0.0014188311628422932,1.0054440240842974e-07,5.9798151778537124e-12,2.0441580394597825e-09,7.0,100.0,9.453436304118251e-18,1.6635240226725408e-17,0.0,3.489418659107e-08,2.504817580551426e-21,10.0
3600,5.1828119751993675,5.110994302866329,94.82358387110276,9.998245161389804,10.0,2.6376631001454495e-10,199.99999999974375,5.090685501493358e-12,0.9999163601654658,0.001445112490041777,1.0506948029421628e-07,6.471396277161344e-12,2.152066876411107e-09,7.0,100.0,1.0172994636386524e-17,1.7595767306373493e-17,0.0,3.57933793939874e-08,3.096268853256726e-21,10.0
3700,5.190787894739014,5.113012405343168,94.81697350678013,9.998169135636031,10.0,2.659569877463891e-10,199.99999999973153,5.504572064714801e-12,0.9999118274005815,0.0015061382298929445,1.1070970040612895e-07,6.688820477962992e-12,2.3472591374279397e-09,7.0,100.0,1.1084525871221823e-17,2.0444576984301924e-17,0.0,3.762521084589065e-08,3.29767652572494e-21,10.0
3800,5.194946502777397,5.116910662528248,94.81627275519844,9.998122116089826,10.0,2.962695070744764e-10,199.99999999971143,5.903216504866571e-12,0.9999083055812664,0.0015426578763684598,1.1786134315055203e-07,7.186046762281402e-12,2.559915177330199e-09,7.0,100.0,1.3249182316136662e-17,2.338928125891885e-17,0.0,3.842139708086374e-08,3.96510920908378e-21,10.0
3900,5.2032279785561375,5.116631421751529,94.81343575048159,9.998045012201962,10.0,2.972311737839423e-10,199.9999999996902,6.528745173695346e-12,0.9999080729819585,0.001537739634096046,1.2240561687578842e-07,8.130429200675617e-12,2.644729936461138e-09,7.0,100.0,1.5159621202284827e-17,2.5592689137282568e-17,0.0,3.918568467428967e-08,4.730746162429377e-21,10.0
4000,5.207899392917226,5.120509681222455,94.80253653642251,9.997997893582768,10.0,3.2195574679351256e-10,199.9999999996742,6.848384182887698e-12,0.9999043381382081,0.001579342176950927,1.3050665896735834e-07,8.390717430584837e-12,2.9245221929484954e-09,7.0,100.0,1.724760333536704e-17,2.8668612489009364e-17,0.0,4.042205639112609e-08,5.68678280312491e-21,10.0
4100,5.213562215497161,5.123807876722154,94.80276954957566,9.998000394826914,10.0,3.3275303359405925e-10,199.99999999965834,7.477808482506091e-12,0.9999028461572973,0.0016657060143897267,1.3298307564204865e-07,8.961845126232564e-12,3.051959023246984e-09,7.0,100.0,1.8982235175989642e-17,3.143865677852608e-17,0.0,4.090112308705758e-08,6.480803581637875e-21,10.0
4200,5.218950905384315,5.126664173942447,94.79411243686846,9.997959589688193,10.0,3.5375137570742695e-10,199.99999999964228,7.750592434786359e-12,0.9999001527822478,0.0016835019450175425,1.3899066176116474e-07,9.689939193931913e-12,3.2692442749455888e-09,7.0,100.0,2.1514829781763877e-17,3.3615670665188304e-17,0.0,4.1553271325641246e-08,7.459720304676501e-21,10.0
4300,5.221125045227563,5.131082278278334,94.79332974349037,9.997897026293833,10.0,3.76835342240357e-10,199.99999999962557,8.675098095431622e-12,0.999897524775266,0.0017103532105688189,1.4929498907442077e-07,1.0159279761032998e-11,3.39021372543204e-09,7.0,100.0,2.4720017841438118e-17,3.716599766704851e-17,0.0,4.3366061796134276e-08,8.360534414656435e-21,10.0
4400,5.226421912663147,5.133863016382425,94.78944635453867,9.997856890590516,10.0,3.836919247050924e-10,199.9999999996068,9.041756463110077e-12,0.9998965989078591,0.0017799151323530339,1.570341221019465e-07,1.0968463996036855e-11,3.7192445528228422e-09,7.0,100.0,2.676575152240466e-17,4.0778797496734166e-17,0.0,4.4711065210678985e-08,9.45345980802648e-21,10.0
4500,5.233978382251805,5.136272973940379,94.77904915525758,9.997790481799486,10.0,4.0404628095732636e-10,199.99999999958985,9.724831406343466e-12,0.9998929150412114,0.0018190364911668032,1.5917546494772898e-07,1.1356295188636434e-11,3.9446800338902734e-09,7.0,100.0,2.9853338090005487e-17,4.4938834156894477e-17,0.0,4.430170136180681e-08,1.1048459880888604e-20,10.0
4600,5.2316885203385075,5.139073111867983,94.77388009930898,9.997754424441519,10.0,4.288661974448258e-10,199.99999999957487,1.0564810142552038e-11,0.9998898858650487,0.0018677966478863467,1.7158787041379504e-07,1.230476567908449e-11,4.185542945120952e-09,7.0,100.0,3.426317720973129e-17,4.805664942485756e-17,0.0,4.565766216978282e-08,1.254155210343285e-20,10.0
4700,5.237526192886355,5.140090233892708,94.77074891281441,9.997680367032322,10.0,4.4425208851724173e-10,199.99999999955813,1.1074110820649713e-11,0.9998872259920851,0.0018525875506194593,1.7615271647836626e-07,1.311111060407104e-11,4.411739063814915e-09,7.0,100.0,3.785896799097742e-17,5.1737284042167634e-17,0.0,4.7577351312947194e-08,1.395089320012312e-20,10.0
4800,5.242066185255786,5.142468641711113,94.7696126268656,9.997633854668475,10.0,4.6046455248495223e-10,199.99999999953454,1.2000445924612909e-11,0.9998851563196502,0.001893454677667039,1.849525083669787e-07,1.3507128233435466e-11,4.6135481032906335e-09,7.0,100.0,4.1873135006328944e-17,5.716297091717641e-17,0.0,4.7806181901977387e-08,1.55988255698504e-20,10.0
4900,5.248652050985161,5.148762849561733,94.76612798930829,9.99755720731568,10.0,4.839377673547325e-10,199.9999999995138,1.250636254705348e-11,0.9998843568028283,0.001971068672429496,1.9103632603988155e-07,1.4286069070283476e-11,4.9486923631487486e-09,7.0,100.0,4.599835481646739e-17,6.282284649291935e-17,0.0,4.94737214798354e-08,1.7598972207079683e-20,10.0
5000,5.25685595000294,5.151865031533116,94.75812723660519,9.997558755348665,10.0,5.046684149957755e-10,199.99999999950748,1.3478826875013988e-11,0.9998831497181886,0.0020154462960202727,1.9833657009772252e-07,1.523846710511824e-11,5.159867135901123e-09,7.0,100.0,5.0502758885923375e-17,6.766812171931623e-17,0.0,5.0586592720297036e-08,1.9818311542341027e-20,10.0
