miliseconds,Mdm2,p53,Mdm2_p53,Mdm2_mRNA,p53_mRNA,ATMA,ATMI,p21,p21_mRNA,p21step1,p21step2,p53_P,Mdm2_P,p21_basal,p38,p38_P,GADD45,IR,damDNA,ROS,basalROS
2500,5.131262836189016,5.076300685632745,94.87909213538352,9.998772154858365,10.0,1.175454630574327e-10,199.99999999987483,1.5625653356740608e-12,0.999941379926416,0.000995674157286938,4.7547567015940764e-08,2.2099809354414714e-12,7.676755122991266e-10,7.0,100.0,1.966381492951738e-18,3.767185618978884e-18,0.0,2.5093895196778663e-08,2.7495370786867646e-22,10.0
2600,5.133273058886739,5.078206735803958,94.87001268005318,9.998700780704684,10.0,1.4154408721854828e-10,199.99999999986827,1.9836241462768103e-12,0.9999393546566329,0.001017202158652668,5.224409736475053e-08,2.545008941776515e-12,8.372693277487261e-10,7.0,100.0,2.199817181282776e-18,5.587137848473756e-18,0.0,2.6476877416169783e-08,3.32354230407188e-22,10.0
2700,5.139859074100627,5.084461141944673,94.86703308909208,9.99869596821908,10.0,1.5215094344210854e-10,199.99999999985823,2.1187545361437177e-12,0.9999377621523934,0.001108339070855927,5.921122340814298e-08,2.824029794944805e-12,9.772805592809215e-10,7.0,100.0,3.045682962138416e-18,6.192181314069351e-18,0.0,2.656842995244835e-08,6.909253186364873e-22,10.0
2800,5.145045551889407,5.084430924729695,94.86259739315794,9.998599455232977,10.0,1.615662585310775e-10,199.99999999983822,2.5310089028411367e-12,0.9999340276355504,0.0011107688976354439,6.054883035303003e-08,3.0219287372499753e-12,1.1063505331441523e-09,7.0,100.0,2.5245718121873272e-18,6.532377229390068e-18,0.0,2.8399500507986923e-08,6.482848635699983e-22,10.0
2900,5.152143472667022,5.089668744743198,94.85744203184248,9.998548144428653,10.0,1.7165303924821198e-10,199.9999999998393,2.4250704904708117e-12,0.9999301352031374,0.0011371680475482323,6.796608164869324e-08,3.513438174971472e-12,1.2769610956009925e-09,7.0,100.0,3.5545723533630435e-18,8.564510132169638e-18,0.0,2.925237403106831e-08,6.565618333727668e-22,10.0
3000,5.1516871769006505,5.093499725660419,94.85288232951814,9.998520124503536,10.0,1.7729621075650167e-10,199.99999999982072,2.983734661164069e-12,0.9999280414769505,0.0012160244403402363,7.296715983531302e-08,4.079365788365304e-12,1.3753212659447554e-09,7.0,100.0,3.846330080381841e-18,9.184091641361542e-18,0.0,3.0567899625449906e-08,9.704861754722471e-22,10.0
3100,5.162076964269059,5.094221996808405,94.84781607574989,9.998486245074591,10.0,1.8652521327154853e-10,199.99999999980488,3.1112610018718596e-12,0.9999250783441331,0.001269071828569153,7.889878941794052e-08,4.195056318497308e-12,1.4933372845141066e-09,7.0,100.0,5.006652618803434e-18,9.941839384625287e-18,0.0,3.055001182383632e-08,1.1495950068864049e-21,10.0
3200,5.1628943334634085,5.099159228900583,94.84377893926704,9.998408946990184,10.0,2.1016517189085855e-10,199.99999999979676,3.5198807657870843e-12,0.9999237419839737,0.0012908054611328642,8.41823308289663e-08,4.658714416709193e-12,1.5620524813803594e-09,7.0,100.0,6.081096899720665e-18,1.12490246037599e-17,0.0,3.147550315929715e-08,1.5999567972902106e-21,10.0
3300,5.172073612286124,5.100241110124283,94.83930396500575,9.998386557175321,10.0,2.1488214493257462e-10,199.99999999977504,3.6828855320128264e-12,0.9999221348551262,0.0012936753503228122,8.712485553642133e-08,5.078172012263902e-12,1.638333282987443e-09,7.0,100.0,6.440875235784937e-18,1.3067740660470008e-17,0.0,3.30961593033897e-08,2.0070122333437713e-21,10.0
3400,5.172583735296985,5.104933216998981,94.8329137225858,9.998328843897283,10.0,2.3573724888836056e-10,199.9999999997734,4.261480081302539e-12,0.9999198500801666,0.0013877978187852532,9.223753217422607e-08,5.55607730858096e-12,1.8392466316809093e-09,7.0,100.0,8.14641661170611e-18,1.4389429363941692e-17,0.0,3.345360815171587e-08,2.1271778711859035e-21,10.0
3500,5.176626510210301,5.105162069810472,94.82847018618001,9.998270350309648,10.0,2.484126527474824e-10,199.99999999975802,4.652131061598688e-12,0.9999156468351031,0.0014117579064180442,9.760472681536983e-08,5.935347465496749e-12,1.9309732772642305e-09,7.0,100.0,8.989482360090663e-18,1.6704980020634992e-17,0.0,3.469635802710477e-08,2.7496588358114457e-21,10.0
3600,5.186632740794347,5.109879339225298,94.82347468901422,9.998229039088766,10.0,2.552695463985044e-10,199.9999999997458,5.062637286172005e-12,0.9999136847536743,0.0014411424584058576,1.0302257723069436e-07,6.308299508573478e-12,2.140898028169201e-09,7.0,100.0,1.0233226334961428e-17,1.856240986946437e-17,0.0,3.612042460218581e-08,3.2249769194181826e-21,10.0
3700,5.192344581939439,5.112260889934544,94.81672131599905,9.998189055886765,10.0,2.6687109827642973e-10,199.99999999972715,5.484439033289112e-12,0.9999136382081895,0.0014665483434769505,1.0849185302097598e-07,6.7379734155498426e-12,2.269489210379497e-09,7.0,100.0,1.1871041952687553e-17,1.9628982023781003e-17,0.0,3.650351429673725e-08,3.6588978309848244e-21,10.0
3800,5.197741314973813,5.115679007178717,94.81373441900621,9.998086513005608,10.0,2.8778559350242876e-10,199.99999999971155,5.9296705345157626e-12,0.999911511243941,0.001518318964408979,1.1308541977385147e-07,7.506059047555344e-12,2.5106828348712876e-09,7.0,100.0,1.2965192423162443e-17,2.323715050760853e-17,0.0,3.780194277785719e-08,3.899669955073318e-21,10.0
3900,5.203881385944787,5.1191080401695395,94.81338417332503,9.998078059110195,10.0,3.1054034571431557e-10,199.9999999997035,6.437837678902538e-12,0.9999067616673085,0.0015377006204161249,1.199075594511517e-07,7.82162934747765e-12,2.727253473788946e-09,7.0,100.0,1.4868407062687693e-17,2.465525130581482e-17,0.0,3.879110900885219e-08,4.898495912063456e-21,10.0
4000,5.203624944185218,5.120716846870288,94.80744049011334,9.997993881318648,10.0,3.2031635267200396e-10,199.99999999967918,7.026749027087591e-12,0.9999059582158566,0.00162387176670856,1.2519761844550865e-07,8.379108649680224e-12,2.914203966725877e-09,7.0,100.0,1.691911184938916e-17,2.8417875437287794e-17,0.0,4.03871614592578e-08,5.4618925979379586e-21,10.0
4100,5.209986299010362,5.123561214477306,94.80030346251327,9.998002149892043,10.0,3.329624062340577e-10,199.99999999965698,7.274229950562123e-12,0.9999033184912867,0.001620887231773545,1.320295629930628e-07,9.156162639631372e-12,3.11164635808112e-09,7.0,100.0,1.8715794098045078e-17,3.014278797384983e-17,0.0,4.031391562832047e-08,6.382408968677992e-21,10.0
4200,5.218445046391664,5.12549156475884,94.79925529702464,9.997913406506534,10.0,3.5069301514601986e-10,199.9999999996418,7.898024609835132e-12,0.9999009615995206,0.0016503229024988917,1.3840156402228518e-07,9.677272066025214e-12,3.3196641766566676e-09,7.0,100.0,2.1779225748749757e-17,3.405903736824408e-17,0.0,4.245952048211753e-08,7.265104359791756e-21,10.0
4300,5.22349330357701,5.128434384429039,94.79404666417216,9.997912073206914,10.0,3.7007522847381127e-10,199.9999999996268,8.406546938473566e-12,0.9998975438491235,0.001740139973780045,1.4869691894448424e-07,1.0101966672978235e-11,3.442188771679795e-09,7.0,100.0,2.4001496959374794e-17,3.6570803312416464e-17,0.0,4.3085419113934113e-08,8.29665469224375e-21,10.0
4400,5.226904603278263,5.1318141478226424,94.78525033812281,9.997813399355172,10.0,3.835451145199986e-10,199.99999999961105,8.930137415020191e-12,0.9998973678836517,0.0017678788294288575,1.5277775563442374e-07,1.0793642160617176e-11,3.6284991451150966e-09,7.0,100.0,2.7088989386379704e-17,4.0275190000073156e-17,0.0,4.464832806334391e-08,9.520027454713356e-21,10.0
4500,5.232373015868587,5.13365721383042,94.77965507135718,9.997759008860113,10.0,4.0160050914226947e-10,199.9999999995903,9.69483247457213e-12,0.9998923970308123,0.001826573399300142,1.615096353813021e-07,1.1553669086181849e-11,3.870135487179623e-09,7.0,100.0,3.094298918762966e-17,4.366724412846137e-17,0.0,4.462077085414863e-08,1.0959991337490209e-20,10.0
4600,5.232202151640235,5.140635137136816,94.78073109116312,9.997752635480687,10.0,4.2652413780394516e-10,199.99999999957282,1.0436261603566427e-11,0.9998925814716952,0.0018447590283588882,1.685275588643204e-07,1.2341981314523011e-11,4.067354041476325e-09,7.0,100.0,3.35610957558767e-17,4.821576168687393e-17,0.0,4.542962846692618e-08,1.2418553136712123e-20,10.0
4700,5.2400360261674015,5.1431567438861165,94.7735320538538,9.997704863650554,10.0,4.4043145687692013e-10,199.9999999995636,1.1015693617825555e-11,0.9998872548607519,0.0018839450611574942,1.771129409922291e-07,1.3055851701517133e-11,4.429615738985848e-09,7.0,100.0,3.7472481054305635e-17,5.263919341890502e-17,0.0,4.647201618526091e-08,1.3734635016869514e-20,10.0
4800,5.247847447267053,5.144890257733656,94.76663958134944,9.997627280511134,10.0,4.540054308162884e-10,199.99999999953815,1.1691780601437696e-11,0.9998856252084437,0.0019452453070340637,1.8131114766083494e-07,1.355587116482065e-11,4.590412006413506e-09,7.0,100.0,4.1805577214857946e-17,5.730009044976483e-17,0.0,4.862033541131241e-08,1.580508405928299e-20,10.0
4900,5.250098701418181,5.149071630028951,94.76343272902723,9.997606332763038,10.0,4.729677080407918e-10,199.9999999995135,1.2394180055050456e-11,0.9998832499965973,0.0019403577116347756,1.9100177847778073e-07,1.4236785222813496e-11,4.853069894996964e-09,7.0,100.0,4.578945163554412e-17,6.240609583708243e-17,0.0,4.915335424207193e-08,1.772057308559275e-20,10.0
5000,5.255752060446138,5.150045203864391,94.76161829219528,9.997562713317492,10.0,4.942682782146296e-10,199.99999999949787,1.32182812298151e-11,0.999880046629961,0.0020055835639955517,1.9926698959802974e-07,1.518159893916305e-11,5.200504440463861e-09,7.0,100.0,5.0726676791395524e-17,6.685933427013036e-17,0.0,5.068559296097835e-08,1.9900958720242212e-20,10.0
