milliseconds,x_Malignant_Cells,y_Lymphocytes
0,5.3461137479160845,6.775413098490884
100,2.8570208159201185,9.722279260683038
200,1.2885746957698074,10.870693050414046
300,0.5615611698826959,11.38783529218139
400,0.2334681460948912,11.406587427970207
500,0.0959972719034437,10.67173014154287
600,0.07174916942227433,10.143905122246364
700,-0.026723442672413843,10.15190658997148
800,-0.02700084792017235,9.226851757235961
900,-0.07439073352788483,8.867787573524653
1000,-0.0013213895955209076,8.348427648101971
1100,0.0024677460037574005,8.473121616837076
1200,-0.04033789023428102,7.943076781452402
1300,0.0443085333523768,7.743270893482481
1400,-0.07841379984992541,7.067081238659353
1500,0.001756952807654724,6.784117958888963
1600,-0.002753457220363076,6.2077477188244785
1700,0.030307648222199862,6.019819395921028
1800,-0.0025343988409919638,5.630046809807624
1900,0.06708521169546465,5.367852137017835
2000,-0.038205670624781654,5.354429429300157
2100,0.071457286366675,5.448994825526472
2200,-0.031894420466496355,5.161464203159499
2300,-0.00501419444349625,4.966532517067615
2400,-0.0032005559133067634,4.478204389534952
2500,-0.012502624347209881,4.0135908934343085
2600,-0.015078492387797784,4.36702911951666
2700,-0.05995049819599126,4.210977889539012
2800,0.028881106974552817,3.884172976611512
2900,-0.08182446896454824,3.6577887097831123
3000,-0.06752994274605896,3.269014377275857
3100,0.04137983543007043,3.2801820314197934
3200,0.05020139529333012,3.202813600666108
3300,0.022287153874467683,3.086087428865099
3400,-0.030828394438961435,3.1980829825400305
3500,-0.013252702246756455,2.9427592147898043
3600,0.037988298795790555,2.721266626450594
3700,0.07562138288269302,2.6813895891446076
3800,0.02576942700775332,2.2910551157636605
3900,0.013041000616389397,2.536157318377428
4000,0.037962571315607804,2.2787302056811067
4100,0.056806036349399715,2.244806413435674
4200,-0.002685830495738696,2.289641772459486
4300,0.059015104282855835,2.316933422648836
4400,-0.05854189414306763,1.9774234172692238
4500,-0.029261908552812632,1.659797116119823
4600,0.01096402396789458,1.945155878473422
4700,-0.012427621315707882,1.5400207754088668
4800,-0.044477366310441344,1.6563139668087892
4900,0.036526745911430195,1.804982720211355
5000,-0.030240549689712546,1.4084148465723532
