milliseconds,x_Malignant_Cells,y_Lymphocytes
0,5.269266611924352,6.95680845287434
100,2.8009710514724793,9.556165385525645
200,1.1780653073516425,10.903046353416709
300,0.5646044015399646,11.231680845583076
400,0.19101895010816114,10.986830290891772
500,0.06809465881516447,10.808434617253356
600,0.07720276654707714,10.426556933183615
700,0.05272774925321333,9.816116956479584
800,0.07518098369026369,9.616635577849504
900,0.04439671573507367,8.76231356723913
1000,-0.05615696736569862,8.739591884274654
1100,0.03422527678332813,8.079796307979967
1200,0.0613606210234537,7.8514922979839685
1300,0.006059322224160115,7.636625470678403
1400,-0.009962190185309831,7.355457327050775
1500,0.0839066128565384,6.608997884843312
1600,-0.06926594699044034,6.25407116725072
1700,-0.0816339233656778,6.224313482130279
1800,0.05595138961855622,5.681882833642131
1900,0.04026279673270038,5.597911041391779
2000,-0.040884027965901217,5.281411964122092
2100,0.04417121922572501,5.381078057811121
2200,-0.014532801043528916,4.746443987736324
2300,-0.08412773470869174,4.592124356342652
2400,-0.016827343636822485,4.360445367667932
2500,0.06692440536678546,4.390741672370882
2600,0.023753153045331352,4.4026880549373475
2700,-0.04706108845334699,3.842304525362265
2800,-0.03188754056683078,3.937271800808873
2900,-0.027919051264611916,3.6946070938956628
3000,-0.0838884552724995,3.51296217208847
3100,0.008035842504756235,3.1766105632106907
3200,0.07579913287192673,3.338580549438756
3300,-0.024334583092738706,3.207552581520913
3400,0.042047654839840604,3.0729978943353147
3500,-0.03960268679672866,2.9103628845409477
3600,-0.04739838676226678,2.435803422653
3700,-0.0003610311599128945,2.8561903465669434
3800,0.08359525556093653,2.778155819322273
3900,0.03932822268571458,2.6239649961122478
4000,-0.040511358162798466,2.191287366381773
4100,-0.044428479850193006,2.0712556899803634
4200,-0.011456287081943486,2.0121898934292832
4300,-0.06738745901522841,2.0124795559635165
4400,-0.0030165729956687314,1.8255139750922869
4500,-0.03582054234316373,1.766006024712384
4600,-0.05888703252178379,2.008985275702453
4700,0.02876646226465712,1.656026876718918
4800,-0.07418140196748045,1.6319043405367846
4900,0.08332306645446362,1.3965327798738687
5000,0.06199847963645494,1.300989430035471
