milliseconds,ACA,CAR1,PKA,incAMP,ERK2,REGA,excAMP
0,3.4119002964762246,2.4315631218029163,1.603392887981111,1.1998491378337617,1.132852240157894,0.9094437468699177,0.47923815740196285
100,3.4136228180865356,2.4688507378174593,1.6525766840735094,1.2321112872755353,1.1459748573463029,0.8797230334479879,0.47756375436516313
200,3.3492360245945103,2.4230283965508828,1.740389161028003,1.2207135661452138,1.1143429825883857,0.8283279875445204,0.4852911604225874
300,3.3608234762128726,2.433609816608539,1.7473943053764958,1.2686369346622643,1.1304144578107085,0.831222993630139,0.48081850585036956
400,3.3433591961460425,2.457560208489202,1.8293876086624827,1.2596734505660006,1.1160366738711522,0.7909592251672055,0.4728701729392525
500,3.2537099867527384,2.4628965160351304,1.8689261447645955,1.2689593718896195,1.0800690744761545,0.7860804034968278,0.47067013767797605
600,3.2287347290727695,2.441133627721808,1.9032684015713013,1.306364684764212,1.0605649480558879,0.7764514069716913,0.4725416863319922
700,3.1117008229741523,2.411498269343267,1.9299294448391522,1.3221113003576228,1.047128426835216,0.7621520677904096,0.4630800734917037
800,3.0571170029505828,2.3586363082165773,1.961580617403893,1.350651555162792,1.0238283413814617,0.7692464768398325,0.4493452303550374
900,2.9735670250246167,2.335345796130216,2.017278505835176,1.343212511909756,0.9988130503423637,0.7558197270146048,0.43750505935344847
1000,2.9500400109215703,2.2737460528048667,2.0251593837966264,1.3225448515294376,1.0100313443590523,0.7813898089411199,0.43999766529083106
1100,2.803926626812662,2.289159295703053,2.0422810162600578,1.3615088178607668,0.9545358245180505,0.758147881951838,0.4233650248498263
1200,2.791639898971583,2.2140427091329884,2.101464848957952,1.3320368722267888,0.9450092979983734,0.774430712310091,0.4254096824641825
1300,2.6636827262624805,2.167043405182874,2.0910844228550918,1.3660661585873302,0.9159399297999822,0.79204712844414,0.40091422764654056
1400,2.56471388114316,2.1112531717079692,2.1555158128634,1.3248348103643477,0.8819322216653016,0.7953162271475996,0.39547813281410993
