milliseconds,ACA,CAR1,PKA,incAMP,ERK2,REGA,excAMP
0,3.3708714440098597,2.4360700279964416,1.570084679843409,1.2196089954974787,1.1490567372515181,0.8889186645566945,0.4784870395750026
100,3.404858403369659,2.4768192108430642,1.670466741507331,1.2261989707321754,1.1475457410940852,0.8808191311890929,0.47367313612010986
200,3.418554082672377,2.4915857205849603,1.6934185433499518,1.2563349993582063,1.1141822233409133,0.8574950444315926,0.48791329376445997
300,3.3542333790138152,2.418538593306253,1.7737800469020544,1.2734736833817075,1.1127310039250242,0.8204213906552693,0.4740072862973335
400,3.33008177820355,2.4635658203495394,1.8038522937362225,1.2646349093024252,1.0913979388652313,0.7892324739562239,0.4810751868655782
500,3.225871085058322,2.459537826451804,1.8667916777025197,1.2883705293550152,1.0896684715703164,0.8026867133955053,0.4665411472751712
600,3.2366726164716146,2.4417220253816487,1.8957917041303296,1.3096974845982357,1.0740763683414312,0.7646144682590768,0.45987353669383113
700,3.1367502799728304,2.370567970640295,1.944718623866998,1.306592046671554,1.0630477343759142,0.761289433917171,0.4675601261511383
800,3.0374417182191666,2.357063260607999,1.9941975775853606,1.3420252240606887,1.0455431803584145,0.7573216419851652,0.46174434899323474
900,3.0167040792077997,2.3858820039518225,2.000398505714874,1.3590806478143742,1.0054031419642988,0.7808362744573853,0.44385190201267366
1000,2.9749291934253703,2.287543153063661,2.042366412071095,1.3417281234065215,0.9836838552866954,0.7650868668455388,0.4349363100646048
1100,2.883720949488912,2.2525607040669278,2.084168375965675,1.3634551996473165,0.9862292641585486,0.7665339815587806,0.42785241139498464
1200,2.797083505192513,2.2570981553709673,2.064037444080959,1.3379073764410931,0.9619553009969236,0.7644675438676541,0.4168080741542832
1300,2.694692521338389,2.1880981751682755,2.099595785576873,1.3634781380448584,0.9245562484716573,0.7897481848846484,0.4145183492226973
1400,2.6787113053921634,2.145488233852721,2.142561801996553,1.328874807930059,0.9078172306674844,0.8000890727557615,0.3943670338804738
1500,2.601308565943844,2.114113207185259,2.1653375733341846,1.3549851624194968,0.867550743997462,0.8056886195377854,0.3890681544352728
1600,2.4454554013394807,2.0468658091306704,2.142848840536897,1.3039935479005489,0.8298219171175036,0.7971056094432609,0.37229292197578534
1700,2.406009402784009,1.954692186081899,2.1840932069244676,1.3311353383776368,0.8069542623361677,0.8258865239844471,0.3731014765782886
