milliseconds,L,R,LR,Gabg,RGabg,LRGabg,RRGSm,LRRGSm,RRGSmGabg,LRRGSmGabg,GaGTP,Gbg,Effector,GaGTPEffector,RGSc,RGSm,RGSmGaGTP,GaGTPEffectorOFF,RGSmGaGTPEffectorOFF,GaGDPP,LRRGSmGaGTP,RRGSmGaGTP,LRRGSmGaGTPEffectorOFF,GaGDP,P,z1,z2,z3
0,0.0,208.66027854073891,0.0,-2.4076410979245493,2.9641707571831524,0.0,0.01060354296184826,0.0,-0.6542550853913206,0.0,-9.467518850331588e-06,206.11888928018158,305.02374094067534,0.013144678662697043,60.159436631593465,0.8684558250641137,0.16110590037075267,-1.828222808178461e-05,0.13289164289734723,0.00023324316868253685,0.0,-8.297668001014702e-06,0.0,206.09954274709762,0.021959723564013094,0.0019618834440873587,-0.044673591700712605,-0.014745334163084801
100,0.0,180.11862579221014,0.0,181.88897860189755,18.61989794089951,0.0,1.8647070372247199,0.0,1.6685526604839411,0.0,0.001390140682279536,2.9759159006079923,304.187187056887,0.7276559731670347,8.633744573724497,44.47381448537777,2.5717448397833844,0.0003098931255148814,-0.06202433428503262,0.006667940877700414,0.0,0.0006397272044762898,0.0,-0.42095544243622585,0.2202009155521144,0.06479601337500805,0.011706638858386298,-0.02980946469183797
200,0.0,167.19985626198093,0.0,163.74351719107838,29.49469348072853,0.0,0.2987286940303551,0.0,2.1411638799920443,0.0,0.0011570062147076789,8.491393074361643,303.86001373556104,1.0535863257511453,1.4656513639302133,50.518956533540056,4.787500283349985,0.00040390824526649073,0.06907513052925753,0.01206981373563077,0.0,0.0006627623826323519,0.0,-1.9826998842275059,0.6916915720179735,0.17302773364289298,0.003840569404337142,0.009924401030099164
300,0.0,159.79854394733258,0.0,147.36941014385454,42.96687825076289,0.0,0.147989778423089,0.0,3.3635053074011476,0.0,0.001100743757655614,7.393409136943831,303.57841348956714,1.2969587952821495,0.31780992643530404,49.08970283636087,6.347186981502867,0.0005311336042848261,0.13353153406549229,0.015508565854083507,0.0,0.0006648889621510626,0.0,-0.7616380598648234,1.197188985742052,0.34772069013400947,0.017884818401679263,0.05419125602232407
400,0.0,150.24069444897842,0.0,137.73344978508135,52.84275489248082,0.0,0.14140978257129427,0.0,3.4973178131300866,0.0,0.0010330290817597914,8.649100924003019,303.0906355003375,1.445301770419674,0.4427002131525748,47.1739891507648,7.164117557160833,0.0006076917747497995,0.3976588832432911,0.01826817491902453,0.0,0.0006116099588080904,0.0,2.5489314146953443,1.4907338238747594,0.4368112822570623,0.08522618201826268,0.08203000295980477
500,0.0,135.69348050316705,0.0,127.02233607302703,61.49728354374049,0.0,0.11081399285899593,0.0,4.853585111023632,0.0,0.0009863142103219993,8.221530553932588,302.91764268488834,1.5697718862875873,1.5515335584485803,47.35499540462394,7.554322752336867,0.0006917558063714038,0.5110025267275918,0.01929105398853915,0.0,0.0006016093180288496,0.0,-1.0618791400927845,1.7208690971720897,0.6079210345720436,0.18119105853281814,-0.0074206465634196125
600,0.0,126.45449534541054,0.0,121.26075026987829,73.22058885601015,0.0,0.10795570433690965,0.0,4.71245585116625,0.0,0.0009508677018498754,8.548807733074085,302.5266686077418,1.7139715301733154,1.07462122080328,45.91063151620059,7.78319550669658,0.0007560988103311068,0.5226249995560133,0.020041088658854518,0.0,0.0005694316904728797,0.0,-0.19154753261317015,1.8450671721463814,0.7253002249535829,0.22544462935865076,0.10994550996976499
700,0.0,118.5292566920313,0.0,113.40592539241347,79.06316502750566,0.0,0.11586821545951827,0.0,5.422854814522006,0.0,0.0008917227318070818,9.262601674249813,302.42976818878884,1.8150564004732717,0.9038496393658293,43.81633267312311,7.9203728247757885,0.000831526810871718,0.8697073843716441,0.019611830214529696,0.0,0.0005358472744117311,0.0,1.230892618803967,1.9201037254078142,0.8962238242639294,0.3010661037220397,0.08409254542750409
800,0.0,113.84152555948154,0.0,106.23298303577302,84.40661612373894,0.0,0.10563763598635045,0.0,6.869970355401405,0.0,0.000872340802476547,11.92753107989234,302.083214712626,1.8755786951476436,1.1750564462995716,43.46153027548402,7.654680768141749,0.000884655113246979,0.9070910155516305,0.01944826722229213,0.0,0.0005339522526306359,0.0,-2.1505779146510924,2.0087786593188075,1.020009475418289,0.4115987634732662,0.08304496044435647
900,0.0,110.57010374445399,0.0,102.77295026782791,89.02469134702238,0.0,0.12223857315291188,0.0,7.275167215535328,0.0,0.0008227657834520786,12.16121071352496,301.85422405939744,1.9828177650267718,0.7013128035163858,42.55624654743873,7.563948955561451,0.0008891523738153927,1.09525589779356,0.019866919875120338,0.0,0.0005136398542863218,0.0,-1.4537824563237118,1.985851091894983,1.1199578906441756,0.5625849961105861,0.2352981817703893
