milliseconds,s2,s3,s4,s14,s16,s13,s12
0,48000.0,2364.025695931478,320000.0,0.0,0.01,0.0,1.0
100,48000.00000000001,2364.025695931478,320000.0,4.776760279146864,0.010000024529989559,0.04865958593425748,0.9466959012084809
200,48000.000000000015,2364.025695931478,320000.0,9.508231263438535,0.010000096377987554,0.09473601356085935,0.8962957760584367
300,48000.000000000015,2364.025695931478,320000.0,14.196137811852465,0.01000021303651724,0.1383700039396295,0.8486442601239543
400,48000.000000000015,2364.025695931478,320000.0,18.84213935893463,0.010000372125437404,0.1796952927690687,0.8035936936738888
500,48000.000000000015,2364.025695931478,320000.0,23.447810488576668,0.010000571400697366,0.21883814585575712,0.7610046554077614
600,48000.000000000015,2364.025695931478,320000.0,28.014650353563393,0.010000808748408814,0.2559176808597544,0.7207456078350981
700,48000.000000000015,2364.025695931478,320000.0,32.54410171746528,0.010001082169304735,0.2910467170597844,0.6826919614325175
800,48000.000000000015,2364.025695931478,320000.0,37.03754802818954,0.01000138977091064,0.3243322022045035,0.6467256034069536
900,48000.000000000015,2364.025695931478,320000.0,41.49631091647127,0.010001729763430705,0.3558754356067056,0.6127346513531254
1000,48000.000000000015,2364.025695931478,320000.0,45.921655366936065,0.010002100457085992,0.385772213952162,0.5806132928124355
1100,48000.000000000015,2364.025695931478,320000.0,50.314793153559165,0.010002500256657606,0.41411312891257773,0.5502614572340218
1200,48000.00000000001,2364.025695931478,320000.0,54.676882613133614,0.010002927653538647,0.44098400137482413,0.5215843370444567
1300,48000.00000000001,2364.025695931478,320000.0,59.00903810621182,0.010003381223967173,0.4664659788494796,0.4944922805952037
1400,48000.00000000001,2364.025695931478,320000.0,63.31232987923236,0.010003859623281005,0.4906358493055518,0.4689004461225534
1500,48000.00000000001,2364.025695931478,320000.0,67.58778602579596,0.010004361579491888,0.5135663932924289,0.44472841363434396
1600,48000.00000000001,2364.025695931478,320000.0,71.83639300356808,0.01000488589100003,0.5353265096355413,0.42190004589466307
1700,48000.00000000001,2364.025695931478,320000.0,76.05909733954523,0.010005431425318581,0.5559812853156594,0.4003434116429512
1800,48000.00000000001,2364.025695931478,320000.0,80.25680876870554,0.010005997111738827,0.5755923978280622,0.3799903418561226
1900,48000.00000000001,2364.025695931478,320000.0,84.43040275281363,0.010006581939099321,0.5942182379341073,0.360776294595221
2000,48000.00000000001,2364.025695931478,320000.0,88.58072136036472,0.01000718495360982,0.6119140292478532,0.3426402231061486
2100,48000.00000000001,2364.025695931478,320000.0,92.7085759876808,0.01000780525465363,0.6287320588916174,0.32552432154664296
2200,48000.00000000001,2364.025695931478,320000.0,96.81475064520012,0.010008441989513603,0.6447219675403235,0.30937370519756136
2300,48000.000000000015,2364.025695931478,320000.0,100.89999636362215,0.010009094361630258,0.659930295445765,0.29413691095856515
2400,48000.000000000015,2364.025695931478,320000.0,104.96504265160736,0.010009761607020903,0.6744017793615064,0.2797644673438811
2500,48000.000000000015,2364.025695931478,320000.0,109.01058348483517,0.010010443023572936,0.6881777414199831,0.26621067093164047
2600,48000.000000000015,2364.0256959314784,320000.0,113.03729326862093,0.010011137932203583,0.7012982259381495,0.25343123013077945
2700,48000.000000000015,2364.0256959314784,320000.0,117.04581575362297,0.010011845704088232,0.7138005013729452,0.2413849170753843
2800,48000.000000000015,2364.0256959314784,320000.0,121.03678415304445,0.010012565742829334,0.7257200424315615,0.23003248515335234
2900,48000.000000000015,2364.0256959314784,320000.0,125.01082207892019,0.010013297482706197,0.7370906264611651,0.21933656272317617
3000,48000.000000000015,2364.0256959314784,320000.0,128.96852549337663,0.010014040393165368,0.7479440857402955,0.2092619259543185
3100,48000.000000000015,2364.0256959314784,320000.0,132.91046501700245,0.010014793974733994,0.7583105336026722,0.19977525038385932
3200,48000.00000000002,2364.025695931479,320000.0,136.83720608129423,0.010015557753351377,0.768218675944804,0.19084476662728903
3300,48000.00000000002,2364.025695931479,320000.0,140.74927955908223,0.01001633128835391,0.7776953724540301,0.18244074165099608
3400,48000.00000000003,2364.025695931479,320000.0,144.64720540012993,0.010017114160955829,0.7867662705178847,0.17453478363158265
3500,48000.00000000004,2364.025695931479,320000.0,148.5314881116277,0.010017905979716064,0.7954555050770251,0.1671001710807603
3600,48000.00000000004,2364.025695931479,320000.0,152.4026138173917,0.010018706376738552,0.8037859076938999,0.16011162220897446
3700,48000.00000000003,2364.025695931479,320000.0,156.26105564198758,0.010019515006069162,0.8117790952337061,0.15354519798281932
3800,48000.00000000003,2364.025695931479,320000.0,160.10728044562225,0.010020331542656965,0.8194555275626482,0.14737823936305813
3900,48000.00000000003,2364.025695931479,320000.0,163.94173908263585,0.01002115568134484,0.8268345629919888,0.14158930429761662
4000,48000.00000000002,2364.025695931479,320000.0,167.76487192401535,0.010021987135834335,0.8339345158635681,0.13615810533933362
4100,48000.00000000002,2364.025695931479,320000.0,171.5771133344601,0.010022825636436548,0.840772780540831,0.1310653732193014
4200,48000.00000000002,2364.025695931479,320000.0,175.37887845934563,0.010023670932002486,0.8473657252091295,0.12629297183011942
4300,48000.00000000003,2364.025695931479,320000.0,179.170578276239,0.010024522785435154,0.8537289395192189,0.12182362747141816
4400,48000.00000000003,2364.025695931479,320000.0,182.95261051488046,0.010025380975739627,0.8598771217290477,0.11764105188110455
4500,48000.00000000003,2364.025695931479,320000.0,186.72536160496352,0.010026245296347505,0.8658241712645354,0.1137298403319552
4600,48000.00000000002,2364.025695931479,320000.0,190.4892094368296,0.01002711555359033,0.8715832730933407,0.1100753789511556
