milliseconds,sucr,EtrioseP,Ephe,N,starch,Enitrate,trioseP,ECO2,Estarch,ETP,M1,M2
0,0.060669945187874594,6.159874056325367,39.24947721836474,4.999999999207106,0.40061244278812075,18.750000002334122,0.008633436573522212,2.743186519276244,56.907561162282825,2.553682414696926e-05,-0.03576055641591492,3.422116537962555
100,1.1877706360002507,6.0144486135362385,40.03048197587403,5.000000000694549,0.3869623064362754,18.75000000455408,0.5471080460896368,2.6502452279927384,55.19398682616886,2.3225739810915967e-05,0.1342951547766994,3.325724387853674
200,2.8739754821342554,5.831194642026511,40.62473809179329,5.0000000012963834,1.8289943378546991,18.750000008296503,0.5327158102815888,2.5723940746718816,54.1317586971853,2.1529281177765285e-05,0.13717372283860704,3.3001158483687
300,4.235406327781368,5.62920825779989,41.01408629258274,5.000000001300406,2.122715495932004,18.750000004443237,0.5449601870680691,2.5459050027840733,50.57568619413825,-2.1568041279484904e-05,0.2055808309839205,3.119317318189043
400,5.365316844621477,5.272860618748302,47.11328092939418,5.0000000017107755,2.1596464185464623,18.75000000721196,0.5475117691283522,2.395133577997758,47.63268873353697,7.3845018951221e-06,0.19338336548108337,3.063112261973878
500,6.033027821353414,4.924486408585872,52.03247606424756,5.000000003301147,2.518384396533994,18.75000001650493,0.5276045160444129,2.2830957373444387,42.98260625675011,-1.251591068476034e-05,0.24102715132981775,3.0412912202442812
600,6.475091284040633,4.121005754387557,56.86692087078877,5.00000000430366,2.9475932627464023,18.75000001880917,0.560513962199086,2.2552023250754436,38.923129265618755,4.2080176742790776e-05,0.2971621270203921,3.0386315409472635
700,6.736242697377158,3.911159649193461,60.780866820276856,5.000000005458466,1.430616696619277,18.750000015254823,0.5829675009304752,2.1318402048686753,31.24152025222954,4.547260561780729e-05,0.34072638563988306,2.972547290044467
800,6.678902737482725,3.31334534683345,66.40428379442226,5.000000006099373,2.7969568231724704,18.750000018560915,0.6242675108892616,1.942420669342894,26.888461234117997,4.0215118158228116e-05,0.46404370779155957,2.854132430862401
900,6.224278721853025,2.775319587430597,71.94183571929418,5.000000005241257,2.7986769609478324,18.75000002238097,0.62729293130944,1.893552108906121,22.740857752109328,-5.32132083458742e-06,0.5529823579361023,2.8869143667656676
1000,6.116471175523614,2.168867829695286,76.1940508307799,5.000000007198502,2.975455327681853,18.750000024773723,0.6742748091903682,1.797681300435517,14.878571382744964,-5.337758906304579e-06,0.5709767392248317,2.778285998643135
1100,5.611163649389087,1.5137298365630876,81.05784998399285,5.000000006971611,3.4788756743802827,18.75000003157101,0.7438950312656143,1.665746825642223,12.813721501847107,5.3300504989602714e-05,0.5823016295127463,2.676473495393018
1200,4.870717251708273,1.1454883748717493,87.98851271070747,5.000000008759077,3.5547541785394037,18.75000003371594,0.7727211636529784,1.4538333097066831,5.742772660702605,2.0237785801106662e-05,0.720119206316156,2.6858940653033567
