miliseconds,Susceptible,Exposed,Infected,Recovered
0,36196937.84196315,-0.12081277246216424,1.9931085374954653,-0.007380177135568895
100,36196937.962228276,0.27666511294406754,1.9578155554811467,0.09043912869500077
200,36196937.47927996,0.37127676983366636,1.8830604665598496,0.07553435944081466
300,36196937.300476246,0.6706484520152698,1.8474160061635656,0.20011180390916014
400,36196937.24762306,0.7935057150059608,1.8360662934286875,0.256583848524142
500,36196936.69959957,1.108676190935626,1.7680254279304528,0.3648851843918857
600,36196936.39126632,1.2622426613837814,1.722949668366943,0.3520339205822398
700,36196936.3532384,1.5416780275791409,1.7338466382779951,0.4854470483966409
800,36196936.28931828,1.7178895801517378,1.7006051913032993,0.47345407400881523
900,36196935.9049885,1.8054577071720577,1.759396264185659,0.5686768277558538
1000,36196935.80479989,2.119335077103553,1.7503955864195526,0.6589286541213937
1100,36196935.25619249,2.1251712533825398,1.696033361681765,0.6131132711616933
1200,36196935.12119264,2.36875175352095,1.7558320766405866,0.7435283561950661
1300,36196934.96217883,2.366578878501378,1.7933188328422964,0.7608937273663091
1400,36196934.83014855,2.5526771936326966,1.7367125000977313,0.7989481883862453
1500,36196934.46362276,2.7732752919097656,1.8039130288875334,0.878259809029775
1600,36196934.160731174,3.038816821962089,1.7947269818923537,0.9350841392537806
1700,36196934.04269282,2.9400076086242635,1.8953620016833561,1.0458783567390062
1800,36196933.61618473,3.2886239505288297,1.936697145944997,1.1426942021544075
1900,36196933.680791795,3.336505471336143,1.9181652618386058,1.1424873999803644
2000,36196933.35428509,3.430162124204501,1.966802410504931,1.2431282705353792
2100,36196932.98640867,3.7655922521027443,2.0337537563915062,1.30353353045969
2200,36196933.00545354,3.9294652933748924,2.021340384753639,1.3852226015494882
2300,36196932.538042,3.975264321383246,2.0741370215473833,1.4559299057092792
2400,36196932.444162615,4.126028654241405,2.1742538494971195,1.5451215597095613
2500,36196931.885545574,4.194210556593076,2.184423481500857,1.5778759532201787
2600,36196931.799740784,4.441290590952815,2.286970045252262,1.6450874389406867
2700,36196931.45813999,4.4962875791053705,2.3790918446268825,1.712209413721234
2800,36196930.94820273,4.754423287807017,2.380557195971633,1.8338653420413047
2900,36196930.655281276,4.8822735270684285,2.501851880793097,1.9175446139267196
3000,36196930.416865356,5.20639863118719,2.55828585127776,2.0298005330891393
3100,36196930.18482066,5.310126070488551,2.5987329046158436,2.022657315449087
3200,36196929.635111764,5.394047003602692,2.73153350615125,2.103468756134189
3300,36196929.370686986,5.677411686891492,2.776657416404449,2.2393494469589657
3400,36196928.8724921,5.8816848564657525,2.8930281787583105,2.3526417649260374
3500,36196928.79015695,6.03643375380492,2.9200645521969815,2.504492884447238
3600,36196928.33890406,6.097399796568651,3.0713682829637916,2.5613942640723035
3700,36196927.98298885,6.312385095863991,3.141184327206256,2.6868278327540414
3800,36196927.25131339,6.5393819545720415,3.1746741514431287,2.8117922599767167
3900,36196927.018484384,6.779527918263965,3.3106997108569796,2.8999810724750703
4000,36196926.72836156,7.17899771496784,3.390599368483731,3.0440794453776645
4100,36196926.101109,7.38357130143797,3.5431233430590576,3.089642740718356
4200,36196925.75060177,7.61676997464373,3.6477517064595424,3.2397425709486662
4300,36196925.326342836,7.86187181759449,3.7783620896250754,3.3362675811606652
4400,36196924.59148032,8.007753499890443,3.8964913002984978,3.456896423883869
4500,36196924.03782501,8.285122912122775,3.945894536905438,3.59720755409089
4600,36196923.83084051,8.646934005168918,4.089639657729711,3.757205782343133
4700,36196923.07650251,8.815495464855834,4.21476008064777,3.945662940108908
4800,36196922.68453854,9.127767340636806,4.3830255154774,4.074678172872892
4900,36196922.01237087,9.287375891633744,4.45472205006498,4.218160021463639
5000,36196921.22739098,9.600879399516652,4.619172337299702,4.292634352717071
