miliseconds,sigb,lacz,x
0,490.1714928214193,0.0025150522543623626,-0.00023200413017575197
100,960.2870406276659,-0.002392880829083795,0.0008048778303478202
200,1544.7544740532778,-0.0021978299718043073,0.0020767522873530605
300,3112.5569220192488,0.0037347142430514966,-8.231167636762408e-05
400,3815.1266654774936,-5.3704063710038235e-05,0.003178947810497476
500,5368.844865322703,0.0014141115780214324,0.00023020769693054806
600,5596.585549044644,0.0011278929336484193,0.004073467892635702
700,6603.221205775603,0.00549278964101871,0.007566907328737723
800,8543.699386229982,0.0027590094272570576,0.005848780186038569
900,9525.53293632695,0.008186936803010698,0.00967384347877471
1000,10530.636715421157,0.008999343673239575,0.012452538303583425
1100,10257.897472848912,0.011515681990255652,0.012073233358584368
1200,11391.64806082472,0.01244554359198584,0.017581672973551035
1300,12549.676118084726,0.016374555390950535,0.015170376852002872
1400,14472.774050925991,0.016730465336629946,0.01852847511306227
1500,15206.040813304598,0.01942101016345238,0.02204942245741211
1600,16229.65329680859,0.022531586776906417,0.026910145946533882
1700,16695.088789770318,0.02290705731225018,0.028271761334239785
1800,18515.46091504735,0.027508057581774,0.035756052397521554
1900,18476.076089892736,0.02941777363781923,0.036039339223943465
2000,19782.291734763323,0.03074030387835118,0.04010876597527155
2100,21714.768700341483,0.03473250399014073,0.041910703789217844
2200,21981.73669345057,0.04065245036223927,0.05121903662165143
2300,22262.37783962037,0.04382243757290973,0.055905622169420945
2400,24378.116897811615,0.04654139046550346,0.059928912949435725
2500,24294.052972829413,0.0530592978276135,0.060158179859940146
2600,25898.049039972313,0.0554324771846551,0.06786019062233349
2700,27263.135325479023,0.06000736055710535,0.07604821050521923
2800,28082.752548739256,0.06498647618623112,0.07617832265772367
2900,29681.664506726618,0.06559476005182273,0.08047459955085307
3000,29417.360688005676,0.07097337265697276,0.08869319072126004
3100,30662.00706523386,0.07666642440746058,0.09593986706542605
3200,32667.163604045316,0.08487080613994517,0.10120912843124077
3300,32651.83340991668,0.08688213315946408,0.110906896292065
3400,33574.369514294674,0.0906826519047171,0.11818869439655552
3500,34725.33645396213,0.09841391213870072,0.12041107647053259
3600,35750.4660829945,0.10593826734542469,0.12691382262049394
3700,37584.20309379048,0.11177751031895315,0.13961817431552273
3800,37306.55206410826,0.11343419420767052,0.1443735949745811
3900,39159.40759941504,0.11811193032911445,0.1493857685179014
4000,39667.891401811234,0.12988855589493617,0.1608256192301818
4100,41685.959697381884,0.13519416286998073,0.16597268557210906
4200,41486.82834945495,0.13788100667112227,0.17680417480588634
4300,43343.307694055584,0.14860126778259347,0.18529923398006892
4400,43360.78752428855,0.15024846111825904,0.19001968516525986
4500,44761.608121335754,0.16236875589968394,0.2040133019647356
4600,46256.651347501036,0.16775185188110642,0.21538276431299874
4700,46996.91870924513,0.1748419304590713,0.21859274655739924
4800,47836.315058676475,0.18337805088077078,0.22823658600410546
4900,49494.76862658867,0.18888021349638862,0.241446908433685
5000,49839.86056856244,0.19776791235115698,0.25270445536459574
