milliseconds,sigb,lacz,x
0,-736.5779900426464,0.0006269595809808435,0.0007830105923325569
100,765.0159351498071,0.0024580460128728176,-0.0010688269187609273
200,1442.4440225529872,0.0011364414654895362,0.0017462019094265872
300,3028.8098241315456,0.0009781676292197226,0.0033082539797856542
400,3580.720475378004,0.0010601782291505824,0.0015194228191881263
500,5643.231705545394,0.0008756803281939974,0.003937486365410878
600,5918.480602143541,0.0007821161054304632,0.0063612313592810955
700,6438.177352467082,0.004504166493529711,0.004222791866856573
800,8078.516898365768,0.006445104078669637,0.0026095018602488996
900,9498.516172194555,0.00872649135295852,0.004619759554474021
1000,9340.787281397174,0.008021678393835063,0.006171321873631118
1100,11092.129812789495,0.009611176116441703,0.00962962739903067
1200,12066.864210313322,0.014206624534938117,0.016705784627100283
1300,13202.274603449572,0.012693601878459639,0.020197606587421604
1400,14516.45600700457,0.018024508974348666,0.021211914200451057
1500,14625.360263607245,0.021090032016251273,0.025306292961814813
1600,16729.851472359504,0.01955400452824262,0.024374284620461994
1700,17343.452381841704,0.025573612235842744,0.028010359031501588
1800,17672.270111901533,0.029224574840044062,0.035654938181076914
1900,18946.38252305832,0.029431079291309382,0.033616786392286754
2000,20706.370512035985,0.0325267636928146,0.0399670869647249
2100,20707.977908149758,0.037992386462071794,0.04556056848379644
2200,22664.020808349458,0.03787226127001776,0.049795872550416655
2300,23179.886395854825,0.045745174710216475,0.05279921707143509
2400,24350.717729639102,0.049221742681291446,0.05946487068779832
2500,24352.470364444533,0.048307007792737555,0.0607795966581778
2600,26695.609792856496,0.05397066963254625,0.06740129812297087
2700,26794.110325400554,0.05724945939414528,0.0759784034541002
2800,27724.507287880657,0.0655236800163811,0.08013784197462384
2900,28413.680959096273,0.06888563568697881,0.08258701103981785
3000,29404.52388251671,0.07315637607661635,0.0863955314205408
3100,30818.54001270653,0.07509237116139744,0.09266884954873898
3200,31298.52266597373,0.0831908901209889,0.1044823053265468
3300,32365.168019064622,0.09017794697282798,0.11004092560930401
3400,34624.08193871409,0.09316638402634239,0.11719548654607458
3500,35502.766922776405,0.09997631580185155,0.1205348538357049
3600,36683.86578179909,0.10385839874999295,0.13051714701661277
3700,36866.57743475242,0.1070514726216673,0.13845219934264535
3800,37490.52143697166,0.11655933683755504,0.14205323013036583
3900,39506.0334899006,0.12037118721122513,0.15177748675294922
4000,40666.27474093615,0.1274192861290609,0.15762334067146583
4100,40773.39100481398,0.1327505405940469,0.1646552967216768
4200,41489.88784618104,0.1401666867817692,0.17834551416213798
4300,43605.72515195493,0.14743888439202937,0.18829897171898544
4400,43942.5802913097,0.15278718041175882,0.19055773433098339
4500,44858.2567718371,0.15889232646573115,0.20291597675285514
4600,45299.17600483535,0.16626058942612576,0.21036998937655274
4700,47000.383960590676,0.17039898888524738,0.22243495267364505
4800,48266.649735555184,0.17777189354717304,0.2282161009756214
4900,49302.293369247804,0.18961670611194759,0.24274281150249194
5000,50384.48312391703,0.19619414364985802,0.25231644919339313
