miliseconds,sigb,lacz,x
0,-381.8136131699195,0.000573254500363916,-0.003645936731972276
100,748.8592771338854,0.001327842538761102,-0.0037311725808146213
200,1943.2438352239717,0.002836896700796619,0.0011878313553138268
300,2481.3861491410416,6.891820035526846e-05,0.0041655737743110585
400,4064.8876212982204,0.0029910162106145154,-0.0014204557904497343
500,5568.366489130225,0.0029093940544486236,0.003080866275565939
600,5326.203551685933,0.0025665460045773344,0.006273413220912691
700,6407.739497972637,0.0031139353829691685,0.00277627480160733
800,8668.438326794698,0.0039786248001978525,0.004601846955272625
900,9493.222888682472,0.00761863522100422,0.006623021884380829
1000,10121.538828747336,0.009906471034881825,0.01201937079632021
1100,11163.931506200695,0.01217516829370369,0.01499176207138005
1200,11858.00296655836,0.013521003075808228,0.012492913019568562
1300,12918.162683949091,0.017050740498721913,0.0151005471095221
1400,13659.366178308928,0.01796688036938517,0.022776539446838596
1500,15180.699100902553,0.01666432899023794,0.019748690544253673
1600,16347.71127364323,0.02027122135879261,0.02362300176713379
1700,17068.234851747835,0.026720044537239772,0.031391572122537396
1800,18683.43606484166,0.025797945087058474,0.03248647746086967
1900,19551.658242666595,0.03044561076619886,0.036963262899589684
2000,20215.029326695414,0.03458594456663368,0.04228026036088395
2100,21600.992040832458,0.03542112616137414,0.04616403811513166
2200,22209.183573160364,0.037043163997226215,0.050345056040381274
2300,23357.429158153365,0.04046526122673814,0.05030365710435154
2400,24624.1301980042,0.048623140478244335,0.05952432089919629
2500,25300.904428035738,0.05054259255466479,0.06571114401261623
2600,25570.218567049513,0.056024762701110294,0.06525632224112322
2700,27372.026916729126,0.05944941610912698,0.06979288259740414
2800,27829.636421869232,0.0629185525248787,0.0808835736673816
2900,28308.566913903833,0.06634589886459974,0.08398094805848431
3000,29804.02771128784,0.0701494788956484,0.08658319181571403
3100,31312.236977074437,0.07732787585494508,0.09921896599256856
3200,31780.105810822817,0.0837180187197702,0.10364641936151034
3300,33613.06335671329,0.08990082775561238,0.10812412462011425
3400,34332.054054333414,0.092781302899875,0.11541849660768977
3500,35207.46712678336,0.0989319993824225,0.12238308880738134
3600,35378.72617565933,0.10310114051241133,0.12959703045364263
3700,36923.887425757464,0.11011541030394809,0.1344912989825926
3800,38223.68771748567,0.11512957370141186,0.1432512742569373
3900,39203.38656065777,0.12152852329091973,0.1504033774189293
4000,40382.7213878489,0.12967300260234169,0.15970138503454756
4100,41226.695937756325,0.13047471036602368,0.17187814367082918
4200,41466.18066413643,0.14105163727992556,0.17540015490151792
4300,42934.070869532196,0.1467696419090316,0.18289068560479463
4400,43535.98246964153,0.15173795413730595,0.19466032798240243
4500,45061.38720235621,0.16037336670185343,0.20386809324187574
4600,45366.77871991858,0.16846787929515614,0.2109763359633471
4700,46632.16708787454,0.1734075537053502,0.22442409975142133
4800,47688.51000372213,0.18286293471941195,0.22664103852928424
4900,49498.01320220897,0.18514497519939213,0.2434996213317255
5000,50284.75926775397,0.1980494044575368,0.25188501784642275
