miliseconds,sigb,lacz,x
0,-602.1680772312476,-0.0026021771881976612,-0.002883569568063729
100,939.9721501178572,-0.0018050058843502531,0.002439328959841101
200,2408.86946085171,0.002822400154427588,0.0028885560817224526
300,3425.921950604582,0.002968852268626151,-0.0002195349271668593
400,3976.743017256827,0.004292217156549936,0.0012423685750656025
500,5078.699075695049,0.004379159740529158,-0.0005162478633156235
600,5581.865505215584,0.0034934423978311073,0.0039226719131936864
700,6349.820495199226,0.002768472637024957,0.004324438412323911
800,7294.051081679328,0.0038001072379550763,0.007400578712808202
900,8358.905353418651,0.00930024770062252,0.011447975270053921
1000,9677.182223282362,0.010710964804801883,0.013799122510311214
1100,11324.397960691786,0.008201406208834463,0.014904352904259198
1200,11262.243981114838,0.012530673210416331,0.017775984457387387
1300,12270.172671875775,0.011581269029493356,0.020444396378673946
1400,14346.657648374001,0.015650175015149894,0.01915360625972323
1500,14738.708046098345,0.017564470854165765,0.01867486329110818
1600,16701.507748884524,0.023523660556835663,0.027730149719468123
1700,17374.02446843793,0.024796746574436448,0.03061218012410395
1800,18088.596920239746,0.02669441287243242,0.03156393349276792
1900,19401.7435393887,0.030281809400496535,0.03627277680372577
2000,19779.355624192132,0.03451079229205853,0.038381097866787305
2100,21518.355333404896,0.037672783076656724,0.04227800286336873
2200,22017.187873223782,0.04062499830418234,0.051532135433297016
2300,23011.13430092913,0.04475804663649752,0.054974770394581936
2400,24139.00885434561,0.04478562442020544,0.05598896872295124
2500,25353.713233928916,0.053779465209092915,0.059782555933283285
2600,26343.547613431565,0.05565811598745983,0.06937983451724326
2700,27698.313937056937,0.0599171027546859,0.06917572810530113
2800,28058.052338363104,0.06370711488875294,0.07565034244988222
2900,29201.25779283619,0.06948628695159215,0.08188362811429037
3000,29351.89945726319,0.0697990174352992,0.09299434425422827
3100,30261.01635357544,0.08028942737479369,0.09582580009611658
3200,32419.932810863607,0.08492312767213243,0.1003266218862423
3300,33312.486547569904,0.08953157698218557,0.10864070498656589
3400,33580.64577229134,0.09256113489512811,0.11233806920893943
3500,34701.75637343178,0.09643716208666687,0.12373601751655006
3600,36464.75542156486,0.10402120497452119,0.13170507228631156
3700,36639.20401121087,0.10693639795826346,0.13955511688385533
3800,38535.21385679279,0.11800767482631762,0.14791046981754458
3900,39132.47326055121,0.12072007337183094,0.15147485833937982
4000,39954.06148278067,0.12665329270752212,0.16060732757175417
4100,41276.40601290176,0.13479158229745467,0.17112031137914008
4200,41269.710325602755,0.13732858667474004,0.17628915621919963
4300,43111.349338460706,0.1480352347524157,0.18356945857682097
4400,44647.75439204921,0.15292786471303316,0.1933454597206077
4500,45332.66025093043,0.16218613155514763,0.20596730502700694
4600,45828.536633952106,0.16551561521443126,0.21270057349960952
4700,46407.264855100206,0.1736870635852003,0.2238682162052473
4800,48261.19067122181,0.1813476549456824,0.23067951066519182
4900,49305.871151823085,0.19030088372188317,0.24023122911854433
5000,49932.7292523129,0.19679152091902166,0.24780611132469063
