milliseconds,R,C,I,X,A
0,1.0,0.0,1.0,0.0,0.0
100,0.9999900272926628,9.812923310695688e-06,0.9999995413776367,1.5745264183842412e-07,3.0130106419005897e-07
200,0.9999801094941829,1.9530278907329155e-05,0.9999982027841339,3.51779776742804e-07,1.446770716745372e-06
300,0.9999702475547708,2.919016217724748e-05,0.9999959955671058,5.451776971503172e-07,3.4641598092176278e-06
400,0.9999604424647094,3.879325985721519e-05,0.9999929266302039,7.374462711291178e-07,6.348074638499647e-06
500,0.9999506952066001,4.833984256042867e-05,0.9999890028020286,9.285794500457585e-07,1.0092983418343406e-05
600,0.9999410067562138,5.783024586418908e-05,0.9999842308757538,1.1185858145738235e-06,1.469336897339727e-05
700,0.9999313780822098,6.726480337526205e-05,0.9999786176044,1.3074711431966017e-06,2.0143747739248683e-05
800,0.9999218101468565,7.664384483681119e-05,0.9999721697054798,1.4952416397610937e-06,2.6438663388589907e-05
900,0.9999123039054733,8.596769742100021e-05,0.9999648938578553,1.6819034688908837e-06,3.357268964184518e-05
1000,0.9999028603058997,9.523668624346802e-05,0.9999567966986821,1.867462707633467e-06,4.154043263258244e-05
1100,0.9998934802888867,0.00010445113480307671,0.9999478848254895,2.0519253907428883e-06,5.0336529233701175e-05
1200,0.9998841647881034,0.00011361136460077442,0.9999381647962959,2.2352975257840237e-06,5.995564697836934e-05
1300,0.999874914731502,0.0001227176953422517,0.9999276431370369,2.417585190832002e-06,7.039247826660851e-05
1400,0.9998657310395578,0.00013177044475418467,0.9999163263319402,2.5987943628644137e-06,8.164174792189065e-05
1500,0.9998566146241009,0.00014076992843604382,0.9999042208171417,2.7789307882233394e-06,9.369821822474991e-05
1600,0.9998475663926315,0.00014971646043402163,0.9998913330041077,2.9580004772565703e-06,0.0001065566704622016
1700,0.9998385872466382,0.0001586103530137439,0.9998776692705198,3.136009510152379e-06,0.00012021191210772025
1800,0.999829678076936,0.00016745191600543472,0.999863235935049,3.3129634885992207e-06,0.00013465879669316018
1900,0.9998208397711894,0.00017624145801312845,0.9998480392978991,3.4888683132473034e-06,0.0001498921920079042
2000,0.9998120732148384,0.00018497928671257801,0.9998320856456342,3.6637301743657143e-06,0.00016590697644634848
2100,0.9998033792782743,0.00019366570632080223,0.9998153811825741,3.837554556978588e-06,0.00018269809239656083
2200,0.9997947588270643,0.00020230101961516515,0.9997979320854896,4.010347032917683e-06,0.00020026050367748536
2300,0.9997862127189548,0.000210885527354494,0.999779744487562,4.1821130197603045e-06,0.0002185892080329094
2400,0.9997777418120759,0.00021941952969965636,0.9997608245220742,4.3528585953410495e-06,0.00023767920299941982
2500,0.9997693469619262,0.00022790332569507042,0.9997411783063317,4.522590197457551e-06,0.0002575254984719493
2600,0.9997610290019909,0.00023633720992140747,0.9997208118383928,4.69131269724211e-06,0.00027812319739407577
2700,0.9997527887647095,0.00024472147612226736,0.9996997311087578,4.859031482000316e-06,0.0002994674084976245
2800,0.9997446270749405,0.00025305641607721824,0.9996779420655362,5.0257518050960965e-06,0.00032155327352169024
2900,0.9997365447617977,0.0002613423216926112,0.9996554506775861,5.191479860408412e-06,0.0003443759179691259
3000,0.9997285426468812,0.0002695794829289849,0.9996322628717054,5.356221709912853e-06,0.00036793050010237486
3100,0.9997206215330926,0.00027776818583177435,0.9996083844729466,5.519982264532157e-06,0.0003922122575017584
3200,0.9997127822228679,0.0002859087157500212,0.9995838213018777,5.682766940195776e-06,0.0004172164312082668
3300,0.9997050255120692,0.00029400135626242235,0.9995585791419827,5.8445811003757256e-06,0.00044293829115548295
3400,0.9996973521971004,0.000302046390681244,0.9995326637777907,6.005430412489846e-06,0.00046937310668221485
3500,0.9996897630649952,0.0003100440999662691,0.9995060809417272,6.165320344903328e-06,0.000496516187649373
3600,0.9996822588932855,0.000317994762700959,0.9994788363133971,6.324256157603532e-06,0.000524362884999064
3700,0.9996748404560294,0.0003258986563670105,0.999450935551883,6.482243203697645e-06,0.0005529085657779988
3800,0.9996675085215111,0.0003337560568632762,0.9994223842834041,6.639286810628606e-06,0.0005821486226891937
3900,0.999660263851424,0.00034156723827451045,0.9993931880971418,6.795392259108245e-06,0.0006120784772484081
4000,0.9996531072023995,0.00034933247330365614,0.999363352553049,6.95056481881511e-06,0.0006426935738808657
4100,0.9996460393254989,0.0003570520331281446,0.9993328831792573,7.104809734817753e-06,0.0006739893818822562
4200,0.9996390609659699,0.0003647261873308037,0.9993017854708317,7.258132220380491e-06,0.0007059613963610842
4300,0.9996321728634664,0.00037235520396188297,0.9992700648908932,7.410537460986097e-06,0.0007386051373907811
4400,0.999625375745098,0.0003799393476315357,0.999237726833876,7.562030671978515e-06,0.0007719161778839386
4500,0.9996186703403689,0.00038747888361065466,0.9992047767044759,7.712616975383906e-06,0.0008058900837037695
4600,0.9996120573718261,0.0003949740752641575,0.9991712198682148,7.86230147739187e-06,0.0008405224511670728
4700,0.9996055375558333,0.00040242518426373815,0.9991370616555234,8.01108926218859e-06,0.0008758089039481384
4800,0.9995991116033656,0.0004098324708062477,0.9991023073659341,8.158985385620475e-06,0.0009117450899004065
4900,0.9995927802200765,0.0004171961936323344,0.9990669622684248,8.305994874869098e-06,0.0009483266807957148
5000,0.9995865441063649,0.00042451661004508275,0.9990310316017663,8.452122728126074e-06,0.0009855493720635408
