miliseconds,x1,x2,ppERKn,DUSP,pRSKn,cFOSp,cFOS,pcFOS,cFOSm
0,0.009724352470283755,-0.0001076822515413556,0.0019407245251959247,-0.0015245473471558618,-0.00073595579378877,0.0008578156524372321,8.707867143236093e-05,4.163151386909009e-06,0.00021519329588262214
100,0.025772052510941418,0.0005940858047496658,0.005436603037432064,-0.00174051318197731,-0.00038463411391028216,-0.0004298392598938128,7.541617044203266e-05,-4.3855001144463685e-06,0.0003646275206636936
200,0.072758232546256,0.0008443474021915061,0.02037949529434369,0.005830947116075717,0.0007839260334052229,-0.0006423439664380271,-9.895548879661769e-05,-5.035307707783424e-06,0.0002473950123373818
300,0.09953068561088615,0.0019040700093139386,0.030549931650263512,0.01279947775495589,0.0008738433993971827,0.00030468638630977397,-7.787432680481049e-05,6.914700595863034e-06,-0.0006117315949632563
400,0.12884048951885824,0.002273269523315923,0.034365498361039186,0.00872597907965813,0.0007265363941265198,0.0008644228195105485,9.74218644162932e-05,8.631272352496535e-06,-0.0006064814403547388
500,0.15651808224667993,0.003320036775941214,0.04786097444764177,0.01652174024150271,0.0016041558032713495,-0.00020799755513572688,-2.5606404469766546e-05,-1.5954352547789865e-06,8.752824431969033e-05
600,0.18725483546553448,0.0035350557334810294,0.055572297033828044,0.008804800591882633,0.00108154864219386,0.000343904447928199,0.00011684391328126533,3.6156379212775083e-06,-0.00036516518628558725
700,0.21458352483051799,0.004160287641597551,0.06583199252203435,0.018726258029427484,0.0013861179628722447,-0.0002572465949215025,7.060631158529024e-05,6.869605820972545e-06,0.0002604648168211421
800,0.24768852511390463,0.004965707680212214,0.0742657481511158,0.03400995959822248,0.0020580997137656333,0.00025991761759988196,0.00013835215576687377,-8.461238111330994e-06,-0.00014185792122000805
900,0.2645972544577884,0.005848524668911456,0.07865857040958289,0.0365648901538653,0.003135074685117839,0.0007082679660393944,-3.225394723036943e-05,5.272922764150335e-06,-2.740176022448357e-05
1000,0.310009355447494,0.006487296054071195,0.08785787507632845,0.05410599683985872,0.003773824019801749,0.001222058254361903,6.491265863804022e-05,-9.241110678101739e-06,-0.00015281171571918754
1100,0.3383136415552104,0.006650000138707916,0.09571566620340878,0.04770859837125758,0.004933413168287017,0.0009607447768284168,4.6375728298191844e-05,-2.4784456052474946e-06,0.00017944501309996743
1200,0.3562973628211643,0.006914819310954415,0.10305785799101648,0.07442815962455186,0.0066568822097144344,-3.198498440174294e-05,-9.754788164364552e-05,9.519064266625036e-06,0.000510946571004429
1300,0.3813689081177552,0.007646273380984205,0.1057588609083532,0.0746183289087815,0.007423073336145986,0.00014610806987076384,-6.214150513781736e-05,-2.0847724617642108e-06,0.00026736750926074817
1400,0.41156810623528045,0.008253655044728062,0.11122967900168923,0.08401942000391896,0.007822940483778337,0.0009711372292656021,3.7735809608769745e-05,2.9691550649879027e-07,5.1295004003041716e-05
1500,0.4175646579432645,0.009543755571594498,0.1189886691674605,0.08893533006326039,0.008851739771680798,0.0022357212649215495,6.0528451833987983e-05,-1.7890505480809837e-06,-7.707439382178562e-06
1600,0.44087748817944017,0.009576271215803326,0.1261965076078042,0.11677749684976767,0.010713763286150695,0.0032188430525865986,0.0001301106826344627,-7.5435043033025575e-06,0.00098702422429809
1700,0.47274873601420775,0.010616305763941835,0.13220903054104444,0.11160985929071945,0.011643196452656464,0.0027600533891225694,3.519539123935684e-05,-3.0485770318155146e-06,0.00031730902514115434
1800,0.48368899959558775,0.011319332668131175,0.13865174117510687,0.14567813532501736,0.012715333759225707,0.0028300948841399947,7.728202647204943e-05,4.550545777459327e-06,0.0005939516746784594
1900,0.5036773844513601,0.011305442484890153,0.14150058532483362,0.1532574505178854,0.013310322852865007,0.004399200296218852,2.2529800001648613e-05,5.9154353913989986e-06,0.0005353968636665398
2000,0.5298100923622212,0.011833217688196918,0.14319043432069706,0.17121712548097798,0.015204995596228833,0.005617081059226263,0.00021929132478729082,-3.535310152207705e-06,0.001423111796909486
2100,0.5421015302052867,0.0131873271532601,0.15004767133639765,0.17635574952003297,0.016711570246327915,0.004825721871061856,1.559445753366273e-05,1.1400895180772255e-05,0.0006929043719690988
2200,0.5450998280081158,0.013872149011823126,0.15229480704880383,0.19923347748141945,0.0166147672960295,0.007297405788302084,2.8329691323396945e-05,2.2221512400172607e-06,0.001240099317406579
2300,0.5788756367709218,0.01359646070017516,0.15884488611379358,0.21674724694757547,0.017636136357536455,0.007011712730850597,0.00029910285556518357,-4.69286155553725e-06,0.0017020110361035737
2400,0.5937905670645173,0.014454498243037201,0.16158716022530964,0.23594496684169786,0.01930708260518291,0.008672966281909632,0.00030893212415231185,2.93450722192892e-06,0.0022147509032728607
2500,0.5999809471602882,0.015005300287324896,0.16418839390194753,0.23962780311473716,0.021690311895427635,0.009653596813714041,0.0002039120896313692,1.177783841965393e-05,0.002898429757524305
2600,0.6320672600595858,0.01543177004908747,0.17032690041701326,0.26893489543347726,0.021714255959896532,0.012458986514644336,0.0002893206741022582,4.107841298563866e-06,0.0027680295245067275
2700,0.6426684882991553,0.01650024258209929,0.172680540122249,0.28149172585259585,0.02358076869967746,0.013399289482148835,0.000487284455450381,5.301703754433778e-06,0.0035709256100214665
2800,0.6456774097754816,0.016835518886488272,0.17630084334266627,0.2864672980063516,0.0257990266268444,0.015260132694583995,0.000607605598388629,1.9994017110075067e-05,0.004316513573217406
2900,0.6732480689549624,0.017641119793341865,0.18131515312628957,0.3047638879768082,0.02708036554704126,0.016279642450665464,0.0008131670798628691,2.1456502358313896e-05,0.004863211973084213
3000,0.6702686203580221,0.01838426665575736,0.18030805172704953,0.32744625399075755,0.02732218501097779,0.018850226198212965,0.0007510770914315058,1.7501601897251238e-05,0.006514081985731454
3100,0.6879820640083862,0.0185508797416068,0.18289899024917572,0.33919901496719473,0.02939021209628297,0.020065093836182317,0.001143964218020915,3.766822707033937e-05,0.007211872788045731
3200,0.6932720025289993,0.019182953118744805,0.1839476118491626,0.3549327779000008,0.030670208066205747,0.022542669345950766,0.001301735422947379,3.940005141907922e-05,0.008411079790334017
3300,0.7089525878529763,0.020511954540874688,0.1912271208283714,0.3842925612809517,0.0330352210304951,0.024580533710475694,0.0014617952884187252,4.1834286615111805e-05,0.008922676371817833
3400,0.7284381831775472,0.021167277247724905,0.18790943026526263,0.41390820584701027,0.03414507669634224,0.025588702939060928,0.0016963541984325332,6.561376164364259e-05,0.009635500482301568
3500,0.7421425163656455,0.021445533300310154,0.19040930671407397,0.4272339125744811,0.03548786559007153,0.028589299598128365,0.0018758646265983195,7.01976183791253e-05,0.010952877125425331
3600,0.7581352084228075,0.022380383174686817,0.19527154579299388,0.4316488200912906,0.03635943949218535,0.031156925315058554,0.002160829046947531,9.521549085320254e-05,0.012509799967920789
3700,0.7718347243178851,0.022141618769875086,0.19556113405863418,0.4527366604407101,0.03831800762894553,0.03358936885658433,0.002388341228070998,0.00011919164816906365,0.014373292607916815
3800,0.765866688784458,0.023606810462609967,0.19896284228817954,0.4814611571566113,0.03967857767920779,0.035192438467702564,0.0027869689571600425,0.00013519106826046174,0.016531548785044592
3900,0.7918145906795601,0.023561306084452553,0.19967569289855572,0.5055233453817201,0.04069439310381449,0.038586804080514084,0.003395924587944971,0.0001575458150517614,0.01749882558958472
4000,0.7965698591286502,0.02436353031028114,0.20334857620880661,0.5139223318309826,0.042861562879111005,0.0400780636889663,0.0035476618219764575,0.00018902818959918102,0.0190408259426405
4100,0.8028488307484616,0.024599327450224865,0.2047567367035951,0.5391938352257699,0.04307702041325996,0.04388985487170633,0.004095940327650992,0.0002167386334105015,0.0216836200603611
4200,0.8249129746218596,0.025450770177046698,0.20534897858001075,0.5650644747930109,0.044582912813159195,0.046837025458076165,0.004775692896503119,0.000244486273213325,0.023319733757826137
4300,0.8155752408587893,0.026382804107251093,0.20313246355506503,0.5784559331072876,0.04588541151327124,0.04837890095450906,0.0053440127059508355,0.0002980701042075614,0.025889041545129825
4400,0.8238263034048201,0.026733034763262508,0.2090293400222229,0.5920164627470881,0.04674287634911131,0.05255670433794312,0.00583720870206961,0.00034753068910481485,0.02789811106912326
4500,0.8271026334164089,0.027814337738954288,0.2082450043408387,0.6217785636208272,0.048726028256532807,0.054294700244593784,0.00636982706097327,0.000401528818226498,0.030102320505606052
4600,0.840539317172519,0.028048909411941114,0.20733851197859648,0.6346543308129152,0.05028100282215101,0.05885390475525972,0.007126368085765886,0.00044641037539989433,0.03368785194755261
4700,0.8644774825424882,0.028626274746034037,0.21121801264899265,0.6609846757219409,0.05158164963520305,0.06168398215461013,0.007974270231563205,0.0005159591826032372,0.035939428989363816
4800,0.8620872960439873,0.029616715500738515,0.2091240243046893,0.6742407204097416,0.05293451095643352,0.06387318230012097,0.008730216479198444,0.0005961416219678472,0.038533801579092614
4900,0.8813164108316024,0.02971498828537326,0.2118251758131527,0.7128634810031942,0.05421408206492775,0.0674246190834845,0.009500037764012776,0.0006604196894760038,0.04183326060496785
5000,0.8792654484912221,0.030089075756555877,0.20988997211213448,0.7364162240812354,0.05466552373767216,0.06939701933314743,0.01031974604636923,0.0007484058789461918,0.04421437431687008
