milliseconds,x1,x2,ppERKn,DUSP,pRSKn,cFOSp,cFOS,pcFOS,cFOSm
0,0.011562157666256023,-0.0002915998658925218,-0.0010770679798394705,0.00553423902841906,5.7259097293359745e-05,-0.00033572509752549564,0.00010257205641164499,-5.056958146099077e-06,-6.1115196559767e-05
100,0.04565705047072394,0.0009808731274748633,0.005646829844317658,-0.004910669661622725,-0.0007162056903113753,-0.0003956346712125621,-4.167244289574682e-06,4.56660589723063e-06,-0.0005244216868391818
200,0.07938338284073054,0.0015024385525123504,0.01927141580593435,-0.0069860681277219595,0.00020553615487204691,0.00046113819030790717,2.466338573575389e-05,-3.654758416622555e-07,-0.0005548347785599234
300,0.0908381529853574,0.0022569215614633995,0.02948995158244071,0.005718695544573928,0.0008916957891017541,0.0005368286372172255,-4.017648420895534e-05,8.499311773784916e-06,-0.0004402348606503384
400,0.13211103344760403,0.002900284863193099,0.037485645778948064,-9.601527660875551e-05,0.0008076963677126935,-0.00019801131117834297,4.0011127326308954e-05,5.846556134426433e-06,0.00029276863132463753
500,0.15188249148052074,0.003184321184887744,0.04625245664500269,0.016749077485479002,0.0018800641532145514,0.0005116547953177755,-0.00014048617346590123,4.027789537302245e-06,4.667378877649098e-05
600,0.1944643760109861,0.003420588930679679,0.05301069501506373,0.02060999052453278,0.001726900229841573,0.00048537904399195334,1.1370045111943445e-05,8.332639688170972e-06,-3.784136976976485e-05
700,0.22061847834907397,0.004484385897589516,0.0617806268913963,0.014433230606763187,0.0025448805027889604,0.00044410973290088705,-0.00013076035284320653,-2.0579683117781823e-06,0.0006094234833167949
800,0.257196204141525,0.004844266274790744,0.07444202554050205,0.035794275608099044,0.0021334861738804955,0.00038135879841996246,5.642416386839466e-05,5.2589932253924815e-06,-0.0001961031641155175
900,0.27518455294773586,0.005477837161799304,0.08139204499601584,0.04791631466550318,0.004079694722982319,0.0008355456308583634,-5.880381507971822e-05,7.836442172643575e-06,0.0006023385704107266
1000,0.3109322042229701,0.006181055157112335,0.08348004366854322,0.038422490708786436,0.003478373903379523,0.001405488772808603,3.948432892851205e-05,6.517183081323822e-06,-0.00021805543731811755
1100,0.32112647412615697,0.007024317335684971,0.09378612160957087,0.06226072342840755,0.005220470500158895,-0.00023052015282013535,-9.179780147989795e-05,6.467823307039226e-06,0.00013099693040810863
1200,0.35371764951752543,0.007542819296533648,0.10017862238087229,0.06605037554965368,0.005401520231555343,9.194761317574964e-05,-9.674815745294888e-05,2.7754915530806554e-06,0.0006359771082339391
