milliseconds,x1,x2,ppERKn,DUSP,pRSKn,cFOSp,cFOS,pcFOS,cFOSm
0,-0.007286818561373049,-0.00014743473491588623,0.000939655110059631,-0.007232562546978318,5.0371752338181157e-05,-0.0004972278582769751,-5.447503012042381e-05,-9.368681374187587e-06,-0.0005371070893395453
100,0.02251018395653107,0.0004476500788022496,0.010588558199665428,0.0005250454632737218,-0.00021766869299459643,-0.00017007197632412522,8.900416881014257e-05,-7.772654003442755e-06,2.338022194223426e-05
200,0.05756863219405517,0.0012742186135504202,0.02090311736824955,0.001787818999216095,0.000411974239707908,-0.0008513216969034575,0.00011147912499301811,-4.084257101994117e-06,0.0002601625303744778
300,0.11136779434342209,0.0019318477748899057,0.02853358967213169,0.0023945931321183262,-9.098885132542933e-05,-0.0008917396622518703,-0.00011948577477434653,-2.955203418155125e-06,-0.0006084476744201405
400,0.12973643464723156,0.002568985107594506,0.03986976525167598,0.005406656472477503,0.0003635078004656413,-0.0008222832631067808,2.864596085674655e-05,-7.786863944106323e-06,0.00034981396057763635
500,0.16272353585938476,0.0028999257035551857,0.049163587327609795,0.018743061056685315,0.0019863287284980005,-0.00011422605142617525,-0.00011957391469274605,-4.453068224090314e-06,0.00010529096130909165
600,0.1905362861729723,0.003968341851147864,0.05513663421536348,0.0056032355390751645,0.0018083565276091386,-4.4288571913306244e-05,0.00013741282056526196,8.222098332544518e-06,-2.746591222551895e-05
700,0.2280440919733694,0.004616057700521424,0.060249143655928886,0.01795532953304522,0.002192016030856016,-0.0009952677249612703,4.8466273809669734e-05,-1.1888486328870893e-06,0.00011412665625268701
800,0.2586820899748614,0.005066902263708469,0.07034985754449415,0.03131217887529981,0.00225803192819896,0.0005169239545680944,-6.035293335402543e-05,5.9634318421430415e-06,-0.00024909359521158275
900,0.2709633500332677,0.0056992716296045435,0.07867545424794806,0.04098085360831166,0.0027695718903182906,-2.7112848827745973e-05,-1.4979160253680553e-05,-2.5365171872489637e-06,2.408889795391446e-05
1000,0.3026023350601271,0.005721164790207569,0.08840063707575244,0.035799872607455825,0.003620423009274807,0.001050280612387699,-0.00011367770160342761,-3.067558916301341e-06,0.0005367986883860862
1100,0.3345230001454503,0.006844268555581827,0.09092783967586077,0.05631843733853521,0.004437956323390219,0.0013180010125277961,-0.00012037704550864084,-4.888466664607222e-06,0.0006601472124981183
1200,0.3570153062548005,0.0074069595082331754,0.1022392433203139,0.056498869486433324,0.006010974730837495,0.0004861039525362622,-4.2927244335301805e-05,8.463931059828546e-06,-0.0002807517679756785
1300,0.3816725362578562,0.008394459597643164,0.10780520938230423,0.0647384659382906,0.006144265427207546,0.0006162760207139167,3.274810558436404e-05,-6.312586686674685e-06,-0.00034991257037253053
1400,0.3937336324116353,0.008820750921139028,0.11285806976476628,0.09292830520553591,0.007323632822235242,0.0009068231556228406,-9.818872503059127e-06,-5.492653091919616e-06,0.0005947164306387886
1500,0.4318240861314835,0.008942940678333275,0.11921691740774044,0.10753263111576022,0.009070229711158471,0.002062360219523238,-4.796951537666044e-05,3.763930024298051e-06,0.0005317345682777084
1600,0.43894950949294004,0.01017501750806214,0.12500492614765016,0.10009222081186227,0.010350182992867397,0.002758590959092722,1.751568966528072e-05,-3.0873959329735538e-06,0.0005554127947138024
1700,0.4523897767096529,0.01043769733453077,0.127484911328512,0.12766183403114023,0.010877763243920952,0.0017073903005138146,-9.054097324778267e-05,7.4301440633752226e-06,0.0010420206239085995
1800,0.48029882112101996,0.010797489716876078,0.13370194923296955,0.1336718622785542,0.012845775929583341,0.0036958149602206243,-4.015709784620683e-05,3.7573680023654723e-06,0.00104480812241764
1900,0.5007879448767083,0.011640440324925887,0.1413312865366506,0.14856686525856974,0.013055125913311458,0.004883305752729817,5.764297319492464e-05,5.049308716163917e-06,0.0002847004109677864
2000,0.5199814291792128,0.0121471403507507,0.14825690063912425,0.1622891902228319,0.014244277713912125,0.004679184076638268,-1.9854541816058873e-05,-1.5349613868540921e-06,0.001010758669717818
2100,0.5354865230320417,0.012386491098133176,0.1516349021005336,0.18739144533234908,0.015237751314140948,0.006171206546970532,0.00017045166181200945,-3.145318097799732e-06,0.0008927922513567837
2200,0.5514326306727367,0.013797751519129684,0.15603164843744893,0.18995660157183392,0.016423811816856065,0.007044112712092999,0.00016832737055185243,1.2310192409294783e-05,0.0013637621251808532
2300,0.5724141416029866,0.014429829754226473,0.1558657879027323,0.20039386370259987,0.01854274245019289,0.008330300972625928,0.0002523804189144548,-2.857074915980593e-07,0.0021495033013244685
2400,0.6018536051168664,0.014332666498291987,0.16320742544310954,0.21761373453434812,0.019208562905686115,0.008274164012062057,0.0003131035062772156,7.488468249731044e-07,0.0025271861595213777
2500,0.6085040084034862,0.014839654540992463,0.16383657879169347,0.24404868201641536,0.021096546285818845,0.009402876034573912,0.00038534862859244945,1.643268585246623e-05,0.003033220420261717
2600,0.6139008759343636,0.015548365908130546,0.16998964300454028,0.2524587723542146,0.023114727975478127,0.011424134210382238,0.0003424178214409953,3.3918629472881564e-07,0.003671835126676634
2700,0.6347677587106019,0.01671245886255595,0.17458444934653297,0.28348078741909843,0.023169262909079964,0.013055641350940094,0.0006227339329393089,1.0928927711998933e-05,0.004504123725165096
2800,0.6536656462985011,0.01732123265532681,0.17620297829854992,0.2990546655643443,0.024912532942090705,0.015046625982838875,0.0005026251769927872,1.0046324460628058e-05,0.005025429814261437
2900,0.6743855529884163,0.017922551500239935,0.1771819494912566,0.3115454711891776,0.02709872661935606,0.0170939677310807,0.0008226211517374466,2.1915591605863158e-05,0.005228354574195066
3000,0.6856952221173233,0.018428298620005827,0.18245041638189546,0.327560731921926,0.02749704637996744,0.017909952152916228,0.0009425323449887218,2.444752912132376e-05,0.005660849849572773
3100,0.7028428737140212,0.018630472106568107,0.18269118245388996,0.3375750469978403,0.0298813411574983,0.020133570906408545,0.0009127562863147473,2.5996445526307524e-05,0.006471790781587575
3200,0.7156489235894674,0.01990214240259308,0.18423329870866148,0.35474617377269485,0.031139537437850407,0.021095394641441955,0.0012033178646953418,4.336114505952981e-05,0.008049585255790866
3300,0.7058226434950666,0.0205194099158017,0.1856753583340851,0.38234848992585324,0.03305956742526551,0.024804401513042768,0.001478461312892195,5.5456743530364074e-05,0.00921556544069789
3400,0.7182978829785905,0.020989825990452616,0.1937328918701213,0.3915530178698833,0.033544899939364055,0.026124691908976188,0.0015420997937492398,5.460101478806721e-05,0.010740520950815428
3500,0.7350582488619385,0.020926672715731686,0.1921282186116407,0.41360308963648246,0.03468992409999464,0.027554915435577105,0.001968048723781185,7.561984514740445e-05,0.01188748868674863
3600,0.7427256113239277,0.021606764307861435,0.19430320973982715,0.4513377121848121,0.036545267410130304,0.030193304056771262,0.0022731300632370262,8.411464969046766e-05,0.012454779298385892
3700,0.7527435383158146,0.022429271609463803,0.19944501423894742,0.46645191057609836,0.03712542520880205,0.03347258680246768,0.002444663934137599,0.00010855470916746017,0.015017358330215827
3800,0.7796150896175817,0.023120604339119305,0.1962475443048274,0.48882811272858046,0.03930044311532412,0.03507608467996455,0.002821107543418579,0.00013706129123527077,0.01621028731069456
3900,0.7759919068600061,0.02362731959491341,0.20039229651276622,0.5078811983738096,0.0401498725788929,0.03828337275728299,0.003136796597093925,0.00015849360162098524,0.01710258418388219
4000,0.7854343793457413,0.024521476072301717,0.19884065060642106,0.5148219773492386,0.042124351260606194,0.0401855215945229,0.0035897122015241807,0.00018754441844056396,0.01900327653883539
4100,0.8059670697476317,0.02487796691759531,0.20535704254104292,0.5429679106830227,0.043458690970946186,0.04313978738378294,0.004088975469273732,0.0002133604289018717,0.021737897174889248
4200,0.8099750973930799,0.025239670047058807,0.20256500346931997,0.5593568762486468,0.0447808724721571,0.046296422674839,0.004714171217819674,0.00025518916482930256,0.023133286349639796
4300,0.8114248093821029,0.025869100187313712,0.20696256629279067,0.5709255003744531,0.0460533825401568,0.04938883139046619,0.0052134162968281265,0.00029285889616820015,0.025464910451202177
4400,0.8270777809900098,0.027209574137628735,0.20538238704218598,0.6099192344750177,0.047600687209491864,0.052944914973026405,0.005731224217659797,0.00033568877871819204,0.02818560985169597
4500,0.8390745695396784,0.02725835992485873,0.20543720995146528,0.6256768677338822,0.048404567638224115,0.055156747267297454,0.006467554177280072,0.0003889245534368309,0.030347960643640957
4600,0.8559164634928444,0.027814116308631398,0.20729525091260764,0.6350086676680927,0.049268040620056686,0.057848808343850366,0.007276737004567584,0.00045902274562592126,0.033318431328878004
4700,0.8528787837512019,0.02896159206469682,0.21102019607773234,0.6634916050927131,0.051616097895617344,0.06081004372468149,0.007887978558137809,0.0005200109735623709,0.035391855778750834
4800,0.8711400032721801,0.02906027411048251,0.21120389933802283,0.6884434777057243,0.052809798167337205,0.06415445312267523,0.008821530479877883,0.0005884343861197542,0.03813726944753058
4900,0.876151551002804,0.029556487702383224,0.20781090013452252,0.7048227218194371,0.05397689665930507,0.06774073792929797,0.009554957150264876,0.0006652448349460412,0.04147032697825628
5000,0.8694799532951901,0.030240060684586886,0.21300268914617365,0.7250936374171757,0.05608531933771577,0.07086267199729038,0.010480359363534033,0.0007520857982404386,0.044577224061091894
