miliseconds,x1,x2,ppERKn,DUSP,pRSKn,cFOSp,cFOS,pcFOS,cFOSm
0,0.0035545556931321845,0.000272585046154962,0.00038825247657174085,-0.010444862139641641,-0.000316049751156594,0.0007389220370910258,0.000139671064221839,-8.634303953006396e-06,-0.00017835128474900477
100,0.02695191502993433,0.0002428746285741937,0.008772449958013417,-0.005943813321883073,-0.0005000589897542174,0.0007255783903704574,9.45144765187506e-05,-9.102118079727869e-06,-0.0005716889318576766
200,0.06910154422189149,0.0012867555135190009,0.01827436640735767,-0.0038839570752436485,-0.000366489115625083,-0.00039191845434041723,0.00012732850167009288,-6.9063134286422935e-06,0.0006023326707141332
300,0.09932391451668197,0.002102968402634114,0.026304914840497386,0.015133432409955025,0.0010603771154416824,-3.307098993150193e-05,7.638048025721159e-05,2.9049485929059297e-06,0.0001175454912811249
400,0.14576002269021873,0.002307233779194098,0.03477850949678663,0.008481018390179946,0.0014199011367821705,-9.40680313554164e-06,-0.00013283159255011477,5.27431701960565e-06,-8.315701996889746e-05
500,0.16690952367420803,0.003083866244945996,0.04411351589885219,0.01927920323171136,0.0018784921166820675,0.000840905993096213,-9.46699246364922e-05,4.3312072117398555e-06,0.00036988629989639335
600,0.18294632039574285,0.0037937186431346607,0.05551510424654861,0.011048655821047741,0.0007196477018306758,0.00048162195678048747,3.711774111421144e-05,7.90140039737411e-06,0.0005015160659638546
700,0.2303994119536584,0.004532799018241223,0.06236181150744078,0.0332447966834421,0.0017566751144393277,-9.507850105021907e-05,5.7807769349117824e-05,8.6665420412019e-06,0.00011476619352123425
800,0.24698945284274104,0.0050819920734251145,0.07421830427533553,0.021273480091023467,0.0019778279903608846,8.089854431015585e-05,-0.0001253541625608926,8.757165442607032e-06,-0.00027468955552969717
900,0.28513953392289826,0.005231292279608978,0.07676969684822306,0.03704305781896333,0.003992087967914853,-0.00020328756477688674,0.00011491261584192134,1.6589151389908303e-06,0.0004600780698011837
1000,0.304100256136577,0.006253236157723337,0.08409489196591956,0.053321539487687065,0.0034191285334516184,0.001132102869694514,-6.40069757074498e-05,5.363848605793745e-06,0.000534197502413548
1100,0.33962910392501283,0.006510435891076817,0.09068172050066102,0.047346788884927174,0.004450527161935464,0.001224748790246056,-1.0184556446931168e-05,2.8672430579629618e-06,0.0004338128431402065
1200,0.3527639074486929,0.0075070860174542,0.10256957559237632,0.06923110547590967,0.005807015107984255,0.0007946919298691662,6.210847692539915e-05,8.782619482768276e-06,0.0002462834614269773
1300,0.3704607916984873,0.007997959554515302,0.10882535265966635,0.07123707167682303,0.006430357849795982,0.0019317787412897803,0.0001071509214456209,5.391340714918268e-07,0.000506221757961126
1400,0.39412735199543314,0.009009169848535323,0.1130757651172466,0.08518657297084868,0.008436360673921239,0.0002840993560123304,6.8935095945036e-05,6.607599979708422e-06,0.0007892285809091549
1500,0.43051252605390977,0.00894573451654007,0.119111463327536,0.08985829297798878,0.00922449203548186,0.0006961195832724761,-0.00010110571303114423,-5.188022301859983e-06,0.0008692882479117682
1600,0.4338999445171772,0.009430505719235161,0.1226522053788514,0.12044441275826369,0.010495644236746813,0.0011963064084451302,0.00013505662923709292,-4.771448330915161e-06,-0.00016731410648153442
1700,0.46508461349037655,0.010082151718804602,0.13237601283961173,0.11888662121341964,0.01120513813005766,0.001621070474407609,6.954169010731825e-05,-1.1510845527744936e-06,0.0007221540021060189
1800,0.47393871743609944,0.010715223264916314,0.13322246330167328,0.13232837508851292,0.012198793966891225,0.0022940978587743755,-8.078736260371107e-05,-8.119877221878724e-06,3.7520996108674366e-05
1900,0.5143095113004735,0.011441296228273962,0.1416954814451719,0.14795904975984425,0.013764471235615316,0.0042522329793335395,8.806417780082081e-05,-8.052434599961379e-06,0.0002561833900117487
2000,0.5309055294711942,0.011973965229516974,0.14512626118684258,0.16954638421669402,0.014089890837940796,0.005248154578233518,7.78478859892782e-05,8.192413140101112e-06,0.0006155387399266565
2100,0.549265178655955,0.012974399122208373,0.1508467696483182,0.17286859073935296,0.01681734809861685,0.006304105153251944,0.00015597773770353732,-7.169291045324178e-06,0.0012297301410970746
2200,0.5703533869780846,0.01306562699990032,0.1536107743481,0.19924033191377652,0.017231164903573643,0.0073549143413728845,5.042353731756722e-05,6.94607275197285e-06,0.0021650559858095316
2300,0.5752104570311751,0.013762871298963933,0.15878243488789964,0.19760075633659066,0.019213414513132673,0.006720006815955579,0.00023202056179509064,7.19338882826588e-06,0.0020652108380080007
2400,0.5871507153940203,0.014392125694447162,0.15968036055679605,0.2278221699968797,0.020553496690661817,0.00798772862660814,0.00021490107695367616,1.1208020019700068e-05,0.0026489621076748655
2500,0.5977666235169282,0.01492077086929146,0.1626436557770642,0.2510499447246401,0.021856951875615312,0.009731600003060607,0.00026732970200648925,1.3936651489743026e-05,0.002984191282766502
2600,0.61601470136881,0.015956154218250605,0.16999762089744533,0.2516554947647206,0.0231511385199285,0.010539164405879075,0.0005187150617971449,9.089767351362547e-06,0.003243349628372568
2700,0.643659470713297,0.016279242585534075,0.17212359631731625,0.27902905182262294,0.02307006834669863,0.012350802274066437,0.0005605844745280926,1.0120233123785263e-05,0.003923829380592834
2800,0.6545835837135825,0.017135716423223302,0.17442891544232264,0.2865787174512425,0.0255277142125797,0.014945519469643712,0.0006739831860277572,2.5260220240049578e-05,0.004144443239427364
2900,0.6543055340145819,0.018139955227827107,0.17625884578983986,0.3115162855621182,0.026204410991577616,0.01695483061688698,0.0007011805060547229,2.8655259560976068e-05,0.005218261138256886
3000,0.6705462734430768,0.017994820469919546,0.18355676954508146,0.33137369004769895,0.028164963673255515,0.01877503001929916,0.0009613193117483918,2.865743486489009e-05,0.006024418365201833
3100,0.7025755842211464,0.019142553992451353,0.18206232320651963,0.3471907782870358,0.02884685245712313,0.020085897429286882,0.0010081893435508664,3.5479436178570655e-05,0.006617237311368098
3200,0.7133226752057901,0.019204080524589478,0.18490304998937795,0.3707397535773642,0.03021969340690527,0.021877784340788374,0.0012847409136793003,4.6499787732990114e-05,0.007968302533785887
3300,0.7062460931042362,0.0198871359343337,0.1890991589941113,0.37961100871187814,0.032955716264074834,0.023371883675661335,0.0013088945045946214,4.6208179881057595e-05,0.00879582397698824
3400,0.7246150456585928,0.020323031119063844,0.19010853966647653,0.40793693332349107,0.03369886474171216,0.026468340797414298,0.0015676242422500105,6.655491420826286e-05,0.010182314882348623
3500,0.7500297801380948,0.02169104305647398,0.1920409007757596,0.41881668767657115,0.035775458839991635,0.028891307560794794,0.0020134173140270916,6.757065099662124e-05,0.011587284881116114
3600,0.7653375991420451,0.02167708428995393,0.19590179641379643,0.4305308808647021,0.03655482728710005,0.031005270191363666,0.0020593693264440104,8.531575284208528e-05,0.013492674352147401
3700,0.7523607606105412,0.022367504831176145,0.19406578736529062,0.4662628127650783,0.03761559459703617,0.033512853519807644,0.0025253601662349164,0.00010066282082557695,0.014765602116068085
3800,0.7809296496835872,0.02307295847507594,0.1992360267405336,0.47884747473442435,0.03943061521273092,0.03529562569650058,0.0027497815760942285,0.00013972146465173092,0.016632217051491146
3900,0.7950735117779925,0.023926595008406798,0.19752642381990126,0.5061112684661823,0.04053531577420415,0.038601919106230904,0.0033403137102979773,0.00014753481071879836,0.017277992078151724
