milliseconds,pRB,pRBp,E2F1,CycDi,CycDa,AP1,pRBpp,CycEi,CycEa
0,0.09890368756180559,0.10031544236267344,0.09631333514969656,0.10035796473243037,0.09981880558643746,0.09951850292837554,0.09962136369767086,0.09974923915708145,0.10000297527500047
100,0.10602692927838742,0.09706712903465137,0.10373194838413739,0.10018587265552267,0.09940223994582378,0.10044497449560924,0.0990194557348738,0.09887106403445348,0.10005350318658579
200,0.13760449597941535,0.09510025339875236,0.10401057768227133,0.1008502420605537,0.09908156863627383,0.10091335582988861,0.09893076476301156,0.09861811008384465,0.10015496033542028
300,0.13569441549205177,0.09296138799251734,0.10902054114167709,0.1009332396747421,0.09938321776761888,0.10170258567664077,0.09796287450992233,0.09777692430090311,0.1001867486758998
400,0.1582048794469467,0.09060500032898236,0.11348404202788256,0.10147416310820133,0.09896377411599004,0.10244613647695824,0.09653328197245803,0.09803687275961281,0.10023521633249022
500,0.17306806974554995,0.0867186491932666,0.1182220455266571,0.101411969419364,0.09864759004970296,0.10221091783636793,0.09563163375140714,0.0971726138926327,0.10027757816572956
600,0.21566611903497307,0.08473690648754424,0.12267820695926128,0.10195142285736472,0.09832521429148965,0.10332549416309508,0.09647591429865111,0.09656108979809813,0.10030112453016651
700,0.2281183936788414,0.08453792958781789,0.13078361663672977,0.1026958366375396,0.09822625044193048,0.10292613943465205,0.09546303626304527,0.09611608697344559,0.10034664624693794
800,0.2476838648666371,0.08113890618472756,0.1369150458237342,0.102935261422241,0.09757321183851445,0.10354039749823646,0.09374982095645257,0.09512783128370864,0.10042197486627141
900,0.2609080664100843,0.08100301268928427,0.13192405135558022,0.10293991793820777,0.09709596607156987,0.10420856766806126,0.09252661322767337,0.09477616046641153,0.10039782383892984
1000,0.27557558397259513,0.07892288404346977,0.13994107953087195,0.10349892953300593,0.0972625240702191,0.10425192356458796,0.09185770376870744,0.09461168788649696,0.10044289014044054
1100,0.28822203642280053,0.07774412879327179,0.14213822042868687,0.103404779155263,0.09682144384791767,0.10547869324571091,0.09186436571590921,0.09421781051397303,0.10046606079869659
1200,0.27527142681017047,0.07523045807671311,0.14493199182372915,0.10346592990540898,0.09685484716228228,0.10497451897085204,0.09049792341378261,0.09293501704467963,0.10051689977494795
