milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11
0,300.8789844959523,-1.6590947857554312,1200.021904005826,-0.014180686508529522,0.0014269764065489299,1199.9999471347228,-2.2727586589725232e-06,2.33759589129914e-10,100.0,200.0,20.0
100,299.37980643499753,2.033876135768865,1199.998933308185,0.016763870393109354,0.000820350904573382,1199.9999418440686,-1.2557450111262063e-05,-3.7481699851870924e-10,100.0,200.0,20.0
200,298.28061791014017,4.649271942676659,1200.020636021048,-0.0051239156294103465,-0.00017967784099260416,1199.9999316487158,9.898434567857684e-06,-3.2582836307443904e-10,100.0,200.0,20.0
300,295.34087811541053,5.116177515850258,1199.9847606124517,0.022292103244378504,0.000922102744957956,1199.999946420547,-5.31194120300313e-06,1.3433169985311358e-11,100.0,200.0,20.0
400,293.0829097932103,5.002800301850627,1199.9739872610012,-0.010962332996877029,-0.0007715373695428688,1199.9999523358251,9.258304143393052e-06,7.284393611050277e-11,100.0,200.0,20.0
500,291.7918040805524,5.667602221114795,1199.9702987365897,0.02930545329170241,-0.0006560919365527543,1199.9999548101375,-1.0410846138723823e-05,-3.7687254196830817e-10,100.0,200.0,20.0
600,289.98181881293556,9.85474638550977,1199.9502668404145,0.011814983325817202,1.5625736751079934e-05,1199.9999353361131,-6.366937939028372e-06,1.1076422666555224e-11,100.0,200.0,20.0
700,290.85584789332887,9.475045151467773,1199.9886339069992,0.0436758702749806,0.0013431159428981118,1199.9999483418087,-1.0667028650189742e-05,-2.4179581870269994e-10,100.0,200.0,20.0
800,289.490147510209,11.08208572907798,1199.953277518921,0.07177097621519174,0.0005993910843370985,1199.9999538249676,1.8798199475258332e-06,-1.3848624281581925e-11,100.0,200.0,20.0
900,288.2502586984618,11.230983644721757,1199.9597642468402,0.03982838616570626,0.0006977948451740942,1199.9999444895109,-8.293757732853432e-06,1.8449384116181117e-10,100.0,200.0,20.0
1000,287.68695408007625,14.647127942412387,1199.9554150987167,0.07754449838544222,0.0011351861330775015,1199.9999526132801,-3.7926245997422337e-06,-1.6214487447814832e-10,100.0,200.0,20.0
1100,284.78880347777255,14.82569743303652,1199.9221477579238,0.07890855451293756,0.00021034102506321445,1199.9999412921652,3.6888655540454553e-06,-6.349989684995551e-11,100.0,200.0,20.0
1200,285.09837945259545,15.4033898829396,1199.9255834496228,0.11769102119986063,0.001453187329437345,1199.99994811613,8.043662261930289e-06,3.7851392702117495e-11,100.0,200.0,20.0
1300,280.885037582114,17.30154286557525,1199.9069363548927,0.07025622151674366,0.00022644503170845339,1199.9999381900027,-1.1473955439871353e-05,6.812796035901841e-11,100.0,200.0,20.0
1400,280.0671928356259,19.371197654219937,1199.8487471113165,0.11354610808078047,0.0008509583585861234,1199.99993228331,-4.346276258694245e-06,-1.3695874248147203e-10,100.0,200.0,20.0
1500,279.9490145478359,20.517563225919226,1199.8346736614455,0.14050960121298497,-8.914012831991018e-05,1199.999933606665,6.2709893758144254e-06,1.2196876122042626e-10,100.0,200.0,20.0
1600,276.77596781744154,22.93481832714263,1199.8133998505007,0.17248467192640213,0.0015668781330310322,1199.9999366951993,1.3233888540064954e-05,-2.111635328695972e-10,100.0,200.0,20.0
1700,277.9340190839862,23.182648732777707,1199.8013624759892,0.17761942007444442,0.00047923990166264603,1199.9999377020256,1.4993306618185559e-05,1.1677333835771286e-10,100.0,200.0,20.0
1800,275.9576452313245,25.44845840133769,1199.793030502592,0.16513584529837722,0.0020603713855789686,1199.9999412821332,-3.363514782196303e-06,2.428226966448708e-10,100.0,200.0,20.0
1900,274.29382279499885,26.72660225290921,1199.7989146808752,0.2047667411545855,0.0033785006079908256,1199.9999226730256,1.1491821602895766e-05,1.062698749254042e-10,100.0,200.0,20.0
2000,272.2153917743375,26.458313046248694,1199.7918638156098,0.2315970679116027,0.004067143074122348,1199.9999368436659,2.3067503915977872e-05,-3.474030588852767e-10,100.0,200.0,20.0
2100,272.45840537846215,25.950684696631313,1199.7196493256042,0.27582549976889414,0.003440224845445752,1199.9999284821813,4.852357248321417e-06,1.0734490802413947e-10,100.0,200.0,20.0
2200,271.8160180989015,27.76582513536484,1199.7546223792247,0.23894192323395202,0.0023897491224140147,1199.9999345187127,2.9204394318136395e-05,8.125345050714352e-11,100.0,200.0,20.0
2300,271.71382658751287,31.384168145296027,1199.683272483996,0.2566239534182465,0.005581472766808626,1199.9999247242713,1.7610612788606512e-05,-6.626360995214834e-11,100.0,200.0,20.0
2400,269.91586660070965,32.15416237175466,1199.6720407115195,0.3241591066687889,0.004806944859043615,1199.9999265248946,2.175648333112111e-05,-1.7888752079685806e-10,100.0,200.0,20.0
2500,268.1402180476352,32.57480473238198,1199.6450105650752,0.34652409527889466,0.006262083752392752,1199.9999149286723,2.7822781155129465e-05,2.612567355257664e-10,100.0,200.0,20.0
2600,266.9857109995741,32.27064465415723,1199.6655259429674,0.3858101531487531,0.006041946867633909,1199.9999039098748,2.1271861194005238e-05,2.19032555892787e-11,100.0,200.0,20.0
2700,264.84790332969425,35.04603652865058,1199.6191581033,0.3568610585191717,0.007570919776573339,1199.999899148702,4.997114463622876e-05,4.658143170084094e-10,100.0,200.0,20.0
2800,264.47926336448654,33.86596267112257,1199.5958129417863,0.4224713941905286,0.008331911006702362,1199.9999087104559,5.253274373619292e-05,4.887322856602582e-10,100.0,200.0,20.0
2900,263.40626857455663,35.5500628409179,1199.555193920646,0.3984173006877578,0.00985308808692667,1199.9998950744996,6.653432375987236e-05,1.3341537427949846e-10,100.0,200.0,20.0
3000,262.49767659833145,39.44282477053734,1199.5455976193768,0.4750124137679211,0.008757496629783756,1199.9998770251489,5.350036640442477e-05,1.9140468370213502e-10,100.0,200.0,20.0
3100,262.85201860851356,37.16914801138762,1199.4769160578783,0.5008142079238237,0.012563360097898444,1199.9998832473414,7.570787884431058e-05,1.976953596620674e-10,100.0,200.0,20.0
3200,258.8565811148077,41.09049063398775,1199.4447556435327,0.5382822571481285,0.013684445953009187,1199.9998690264138,7.639473407857691e-05,7.179695693747163e-10,100.0,200.0,20.0
3300,260.1334438564079,41.21512028130244,1199.4286142452713,0.5429769619391643,0.014778772906921325,1199.9998456298147,8.777895092756861e-05,5.312576686297452e-10,100.0,200.0,20.0
3400,259.23927707879636,43.48841342927371,1199.435512057511,0.5773105115686464,0.016363863341535282,1199.999844776973,9.724120096561489e-05,9.209064166220087e-10,100.0,200.0,20.0
3500,255.24127378501765,43.16034867462065,1199.3717278668812,0.5779809845287335,0.01672784169598254,1199.9998315428847,0.00011740003903474831,6.789808750428988e-10,100.0,200.0,20.0
3600,255.95439822979782,44.56186208611479,1199.3954478410465,0.6246719701773343,0.01897965980046411,1199.999813222599,0.00013611291741117277,8.078120594843457e-10,100.0,200.0,20.0
3700,256.2175427913812,43.98276384929162,1199.3058216864745,0.6759371118336696,0.020479885003856644,1199.9997882171645,0.00013823038605116647,1.6247208487618397e-09,100.0,200.0,20.0
3800,252.54794272700656,46.01534928171429,1199.285240606544,0.6644011496606469,0.02226002298350083,1199.9997647503212,0.00016204346721365885,1.7409603170769194e-09,100.0,200.0,20.0
3900,251.01225921839284,45.92532470037251,1199.2616250671529,0.6886246252578161,0.022876230810165755,1199.9997460857833,0.00019406631142461337,2.0014330512473502e-09,100.0,200.0,20.0
4000,252.82508379747372,49.22255980440931,1199.2539625464706,0.7369112539273709,0.025726196649711954,1199.9997472479797,0.0002108425154472867,2.901836084272487e-09,100.0,200.0,20.0
4100,249.45221140680346,50.57149842089437,1199.199603117577,0.7891506662391703,0.027208545783062688,1199.9997138819201,0.00022552424897966572,3.63269851033347e-09,100.0,200.0,20.0
4200,247.94523983254706,49.233670231828604,1199.1638303057562,0.8105109829901788,0.02944961630334757,1199.999681617121,0.0002417447431177408,4.5465153924607114e-09,100.0,200.0,20.0
4300,250.27105329348882,51.811209968269566,1199.1089917855247,0.8414626261065398,0.029910716721362376,1199.9996776551811,0.0002835495225218546,5.201064411684382e-09,100.0,200.0,20.0
4400,246.24490369649806,52.148894714331874,1199.1333467023796,0.8507778101978181,0.034628886725497514,1199.9996373862166,0.00031427685666974637,6.437337541078556e-09,100.0,200.0,20.0
4500,247.9313614907573,51.72875947030835,1199.088663635967,0.9162510756471626,0.03722607359227683,1199.99960271499,0.0003284279333111017,7.759597304585685e-09,100.0,200.0,20.0
4600,245.13122599436886,54.73259150343467,1199.0206313037827,0.9399376283838066,0.03798732179622205,1199.9995833806813,0.000366881841865882,8.714110368442806e-09,100.0,200.0,20.0
4700,245.23061892462766,56.03693351495663,1199.0111131433657,0.9605685880072743,0.04189127836121308,1199.9995512502303,0.0003901271175418886,1.0411448674120073e-08,100.0,200.0,20.0
4800,243.92910529760323,55.509765210368805,1198.9914286085655,0.9826888402805852,0.043766579506047336,1199.9995106021013,0.00043477436248135577,1.248806582179682e-08,100.0,200.0,20.0
4900,241.15725101671066,57.57494386421783,1198.9377371683206,1.0477578636863807,0.04731443611873246,1199.9994927493458,0.000448900254246634,1.466369575827387e-08,100.0,200.0,20.0
5000,242.4071274138315,56.63528616296698,1198.9262767891257,1.0692612326536792,0.04914084651271993,1199.9994323990886,0.0005135946738385597,1.7540835406767884e-08,100.0,200.0,20.0
