milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11
0,301.24745603191406,-0.48741352236200225,1200.0024669602426,-0.015030648095591854,-0.0007454567892211992,1199.9999347863336,1.2867912488837808e-05,-2.33256387419852e-11,100.0,200.0,20.0
100,297.2296832520174,2.2077542978614044,1199.9725159241407,-0.00892621306551582,0.0007136942753064815,1199.999933317185,-1.2574543784538893e-05,3.646664717271924e-10,100.0,200.0,20.0
200,297.44903762098437,1.795147837027949,1200.0306192641797,-0.006676388361388494,-0.00017471616874571927,1199.9999332223567,-6.874261568323006e-06,2.8530199464158345e-10,100.0,200.0,20.0
300,294.73388801744784,4.005003219828657,1199.9709729392682,0.002374444873827783,0.00044740128829496423,1199.9999397805195,-6.168965664827029e-06,-7.143014667441578e-11,100.0,200.0,20.0
400,293.53825389965414,4.885815235695236,1199.9629634166026,0.00870723489273085,-0.0011579849752362897,1199.9999314828028,1.1060990053187513e-05,6.249732594555666e-11,100.0,200.0,20.0
500,292.5994755068584,6.620741091966735,1199.9875818246392,0.016648615704732896,-0.0010485413554113636,1199.9999316633666,-1.3034502649907605e-05,2.4521908677159776e-10,100.0,200.0,20.0
600,291.3497031639476,8.667294166143446,1199.9948006725535,0.020201558331471303,-0.0005501052523048965,1199.9999521520404,4.669182249455482e-06,-3.890342661638858e-10,100.0,200.0,20.0
700,289.3836660731751,9.418506298365646,1199.9545593867351,0.023734643936081542,-0.0008221848505588372,1199.9999375081054,-8.899845229646833e-06,1.1039663228310852e-11,100.0,200.0,20.0
800,287.1268556037052,11.540574709125245,1199.9387326698495,0.03699783465348031,0.00031810746379873,1199.9999513234309,4.591982282832071e-06,-3.989291354963346e-10,100.0,200.0,20.0
900,287.2324829942712,11.023012282885382,1199.9673780451221,0.04656740723087101,0.00016622635045957044,1199.9999382790531,-1.2555071879121515e-05,3.758793427107815e-10,100.0,200.0,20.0
1000,285.5443074771347,12.678949096119265,1199.9502826984678,0.03380821789930128,-0.0011080059627399785,1199.9999550109546,8.77947176889916e-06,-2.678237771290156e-10,100.0,200.0,20.0
