milliseconds,x_Tumor_Cells,y_CD4_T_Cells,z_Cytokine,w_Healthy_Tissue
0,71733.07780970416,1000676.1380351647,99688.16501500215,1000000658.6056998
100,73498.3634256305,1003051.9664835923,155082.55106848455,999999600.1403475
200,70858.69328672325,1003313.6778353837,157899.75807091277,999998542.4402919
300,72007.7913974273,1006206.2506443813,156568.38722314712,999998934.4787806
400,75273.99561720158,1009743.0421209021,157407.65954794022,999999000.2582198
500,79114.93785288719,1009528.652618081,158739.81815580404,999998202.2112187
600,75632.15717904056,1011025.748799756,158856.2303080679,999998128.2766709
700,75571.09130160652,1011252.6129815166,159710.66080469798,999996998.6826005
800,76738.08681638514,1014185.8576736376,159162.15131256578,999997170.8394232
900,83453.69177378723,1020804.3543493034,159830.7404724762,999996413.2788173
1000,84616.87054094872,1021433.1029175717,160140.08445705156,999995523.0808551
1100,91944.86175468264,1023053.2916174958,159842.46025331903,999995951.6874515
1200,85566.00026719611,1023176.9876024597,159924.745394132,999995247.5418493
1300,88650.73526503835,1025633.0238139613,160282.18321253647,999994928.7102343
1400,92594.12343942333,1026681.0170127671,161268.07788200708,999994465.2169013
1500,98682.23446827364,1031751.906495765,161604.80315800794,999993909.8930967
1600,92793.08417551231,1033364.9026644989,161944.19385931236,999993368.2570708
1700,96298.7670631599,1034096.9650562506,161750.87583110164,999993551.5197266
1800,105845.7473351606,1038740.7275004433,163208.10388547284,999993212.2614896
1900,102915.81770459046,1036894.3902470355,162976.02817657092,999993019.6842531
2000,111220.71988555549,1043261.92397256,163962.57838920646,999991614.110939
2100,106041.59599843893,1041651.2159430064,163754.91018201516,999992454.2246964
2200,108997.67695377498,1046729.3683616716,164162.05531829072,999991570.1142879
2300,115180.54374699062,1046261.404500572,164056.63429213138,999991272.1320686
2400,123628.67836411657,1048932.0112917118,164192.6914860265,999990404.7527258
2500,123982.01569483668,1050707.820661511,165762.38462367357,999989650.053087
2600,127401.090358699,1052074.2879029845,165119.7894248088,999989773.6029973
2700,129499.13738066172,1052182.4521400516,165910.321344295,999989177.7045221
2800,130975.0998892788,1054314.716416322,166433.87198012136,999988791.6802142
2900,136269.69973665383,1058699.2100078224,166243.91027352432,999989028.2819841
3000,139429.51713488545,1061843.4720560086,166943.5371598933,999988080.9497937
3100,146239.02801821372,1064360.5972735584,168339.86434750512,999988033.8066082
3200,141925.544285571,1065538.3744707103,167657.31157971898,999986453.1778783
3300,145604.8387914667,1064657.906016112,168311.10040333518,999986986.7647269
3400,155593.80005538528,1068687.1656907531,168404.51338532037,999985359.8068774
3500,155500.0866125921,1068152.37882746,169003.2653972736,999985684.94754
3600,158662.0358083553,1070985.0118437447,168651.01848668035,999985622.5681216
3700,166997.20794150713,1071440.887971756,168918.7919989619,999985008.4739902
3800,172244.25772711443,1072721.1921198417,169771.6911434443,999984177.1597629
3900,178309.30915980338,1075775.0360462568,170538.07562079094,999983200.1927979
4000,180645.0443292065,1078182.4560318775,169387.85490813808,999982886.1300344
4100,186229.76581832123,1078635.4787587929,170873.59066000322,999982351.3445916
4200,193513.8663267455,1078003.8080613548,170476.6161637292,999982227.6771541
4300,200288.44157013463,1078315.1176672683,170487.38338729666,999981493.3140512
4400,201182.41994007476,1082726.587163381,171813.21196241802,999980032.7918473
4500,216053.28364898372,1080220.3184157878,171751.31980981145,999980385.5699741
4600,217167.25789839195,1081812.2310287596,171890.2513059091,999979186.4787058
4700,221564.26878934083,1084122.2165791066,170735.54273295976,999978421.4811597
4800,229002.04074362334,1084712.70920241,171941.57557406995,999977054.8000505
4900,239773.60476438495,1088923.3554051532,171540.92436355114,999976377.4878292
5000,248529.5768684773,1088903.9524657456,171507.86140569914,999976053.7485068
