milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
2200,4.991486342146817e-08,1.271593395589666e-07,8.470060631555452e-11,1.4718601948226959e-07,9.390221556573471e-10,1.2474224260002781e-07,5.073843914738569e-10,3.7275950804304877e-10,1.762310461156956e-08,1.291812868066699e-09,7.09212025958085e-08
2300,4.991381844017756e-08,1.2702801597835465e-07,8.561886750988564e-11,1.4600425001379295e-07,9.58968761940313e-10,1.2469533726907746e-07,5.317595127267124e-10,3.897095084144856e-10,1.665309860035583e-08,1.4254101512690268e-09,7.206215556214261e-08
2400,4.991423887440604e-08,1.2688318349720883e-07,8.679865415967069e-11,1.4509759184727958e-07,9.582776421924713e-10,1.246303166176435e-07,5.647630392657922e-10,3.9293637414771303e-10,1.672867700923847e-08,1.5206377178504668e-09,7.15281462888528e-08
2500,4.9914103761592683e-08,1.2679197416421414e-07,8.619135324705613e-11,1.4484008975681644e-07,9.621328642589807e-10,1.2440556089178665e-07,5.921221071620447e-10,4.022317354547187e-10,1.553389063875337e-08,1.6142690106790193e-09,7.342097340448513e-08
2600,4.9913628397964295e-08,1.2667529464959925e-07,8.71696022598937e-11,1.4399975990936676e-07,9.688375736362542e-10,1.2425858823938608e-07,6.109433788747178e-10,4.182430785006824e-10,1.6159562346246568e-08,1.6793072949491463e-09,7.266787772596169e-08
2700,4.9913328318511695e-08,1.2663456560377893e-07,8.731940786045518e-11,1.4176400850563243e-07,9.68947283129049e-10,1.2421470656400213e-07,6.328210460519339e-10,4.302299460826388e-10,1.565136138027022e-08,1.7678966910216671e-09,7.406960121420432e-08
2800,4.9911889009360037e-08,1.2640565683762071e-07,8.727010319509728e-11,1.4295829470114384e-07,9.871553729154748e-10,1.2408135375266222e-07,6.65919491028008e-10,4.3053166019229293e-10,1.3184692842375543e-08,1.8371401291182444e-09,7.376023208180137e-08
2900,4.991190908587384e-08,1.2630924834779794e-07,8.826677449822186e-11,1.4098548917874136e-07,9.929463182128741e-10,1.2395301828016098e-07,6.992855665577911e-10,4.3637526321529987e-10,1.3460226174439175e-08,1.9879986098851646e-09,7.45897966489513e-08
3000,4.991282460757915e-08,1.2618016704103367e-07,8.795654542173288e-11,1.400575017150996e-07,9.85466599642689e-10,1.2380749027268746e-07,7.287487245128948e-10,4.517139746741158e-10,1.2863137128897649e-08,2.055252800559671e-09,7.38588740988615e-08
3100,4.991206613837927e-08,1.2607660243826897e-07,8.750713288462403e-11,1.397534604328116e-07,9.867280358261516e-10,1.2363420807350835e-07,7.456775757223198e-10,4.563901183719289e-10,1.3621727905725094e-08,2.085171534052004e-09,7.559993779620659e-08
3200,4.991223406114079e-08,1.2595328637623424e-07,8.780127194974855e-11,1.399944828620025e-07,9.964944132618403e-10,1.235726210921147e-07,7.711136056528516e-10,4.614220103345635e-10,1.3341404518588545e-08,2.247488684196872e-09,7.562005235517516e-08
3300,4.9910937284934696e-08,1.2573530528794231e-07,8.88281400744839e-11,1.4023870460308209e-07,9.988183774432444e-10,1.2348355129795287e-07,7.896252075072527e-10,4.723960897242009e-10,1.1091055792825622e-08,2.366518904757653e-09,7.629973234183278e-08
3400,4.991129074110122e-08,1.2565512842486208e-07,8.869070959422481e-11,1.3850346414403146e-07,1.0031320067484652e-09,1.2329142208310247e-07,8.25014684935486e-10,4.865045552283735e-10,1.1008561386284762e-08,2.3739991490689057e-09,7.602267663432509e-08
3500,4.991080276976236e-08,1.2552258550815575e-07,8.942069631225823e-11,1.3853501681928592e-07,9.948767929251817e-10,1.2320013102396724e-07,8.585459778399327e-10,4.880514576483382e-10,1.1855706073292859e-08,2.509397365180808e-09,7.690853520229999e-08
3600,4.9910547552010036e-08,1.253810565656308e-07,8.95411521970697e-11,1.3985088792475403e-07,1.0038568781578504e-09,1.2296410001803257e-07,8.536499913011969e-10,4.961322826318984e-10,1.095900820815884e-08,2.552670593196438e-09,7.537417843368985e-08
3700,4.991171784466931e-08,1.2530484644114695e-07,8.938523033067026e-11,1.3834837009386002e-07,1.0089642779826389e-09,1.229331619267274e-07,9.121082698513872e-10,4.996478937253973e-10,9.92357395614708e-09,2.6494147103640355e-09,7.594135054039935e-08
3800,4.991151627290589e-08,1.2522704566130495e-07,8.887592146813753e-11,1.3771256453073998e-07,1.0167297527202128e-09,1.2285314029055446e-07,9.290055428558913e-10,5.052139009510926e-10,1.0332138405346406e-08,2.805308645020542e-09,7.737765960629664e-08
3900,4.991128045418834e-08,1.2510422720055788e-07,8.962777392159138e-11,1.3734729283679567e-07,1.0019525691179013e-09,1.226477897913833e-07,9.278688712500744e-10,5.191628860719513e-10,1.13605381299085e-08,2.9360538581320597e-09,7.648841201288372e-08
4000,4.991069407895354e-08,1.2489679907550157e-07,8.957911179832389e-11,1.3804318553905354e-07,1.0233822493157605e-09,1.225417222759999e-07,9.646782899169888e-10,5.225809583048482e-10,9.795202495581718e-09,2.9792666068055763e-09,7.645566038593535e-08
4100,4.9909982354927024e-08,1.2486166755322425e-07,8.976173074213971e-11,1.3712982957260187e-07,1.0047535461234377e-09,1.224430176286323e-07,9.936741976544665e-10,5.227737103990424e-10,1.0511405676770951e-08,3.0804760438375856e-09,7.758857240662558e-08
4200,4.991094814901592e-08,1.2465304640180835e-07,8.932211139231759e-11,1.364258759497551e-07,1.0242633310917203e-09,1.2223183042534704e-07,1.021838837316575e-09,5.377545743272124e-10,9.191605059415831e-09,3.143922847182353e-09,7.720910352781535e-08
4300,4.990991049526027e-08,1.245897128646285e-07,9.004714120951774e-11,1.3688427576901035e-07,1.018247051674981e-09,1.222083118451595e-07,1.0182245885561486e-09,5.488845852171914e-10,8.891451417734532e-09,3.2538784993915783e-09,7.612563476270142e-08
4400,4.99102153468472e-08,1.2447996412259874e-07,8.928783877278139e-11,1.371554634440079e-07,1.0290721630628574e-09,1.2200904008781474e-07,1.0674178228473331e-09,5.448286430122519e-10,9.282590137430619e-09,3.4386142037467382e-09,7.616672856958442e-08
4500,4.991059966290733e-08,1.243613338040385e-07,8.865550887129698e-11,1.3585391833665064e-07,1.0201141955941118e-09,1.2180533643680443e-07,1.0929452733497922e-09,5.5972404927412e-10,8.695091999970988e-09,3.5686579158904888e-09,7.661644095038704e-08
4600,4.991051867074165e-08,1.2426212690746625e-07,8.874436261281471e-11,1.370434934549534e-07,1.0309172133576144e-09,1.2168257674878776e-07,1.0954898773498707e-09,5.567030922375877e-10,9.842186208114653e-09,3.611744252829281e-09,7.799558088002271e-08
4700,4.991128708951553e-08,1.2409828497574448e-07,8.974014739536785e-11,1.3682668928525237e-07,1.016347778368263e-09,1.2155426408167175e-07,1.1066981237201294e-09,5.662910846327825e-10,9.480128616460217e-09,3.7198876056448353e-09,7.659463074393154e-08
4800,4.991048273969805e-08,1.2400224676571455e-07,8.946562318808446e-11,1.372498508274711e-07,1.0329769843428724e-09,1.2145933434800155e-07,1.1159028119065592e-09,5.65337492749085e-10,9.540206878656574e-09,3.866572276584478e-09,7.798286012295029e-08
4900,4.99110905269472e-08,1.238111535024592e-07,8.925487440709816e-11,1.360549810305451e-07,1.0291280997952512e-09,1.2127788158685918e-07,1.1612391056879145e-09,5.808978742629136e-10,7.998658812290992e-09,3.8633323260573635e-09,7.737490521058563e-08
5000,4.9909953608386864e-08,1.2364799359639388e-07,9.029483459391306e-11,1.368466276284673e-07,1.0166687564934009e-09,1.211728671746394e-07,1.1752266548982448e-09,5.864607453095237e-10,9.886669157715081e-09,4.0096968722814616e-09,7.719298911918e-08
