milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,4.999950464726361e-08,1.299410767390614e-07,3.477537639559824e-13,2.1927426733289043e-07,6.545404011471232e-12,1.2696944622145913e-07,8.027001665798308e-12,-5.391208550684146e-12,8.929418835133334e-08,-3.5541773795163724e-11,-4.81350765417368e-10
100,4.994622932487792e-08,1.2982986334475802e-07,5.435133437512036e-11,2.1042720786127283e-07,8.361335784170611e-11,1.2688443775678353e-07,1.5818674782990786e-11,2.905696230814581e-11,8.086929060437686e-08,4.558431616978028e-11,9.14826386594713e-09
200,4.993798486042752e-08,1.2975801311792674e-07,6.1596697653169e-11,2.0330882363876862e-07,1.946019475109643e-10,1.269834315399821e-07,-4.363414206152406e-12,5.1150368192796e-11,7.257053599365896e-08,-4.480632654874463e-11,1.7921841531516687e-08
300,4.993604384742499e-08,1.29675360841061e-07,6.42268332938444e-11,1.9540223020392517e-07,2.7347454542746183e-10,1.268028453481634e-07,3.692719037744617e-11,6.861638758906554e-11,6.583643906114904e-08,5.750576838983991e-12,2.4604851844970495e-08
400,4.993398237331668e-08,1.2952682696902014e-07,6.587790352582357e-11,1.898267694328964e-07,3.718595855631756e-10,1.2672838508952846e-07,5.4354348089146535e-11,1.0104785905540716e-10,6.129822716581292e-08,-8.903424819292459e-12,2.8711871802562584e-08
500,4.9931989911886336e-08,1.2929916698381367e-07,6.81443240885745e-11,1.8429024905593472e-07,4.3694975525988404e-10,1.2680613520582256e-07,7.125714489443358e-11,1.187487255480948e-10,5.495199107616407e-08,1.1799703450281436e-10,3.446320510651736e-08
600,4.992974494736463e-08,1.292842994456254e-07,7.031448044747946e-11,1.8077612826383445e-07,5.077925398978276e-10,1.267117139851767e-07,8.520947892783618e-11,1.4858640092422228e-10,5.000574307609622e-08,9.181198026657812e-11,4.004071235576309e-08
700,4.9929043035381936e-08,1.2908908563256157e-07,7.17922206983981e-11,1.7608549089990938e-07,5.676090431013859e-10,1.266581169379643e-07,1.0136874970687386e-10,1.5405183778885485e-10,4.756796054557473e-08,1.861552465318166e-10,4.385156651277865e-08
800,4.992680694548602e-08,1.289440952578686e-07,7.315914558418475e-11,1.7174548492876648e-07,6.264640591284427e-10,1.2641058027716783e-07,1.268991579254572e-10,1.8398601833357215e-10,4.348936057112601e-08,2.235145435957603e-10,4.65570139669365e-08
900,4.9925005536494764e-08,1.288255466253477e-07,7.521563099343487e-11,1.6946889826857315e-07,6.662389765559645e-10,1.2639101381643717e-07,1.6813974634708524e-10,2.047481428044386e-10,4.031500923914627e-08,2.529274923511558e-10,5.0649825671150785e-08
1000,4.992392969454643e-08,1.2862854877607637e-07,7.638497677268755e-11,1.6593922113540906e-07,7.034379429169795e-10,1.2625963510932815e-07,1.7803785198430783e-10,2.1450968616972663e-10,3.759043302550552e-08,3.124243527989261e-10,5.3314052354691526e-08
1100,4.9922370675939215e-08,1.2865190248621056e-07,7.673957218326894e-11,1.6279394688556253e-07,7.566388541384427e-10,1.261666837815093e-07,2.0721914656906595e-10,2.3153592783559197e-10,3.474055363756028e-08,3.801392458673195e-10,5.531590285012048e-08
1200,4.992255142139942e-08,1.284770220792649e-07,7.863361368293597e-11,1.600177446258176e-07,7.832888132296537e-10,1.2608944057895527e-07,2.217789013586869e-10,2.392780536897811e-10,3.1141025692446184e-08,4.487225219337578e-10,5.6593658265870434e-08
1300,4.992150085066194e-08,1.2839504216768473e-07,7.913903563445845e-11,1.5821148326420082e-07,7.91392909855514e-10,1.2594335184371158e-07,2.408794209858727e-10,2.5717206035485793e-10,3.084346759918083e-08,5.877160274315848e-10,5.90183379563547e-08
1400,4.991996725807551e-08,1.2810917952173935e-07,8.047928486509736e-11,1.5616504404861402e-07,8.206163007915435e-10,1.257838269575148e-07,2.9216549647136367e-10,2.73236361296916e-10,2.8116047078163198e-08,6.475618149109821e-10,6.049581274133396e-08
1500,4.991867151306124e-08,1.2808766675758453e-07,8.025545615841596e-11,1.5436946966973419e-07,8.531554737472711e-10,1.25712676617363e-07,2.8875011821553663e-10,2.8254721358033155e-10,2.675392420171596e-08,6.426056636093197e-10,6.23412270262562e-08
1600,4.991873003094966e-08,1.2786141536720343e-07,8.191549730800568e-11,1.539164922689981e-07,8.726472121308713e-10,1.2556839494084174e-07,3.146275331955275e-10,3.097635554976682e-10,2.5489167386914927e-08,8.299752209248993e-10,6.445831766975587e-08
1700,4.9917913599276346e-08,1.278419266925899e-07,8.308761092881937e-11,1.5098515508032e-07,8.770878656620335e-10,1.254169178701981e-07,3.6812709055763995e-10,3.133948592756474e-10,2.3916262067787472e-08,8.531094016015798e-10,6.590606695181984e-08
1800,4.991757127116491e-08,1.2771058653244687e-07,8.293403976977729e-11,1.510892479785036e-07,9.036332086449346e-10,1.2541393424064424e-07,3.9701374185528207e-10,3.324500142105112e-10,2.239209194881974e-08,9.219117712007585e-10,6.695537344390483e-08
1900,4.991608332991429e-08,1.2763519655962836e-07,8.415010429197247e-11,1.4975270305964355e-07,9.103762651933018e-10,1.2524400597068792e-07,4.016269019637997e-10,3.4306028712951944e-10,2.1182056274468353e-08,1.0753812188657368e-09,6.700003413125934e-08
2000,4.9916078294760425e-08,1.2745179587827628e-07,8.440997683567225e-11,1.480478457780095e-07,9.239957423067536e-10,1.2504889769891062e-07,4.567007469095755e-10,3.452228608220758e-10,2.0743716765267255e-08,1.0732751443518765e-09,6.978906353898115e-08
2100,4.991561717815468e-08,1.2727745936812333e-07,8.50335398376695e-11,1.4780309176993966e-07,9.30235616304435e-10,1.2501337057167405e-07,4.5869926858033564e-10,3.666247283806046e-10,1.8035231626584123e-08,1.2067228739352323e-09,6.917663514125967e-08
