milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
0,4.999974570135945e-08,1.299811078186492e-07,-4.422992371371028e-13,2.1979479783399324e-07,-2.315579873026475e-12,1.2709037999073784e-07,1.455174800500693e-12,5.139873392208215e-12,9.029887989469731e-08,-5.583482157619849e-13,3.8394770049392334e-11
100,4.9946804915189315e-08,1.2992750054522355e-07,5.352668758226775e-11,2.1124428219037288e-07,7.624764871240813e-11,1.2701867823507213e-07,1.8206747882433457e-11,3.441888862117483e-11,8.136464308309196e-08,-1.932189803463847e-11,8.378812243911445e-09
200,4.993883714940534e-08,1.2973196724455792e-07,6.135531366339027e-11,2.0231005466318085e-07,1.8489587887999906e-10,1.2695090388033768e-07,2.154680897049026e-11,5.218745489791664e-11,7.22101325205538e-08,6.168566290468869e-11,1.736464210668891e-08
300,4.993623693389915e-08,1.295804231080738e-07,6.449255226860054e-11,1.956498325417721e-07,2.901298575592056e-10,1.2685121379442054e-07,4.689202773055291e-11,7.478684578118966e-11,6.60330595670451e-08,-2.934176198545264e-11,2.4487567072099552e-08
400,4.99339603749709e-08,1.2939347839594607e-07,6.660413381663888e-11,1.887788579639671e-07,3.6192778324458844e-10,1.2675985182080195e-07,6.338902842712626e-11,9.678410411455512e-11,5.996306723010308e-08,5.677888504618396e-11,2.9342356103697827e-08
500,4.993203537732984e-08,1.2942088842008135e-07,6.842907557849398e-11,1.8385756719386265e-07,4.4569738928948047e-10,1.2677775419953458e-07,6.927061806281273e-11,1.1965713387904925e-10,5.594789024161939e-08,1.2042079561942408e-10,3.5459289085551356e-08
600,4.992988963646775e-08,1.2926184397700356e-07,6.94226255996594e-11,1.7991615825501073e-07,5.223723209467283e-10,1.266152044598152e-07,8.74139882853152e-11,1.3534186903380484e-10,5.0016547778789437e-08,5.337113511587413e-11,3.9435371589632225e-08
700,4.9928338125610656e-08,1.2912714446039217e-07,7.101942348334951e-11,1.7618712707790302e-07,5.811765013742916e-10,1.265716014793638e-07,1.1867014133761246e-10,1.6671838718268659e-10,4.6734397358265043e-08,1.876718325548443e-10,4.352794502962292e-08
800,4.9927033963445306e-08,1.289130174248393e-07,7.380155276323085e-11,1.719553164788282e-07,6.333982667784843e-10,1.2648835505024468e-07,1.3421419652320328e-10,1.720571810089556e-10,4.3283643215389945e-08,2.185081083902093e-10,4.589800843637622e-08
900,4.99253706761091e-08,1.2879188097631338e-07,7.419899994361535e-11,1.6955341561112957e-07,6.738874427606169e-10,1.2630023824118517e-07,1.5445114999705599e-10,1.9802316911592543e-10,3.930486264880425e-08,2.7806706739739757e-10,5.0831315816803504e-08
1000,4.992484711733428e-08,1.2869574740205754e-07,7.622975691945706e-11,1.666100768071431e-07,7.049967493078663e-10,1.2632527029757444e-07,1.7203712097431392e-10,2.0978946440236227e-10,3.757839635751322e-08,3.341678843287216e-10,5.341789764279241e-08
1100,4.9923016747643135e-08,1.2852441666494659e-07,7.690876415815574e-11,1.622760453222127e-07,7.469298761911344e-10,1.262384457280319e-07,2.1002681334810566e-10,2.2730303040054307e-10,3.400894973166206e-08,3.783348896447721e-10,5.543595897830882e-08
1200,4.99212468157945e-08,1.2852801251049534e-07,7.781959875223621e-11,1.6005349471208853e-07,7.691540812111872e-10,1.260369998602015e-07,2.4171896446226876e-10,2.499615849904786e-10,3.2436221304446294e-08,4.245444760301671e-10,5.772106110653423e-08
1300,4.992031093172541e-08,1.2835696331152574e-07,7.94528694811723e-11,1.595186920964181e-07,7.994791411293242e-10,1.2587029593729967e-07,2.6826021926473173e-10,2.550398436414492e-10,3.058537666452573e-08,5.232744838393761e-10,5.887971775503461e-08
1400,4.992013867048758e-08,1.2810780163969203e-07,7.946161094235514e-11,1.557627995922269e-07,8.154209078075792e-10,1.2578665284842065e-07,2.767233046200262e-10,2.823354750015133e-10,2.7664342978132957e-08,6.059486422564924e-10,6.055339953326209e-08
1500,4.991857621889426e-08,1.280200182362444e-07,8.037387630159024e-11,1.5537662183546817e-07,8.404617807087385e-10,1.2578234889130582e-07,3.1858600776613785e-10,2.908885131419081e-10,2.6756541338273012e-08,6.522329121731027e-10,6.320338217602506e-08
1600,4.991766595356158e-08,1.2785240851604667e-07,8.154786453359198e-11,1.5410347980073122e-07,8.716047887531747e-10,1.2553266406862795e-07,3.1931874028436527e-10,3.078939980238095e-10,2.564230947325232e-08,7.793587513499581e-10,6.490674036982963e-08
1700,4.991799516176137e-08,1.2780257620604057e-07,8.274527054120654e-11,1.5283851334009566e-07,8.924391783065907e-10,1.2550415599256704e-07,3.633277635732332e-10,3.189889054434381e-10,2.3525659969025765e-08,8.389284121068202e-10,6.55098278282309e-08
1800,4.991692790867124e-08,1.2760029253242927e-07,8.333358326889219e-11,1.513058711477942e-07,9.001187022684866e-10,1.2539382625269446e-07,3.7872389622927915e-10,3.220688781509986e-10,2.2516820195944715e-08,8.94803599268085e-10,6.745525523710529e-08
1900,4.99159261841835e-08,1.2751054183652398e-07,8.305906621400512e-11,1.493241278590973e-07,9.113286102845561e-10,1.2514729565280214e-07,4.0835832904072234e-10,3.377907096101644e-10,2.1881480084460114e-08,9.779650329224234e-10,6.751334842736971e-08
2000,4.991607670227019e-08,1.2741185032093963e-07,8.366665043779732e-11,1.491071474804887e-07,9.36684913074132e-10,1.2504501695415305e-07,4.3342430033626124e-10,3.5016055272390703e-10,1.9502962813494973e-08,1.0731481952918534e-09,6.865529758023792e-08
2100,4.991538903492345e-08,1.273638432507358e-07,8.461532230265083e-11,1.4756583600539295e-07,9.314761573904865e-10,1.249024086531575e-07,4.779379575321449e-10,3.555735365932758e-10,1.930925515226082e-08,1.1636128629411941e-09,6.959861607188059e-08
2200,4.991424555372205e-08,1.2717565310723e-07,8.496084490313164e-11,1.453301574959035e-07,9.472366394037902e-10,1.248366877843928e-07,5.09375024466556e-10,3.7312655766833456e-10,1.863462681516416e-08,1.3591464995644922e-09,7.028655646848421e-08
2300,4.991492348261936e-08,1.2710753831402849e-07,8.546747472532874e-11,1.4636179781878186e-07,9.613407822375877e-10,1.247343516531288e-07,5.161625212569592e-10,3.828132623602864e-10,1.6847659314541275e-08,1.3618859696915369e-09,7.181216980951787e-08
2400,4.9913428276112646e-08,1.269286529983679e-07,8.682053179402845e-11,1.4412435176039696e-07,9.513985300572336e-10,1.246547673806041e-07,5.484517223980674e-10,3.981310063133163e-10,1.7261119898861354e-08,1.4565359691438224e-09,7.282169575468085e-08
2500,4.991408231443151e-08,1.2681557559314137e-07,8.622978005850787e-11,1.441829326937962e-07,9.796889813458247e-10,1.2448393325636044e-07,5.864887123013105e-10,4.079629278558205e-10,1.5559871346231398e-08,1.5379683651221145e-09,7.238369730251741e-08
2600,4.991383145696826e-08,1.2663077256115905e-07,8.691339128365118e-11,1.4367110526937048e-07,9.857570923817758e-10,1.2440425419020628e-07,5.977210655283457e-10,4.07267433761448e-10,1.566516138326799e-08,1.6397514954167871e-09,7.345934961292971e-08
2700,4.9912328278863445e-08,1.2654778111324587e-07,8.731236445437193e-11,1.423730409154176e-07,9.8796156546647e-10,1.2423142623091831e-07,6.239808279631066e-10,4.2632039577640013e-10,1.4667303063876631e-08,1.7431879445470815e-09,7.401590757579734e-08
2800,4.991274340110096e-08,1.2636268367102585e-07,8.813877350054218e-11,1.4148530478021374e-07,9.907282751345337e-10,1.241354647822947e-07,6.639634027964967e-10,4.3750109356460807e-10,1.4821861528564978e-08,1.8883777907834793e-09,7.424567326589552e-08
2900,4.9912461733974346e-08,1.2626952721580873e-07,8.694208006976395e-11,1.4179847809619785e-07,9.951549021997716e-10,1.2397768840544186e-07,6.879582450614194e-10,4.4151946554305104e-10,1.3089051368436335e-08,2.0063815359891647e-09,7.480345801166195e-08
3000,4.9912429794341415e-08,1.2618534490968145e-07,8.841904163582685e-11,1.405722144014832e-07,1.0017588716035866e-09,1.2380141822507102e-07,7.17830021362797e-10,4.4755868783852594e-10,1.3264243386113456e-08,2.0939310180135274e-09,7.486173236831481e-08
3100,4.9912225334864125e-08,1.2602448859201358e-07,8.85106099868984e-11,1.4150399881576426e-07,9.935445031455533e-10,1.2367764926459433e-07,7.563208894351082e-10,4.5237206213275166e-10,1.2113770202022125e-08,2.1051329570114383e-09,7.517655457124321e-08
