milliseconds,cLm,cLc,cLn,cTm,cTc,cTn,cXm,cXc,cXn,cYm,cYc,cYn,cPn
0,0.5253000988202781,0.01526096329549025,0.08301369000781327,0.45677692238984696,8.795578928080799,0.401790091508798,0.0784155435150204,1.3319369765513813,0.40227051397346814,0.04110780764705197,0.003853729870494806,0.013586063897627494,0.8427233799785212
100,0.7367042692666037,0.018406536302042375,0.08581556906938001,0.451279343590136,8.384547600886735,0.39373203250126104,0.07769179511414902,1.3420312548450632,0.40062697221950605,0.1040692305826689,0.0050348794538719365,0.013454303731755423,0.7250727945863799
200,0.8465064087949827,0.02320351159206629,0.09881748789806766,0.47102036578212575,8.231918655306501,0.37333714224675846,0.07417005574804093,1.3321545010290214,0.39478720746830326,0.14832119865458987,0.007129096838838667,0.014418949631808115,0.6075456493586066
300,0.9840224684736216,0.027781601757956086,0.10766922059903493,0.44801866724354217,8.006863557401294,0.365247626851288,0.07146203742940722,1.3305969197747742,0.39697696593265763,0.17350479634037436,0.009616375506358157,0.01436173862653399,0.4924376281749643
400,1.08801365632021,0.029707089502830467,0.12778872900048627,0.46526114670172264,7.7891732803244835,0.3469167788190561,0.06947171202326961,1.3334016999241496,0.39596447253967093,0.1792854132531262,0.011757864915552016,0.017096653345949987,0.42748675548848253
500,1.1604011043109732,0.03330239499874451,0.14417377002372153,0.47118694114214776,7.684764974925283,0.3354184595797237,0.06765564073316126,1.3283617692867962,0.3969040200584284,0.18401712701735606,0.013636341813789175,0.018401858780478023,0.3558056221212932
600,1.2317621870758697,0.03462241773356171,0.16042910994735776,0.48035394034108625,7.433614667543904,0.32094236659220166,0.06580636500581342,1.3216851798893348,0.3956024165330569,0.16712353933309698,0.015149676244215477,0.0210562705750102,0.3167398532709111
700,1.2277008513498568,0.035829444552355934,0.17478057236339362,0.48982267781762007,7.199412429890677,0.3101960879990595,0.06260113157069858,1.3011933079133549,0.39054321877500114,0.15940643637037605,0.015918396186161823,0.02340802261247371,0.26546535366557233
800,1.2855558223223515,0.03650400485271837,0.1801671871129785,0.5028239410244153,6.975135712046381,0.30212809112733063,0.06183291695130107,1.2875747331917629,0.39030810196003046,0.147016970932221,0.01692008093520313,0.025004275457089227,0.1936531881206324
900,1.2866041038250897,0.03648596497515338,0.19686794018173676,0.5025902969405023,6.849884908210086,0.2851797780650631,0.057751747789207095,1.2789502988862802,0.3846330007072628,0.13145968848151862,0.017078503310409797,0.028264432092847624,0.17507756573937536
1000,1.3125291454628576,0.03799211982444028,0.20726807489533958,0.5171161176802216,6.70766175112205,0.27728328443459277,0.056488410260699576,1.2695265670464748,0.3844222180899873,0.11481245256983838,0.01630937514148962,0.029740824887153506,0.148304735822762
1100,1.2899547924429797,0.038365245908727946,0.21032601595807415,0.5400305979788,6.510946782089452,0.2606533655279301,0.056606831280520714,1.2780887737772342,0.3795357620426114,0.1021050289751265,0.016260905116929708,0.03188542924001871,0.12021611255333874
1200,1.2892944330071707,0.03843644311041325,0.22114041208438773,0.5504357193479167,6.445997649254781,0.2508591685653436,0.05159648093939518,1.2718754342962513,0.3820615681372336,0.09713474618392988,0.01534799288525502,0.033213951194096876,0.08873969153782488
1300,1.273339701091855,0.03690802455222796,0.2258945848981081,0.5653226272692582,6.313171290255078,0.24977763486746543,0.0511973966437631,1.2559762811205606,0.37606273224841513,0.081180247334222,0.015410158279895756,0.035064419766724336,0.09849221681098176
1400,1.2973312401307513,0.036644800469580546,0.22450021945230594,0.554132213093755,6.2074577110607105,0.2466646159004975,0.05100301644751523,1.2368106730702693,0.37852258397353383,0.07756696611021816,0.014668398207224962,0.03609252603974604,0.059374461926570476
1500,1.2688104793202237,0.03647677739483123,0.22921143202997327,0.587220521016775,6.11908002155705,0.23056381635536757,0.048198339343750535,1.2381230297018149,0.3719935432901636,0.0681817764288547,0.013557489758278586,0.03751531070109578,0.07319790575030216
1600,1.2340623442832637,0.03598903967294086,0.22576899966006686,0.5849028793549585,5.906404896970739,0.2266103045577268,0.04583965803539301,1.237029345937226,0.3723332213636699,0.061686595086261745,0.01297289904151441,0.03850545281584139,0.02641571399587818
1700,1.2257305200298627,0.03500670232283847,0.23539402669014078,0.606915532113997,5.927246179749378,0.21930343606752897,0.04500358627426708,1.2289543302283092,0.3662338488371281,0.05636339199367027,0.012231119125643007,0.03914664305424117,0.021498392456541893
1800,1.1880912871845672,0.035453895788908,0.22468700636550304,0.6097872376991137,5.672521471338532,0.21088484068961225,0.04166567828956022,1.2174484413734772,0.36944805587996143,0.052117505411872336,0.011801504469515944,0.040122335735223086,0.03213253483390134
1900,1.1763515282899342,0.0342307166429697,0.22574922236072012,0.6239055532730626,5.732222132257223,0.21617262406644558,0.0426330999939609,1.1915228798929112,0.3618099481545746,0.039789036254047346,0.010904129319199138,0.040639249181909816,0.023637767939411417
2000,1.1425663418103336,0.03275280319623744,0.22115045513648124,0.6292288440429564,5.638909671527601,0.20562284253260607,0.04052691234754906,1.1887374366508894,0.3644194530298989,0.03767392585379754,0.010489911716283893,0.039974209741019257,0.007030990015209218
2100,1.1067636802900132,0.03180560049512409,0.21852832390373744,0.6473956182220902,5.636879951523624,0.2093737233763185,0.04009399621856849,1.1752945744631094,0.3625091794802167,0.03395039658731261,0.009714604480773954,0.04074929964296448,0.009116729829336125
2200,1.0556598803954549,0.03141282503451573,0.21909162202042606,0.6564737917625498,5.412226354365866,0.193857112218894,0.039402213651218126,1.1723856577101572,0.3523546413764847,0.0388502920513479,0.008903517991421538,0.04027022164821061,0.030719667878981116
2300,1.0360955938937897,0.031059821043198658,0.2160706775933099,0.6707939870554298,5.425869948071434,0.19825460539669354,0.03769815285090632,1.1645556661076657,0.35324887250735176,0.03536709163200563,0.009072866364145102,0.03991571142870847,0.010392638357519565
