miliseconds,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,degUb4,degUb5,degUb6,degUb7,degUb8,totMisP,refNatP,AggP,SeqAggP,AggP_Proteasome
0,500.00000000314895,-0.0004877447410240028,499.89605397712603,99.71020028513824,100.09454517317222,100.00000260852727,200.0,100.0,10.0,-0.31851822620141407,0.039908510801513926,2.5693890664517424e-06,1.412793532395228e-08,5.750057533614947e-10,-5.9228466063994424e-12,7.343356588024276e-14,-2.8069239059143323e-15,-3.729540271050285e-17,1.5058953440568052e-18,7.358705248645222e-21,-9.117379576349398e-17,1.5424774422449668e-18,-2.3847897599736682e-20,2.7093256763366057e-22,2.04912119662228e-24,0.0,0.0,0.0,0.0,0.0,-0.0002531668255261856,3.479705510266342e-09,4.311196335019189e-12,9.523562193316767e-15,-8.446494789750273e-15
100,499.9999999959504,0.00040415765664611404,499.33621354826556,99.44862058780814,100.0637696471773,99.9999984404638,200.0,100.00000000000001,10.0,0.9549726618678925,-0.08705502121520613,4.385475201102323e-07,4.3051107045630716e-10,3.8780899451637417e-10,1.2597695694828347e-11,1.8995240754185948e-13,-2.0886559670898525e-15,-6.729945557858003e-17,-1.1282469528794076e-18,-1.2087314643298715e-20,-7.667193185922959e-17,-1.383863448164669e-18,2.5776475707102178e-20,2.6001142197133944e-22,2.5757227975037173e-24,0.0,0.0,0.0,0.0,0.0,0.0017402272562724733,6.4818751489852955e-09,-4.045224671010813e-12,6.23249260588568e-15,8.708927683423518e-17
200,499.9999999990233,0.0022235927957165013,498.64584978240987,98.78459345283532,99.98188000190926,99.99999950788926,200.0,100.00000000000001,10.0,1.2317393114102282,0.08357098319948363,1.003389030818223e-06,1.0947963189518377e-08,4.779620368480916e-10,-9.663973365706879e-12,3.357744773648688e-13,6.628852285992171e-16,5.47210688100996e-17,1.903479018136368e-19,7.012304190114548e-21,1.2099285644951936e-16,-1.8655117538377107e-18,-4.0829451987746214e-21,-3.349090875165609e-22,2.365045974452771e-24,0.0,0.0,0.0,0.0,0.0,0.0021965326857351177,-4.864331554776534e-09,-2.9656713324961147e-13,-1.0121482965801955e-14,-7.994369442209386e-15
300,500.00000000644457,0.003692334903450473,498.03891434756076,98.09190427004461,99.87581930359384,99.99999639101142,200.0,99.99999999999999,10.0,1.8027926278548603,0.09080268240725203,1.6252678048035111e-06,4.365448404794291e-09,-5.000656378318e-10,-6.585864143548345e-12,3.2632478565410214e-13,-6.2268693151749665e-15,-8.816601760462908e-17,-9.099414438596188e-19,1.3721908263193954e-20,-1.0293506262753473e-16,1.74675892269032e-18,1.6561209352998997e-20,-2.481572387829572e-24,-1.3516235508589038e-24,0.0,0.0,0.0,0.0,0.0,0.0023318539379677396,-3.520522688590791e-10,6.5468802259184716e-12,-1.4962996056938605e-14,-1.459804068481079e-14
400,499.99999999821796,0.0040808719101998875,497.31717610242447,97.50938243801107,100.0092398404455,100.0000018508529,200.0,100.00000000000001,10.0,2.388446960612822,0.06036423641474998,4.045513477080848e-06,-1.3252782747531073e-08,2.360337665734544e-10,1.475142875764352e-11,-1.198973561180821e-13,-8.702724320414577e-16,5.308784586713793e-17,1.219079235269341e-18,9.207940893777343e-21,8.146245760398176e-17,7.386376851171473e-19,-2.563035291929554e-20,-1.3718323608386332e-22,7.065738024772598e-26,0.0,0.0,0.0,0.0,0.0,0.004655331152162914,5.97898243345699e-09,2.895351189263922e-12,7.372236218611315e-15,-8.1230049496959485e-16
500,499.99999999888973,0.004808794721329028,496.81878284963085,96.61373658633241,99.98441207736762,99.9999997904551,200.0,100.00000000000001,10.0,3.1159350290963483,0.1727827614457069,3.468284260273294e-06,-1.7462841094034873e-08,3.1589723696489527e-10,-9.111441400899883e-12,1.2749713541620327e-13,6.634669628559068e-15,6.9080061058076544e-18,-9.72957304101412e-19,-1.0810653393337316e-20,-3.6798046111809105e-17,-8.227612971629496e-19,1.968212394521197e-20,1.6596987023107419e-22,2.408652156567281e-24,0.0,0.0,0.0,0.0,0.0,0.005491092802532,-8.330772716300746e-10,-1.4641281824104163e-11,-6.880852209851392e-15,7.560946099531773e-15
600,500.00000000384364,0.006508696629591054,495.88879751521887,96.41313715197586,99.92329886515081,99.9999980976625,200.0,100.0,10.0,3.765783825625197,0.029646251682442726,-1.7927935624918332e-07,-1.346785322157041e-08,7.940497221519065e-11,5.688014919965493e-12,1.3853111190659417e-13,-2.140564074856646e-15,9.393863488957097e-18,2.6715668865478118e-20,1.4207116497845679e-21,-7.081776541741157e-17,1.9135540326268796e-18,8.25417055442553e-21,-2.1549837777269666e-22,3.1343225424814577e-24,0.0,0.0,0.0,0.0,0.0,0.006131958068692575,7.556869802967197e-10,-6.215089141443091e-13,-1.4958638066370938e-14,-1.5178895623594074e-15
700,500.0000000154825,0.006330610568697331,495.55043761455954,95.41266458643504,99.89354451496918,99.99999291926694,200.0,100.0,10.0,4.3264735874162605,0.23150434384461419,3.986348177831031e-06,1.5633236968754206e-08,-6.281672427747229e-10,1.6870278536716772e-11,-8.619368121981667e-14,-1.9527792661866817e-16,-7.715065665770693e-18,1.4420917197556181e-18,-8.694888013996374e-21,9.555640762205945e-18,-1.2741848623739636e-18,2.872396679746448e-21,3.2128201480695534e-23,-1.0937070791073145e-24,0.0,0.0,0.0,0.0,0.0,0.007673545553158061,5.4766117195556816e-09,-1.3626981314054417e-11,4.738026423021018e-15,-1.5240918145677487e-14
800,500.000000019414,0.007727619639202828,494.8885285800818,94.9521786667929,99.78384516927092,99.99999242940358,200.0,100.0,10.0,4.949901041721172,0.28195168289454764,4.304584399494171e-06,3.2207171985546156e-09,2.3518015270882145e-10,9.896116387541928e-12,2.8879975764912123e-13,-4.665726545884791e-15,-3.205490922647641e-17,-1.2577019581146707e-19,1.613939770731142e-20,-7.288800553121675e-17,-5.769124461485302e-19,-2.0096247032008017e-20,2.294719693794754e-22,-7.980512204705081e-25,0.0,0.0,0.0,0.0,0.0,0.008657103907578007,1.7514875995315777e-08,-1.4632052459268752e-11,-1.3035670381058008e-14,4.92177943606436e-15
900,500.0000000234253,0.008866274089576971,494.1772755505197,94.39418326986997,99.6754634844149,99.9999959153443,200.0,100.00000000000001,10.0,5.783624286209653,0.16898386658955525,6.6966575381539615e-06,-4.47156108919518e-09,4.765431476814189e-10,1.6715951878726615e-11,-1.9765398060420072e-13,-1.0856938710401407e-15,5.988693808842785e-17,7.425813502186204e-19,1.5824172222458905e-20,-9.062620375146473e-17,-1.04505201414755e-18,-2.4236734094802644e-20,-1.3665565835469171e-22,-1.2377144725628824e-24,0.0,0.0,0.0,0.0,0.0,0.009673859781481995,1.6820392094531382e-08,-2.101815478293438e-11,-1.0575645660025302e-14,-9.146762199060645e-15
