miliseconds,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,degUb4,degUb5,degUb6,degUb7,degUb8,totMisP,refNatP,AggP,SeqAggP,AggP_Proteasome
0,499.9999999996171,-0.00045661886931837434,499.8296255855411,100.10159429821967,99.91184378824309,99.99999813108892,200.0,99.99999999999999,10.0,-0.17105241543723784,0.008372979157515052,1.5695663357621951e-06,4.92236326946559e-09,2.9551573372696646e-10,-7.431001562878236e-12,-3.3246210676154806e-14,-5.044977445118541e-15,8.174072220928103e-18,-1.3086563343511527e-18,1.22657900809006e-20,-1.1736791987590333e-16,-1.2899624546296265e-18,-5.6864374778398494e-21,3.3258566874089524e-22,1.0410895698635968e-24,0.0,0.0,0.0,0.0,0.0,0.0002811168984363312,-2.8665646304974034e-09,-6.398329252295469e-12,-1.4511154992697237e-14,3.8343865412564316e-15
100,500.00000000514586,0.0010004533164702104,499.74757869049427,99.14808952382235,99.98296817245728,99.9999970072202,200.0,99.99999999999999,10.0,0.7530747639266289,-0.04642389425773148,7.888895755272098e-07,-6.164951751413133e-10,-5.804417771937251e-10,1.4643258761459805e-11,7.253223429501233e-14,5.24235550090081e-15,1.1134460339687644e-17,2.707713709035091e-19,-8.400326343818402e-21,-1.5722623080043133e-17,7.973057396396277e-19,-1.3131695301357476e-21,-2.71197371075499e-22,1.1732678964639358e-24,0.0,0.0,0.0,0.0,0.0,0.0010327325692688935,3.2831356979621853e-09,8.749037227408115e-12,1.6166952583525696e-15,-8.354511035552813e-15
200,500.000000005206,0.0020098499330174426,498.3526014045506,98.79141963835556,99.92073273439526,100.00000263849336,200.0,99.99999999999999,10.0,1.0150346747222152,-0.07388849964109076,1.871953444767422e-06,7.197401660521908e-09,-5.3979084040583276e-11,-1.5864863753349505e-11,-2.51063184596419e-13,5.830365294775802e-15,-1.1361610651759113e-18,-4.1130242501332796e-19,-7.431402008558625e-21,1.1976570340599847e-16,1.5095451896405796e-18,-8.703675773567835e-21,-6.094335222231962e-23,1.5639906172970696e-24,0.0,0.0,0.0,0.0,0.0,0.001417189264509193,1.4348512927653372e-09,-9.086417658275297e-12,8.695387696868955e-15,-6.392998579855944e-15
300,500.00000000303885,0.0032212904072190514,498.12864249925934,97.89244681007261,99.96701129332477,100.00000001252117,200.0,100.00000000000001,10.0,1.901421185045812,-0.0028809183400386774,-2.2755275361780836e-06,-1.1656641628081893e-08,-6.24682939973813e-10,4.904739152824779e-12,3.604521078845292e-13,6.0792196685396294e-15,-7.734990343486676e-17,6.254979326047503e-19,-6.379275437664597e-21,-1.0079098959544411e-16,-1.865903089682341e-18,-8.716469419682902e-21,-9.917296902290982e-23,-1.1690531980375175e-24,0.0,0.0,0.0,0.0,0.0,0.0022700941998647127,7.37547159966662e-09,-6.909497695397927e-12,-7.872814922647791e-15,-1.448383046931878e-14
400,500.0000000108362,0.004551431678288804,497.53910921845363,97.71566817329656,100.0018047543639,99.99999885787808,200.0,99.99999999999999,10.0,2.663378894176915,0.11883106572425804,4.164761093657847e-06,2.5640135149028792e-09,-3.181665931923892e-10,8.719827139110643e-12,-1.861598926804012e-13,-5.563026869975106e-15,-9.08260369403411e-17,-5.679094823798998e-19,8.00181049892165e-21,-7.628168750730903e-18,-5.759711779193157e-19,1.1317555241542302e-20,-1.6635026438018136e-22,4.0471652979507772e-25,0.0,0.0,0.0,0.0,0.0,0.004248177630623049,-1.4231875405730775e-09,4.02934398103824e-12,-1.898830232780721e-15,-5.315339602011799e-16
500,499.99999999915445,0.004875436894021461,496.7707369581932,96.52415917235446,99.91996318469303,99.99999475141622,200.0,100.0,10.0,3.3958209734450593,0.05038125699896867,3.4625927857034372e-06,-1.6593839471029938e-08,-2.0197383651885873e-10,8.331064700305457e-12,-1.3398394462020353e-13,3.2118318495226074e-15,4.838057713134256e-17,-6.157838068983838e-19,1.8072307566925786e-20,-1.1935122761959347e-16,1.400517432678451e-18,1.5229722779441916e-20,2.878473423523481e-22,-6.236469123994692e-25,0.0,0.0,0.0,0.0,0.0,0.004688998403386792,4.472303805616223e-09,5.101399688607318e-13,-1.4702606501974775e-14,-7.262081746264486e-15
600,500.0000000134975,0.006508762534599417,495.95992633435526,96.19092658856798,99.87331329018038,99.99999616154143,200.0,100.0,10.0,3.6720500543580137,0.2018899451638504,5.061101565881662e-06,-2.8255515203104766e-09,5.178484986258778e-10,9.592587469257429e-12,-1.782082142248511e-13,-6.1354176005339865e-15,-1.0084402218325688e-16,-1.713821360667914e-19,1.2385237308745989e-20,-6.087805766624624e-17,1.834496053248841e-18,-1.7533018345784978e-20,5.131498541975085e-23,-3.544972497602043e-24,0.0,0.0,0.0,0.0,0.0,0.005427059950652015,3.3664111610320273e-09,-4.3801649198868244e-13,3.4254000643346424e-15,9.735965305021715e-15
700,500.0000000104223,0.006418621282517367,495.40681288613195,95.79505305510403,99.81609010445135,99.9999930831227,200.0,100.0,10.0,4.370875960657329,0.24756875205741052,3.2776687899822263e-06,-9.422974218268209e-09,-5.686418289042223e-10,-1.45930508125826e-11,2.92282539361546e-13,6.694050303402608e-15,-1.1525679532944881e-17,1.496360733926004e-18,-1.3245285463091512e-20,9.157701731741956e-17,-4.3934017751610815e-20,1.6386654983145138e-20,2.7151110114900064e-22,-2.86032226700819e-24,0.0,0.0,0.0,0.0,0.0,0.0074254913931702925,9.388183088120614e-09,-1.567667485078669e-11,2.9494478579003282e-15,1.0224258164755883e-15
800,500.0000000165456,0.008212243968606963,494.5631717359751,94.9163690843447,99.70638710301589,99.99999702635775,200.0,100.0,10.0,4.657921174149419,0.2385988321832077,3.1176586868768016e-06,1.7830855593157055e-08,-4.134203575489413e-10,-8.691453318017204e-12,-1.0329097493359544e-14,-5.519631374783886e-15,1.733567048164832e-17,6.126914564424073e-20,-1.0005677850512589e-20,-1.2680897594037692e-16,1.6571900196745895e-18,-2.7052249391564534e-20,-2.7220448930957284e-22,-3.667317225636659e-24,0.0,0.0,0.0,0.0,0.0,0.00822606819261345,9.801656707126317e-09,-1.3206658864283323e-11,-1.77960452212273e-14,-7.505181801167543e-15
900,500.0000000123312,0.008564520927361867,494.58960246662207,94.66953369632917,99.74983754452185,99.99999335529074,200.0,100.0,10.0,5.652718644658323,0.19634988375738033,8.153261363864174e-06,-7.659661266845819e-09,-3.3028367278531573e-10,-3.4953249892814883e-12,-1.7037861944773e-13,6.571811618398807e-15,-8.740972225924886e-17,1.1882107864496869e-20,-1.448171625132706e-20,-6.620476414963573e-17,1.594697359884018e-18,-2.5822018268345496e-20,-4.965632318648064e-23,-1.6411474459399681e-24,0.0,0.0,0.0,0.0,0.0,0.008758174409538293,1.5269477128049245e-08,-2.042753326648282e-11,-1.8356742596308626e-14,6.949736560518038e-15
