milliseconds,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,degUb4,degUb5,degUb6,degUb7,degUb8,totMisP,refNatP,AggP,SeqAggP,AggP_Proteasome
0,499.9999999952982,0.00040367954383624724,500.27550609631464,99.68773656038765,99.978124708854,100.0000003160394,200.0,100.0,10.0,0.10081432063571408,-0.06111284748004819,1.8263991298810959e-06,-6.083954175107106e-09,-4.92551712828843e-10,7.074355993148485e-12,-1.456863205285351e-14,-3.464242240112294e-15,-9.299273245599582e-17,1.451734919836658e-18,1.0686405284755024e-20,7.389458815962047e-17,3.644426248465146e-19,1.4005610575228496e-20,-2.5010168411500756e-22,-2.3884062498043186e-24,0.0,0.0,0.0,0.0,0.0,0.0003140286838233994,7.63795430373136e-09,-5.45436272287021e-12,5.3641354327756825e-15,8.360887188602251e-16
100,500.000000006716,0.0016347382246822578,499.0636337899812,99.25116330157219,99.91894515049512,99.99999975827737,200.0,100.00000000000001,10.0,0.35986513186448477,-0.09124464502948657,-1.7149767278080415e-06,-9.971037038119718e-09,3.0657654671460386e-10,-1.0427161626989963e-11,3.194923827032563e-13,3.594392229693557e-15,-8.674051777112233e-17,-8.710617640767606e-19,-8.79231449312169e-21,-4.5792370290341815e-17,1.8668958171866375e-18,-3.071269824243828e-22,-1.4075631683292532e-22,-1.5729862302946268e-24,0.0,0.0,0.0,0.0,0.0,0.0011403525460699179,7.633989224204735e-09,8.442923980794441e-12,1.0168752621949412e-14,-8.982290040732569e-15
200,500.00000000104876,0.002663656311017252,498.40213157626823,98.64017996715833,99.90298589780247,100.00000184366895,200.0,100.00000000000001,10.0,1.1693078710386182,0.024945155277808002,4.7558227115800024e-07,1.282870360275369e-08,1.3988057958436186e-10,-7.618333746707226e-12,2.391884132638308e-13,-3.4537281372050064e-15,6.596368013328705e-17,-5.803424084912376e-19,1.3374017238258732e-20,1.1288122232604564e-16,4.487715290206017e-19,1.701900248398032e-20,2.0603924940228782e-22,-2.1292611256968644e-24,0.0,0.0,0.0,0.0,0.0,0.0025689187007399907,-4.882688598071125e-09,-8.411867022128385e-12,-1.416631047607944e-14,1.307969785896292e-14
300,500.0000000044806,0.0035171550945247093,497.9281284856907,98.0891014260367,100.05414255233646,99.99999938395491,200.0,99.99999999999999,10.0,1.8732472929892836,-0.02997617778651906,-2.271033194568002e-06,9.016509462413459e-09,1.351445535432219e-10,-1.3523321052783115e-11,3.178255110997698e-13,5.5504168061127315e-15,1.3823239170143492e-17,-1.1969949471061872e-18,-7.08568099933256e-21,7.299262744518454e-17,1.2032771064135205e-18,-1.6444263707008574e-21,-2.140616468989914e-22,-1.326744873967014e-24,0.0,0.0,0.0,0.0,0.0,0.0030345698800157746,9.154553680165486e-09,-8.146053999611667e-12,1.4456726072822863e-14,-3.768386899906436e-16
400,500.00000000619906,0.003929310325441269,497.0131160254727,97.31461020510157,99.85528306971958,99.99999920204161,200.0,100.00000000000001,10.0,2.636278419887142,0.1263479678315417,3.5795112359813664e-06,-1.2322716286379207e-08,1.3587127217277397e-10,7.783776404012245e-12,-7.37661495580345e-14,-5.389829154312594e-15,-4.983703335329984e-17,-1.3131956254031797e-18,2.5517482156638755e-21,1.2892659552220324e-16,1.9724674201316615e-18,4.4070153615701516e-21,5.926282703720145e-23,2.0824123250784724e-25,0.0,0.0,0.0,0.0,0.0,0.0039058356885397034,9.388253932198061e-09,-1.1422734072246335e-11,1.4053410389314458e-15,2.589465101055253e-15
500,499.999999999385,0.005130681698069331,496.3749826999101,96.76893475813486,99.86161662898056,99.99999639985278,200.0,100.0,10.0,3.1956112962999796,0.012512132344931787,1.4400915521086259e-06,1.582131474066095e-08,-2.084339481884387e-10,-1.3351565945975557e-11,-5.6168614421552714e-14,4.34175720306466e-15,-1.0623572230048122e-16,1.640276406130469e-19,6.868499213325925e-21,-3.813557585155915e-17,1.6574762564957589e-18,-2.675019699167139e-20,1.0672367751953333e-22,-2.0593142608463842e-24,0.0,0.0,0.0,0.0,0.0,0.005244603767703589,2.0890935245891408e-09,-1.52726822617133e-11,6.7371476240700875e-15,-7.350730567415535e-15
600,500.0000000042684,0.006176593055451979,495.93608399514636,96.17023351479901,99.79780749666824,99.99999740672291,200.0,100.00000000000001,10.0,4.07134347271505,0.16949194147476415,2.1679098767416916e-06,9.958469312672953e-09,2.352804781078215e-10,1.0051259410245823e-11,-1.405234856296646e-13,3.0696309583692186e-15,-6.380915699309934e-17,-2.786046448416149e-20,1.140489102813881e-20,3.300529171946448e-17,-1.5902433412786527e-18,3.033042380094126e-21,2.4440701143995936e-22,-3.441539606145801e-24,0.0,0.0,0.0,0.0,0.0,0.006452842452049905,-2.3660460095694086e-10,-1.2409286659000023e-11,-1.579446322116215e-14,2.7171200705105573e-15
700,500.0000000042356,0.006490437294759359,495.4809865015276,95.5368340679893,99.74896425224543,99.9999952819554,200.0,100.0,10.0,4.511223264184337,0.18550201379589143,5.489764332595178e-06,-5.979630115114737e-09,6.089425336967034e-10,1.2453286060644082e-11,-1.6194217548991138e-13,1.215032635821406e-15,5.694463076279324e-17,-5.808011353014476e-19,4.699931855661093e-21,3.148089040498072e-17,1.088797463832604e-18,-1.6455477315051375e-20,1.642001167539444e-22,-2.261184630408202e-24,0.0,0.0,0.0,0.0,0.0,0.007448826892161121,1.6293046823642027e-08,-1.9092808012045308e-11,-1.0310755908887923e-14,5.384652710231976e-15
800,500.00000000823275,0.007264621507268814,494.9844240633768,94.8129372198171,99.78509711407976,99.99999649831618,200.0,100.0,10.0,4.835990650803488,0.28779632968235236,4.577273174215414e-06,-6.454893406481108e-09,1.0707779710612237e-10,-8.87017381644017e-12,-1.6132281344835664e-13,4.950026236402918e-15,4.0052186798714623e-17,1.4752268094494544e-18,-1.5201235620706541e-21,-1.1253626845651212e-16,1.984664792902467e-18,1.1869424908550275e-20,-3.2769555767411114e-22,6.09856548146764e-25,0.0,0.0,0.0,0.0,0.0,0.008723604711451779,1.718485502322104e-08,-1.3045203023812004e-11,-1.6932889301382293e-14,-1.3305406262042542e-14
900,500.00000001895273,0.008722266472411087,493.83802151369184,94.6072012109439,99.82905218311915,99.99999231040428,200.0,100.0,10.0,5.528154572631352,0.18216314397195432,4.255633148695293e-06,-1.0018287681818039e-08,4.94846668479162e-11,6.337253096287149e-12,-3.2801148056300457e-13,-5.950797953491382e-15,6.619815908910199e-17,-1.0628136750677987e-18,-6.7219192822561684e-21,6.321107038565266e-17,2.605164882880556e-19,2.4146037230853162e-20,2.566621418530969e-22,1.3897644058441215e-24,0.0,0.0,0.0,0.0,0.0,0.008898656807925969,1.0601036093848996e-08,-2.4511312570510342e-11,-1.7309503286917233e-14,6.425841332363709e-15
1000,500.00000002184566,0.009444792265620354,493.8462954205359,93.99961312857342,99.73352194849981,99.99998948651694,200.0,99.99999999999999,10.0,6.040987222316226,0.23412635621154754,8.996940650992692e-06,-1.6905836480784196e-08,6.038883306129067e-10,-1.4484989812744636e-11,-2.835927419310258e-13,-3.560591132465441e-15,-1.0804779879272778e-16,-8.663876059960512e-19,3.5668133355091725e-22,6.674718071975462e-17,1.963250234700411e-18,-2.0941893194649663e-20,-3.074910383763384e-22,2.7582369482039274e-24,0.0,0.0,0.0,0.0,0.0,0.009977610037393215,2.010877804108253e-08,-1.83335014021658e-11,4.441688366405592e-15,-1.9391674587093783e-14
1100,500.0000000228459,0.01045118807274386,492.88183349268064,93.0766303032658,99.64528076976256,99.99999102275,200.0,99.99999999999999,10.0,6.8141000027397025,0.3284879274654815,8.773769658929497e-06,1.849453930367442e-08,-7.570669483606438e-11,1.590627976164291e-11,2.792229366374901e-13,1.3703960298522302e-15,-2.4742658980945816e-18,-5.90625055517859e-19,-4.5812713948661135e-21,-6.180664280186147e-17,5.846094908240656e-19,-2.672623387506934e-20,-6.445676421087362e-23,-2.0170022692544727e-24,0.0,0.0,0.0,0.0,0.0,0.011232458304923875,1.847919534193753e-08,-2.993844359017357e-11,-1.9527063287529972e-14,-4.2282487254283044e-15
1200,500.0000000256677,0.011257835689271595,492.00374902220005,92.94001964526346,99.63128805218444,99.99998699789708,200.0,100.00000000000001,10.0,7.225397877690158,0.49616416347153103,1.1515008236533396e-05,6.968130057794739e-09,4.939974169646795e-10,-1.369462830290635e-11,1.4784535749273584e-13,2.51676360745796e-15,-3.6113078303718275e-18,1.2277827162912883e-18,7.921708387999879e-21,9.53904775422886e-17,-4.606860903374559e-19,-2.6570527848303453e-20,-1.800561837958759e-22,1.955066985296241e-24,0.0,0.0,0.0,0.0,0.0,0.011781040282547652,2.689291272835433e-08,-2.774451563198065e-11,-6.84750757363881e-15,-5.97465611421855e-15
1300,500.00000003721806,0.013455713054577543,491.35663908424374,92.1932906248958,99.42651932734337,99.9999864269588,200.0,100.0,10.0,7.822387305428822,0.4701702651701079,1.4325268060771276e-05,-6.2229049627530745e-09,-4.668411157777477e-10,9.898885734394778e-12,-1.7302232372768579e-13,-6.31323836542491e-15,-9.227568482938399e-17,3.2985063944016103e-19,4.105267770874316e-21,9.285771586582897e-17,2.234580761100787e-19,9.510563988162539e-21,-1.0113739616225883e-22,-1.4086098471352098e-24,0.0,0.0,0.0,0.0,0.0,0.013072371964541071,2.930814549822532e-08,-3.744525913855135e-11,-2.933308906038326e-14,-1.8965547945471457e-14
1400,500.0000000435713,0.01400893196092981,491.11080043022145,91.51143211037427,99.35931656236212,99.99998363324737,200.0,100.00000000000001,10.0,7.934838977900167,0.591611245595447,1.648450242200792e-05,-1.1727934329083202e-08,-1.0274119191822512e-10,-1.673414811174942e-11,-1.624082560368567e-13,-5.334426133599881e-15,7.29424218889402e-18,-4.973620376641254e-20,9.494887233484313e-21,-8.723498503748033e-17,1.736304487529066e-18,-1.1295081082150207e-20,-2.9864188680767195e-22,1.6555951910581486e-24,0.0,0.0,0.0,0.0,0.0,0.013597262205830333,4.198569739102833e-08,-4.625193036993334e-11,-1.0802909471402172e-14,-1.238008411481597e-14
1500,500.0000000507005,0.014254980175628602,490.508601334515,91.46394285215914,99.26371107986283,99.99997828427375,200.0,100.00000000000001,10.0,8.655054053744625,0.7502962294527653,2.0799256399795006e-05,2.439300059289438e-09,-2.5924133932994022e-11,-6.818099141040414e-12,-1.1169446998754881e-13,4.0933647252708805e-15,-8.201427130873126e-17,9.584698727746482e-19,-5.262877594525316e-21,-1.176629477783406e-16,3.693425663939184e-20,-9.735848503757112e-21,1.548918788055898e-22,2.1272671614491944e-24,0.0,0.0,0.0,0.0,0.0,0.014521936711942632,4.567897403651644e-08,-5.992346890237592e-11,-2.754626625345722e-14,-1.3528147014849347e-14
1600,500.0000000453985,0.015343187552790108,490.16735198059837,90.89518820781558,99.1450485002753,99.9999762981665,200.0,100.00000000000001,10.0,9.384426338876116,0.8684390991862054,2.0087414686026927e-05,-9.609068679625952e-09,6.035716532882376e-11,8.171926350606443e-12,-5.111381108448459e-14,6.6025321683566994e-15,1.9668829473449914e-17,-5.725079844006784e-19,1.8527663690787775e-20,3.885019788912183e-17,-1.0961587569468078e-18,9.32179930547694e-21,6.0659980436783e-24,1.924399593668827e-24,0.0,0.0,0.0,0.0,0.0,0.015996296681181413,5.75841933304739e-08,-6.642076792228425e-11,-4.844559515470595e-14,-3.569330355614663e-14
1700,500.00000005913927,0.01678570164944144,489.03322037765906,89.96476411162648,99.06154167977643,99.9999731417202,200.0,100.00000000000003,10.0,9.659082362123781,0.8156461382761138,2.309202646915929e-05,1.6935833373771297e-08,4.599820863909163e-11,-5.680456049866832e-12,3.1951695052572053e-13,5.8899647114062415e-15,7.245058154061417e-17,1.3674200101943278e-18,-4.362072288283376e-22,3.2143120494552114e-17,-9.080216817363796e-20,2.6683107733269398e-20,3.970490390273599e-23,-2.3029800070244773e-24,0.0,0.0,0.0,0.0,0.0,0.01774316126064897,5.5624229328111625e-08,-6.27742767145674e-11,-3.3772763201554295e-14,-5.3526419526104156e-14
1800,500.0000000682202,0.018283532113975702,488.35864335942847,89.94252905420583,99.08617944795485,99.99997182715606,200.0,100.00000000000006,10.0,10.51055953925656,0.9123900977161012,2.770324597944915e-05,1.3540272137701474e-08,-3.786552744019207e-10,-1.9326853167138382e-12,-2.006573590591597e-13,-9.081036342712967e-16,2.0529019417553832e-18,-6.536995360832393e-19,-1.5267056364204656e-20,-4.1016515629599716e-17,2.432255535219259e-19,-4.031110517618986e-21,2.644209370874492e-22,-3.7129853392840344e-24,0.0,0.0,0.0,0.0,0.0,0.018348080916752624,6.547441817991617e-08,-8.337270148388164e-11,-4.9058154467779016e-14,-4.198462310159395e-14
1900,500.0000000777473,0.01953623569638241,488.58712936014706,89.49035296708934,98.89296758513063,99.9999692090757,200.0,100.00000000000006,10.0,10.704933962525848,1.0887202532837426,3.237336607955315e-05,2.1672894498860515e-08,4.953234289975855e-10,1.6582441063366975e-11,1.7270645432101794e-13,6.541057356693229e-15,2.1633729020704088e-17,6.340539065073911e-19,4.6175194204690924e-21,1.1890675534329411e-17,-1.3222521961374106e-18,1.8424713458548846e-20,1.9250737954369457e-22,2.0845332554766003e-24,0.0,0.0,0.0,0.0,0.0,0.018306589453547756,7.631444889717535e-08,-9.796460469462335e-11,-4.619867058566298e-14,-5.676353468894564e-14
2000,500.0000000795803,0.019616641150062904,487.76701606101255,88.99123301787324,98.89378678065343,99.99996857557667,200.0,100.00000000000006,10.0,11.112321182921853,1.180316218024718,3.2920991134856645e-05,2.178866229577943e-08,-4.826710798610857e-10,-6.629457002140013e-12,-1.6756821340264268e-13,6.029458603540671e-15,2.859535220102632e-18,-8.881647581814092e-19,2.81314358848476e-21,-1.239988609139766e-16,-1.4206771334936481e-18,-2.752060718478003e-20,-2.3457258184036987e-22,-2.9184807586313562e-24,0.0,0.0,0.0,0.0,0.0,0.02054100136878236,8.412312909594093e-08,-1.0754059975372192e-10,-7.36754297018724e-14,-5.925400147042085e-14
2100,500.0000000943328,0.021660393421479223,487.1079901291041,88.2559060291417,98.78219037447779,99.99996136911174,200.0,100.00000000000006,10.0,11.62012302952378,1.2639714882226682,3.888732671872721e-05,1.6580973551883373e-08,5.395498900781149e-10,1.6164254853779906e-11,-6.431708645661173e-15,-2.301582431648393e-15,8.065496096234432e-17,3.3221667475959376e-19,-1.8771754578846047e-20,-3.1628999912971008e-18,-3.1770542872290905e-19,-2.009173145479506e-20,-3.144660080014882e-22,-1.2623197146767502e-24,0.0,0.0,0.0,0.0,0.0,0.02173835425442918,8.835271739538262e-08,-1.1465419297241767e-10,-7.118565262626988e-14,-7.600006955910698e-14
2200,500.0000000935972,0.021433267564777828,486.7991828281368,87.9110010221237,98.62710125753266,99.9999585549342,200.0,100.00000000000009,10.0,12.200748896000984,1.410378298720899,4.239590114101119e-05,1.600789065376646e-08,-7.934437802116052e-11,-3.5260954926432135e-12,7.366695074069356e-14,-3.932915707538582e-15,4.3467126296806963e-17,1.1517177548594333e-18,3.75611239848822e-21,7.59804082764955e-17,2.0164538306421502e-18,-7.020904867541515e-21,3.271712317762552e-22,2.2851725334962045e-24,0.0,0.0,0.0,0.0,0.0,0.021837029129298444,1.0264326973663978e-07,-1.201867503306936e-10,-9.434426142856348e-14,-1.0131908066499598e-13
