milliseconds,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,degUb4,degUb5,degUb6,degUb7,degUb8,totMisP,refNatP,AggP,SeqAggP,AggP_Proteasome
0,499.99999999710985,0.0006118087454474697,500.23166813748327,99.93315990760131,99.98276237362494,99.99999795807086,200.0,100.0,10.0,0.18247288901952052,0.08013362425126713,-5.8093575337243426e-08,-4.214834083755918e-09,-3.3569610541057695e-10,1.1512754939677027e-12,-9.947082044959554e-16,5.657173386225304e-15,-1.6292018069653367e-17,-4.698294778816423e-19,-1.8169829850255906e-20,4.902589542412044e-17,4.0463060067299587e-19,-1.9120191606137873e-20,3.3788241649895146e-22,-2.9279356231056408e-24,0.0,0.0,0.0,0.0,0.0,0.0003703907109609784,-5.8833099647751076e-09,2.148261391596039e-12,-3.3683508140053555e-15,-9.98081643239998e-15
100,499.9999999991065,0.001003789463347596,499.0970818530911,99.09820720672222,99.95897311648993,100.00000171047448,200.0,99.99999999999999,10.0,0.4346953755589691,0.0469438126003724,1.8396840747691019e-06,-1.0294366157934872e-08,-3.644349800324849e-11,1.1502379565733527e-11,4.06245769545958e-14,-6.346316967422445e-15,3.801558484993596e-17,-5.492638557428255e-19,-6.133437140440307e-22,1.4060522617725397e-17,-6.229761736498082e-19,-1.9741863728394542e-20,-1.1973620183484e-22,2.1104251275481315e-24,0.0,0.0,0.0,0.0,0.0,0.0009768851742981337,4.88685864060199e-09,3.866690273860656e-12,-1.3452148281682973e-15,1.3458830616567109e-14
200,499.99999999804544,0.0018127215687929643,498.4786240816941,98.66675967800417,100.01453579439105,99.99999777024686,200.0,100.0,10.0,1.4060985314792935,0.013295332276844,-4.660549213320494e-07,7.709095265475245e-09,-4.75823040123654e-10,1.3192071495391036e-11,-1.268968380599997e-13,-2.3813685807758606e-15,-9.517796392044552e-17,-2.9269143130962814e-19,-1.7418341091563573e-20,-5.12238906725908e-17,7.650911719269633e-19,-1.4593808905285733e-20,7.157578972748234e-24,-3.3304386317679255e-24,0.0,0.0,0.0,0.0,0.0,0.002421614634349885,5.276914235786738e-09,-3.373774801057825e-12,-3.904325679547171e-15,-3.802474983347926e-15
300,499.9999999951484,0.0030445174534453946,497.94127305276004,97.89796626105606,99.93031102532726,100.00000080689905,200.0,100.0,10.0,1.8377428012119352,-0.009125731378196559,-3.356785790772107e-07,3.1958144720447808e-09,2.4130583115860097e-10,8.72041266955127e-12,2.909161459394265e-13,5.0247874906923925e-15,-9.302759087784358e-17,6.659781400273902e-19,5.6491963167471515e-21,7.529971650621177e-17,1.388406825231887e-18,-1.9020824651515704e-20,-3.1453237848533143e-22,-3.417900710315623e-24,0.0,0.0,0.0,0.0,0.0,0.003193520478746235,3.0488553187115276e-09,6.21190416388759e-12,-1.3185965797884512e-14,-2.2148005384684628e-15
400,500.0000000029568,0.003281921036981303,497.1133326326947,97.53755940392959,99.9261759442844,100.00000000273937,200.0,100.0,10.0,2.7577257452197763,0.09950332296539985,4.480639049180792e-06,1.4792957491549214e-08,-3.7427371505902223e-10,-1.036510066851835e-11,3.663950869945819e-13,4.726645502317416e-15,-7.55341946963602e-17,1.1806487968825866e-18,1.8719551462426916e-20,7.150783149247253e-17,-7.752400672208455e-19,-1.600589168161678e-20,-2.179019531151294e-24,3.6979441270300075e-24,0.0,0.0,0.0,0.0,0.0,0.004145813575012355,-2.8096331984127005e-09,-9.167465692410608e-12,5.166423009955429e-15,1.0014087982421687e-14
500,500.00000000888906,0.005071467948914964,497.1334191461104,96.97747853184339,99.89148706643692,99.99999661882175,200.0,100.0,10.0,3.2216245433183177,0.1522733194022658,-3.6895383856437745e-07,1.0014813689327648e-09,5.040482788704544e-10,-1.3534154755281553e-11,-3.036327113493556e-13,4.577012855883137e-15,-1.8070104531269207e-17,9.036073300744604e-19,-9.442447836589016e-21,6.573561977709135e-17,1.4423491357608494e-18,4.315588107774628e-21,-2.1901140971287757e-22,-1.1733905184620924e-24,0.0,0.0,0.0,0.0,0.0,0.005065448529277313,5.554386533967147e-09,-4.502689567135008e-12,-1.1428323606769102e-14,-8.94266233325871e-15
600,500.00000001054667,0.005976483442390002,496.1801885239704,96.10465303237667,99.9463309856321,100.00000003425377,200.0,100.0,10.0,3.5047504939166543,0.055231651595854636,9.901874321360411e-07,7.1061577338990906e-09,2.8706971391157217e-10,5.2885189686948505e-12,-2.476032505649951e-13,-5.989165770692147e-16,-1.025887999152905e-16,-4.682800472330414e-19,-1.695995830179307e-20,-9.51018450369264e-17,1.2856973121436709e-18,-4.785364303896092e-21,-2.413351388837927e-22,2.8179318414699086e-24,0.0,0.0,0.0,0.0,0.0,0.0055804605185814345,1.1498813812110837e-08,-9.190958131088918e-13,-7.82103554803217e-16,-8.641549985197723e-15
700,500.00000000896705,0.006814349458515255,495.13152928991923,95.78802501824605,99.76646689932674,99.99999849296508,200.0,100.0,10.0,4.480952724416414,0.224613447152245,5.1625848926822064e-06,5.200286323593783e-10,1.4168405655660504e-10,4.288326473657624e-13,-1.4977604263386548e-13,3.058687096717082e-16,-2.204824302041321e-17,-3.247166854048506e-20,8.361874013158709e-21,1.196579237586521e-16,1.6890055085026e-18,7.77807383920906e-21,-3.1102593095331526e-22,2.9296478449512154e-24,0.0,0.0,0.0,0.0,0.0,0.006718771491611088,1.2702485517653177e-08,-8.650176643062182e-12,-1.2935678122867183e-14,1.9318919274418933e-15
800,500.00000000622015,0.008443449385157948,495.07308703569635,94.93445876816315,99.79929706584693,99.9999914169795,200.0,99.99999999999999,10.0,5.095491483046355,0.2152109193046225,8.465604050414876e-06,-1.3724380932731633e-08,9.930099394863896e-11,-4.2597754542346514e-12,-3.1657471404787376e-13,-2.3185900982137164e-15,-4.138064548124516e-17,7.199631078283571e-19,-7.49777815752335e-21,-9.266835458993262e-18,-1.8248967961755477e-18,-7.899791792785553e-21,-1.3109364936525006e-22,6.9048235256844e-25,0.0,0.0,0.0,0.0,0.0,0.007974451526912982,8.646019739297827e-09,-1.0548000566930317e-11,2.2139050788464517e-16,1.8125368847040453e-15
900,500.0000000205917,0.009560488885901013,494.54794336529574,94.20105922973441,99.65028947595042,99.99999335465733,200.0,100.0,10.0,5.72341489958145,0.2849606315260545,5.318871012383943e-06,1.2583166748925608e-08,-1.831501142364441e-10,1.8193303874182306e-12,-9.820724844754356e-14,4.670695396905592e-16,6.34619852438768e-17,5.581415455259265e-19,-8.361479471653666e-21,9.535926700897545e-18,-1.3948287985914998e-18,-1.9780843212561537e-20,-2.361928219829943e-22,-2.2562270807864786e-24,0.0,0.0,0.0,0.0,0.0,0.00956800948909477,1.5382592049075817e-08,-2.1276738339569817e-11,7.573229462150427e-16,-2.7853587491422477e-15
1000,500.00000001980607,0.010014631344863785,493.2419972413388,93.97266507814861,99.72192225537924,99.99999396368943,200.0,100.00000000000001,10.0,6.205214105025083,0.3120894069208088,5.548388853735053e-06,-1.537817541588325e-08,-5.398262749514194e-10,-3.98238254142678e-12,-1.8064882969169745e-13,-6.494558639262899e-15,-8.431225495451985e-17,-1.0218764294477658e-18,-1.6712053847724108e-20,-6.853262400210667e-17,6.376971842382459e-19,9.334831950382138e-21,5.540609796974056e-23,1.7443911501580447e-24,0.0,0.0,0.0,0.0,0.0,0.009620774620141825,2.2156740451949763e-08,-3.3737927723829846e-11,-2.3087251401268648e-14,-2.039476068092055e-14
1100,500.00000002641985,0.011091831418755261,492.6235351567454,93.16321799935304,99.58566622390367,99.99998890799817,200.0,100.00000000000001,10.0,6.438421196506688,0.4561031211982304,9.945275365321849e-06,-7.7160394824397e-09,5.225095177756091e-10,1.204691103445529e-11,-7.586322873533516e-14,-1.2827258386695794e-15,-4.868939936455666e-17,-3.000268441885576e-19,1.6344671396667323e-20,-1.1648933133234674e-16,-8.906563968873918e-20,2.5888896275593084e-20,-2.7547920257785173e-22,-2.338222092163451e-25,0.0,0.0,0.0,0.0,0.0,0.011465455989773884,3.139918641517797e-08,-3.676830259120095e-11,-2.7949518253916022e-15,2.8077301974537096e-16
1200,500.0000000251409,0.011311528482948353,492.6511259139138,92.98150102292858,99.57694313187048,99.99998574635235,200.0,100.00000000000001,10.0,6.966160133251326,0.4434647866204552,1.2088979091018913e-05,1.1902337524725302e-08,-5.3476926900929324e-11,4.335008015702889e-12,1.491072085823956e-14,-1.395435950250313e-15,-5.1996437159705905e-17,-1.4271445571187426e-18,-1.9019807765507956e-20,3.2547859120314775e-17,1.2434625044134816e-19,-1.890067720035237e-20,1.8796599527195129e-22,-1.2226468314414034e-24,0.0,0.0,0.0,0.0,0.0,0.01213691550199221,3.3320718820485393e-08,-3.3842238227761386e-11,-2.587201418358726e-14,-9.32179465510011e-15
1300,500.0000000309102,0.012779630128295567,492.15613139729436,92.27983519232849,99.54467621932203,99.99998364615534,200.0,100.00000000000003,10.0,7.410594866882907,0.4784605043405828,1.5190546890775816e-05,1.3757193709443776e-08,5.490786397355307e-10,2.843135180396257e-12,-1.706907999503147e-13,2.4434315585401084e-15,-2.5415422873233486e-17,-1.1833597095962025e-18,1.5000021062065658e-20,2.961612883494186e-17,1.1963049588804144e-18,-2.4795969878158645e-20,-1.5314580420604087e-22,9.299350416838491e-25,0.0,0.0,0.0,0.0,0.0,0.01244082842713685,2.7967204804387777e-08,-4.486190651552508e-11,-2.2555957349170662e-14,-1.2315019388137519e-14
1400,500.0000000403511,0.014213652641939516,491.2157326308941,91.77294964161308,99.3289158104193,99.99998040543944,200.0,100.00000000000001,10.0,8.391511388603542,0.6546088048623718,1.62992621916852e-05,-1.06141002231191e-08,-3.487215983174066e-11,-1.1039343031889453e-11,-2.300872362425558e-13,-5.13412683984272e-15,8.635083716186771e-17,1.269056457811064e-18,-1.694214732858572e-20,6.686552102592546e-17,-1.7540818146083393e-18,-2.706374825442808e-20,-5.2055290771373385e-23,-3.958749455427764e-25,0.0,0.0,0.0,0.0,0.0,0.013857753322804598,4.468846738818634e-08,-5.1938254464108634e-11,-2.2407960045068265e-14,-1.0717409938269032e-14
1500,500.00000003849436,0.014979658065424641,490.1588026563128,91.21950221143956,99.37641830371727,99.9999809323498,200.0,100.00000000000001,10.0,8.731235254044403,0.7365880869942413,2.1545162547197142e-05,-1.1484710381945189e-08,-9.273899797347438e-11,2.3519648866009726e-12,-2.630085049752188e-13,-4.135578679639917e-15,7.366368532596047e-17,1.1754785097933649e-18,6.932950294909052e-21,-2.82346949926528e-17,-4.885273150124531e-19,1.1370080282239059e-21,-7.318220300503327e-24,-2.0748283961463844e-24,0.0,0.0,0.0,0.0,0.0,0.014320003661157195,4.775904920666732e-08,-5.881902108317291e-11,-3.670056692445721e-14,-2.669228657481631e-14
1600,500.00000004375363,0.01614862290210452,489.69803517580254,90.78131362808908,99.23010192350604,99.9999799658278,200.0,100.00000000000001,10.0,9.205566951472436,0.8565405190813803,2.4730874558077923e-05,2.5428520221905555e-09,-7.008926027408639e-11,1.655700360320087e-11,9.550008903255455e-14,1.3266951272701495e-15,7.850214670610827e-17,-8.512895514592146e-19,-1.3263652722635354e-20,8.518391778699949e-17,1.938315755465465e-18,1.0632543628693735e-20,3.074326087120319e-22,2.4423743348096263e-24,0.0,0.0,0.0,0.0,0.0,0.01652353097136575,4.6263008152219435e-08,-6.620827431389749e-11,-4.4446897090443767e-14,-3.050201135880503e-14
1700,500.00000006264906,0.01698455222027828,489.2961138527763,90.0451016663254,99.2243575457074,99.999978679702,200.0,100.00000000000003,10.0,9.786475782857135,0.835878087378766,2.2506630321502168e-05,2.8231715377744798e-09,-2.2058754423744753e-10,-4.0916773967631674e-12,-2.2080517852964327e-14,4.043099386726256e-15,-4.254448745936003e-17,-7.115393708000413e-19,3.77429179902672e-21,1.8423743627463407e-17,-1.390476792388947e-18,-1.0343089166050042e-20,-2.6966529184759933e-22,-3.3525125451857745e-24,0.0,0.0,0.0,0.0,0.0,0.016306223915932026,6.242385490754653e-08,-7.756364004158945e-11,-2.8263316952500448e-14,-3.299836928023581e-14
1800,500.00000006858505,0.017643958496850787,488.75277079830386,90.03992598095344,99.02916441840438,99.99997249466563,200.0,100.00000000000004,10.0,10.287125142721282,1.0329942775486325,2.942540862661952e-05,8.242526985449998e-09,5.613890952720298e-10,-1.579572802266069e-11,1.0774506012958548e-13,-1.1264817518858617e-15,-8.264507219167181e-17,1.4655083801471828e-18,-2.2708851903288534e-21,-2.2965468553833756e-18,-2.3955272191742756e-19,2.4735430627380122e-20,-1.205580512938664e-22,4.675756367434913e-25,0.0,0.0,0.0,0.0,0.0,0.01814599204099097,6.822255892799629e-08,-8.368475644543222e-11,-5.494026503410627e-14,-4.180853269427821e-14
1900,500.00000007596884,0.01860700621380378,488.3709300329618,89.06731441849759,99.01876469811161,99.9999665079433,200.0,100.00000000000004,10.0,10.692092821210927,1.125975092071626,2.8471943055234102e-05,-4.701397654440021e-09,-2.123965969318532e-10,-1.6774466961527527e-11,-1.932640639250091e-13,5.426230339426414e-15,3.8616040230108566e-17,7.201536587157177e-19,8.322252158943273e-21,-1.6654357118667737e-17,-1.032829352731778e-18,-2.5725571214105465e-20,-1.0174226489557484e-22,-7.491237745354863e-26,0.0,0.0,0.0,0.0,0.0,0.019336925938992278,7.640094560360612e-08,-9.105027652560729e-11,-4.753637037796413e-14,-6.60159660419747e-14
2000,500.00000008174936,0.020376697966420193,487.9762158055341,88.47047539346846,98.77735750193355,99.9999654007082,200.0,100.00000000000007,10.0,10.910980141552438,1.1821595659526114,3.486663671585395e-05,9.082873046863493e-09,-4.2312564421920623e-10,1.2842455211979381e-11,6.635640065717512e-14,6.5966370393747185e-15,-8.475972000034514e-17,9.877424773892564e-19,1.8263917789939837e-20,5.625609318890359e-17,-1.8226391454681038e-18,1.4594495640087804e-20,4.910894981818886e-23,8.065345508197958e-26,0.0,0.0,0.0,0.0,0.0,0.02049018682292542,8.460852630004746e-08,-9.78288897755213e-11,-6.959849312885758e-14,-6.613453708830638e-14
