miliseconds,NatP,MisP,Ub,E1,E2,E3,DUB,Proteasome,ROS,E1_Ub,E2_Ub,E3_MisP,MisP_Ub,MisP_Ub2,MisP_Ub3,MisP_Ub4,MisP_Ub5,MisP_Ub6,MisP_Ub7,MisP_Ub8,MisP_Ub4_Proteasome,MisP_Ub5_Proteasome,MisP_Ub6_Proteasome,MisP_Ub7_Proteasome,MisP_Ub8_Proteasome,degUb4,degUb5,degUb6,degUb7,degUb8,totMisP,refNatP,AggP,SeqAggP,AggP_Proteasome
0,500.00000000381675,0.00047909666053467766,499.8765252572745,100.24646950894899,99.95844543896757,99.99999731067797,200.0,100.0,10.0,0.32670882721154465,0.07566089765353005,-1.9345183187172353e-06,-6.753490687357589e-09,2.9637845156192765e-10,6.496373050692019e-12,1.1195458958455891e-13,-2.8034787761485264e-15,-1.632401925096273e-17,6.657753462271156e-20,2.2703549309488846e-21,1.0321703705811457e-16,-1.267736283806618e-18,7.963793528063298e-21,3.0087302986056113e-22,-1.8370720544732108e-24,0.0,0.0,0.0,0.0,0.0,-1.533543375860165e-05,-9.577075980271549e-10,-5.491494640189179e-12,7.672336070672319e-15,-6.610145493797209e-15
100,499.9999999999751,0.0005207623861850846,499.02219717500236,99.18789688502662,99.93374305806907,100.00000226372687,200.0,99.99999999999999,10.0,0.34046384621470493,0.005017333805980722,1.2832577570430848e-06,-1.5031654864070972e-09,-1.9995626303080978e-10,-6.64886936940782e-12,1.3819857308308145e-13,1.2281035956393613e-16,-1.4934832236798625e-17,2.2459861424100556e-19,-9.52890600248615e-21,-2.80645316468471e-17,-1.3030780834497527e-18,-1.4561911461361547e-20,1.7503974118847344e-22,2.68612524590642e-24,0.0,0.0,0.0,0.0,0.0,0.0011331010828853863,1.0112603058486585e-09,3.0876317966311927e-12,-9.978801168622415e-15,4.220330297846674e-15
200,499.9999999954128,0.0013742167884400762,498.334342407224,98.39811531456866,100.04800330951694,100.00000005590513,200.0,100.0,10.0,1.4577293675939285,-0.0015313041554844992,9.298460420416951e-07,-8.860317642724979e-09,-3.3786538333353734e-10,-5.85892322012579e-12,1.2063924200805156e-13,6.6511777751751056e-15,3.538326767487298e-17,7.900503373730585e-19,1.8359449070524896e-20,1.0767692368901401e-16,-1.245575810370731e-18,-2.531480437329592e-20,-2.826367782451002e-24,-2.8134922487276468e-24,0.0,0.0,0.0,0.0,0.0,0.0019036020138016316,5.1777431889648524e-09,-2.496794024940524e-12,1.4152228150268417e-14,-2.6663283083984136e-15
300,499.9999999964466,0.002524761175098625,498.1698346313524,97.9440752721368,99.91899418100836,99.99999875910218,200.0,100.00000000000001,10.0,1.8318555293045933,-0.038155999540477964,-6.616151248274264e-08,4.992556014035736e-09,1.6277938420228894e-10,-3.742676068272703e-13,-1.678245794955701e-13,4.590059479575222e-16,4.5012302124450787e-17,1.2297717063613038e-18,3.120584795971344e-22,-1.1015898792753476e-16,1.898104170313276e-18,-1.7810654512782724e-20,2.21243418886463e-22,1.6484566800487998e-24,0.0,0.0,0.0,0.0,0.0,0.00275657322681594,1.2941775104327998e-09,-5.473578816556312e-12,4.035849010274808e-15,1.963704263012865e-15
400,499.999999996841,0.004328433682285944,497.75545773617347,97.18465873397672,99.98551014641717,100.0000004834255,200.0,100.0,10.0,2.2667930136181558,0.14788456780916642,7.732073247287596e-08,1.7153731134977145e-08,4.078648021884244e-10,-9.067344739170286e-12,-2.9369023108941737e-13,-2.5502377907682647e-15,-1.605130476908677e-18,1.2116420088145325e-18,-9.990368741722215e-21,1.0509680454773632e-16,3.036900995651783e-19,-2.3644174295600776e-20,1.4269818034039753e-22,3.361109427591447e-24,0.0,0.0,0.0,0.0,0.0,0.0033798953157009154,-1.695911133678172e-09,1.3647562535295423e-12,-9.098913619225886e-15,1.1113229641664219e-14
500,499.9999999994525,0.004893739850445414,496.5899600944145,96.94957061278834,99.97117915040477,99.99999838303694,200.0,100.00000000000001,10.0,3.459391008725968,0.09362849538189282,2.940191102401162e-06,-3.930270492602951e-09,2.0475558773350385e-10,-6.305085368947983e-13,1.2241399668700888e-13,1.6411916545090688e-15,-9.179270336467007e-17,-1.1620875664298589e-18,1.1279301011665697e-20,-9.859305725557947e-17,2.0088456843609957e-18,-1.2699308963443755e-20,2.0547948851787987e-22,-1.149231399721679e-25,0.0,0.0,0.0,0.0,0.0,0.0042945719270450974,-7.666378271577985e-10,-4.815850269549405e-14,-1.2580053569755011e-14,1.3307120458838397e-14
600,500.00000001081094,0.005833978807577812,495.9355772747454,96.44304225515108,99.92218095913576,99.99999431881304,200.0,100.0,10.0,3.6305315126092195,0.15077915538327422,2.0535493115696353e-06,-4.240447979874616e-10,-4.3091360691702157e-10,4.82357246653447e-12,2.8915002327229995e-13,4.126544064637102e-15,3.5214470392965975e-17,-1.2327686734666886e-18,-1.3250428852565216e-20,-5.250311170526015e-17,-3.253820083288951e-19,1.9073802649867227e-20,2.0816850353940829e-22,-4.741135153343218e-25,0.0,0.0,0.0,0.0,0.0,0.006133618361455778,1.3809177978799694e-08,-1.8868492188441943e-12,-6.23418904732384e-15,3.236152439176694e-16
700,500.00000000473784,0.00644719622066336,495.4348094347595,95.81468558827535,99.88541545175316,99.99999872222475,200.0,100.00000000000001,10.0,4.7096011981278085,0.23483448406058088,6.270551698909309e-06,8.195292051152847e-10,-1.1249773784732798e-10,8.893371201853931e-13,-2.777021370000956e-13,3.7115972554378954e-15,-9.202378125917994e-17,4.409762143072901e-19,-1.5239719462063664e-20,-1.6213457607377894e-17,2.626045258947351e-19,-1.269962118880798e-20,3.035592285078239e-23,3.2343951777130282e-24,0.0,0.0,0.0,0.0,0.0,0.006887270784960003,6.182908348462132e-09,-1.9896554168471202e-11,-6.155144316268785e-18,4.087795069033104e-15
800,500.00000001301476,0.008350800031030576,495.21640803085984,95.26236896584821,99.71309458882308,99.99999511203451,200.0,100.0,10.0,5.249247485910071,0.10814512557202925,6.046729882895902e-06,-3.518859424795606e-09,-3.2919186900059856e-10,-1.3728485402580104e-11,-7.35001982117477e-15,-1.842053341387859e-15,-7.682020116030904e-17,-1.1210306430821369e-18,7.300582155848344e-21,-9.386261345871875e-17,-5.672977055360015e-19,1.6136307132913246e-20,-1.992938583474661e-22,3.294023365099164e-24,0.0,0.0,0.0,0.0,0.0,0.008636166716762334,6.805193647829562e-09,-2.1616239713377012e-11,-1.307848051055007e-14,-9.778688969216303e-15
900,500.00000001665353,0.00922109729237023,493.80611997592104,94.26954882208709,99.70706512654162,99.99999499004156,200.0,100.0,10.0,5.412931351194125,0.34769487675339994,7.120746078874172e-06,-1.3170231737571807e-08,-3.613250902854062e-10,-1.0419241016595834e-11,3.324928606623317e-13,-4.379239288655858e-15,-5.84626575431766e-18,-3.158876297117361e-19,-1.7576427430327168e-21,1.1164344659606512e-16,-4.2541634385587523e-19,-2.2655218137839933e-20,-1.2491901230614061e-22,-2.5483737395947704e-24,0.0,0.0,0.0,0.0,0.0,0.008333301653094344,1.7143780768061866e-08,-2.242389351988192e-11,-1.6867461465117247e-14,3.1491926671059112e-15
