miliseconds,cdc13T,preMPF,ste9,slp1T,slp1,IEP,rum1T,SK,M,MPF
1200,0.056836678730279186,0.04036353073001619,0.9999467316833791,0.009541717568535849,1.6690791227614865,0.00024193611305738355,0.11549198642956707,0.022140930243764755,0.5059309167854088,0.0013192671256642844
1300,0.05086948832309739,0.03645721668384156,0.9999749917765076,0.010250230935693303,1.610524511372247,0.00017411505666301626,0.12487176061250241,0.021965501265190264,0.5027665456428108,0.00115371466553326
1400,0.04934006153917293,0.03426295243510751,0.9999642146911956,0.01040675591847888,1.5653332585678328,0.00010250039435356543,0.1367046754603956,0.02231524868129413,0.49929446011551243,-0.0006182924006321785
1500,0.04567896173402524,0.03206357269952774,0.9999808867454478,0.010947000671577927,1.5241142577460942,8.302048693074642e-05,0.14272769464404908,0.02212870494421394,0.49827538392885307,3.0616820332377446e-05
1600,0.04136085156530908,0.029791844394099324,0.9999593277156843,0.011372779913508952,1.5212617285610421,2.7145846105292436e-05,0.1456219345968229,0.022136625707122146,0.5004023459162755,0.001790451529590637
1700,0.036523150469236106,0.02806724816734995,0.9999522898158614,0.01193632127925354,1.4579136443590623,2.4162253450018134e-05,0.16499069161151297,0.02225937088498029,0.5040547290072533,-0.0010934955563242639
1800,0.036116666238673434,0.025958486454681386,0.9999660649339006,0.012215219289237612,1.4214114486882914,1.3152469642267117e-05,0.16838867476234845,0.022368759437297128,0.4987217109878594,-0.0018260773318806041
1900,0.029740945691722052,0.024060637791867266,0.9999874177928488,0.012714003354857822,1.3997692420246965,3.2607978973737614e-06,0.18192719540680316,0.022384647030432095,0.500076494981385,0.001214056208792062
2000,0.028744181300302915,0.02128321549331591,0.9999520396866688,0.012605368291482871,1.365341636615822,5.506198375914342e-06,0.19058112160045682,0.02244647010887045,0.5042617333473686,0.0010918364759346364
2100,0.026448787667743643,0.02096047442827571,0.999958520294209,0.01302264431636121,1.317356667738892,8.034276465391017e-06,0.20356247805723693,0.022603553058971305,0.504950749641303,0.001992120456376918
2200,0.02767567509521703,0.018185409794210426,0.9999698236297636,0.013842816942905588,1.2508233239109556,-2.0973029559410357e-05,0.20649871541511947,0.022864762999625723,0.5049281428503369,-0.0008201751726279894
2300,0.02376727898344803,0.01765839297688449,0.9999735039655668,0.014130261229466489,1.2537574292121798,-1.630441820590184e-05,0.21990708429297318,0.02269577040354824,0.5026277491577473,0.0008553070664793522
2400,0.02550213210194699,0.016331069829273157,0.9999552072155687,0.01409974160190119,1.2010226798278734,-2.07336303503347e-05,0.221920623607678,0.022939018051429054,0.5042748350910916,-0.0007806451234316285
2500,0.02340512513130903,0.015051620139755972,0.9999846602525789,0.014573419632977154,1.1355044231747613,5.299566200854569e-06,0.2313268139276929,0.023159866746343336,0.5072351774034797,5.525805729024452e-05
2600,0.02041991477268269,0.014011877596144915,0.9999631852418018,0.014843034067595347,1.1088172391914046,2.773098735916516e-05,0.24659685980090632,0.023122251331104317,0.5046284655340888,0.0017996104154902506
2700,0.018894925940891937,0.013320019440156598,0.9999609340212037,0.015350830146540512,1.1064721307016405,5.89748360935779e-06,0.25753047297425946,0.023311997409753905,0.50885174757628,0.0007957216971378558
2800,0.01847161577290889,0.013258671334721155,0.9999826586538896,0.015849162593047864,1.0567840063364573,3.200022251171102e-05,0.2612302345061551,0.023361382450297848,0.5056706006608298,0.00181619990368152
2900,0.017984431705576287,0.012239363221446965,0.999982421759223,0.01626192033141362,1.0006875049866275,-2.8556170991395904e-05,0.27019153843340965,0.02345286261283863,0.5044928939843374,-4.9856944815226644e-05
3000,0.020141874058060855,0.011576116580590726,0.9999626339482225,0.016296780110776836,1.0099249835044324,-1.860921872412711e-05,0.2849942328808635,0.02342780846925368,0.5127162711715056,-0.0005033227287659924
3100,0.01972309633459617,0.01136065815049825,0.9999333003053532,0.016842273032861767,0.9601687126752309,3.4558380466719798e-06,0.2953333723117504,0.02353661164267684,0.5097898134881266,-0.0007653901106543925
3200,0.016659169182650414,0.011306205589797835,0.9999416515263485,0.016885870214649233,0.9061158174225451,-2.4679734478515014e-05,0.30285490312243646,0.023420971199303888,0.5080638290582953,-0.0009184240904949971
3300,0.015072615161212506,0.011020763231467594,0.9999740053597961,0.017377962289019718,0.8954699212423264,1.593720608549973e-05,0.3085648191929808,0.02364544622911713,0.5124899970110997,0.0015632302250186757
3400,0.018177804479086342,0.009458459058994124,0.9999691794510615,0.017955634440247614,0.8558795093470609,1.4594116096981327e-05,0.3191790468123492,0.023753090092817557,0.5114834815006923,0.0009611351191227673
3500,0.018328376618098056,0.010178361776741592,0.9999739200122139,0.017785842304706107,0.8240829934942004,-8.2070373116773e-06,0.3212592973158777,0.02366069716877038,0.5059028862136057,0.0006548387163457066
3600,0.01796378389021262,0.009792910436653748,0.9999684945338073,0.018155894853397,0.7907984376802767,1.6408758979897304e-06,0.33867979783074653,0.023972665883113357,0.5111722723721499,-0.00012000229765245231
3700,0.01742030259159681,0.009147340822187397,0.9999532123692814,0.0183848100478944,0.7645535124083749,-3.121165993787299e-05,0.3484046826896671,0.023752270541473205,0.5050065384010443,0.0017166372430216163
3800,0.014089780426842776,0.009560942279885264,0.9999422262664077,0.019200674946035487,0.7337992972739691,-2.418507623547197e-05,0.34797840779355593,0.023853589074345705,0.5082686898676722,-0.0005980775090748218
3900,0.015305141430882394,0.008913226697469185,0.9999193349537104,0.01920098913306946,0.6941609648227921,-1.0914760256367282e-06,0.3628258499085268,0.0240591303080492,0.5153226190138572,-0.0017342727815895635
4000,0.015770357251252965,0.008345563121063503,0.9999361662267359,0.019831028072693147,0.6446203306828711,1.58683999348909e-05,0.3709380529943398,0.02422117832315021,0.5101101389775128,0.0012731913111468233
4100,0.016850363938735523,0.009276158221517129,0.9999561276373741,0.019800383125997776,0.6306715315409357,6.36030033591948e-06,0.3764887084279442,0.024243270361870916,0.5092000219162741,-0.00034093632415807686
4200,0.01568099600105808,0.00790034149212576,0.9999464549483972,0.020118684787416394,0.5971825717319627,1.3894691834685156e-05,0.3870429825339485,0.024220256272239945,0.5161476466283244,-0.00016963654050081072
4300,0.014330345614841181,0.007695931875496381,0.9999532380632407,0.02021621051292672,0.5325613032008075,-2.5343731072666974e-05,0.39718501509951265,0.024147565706662735,0.511248222213162,-0.0006839140595373432
4400,0.01396612854708397,0.008421863097644196,0.9999001525071535,0.020714085348950702,0.5401871456339481,1.0390013804552164e-05,0.40359014682644684,0.0244123495999352,0.5069079045257804,-0.001588135160458045
4500,0.01706963267628709,0.008559595699891651,0.9999022356177426,0.020955466935241703,0.4860775090750394,-1.8125710168886774e-05,0.40783542610674695,0.024389428941919877,0.5118949060007293,-0.0008526679215611585
4600,0.013302718635449672,0.007759006475687046,0.9999394844985091,0.02160271251426074,0.4940940464753925,-1.3316077029182375e-05,0.4287617248459891,0.024627774873751066,0.514750563153069,0.00031983430931645734
4700,0.012377430347409447,0.007599183514744001,0.9998984819843012,0.021441950828630738,0.4522427174283399,3.4262919709474923e-06,0.4365813711541992,0.02456337385568404,0.5110958927576328,0.0007736392749688207
4800,0.015383007456672506,0.00879511103085047,0.9999020180506343,0.021966855688974208,0.41549057404519035,1.0380541336662685e-05,0.44506268927779596,0.02453607552356941,0.5080314512431269,0.00196498469549101
4900,0.014073381533494418,0.008140196068184027,0.9998683922294284,0.0222194255269568,0.3715860633688661,-1.1007088513495195e-05,0.4446563226769919,0.0248844592820607,0.5077922285338673,6.558083639217617e-05
5000,0.014255308640853502,0.008437865360571112,0.9998982921458272,0.022218455426413198,0.3579740514578546,3.229618276541496e-05,0.45114428058818296,0.024721614948222087,0.5076259680742647,0.0009795943240909224
