miliseconds,cdc13T,preMPF,ste9,slp1T,slp1,IEP,rum1T,SK,M,MPF
1200,0.05708333196678028,0.04023931201665731,0.9999423268761155,0.009935675792517073,1.6831134035603579,0.0002628600443728776,0.11375213614173943,0.022149132861974303,0.5028606174853554,-0.000400127625649832
1300,0.05170441291063956,0.03785656519325473,0.999985972413688,0.010290792275362825,1.6101871187842176,0.00017148941562220504,0.12130019786671417,0.022007905649948103,0.5026023219982461,0.0002858407340149842
1400,0.04593831250571735,0.03405833633339729,0.9999743121792427,0.01080682444588977,1.6097537867195213,0.00011880328736284613,0.13846541218922184,0.022308990261319637,0.5077079800025428,-0.001073246007315124
1500,0.0416491770988136,0.031368118725937366,0.9999843805583294,0.011057104613375229,1.550355085963251,8.08855408170498e-05,0.13933562769538507,0.022195258306200897,0.500725198925666,-0.0008380919868842243
1600,0.038053500765775,0.028936528777096415,0.9999898598913326,0.011162636622280992,1.5196594952728568,5.287821238533866e-05,0.15195248613058376,0.022216960025530547,0.5004211688546214,-0.0018471414828100231
1700,0.03748343857822303,0.027788053014600904,0.9999556638417176,0.011967119300049006,1.4409312997327324,6.589103232174718e-06,0.1570646574471119,0.022306590034407058,0.5096436584967369,0.0007998690160582672
1800,0.035960022918282764,0.025871758091102915,0.9999817578360145,0.012208084514554313,1.4188844862303052,3.365318702971304e-05,0.16692938493237727,0.02266781122577114,0.5002433162215951,-0.0004367659497018662
1900,0.033534333007192614,0.02415621976778213,0.9999921152905984,0.012442677894937965,1.4008415648284012,-1.004742400087749e-05,0.1815371304634442,0.022607248309766077,0.5037648724204332,0.0013064758599269932
2000,0.02784222724063749,0.021409328734317553,0.9999795685393963,0.012595752650030921,1.3365482439692475,4.2304995965185365e-05,0.18768866143900767,0.022548207756255278,0.5048009611385958,0.0012362936164696163
2100,0.02853740658285104,0.01979447522229314,0.9999702903620441,0.013008875529828365,1.3362390549384986,2.943469798254611e-05,0.19537851827936525,0.02269094757629589,0.5041753385676443,0.00039069494505144164
2200,0.027277319769343705,0.0192347588807613,0.9999817486760754,0.013676514971306281,1.268703132181655,1.8874158093135052e-05,0.20705085906203266,0.02286544438689729,0.5039267775992317,0.001246163632034344
2300,0.026696706097827663,0.01690261793689482,0.9999383846412085,0.01369995957903686,1.2137291786740938,-1.2379508912482039e-05,0.2171359242125681,0.022920741747631278,0.5013472683046913,-0.001173601950176293
2400,0.02318239244546739,0.01727353204967569,0.9999435194051242,0.01411990121556238,1.2236645524733383,-3.286702658598951e-07,0.22694248213575355,0.02307997407939761,0.5105243302311359,-0.0014571737023351802
2500,0.020373077296399623,0.015828230876742004,0.9999779821314487,0.014488650383129778,1.1641583182711164,7.130882204575154e-06,0.24286895627435537,0.02311751538413903,0.5020559514562156,-0.0012246382557772625
2600,0.023716480506737875,0.015223235277508003,0.9999441841064027,0.014738502278218792,1.1319702527726805,1.5790687521625954e-05,0.24189951093213036,0.023009930994000966,0.5041320066636442,-0.0010724230297653856
2700,0.01830570886883026,0.014000096908082797,0.999977884479014,0.015627334764199804,1.105757428881518,-4.36581793149388e-06,0.25421719226250417,0.023197140661481225,0.5056502964598781,0.0006221151535600174
2800,0.0196444174188786,0.013648143213294755,0.999958322524724,0.015570904602811908,1.050538410535106,2.872208676248376e-05,0.2644816540230916,0.023213321598307902,0.509619270410336,-0.001428200921465751
2900,0.016861163282704577,0.012180257504349761,0.9999375300935257,0.016290240978610555,1.037111892819015,-2.8803488308555268e-05,0.273479486634932,0.023107091621825736,0.5039262670898987,-0.001919412617282016
3000,0.016958740197669818,0.011699187627941303,0.9999440857118684,0.016609155556818515,0.9897965904172896,-5.609566464188372e-06,0.28030158460477184,0.023533882700513535,0.5074433836014972,-0.0002774880878618933
3100,0.018748894477128835,0.01127573367467945,0.999944491979806,0.016638831096917734,0.9474012614240304,3.0859169558407446e-05,0.29549062289239597,0.02348726369391564,0.503661038658049,0.0006875336083610862
3200,0.016399318448032853,0.01115223482795927,0.9999438659394242,0.01684942019647381,0.936162251896658,1.0820069974611278e-05,0.304216019340238,0.02337660982597435,0.5106299325427743,-0.0013714210235994148
3300,0.015475829018751894,0.010222728963535497,0.9999683663813956,0.017385468458399386,0.8575438874678443,4.315902014673546e-06,0.3086469673594579,0.023477008437685232,0.5073681453279635,-0.00016674902302666697
3400,0.016090923837195355,0.010725608157027491,0.9999284787250912,0.017488386331979452,0.8567762718255466,1.0856646189768771e-05,0.32244068388548447,0.02354239882218698,0.5052363844165133,0.0010948721712444357
3500,0.018741336562339186,0.009568954049475647,0.9999453884097637,0.01826410661428174,0.8408153612852131,2.0173789718909056e-05,0.32211272846505273,0.023626081841362258,0.5035715837510216,0.0018250259114089185
3600,0.016020698975679207,0.009842723967357046,0.9999192209684952,0.018419422587959252,0.794895588770486,-1.003538230006246e-07,0.338983203300438,0.02388918329208,0.5076043241712247,-0.0019072331760410916
3700,0.018060356971836288,0.009834260126996428,0.9999289292735168,0.01859545808260537,0.7327096110278584,-2.4033350739419613e-05,0.3446365884997849,0.02401701265983639,0.5110861298221279,0.00038460804979780253
3800,0.014799931192095737,0.0091899254959851,0.9999213163997146,0.018807495923661783,0.7140362385118348,-1.8609532622868815e-05,0.3520204562341148,0.024116248519623296,0.5051692110174427,0.0019469078057630228
3900,0.01530578498230066,0.00944870754145125,0.999934385004756,0.019134928235974413,0.6966728064400798,1.4335966474561633e-05,0.36248194095758096,0.024152710020330818,0.5137722895084187,-0.0013220465312231856
4000,0.014617510058236183,0.00951873404438403,0.9999351030126118,0.01955033258275837,0.6708289839059034,-1.5465015194310045e-05,0.37225468588339106,0.023906464169031864,0.5073033553445252,0.0019378081386374054
4100,0.012968023668246932,0.008086803275957762,0.9999558040419516,0.01977001366962758,0.6268210084005612,1.220411051834068e-05,0.3733517555036073,0.024185613402984273,0.5092003039643052,3.356926087714495e-05
4200,0.015081182378588727,0.008840534717696923,0.9999424335607575,0.0199757347102384,0.6111564273596962,-1.2344241901429762e-05,0.39262164775252284,0.024256676819838768,0.5120204870085433,0.001829737018987038
4300,0.016603800664928947,0.009107301144509873,0.999903326764572,0.02053088788995435,0.5685282812132629,2.236800572275011e-05,0.40219618336089147,0.024165506154413145,0.5119861035503134,0.0001253305689733244
4400,0.013884518194669834,0.007682597373747272,0.9999073957805199,0.02075347531402893,0.5069270508122655,3.1291843619444997e-06,0.41155708304349786,0.02420734051658383,0.5092190253067626,0.0017606833287703123
4500,0.013368364281282396,0.008387397994029225,0.9999225317598422,0.021200656293626836,0.48193650214469946,1.1357360239575998e-05,0.41323017433618436,0.02424810038611366,0.5138159507087314,-0.00020149928651030902
4600,0.013381419796062721,0.007834544218866682,0.9998902355225121,0.021170694560957125,0.49270295135986214,2.214939207667751e-06,0.4216258138510655,0.02452997082260866,0.5138589441201232,0.0012239485337189305
4700,0.012423638101666025,0.008254039839390206,0.9998870646564734,0.02159809740336701,0.46489475965232246,-3.209787031948698e-05,0.4265694160136545,0.02472057938806511,0.5113486412125932,-0.0013296982270887118
4800,0.0147839896651335,0.008185276004153015,0.9999244310470131,0.02188574506943682,0.40578720828401327,-2.962452264254272e-05,0.4460050949120983,0.024610143349015234,0.5080018153410759,-0.00019302822585915176
4900,0.012337315619487877,0.007722099413461017,0.9998774113458099,0.022003944023089875,0.3611378890852082,-1.5249515013110554e-06,0.454722411599784,0.024773760806166667,0.5121945869202049,0.00019317839931798177
5000,0.016743866727124836,0.00733828196044271,0.999889819414834,0.02265358251398016,0.3799765216798909,-1.1067920081101276e-05,0.4536096392637041,0.024924500503064703,0.5139143678114019,0.0001594563191816482
