miliseconds,cdc13T,preMPF,ste9,slp1T,slp1,IEP,rum1T,SK,M,MPF
0,0.20029041962122462,-0.0007595320807042177,1.0000241845361668,8.50049199201045e-05,2.208743256074642,-1.4638405101140556e-05,0.0023886323230156805,-9.198937305081913e-05,1.0027119228935006,0.19854461652448738
100,0.17910209627786947,0.020788342983941752,0.9970067314213353,0.003436482327004715,2.1300783400118646,0.0014579319074906495,0.013046106188501511,0.009168528031098497,1.0008174859985686,0.14786389249168724
200,0.16180303259175163,0.03556077993250429,0.9978621108991763,0.005187061756772484,2.123815444448223,0.0020783788701790418,0.01698425442260477,0.018475833015648473,0.9964017642401237,0.11078200924292515
300,0.14212100112175932,0.04479215622563696,0.9984922342141056,0.005810805614642984,2.038135728314326,0.002301819196269984,0.03318699971856781,0.021803267001937656,0.4993512868569051,0.08037453894120308
400,0.12707639382894123,0.05002306588376382,0.9989704616413666,0.0064337448031435325,2.018719415041616,0.0022537616756463253,0.032837521449376225,0.02146033808311365,0.4981654708079243,0.05450701240668517
500,0.11700115748422102,0.05187462958454684,0.9993201444152326,0.006997157454563482,1.9662609848868586,0.0019831481364180584,0.052554904126684225,0.021639174433972053,0.49677219708884646,0.03693648670953854
600,0.10468419191501885,0.05273144413642063,0.9995543899432716,0.00742705492660062,1.9050870206829413,0.001655659845067932,0.054830051894489064,0.021659396371269735,0.5061396698897864,0.02434671459379914
700,0.09154810689838645,0.05220223227927087,0.9997197653553176,0.007655472634839719,1.8987338513070855,0.001315082820169759,0.06860570133664186,0.021823858486483282,0.49937130867219554,0.014533919281941822
800,0.08193321440532574,0.050842079497799925,0.9998528602009554,0.00800488745198977,1.8457959808777065,0.001003048605664373,0.07798907770917894,0.021643809955650815,0.5005762891743325,0.005557081054232122
900,0.07562161505162963,0.04853269448006123,0.99993725926666,0.008697312486233472,1.8093607891000927,0.0007227442478164109,0.08920783920623268,0.021680301142744232,0.5042182941131952,0.001862650763524929
1000,0.06969084626081183,0.04547487953042239,0.9999753449502063,0.009174575887553039,1.7402976753578316,0.00048202801672957455,0.0938883783499234,0.02194938553148215,0.5038700844186719,-0.0004245471139811785
1100,0.06242636495790936,0.0428930203037667,0.9999461741639041,0.009606569019882919,1.7383613305973689,0.0003322073453923325,0.10717553914786285,0.021887801155236048,0.5064288144133072,-0.00148153245237843
1200,0.054809185148249256,0.03932381660977023,0.9999427986369832,0.009740060396849949,1.6973174434775937,0.00024189211957845066,0.10931901055391378,0.02197989503112165,0.5033970126170252,0.0001663221451757576
1300,0.0519977456199249,0.03748134566280503,0.9999955330729198,0.010391657838732206,1.6050510604771702,0.00013666643823370925,0.12541641128964223,0.0222401048287098,0.5077588506867096,0.00025088711148987515
1400,0.04636133467518398,0.03459183662153005,0.9999863733308381,0.010611636123989595,1.5755434721172052,0.00011583313300351769,0.13481138711992982,0.022063397473487647,0.5007305399774924,0.000993452068053748
1500,0.04169347446122367,0.031744897318832,0.9999445439211543,0.011203505794099256,1.5245240751348101,4.889459281842227e-05,0.13865207295297208,0.022169882679496055,0.5044364302040814,0.0014039365077337964
