milliseconds,Hi,He,Li,Le
0,0.4937143358888541,1.0042746381082683,-0.0076846428990227185,-0.019025505059986896
100,1.0724222205754224,0.39316822204299334,0.035427380328124196,0.060256475277153436
200,1.0856560581557197,0.39873554731503913,0.04906591883077413,0.14405195182668087
300,1.0787425057402191,0.3908097563557825,0.10005121420864081,0.2936601530429951
400,1.0865269747065904,0.38313525579216196,0.13485348730732086,0.311253406200053
500,1.0810042170652088,0.3914227690436293,0.1592778749547771,0.43314668109249943
600,1.0807001288042761,0.39069228173823134,0.16346515309949972,0.4740655973148703
700,1.0814273026800227,0.39601408179981273,0.20387650546764668,0.5180670611161673
800,1.0836715546905007,0.3878784839850155,0.22928996281253444,0.628133579748204
900,1.0849941571500314,0.39108984829649507,0.23055221063152911,0.6799434459300849
1000,1.074608908536058,0.3981352315047989,0.25054399736594485,0.7289404246411071
1100,1.0772764978728868,0.3956539590661345,0.26173407499075596,0.7237240173663038
1200,1.0776273261404574,0.38721838211108733,0.289485579296838,0.8231291025979961
1300,1.0761657275467829,0.3924328931608142,0.2972881872377678,0.8159836952717378
1400,1.0773983161024103,0.39866988819745175,0.3336594321372744,0.9160766222976688
1500,1.0735679035519294,0.38758996361756065,0.3460903358066748,0.9060910450188516
1600,1.0806943343994644,0.39443307861538757,0.3445966883091681,0.9816852381550988
1700,1.0709468629484997,0.38590407775461416,0.3575344337870186,0.9885649477897606
1800,1.0822757206938365,0.3847532097414237,0.38348947541649514,1.004550519044105
1900,1.0713700078483186,0.3836373910555829,0.39756779176630175,1.088227381153155
2000,1.07278096556989,0.3832442589289545,0.3878346500709021,1.142278529284214
2100,1.0769423904002442,0.3948706994897294,0.4214616249269094,1.1365606355677558
2200,1.084179832108745,0.3906804836472369,0.40559767724006274,1.1467149468610478
2300,1.0738562726270908,0.3878486055556513,0.43135583996074844,1.1741936834734337
2400,1.085838647844682,0.39734021195565705,0.43180572763848224,1.1908542936930162
2500,1.084378459164879,0.3996837599497168,0.4469725778156059,1.2618483272646628
2600,1.079007410265425,0.39411339992391353,0.45220568069584915,1.2105578513512498
2700,1.076109222900421,0.3985182270662324,0.44863495088382,1.2533927603201567
2800,1.0843336035025561,0.38770444895173656,0.46138404378824843,1.2804098317136519
2900,1.083870422748252,0.3964764395929943,0.4834656469647022,1.3360562695086258
3000,1.0821755298283806,0.3844953561662348,0.49305847282724835,1.331950471080903
3100,1.0776376000580477,0.39614790772353853,0.47632879231527386,1.3048873331122914
3200,1.0781416294092323,0.38459065933159076,0.5053642181007789,1.387501794688405
3300,1.074782797810431,0.3972563396268436,0.5051902257523503,1.372699067764239
3400,1.0862842230302745,0.3862277617814283,0.4956606102802155,1.362092100790741
3500,1.0710322629766151,0.39587867356846385,0.5105921763376723,1.3539444104674772
3600,1.0820694875521857,0.39515432604610756,0.5134770576909454,1.4388710730070393
3700,1.0761787781031404,0.3911199289362717,0.5205027302181798,1.4114423762066137
3800,1.0797260548412289,0.4001321264302332,0.5194668307320994,1.4672258578674366
3900,1.0845822826742746,0.38930250922815396,0.5156909580021023,1.4176314489837978
4000,1.0789708028327303,0.3979804238863569,0.5108927550367514,1.468452870087387
4100,1.0836072177202702,0.3995861056873813,0.5416615678659932,1.4790660728159637
4200,1.0809112337242688,0.3966755537378662,0.5275264906951058,1.44740058795348
4300,1.0790240088556975,0.3939913267294101,0.5369569147789416,1.481652688436789
4400,1.0727281546350043,0.3836651371866469,0.5351048826604735,1.44576986904741
4500,1.0790399895884242,0.38744822129369955,0.5276513113620446,1.531448167745691
4600,1.07990381274687,0.39840860212494267,0.5535106676868018,1.5280038728956506
4700,1.0852724112472472,0.39222504127392516,0.5314184416136688,1.5271877578797257
4800,1.0806728349210748,0.3920992748687262,0.5355928740047825,1.4979666792759967
4900,1.0731519597922325,0.3897231499282834,0.5461940104794542,1.5254820981583315
5000,1.085169734498463,0.3918465114971095,0.5646410759915808,1.5469491597594862
