milliseconds,APC,APCAxin,APCAxinGSK3B,APCBCatenin,Akt,Axin,BCatenin,BRaf,C3G,Dsha,Dshi,EGF,ERK,GSK3B,MEK,P90Rsk,PI3K,PIP2,PIP3,PKCD,PP2A,PTEN,RKIP,Raf1,RafPPtase,Rap1,Rap1Gap,Ras,RasGap,SOS,TCF,TCFBCatenin,X,bEGFR,fEGFR,pAPCpAxinGSK3B,pAPCpAxinGSK3BBCatenin,pAPCpAxinGSK3BpBCatenin,pAkt,pBCatenin,pBRaf,pC3G,pERK,pGSK3B,pMEK,pP90Rsk,pPI3K,pRKIP,pRaf1,pRap1,pRas,pSOS,null
0,96.602,0.0015,0.0076,3.4392,200.0,0.0008,42.722,200.0,500.0,0.0,100.0,600.0,260.0,49.137,680.0,60.0,100.0,700.0,0.0,0.0,240.0,270.0,20.909,100.0,60.0,200.0,12.0,100.0,100.0,100.0,6.1879,8.8121,10.263,0.0,300.0,0.0153,0.002,0.002,0.0,0.9881,0.0,0.0,0.0,0.85544,0.0,0.0,0.0,0.8619,0.0,0.0,0.0,0.0,1.0
100,96.60145606661094,0.0015037203898478494,0.007599676989727579,3.4397405457859587,199.99999999982415,0.0007966131546772422,42.721383423143934,199.99999999953553,499.99896596353005,0.0,100.0,599.6029352632818,260.0,49.13863342805366,679.9999999999998,60.0,99.99988659923308,699.9999999757283,2.427153317040629e-08,1.4720216340729095e-05,240.0,270.0,21.18908694356179,99.99999999999233,60.0,199.99999370813873,12.0,100.00716979112539,100.0,99.99993381233206,6.187826538540264,8.812173461459732,10.26300000126567,0.3931328271263853,309.56483737022023,0.015297365250672773,0.0020022459621905253,0.002000379010754277,1.7577316785698763e-10,0.9880999175141013,4.644975457907664e-10,0.00103403647009691,1.071373586432556e-17,0.85412278214697,2.497605620756365e-13,2.617426888600205e-25,0.00011340076694159167,0.577748767044988,7.66928226964273e-12,6.291861353937428e-06,2.0887455794037974e-07,6.618766791717692e-05,1.0391809166020265
200,96.60139988126488,0.001506657195636005,0.00759937911584583,3.439794101611507,199.99999999860992,0.000793985224262999,42.72126542447367,199.99999999292936,499.99617645258735,0.0,100.0,599.1983710706586,260.0,49.14026825383672,679.9999999999925,60.0,99.99954660949558,699.9999999029068,9.709301778711125e-08,2.9438759086325354e-05,240.0,270.0,21.375450595485948,99.99999999988917,60.0,199.99995258029682,12.0,100.01433849082433,100.0,99.99976179436474,6.18776416483949,8.812235835160502,10.26300000544955,0.7859060139170494,319.12098022358566,0.01529543754674798,0.00200342242352652,0.0020011208419549943,1.3899990707009489e-09,0.9881000413559926,7.070689944557734e-09,0.0038235474127594656,6.565736898276297e-16,0.8528075927012022,7.649664769542537e-12,3.185089420285973e-23,0.00045339050442266284,0.38727641465143864,1.107992243181012e-10,4.7419703254020455e-05,1.5091755751014016e-06,0.00023820563522960323,1.08746040109129
300,96.60139634696229,0.0015089819691425277,0.007599101307536093,3.439795598125155,199.9999999953648,0.0007919496709094193,42.72120765863845,199.99999996585626,499.9920216754449,0.0,100.0,598.7863363430905,260.0,49.14190332666838,679.9999999999444,60.0,99.99898036000792,699.9999997816057,2.183941942076352e-07,4.4155627881620265e-05,240.0,270.0,21.49898881364843,99.99999999947511,60.0,199.99984890586848,12.0,100.02150526759584,100.0,99.99950746904955,6.187709674936353,8.812290325063639,10.263000012157452,1.1782980478472096,328.66845856599446,0.015294065186366688,0.002004015591659342,0.002001890857958883,4.635117950841817e-09,0.9881004304368716,3.414374687148281e-08,0.00797832455525598,7.219788577279711e-15,0.8514944288866533,5.5800856366318246e-11,5.272667278298174e-22,0.0010196399920745314,0.2595999930034142,5.248436952170413e-10,0.00015109413165288247,4.732404916885903e-06,0.0004925309504424005,1.1448150524788454
400,96.60139765727551,0.0015108285066393133,0.007598839599943898,3.439792712022438,199.999999989145,0.0007903766164985009,42.72116115608886,199.9999998968925,499.98680565908745,0.0,100.0,598.3668601280431,260.0,49.14353787640491,679.999999999774,60.0,99.99818819367617,699.9999996118978,3.881020318655926e-07,5.887082301316283e-05,240.0,270.0,21.580415553745553,99.99999999843185,60.0,199.99966118300753,12.0,100.02866948594014,100.0,99.99918916328,6.187661898107969,8.812338101892022,10.263000021075374,1.5702877171173182,338.2073025260945,0.015293109034783208,0.002004296789588905,0.002002556771203075,1.085489049228216e-08,0.9881010676592472,1.0310755820852224e-07,0.013194340912612665,3.9218146837559045e-14,0.8501832881500199,2.2624618144295016e-10,3.828780189864098e-21,0.0018118063238235613,0.17401554073187425,1.5681220798666716e-09,0.0003388169925690603,1.0514064187062486e-05,0.0008108367200031723,1.211225959928293
500,96.60139970602808,0.0015123012827200455,0.007598590888856477,3.4397894481820144,199.99999997905326,0.0007891646492097224,42.72112099973075,199.99999975911723,499.9807652885974,0.0,100.0,597.9399715996631,259.9999999999999,49.14517138795218,679.999999999335,60.0,99.99717046690783,699.999999393859,6.061407819376551e-07,7.358434519691403e-05,240.0,270.0,21.633614140185973,99.99999999636269,60.0,199.9993727486674,12.0,100.03583066298143,100.0,99.9988211562253,6.1876199936008955,8.8123800063991,10.263000031931462,1.9618541045335698,347.7375423554409,0.015292453973024396,0.002004416223492528,0.0020030834219049074,2.094664808358838e-08,0.9881019092775127,2.4088281734875266e-07,0.019234711402798373,1.4480451282152863e-13,0.8488741681497118,6.651083513749262e-10,1.7727884697093198e-20,0.002829533092179856,0.1166464319758415,3.6372760304567546e-09,0.0006272513326927652,1.933702446200778e-05,0.0011788437746939472,1.2866770908061005
600,96.60140171999218,0.0015134818952594281,0.007598352741633176,3.439786500717687,199.99999996423648,0.0007882345659978777,42.721085730427056,199.99999952136335,499.97408516279125,0.0,100.0,597.5057000588956,259.9999999999996,49.14680351695194,679.9999999984042,60.0,99.99592754943001,699.9999991275678,8.724320153091478e-07,8.829619543568257e-05,240.0,270.0,21.667891097494977,99.99999999281185,60.0,199.99897070967822,12.0,100.04298843463951,100.0,99.99841457480717,6.187583238002678,8.812416761997317,10.263000044487473,2.3529765815492993,357.259208428598,0.015292011049413403,0.0020044555709979347,0.002003478032908696,3.576344199047443e-08,0.9881029078742313,4.786367049271929e-07,0.025914837208980357,4.188923000243515e-13,0.8475670667453113,1.5959710418765764e-09,6.174582272267383e-20,0.004072450569992332,0.07819063245181718,7.188131184485803e-09,0.0010292903218703407,3.1565367760632955e-05,0.0015854251928303495,1.371154209069292
700,96.60140359877416,0.0015144340754284788,0.007598123250804871,3.43978390823452,199.99999994388384,0.0007875245087740979,42.72105465389657,199.99999914919061,499.96690915480053,0.0,100.0,597.0640749335263,259.99999999999903,49.14843403337286,679.9999999966703,60.0,99.9944598241111,699.9999988131051,1.1868946597836942e-06,0.00010300637492381127,240.0,270.0,21.689484700908796,99.99999998727917,60.0,199.9984451109082,12.0,100.050142529287,100.0,99.99797809098145,6.187550999621671,8.812449000378326,10.263000058534445,2.7436348025105883,366.7723312431661,0.015291714562323934,0.0020044580804279666,0.002003763022417931,5.6116089224770194e-08,0.9881040216713088,8.508094408078197e-07,0.03309084519961824,1.0241656416115438e-12,0.8462619819875306,3.3298098091575127e-09,1.7670595530531303e-19,0.005540175888897689,0.052412876735094364,1.2720814701201381e-08,0.0015548890919105864,4.747072138771698e-05,0.00202190901854999,1.4646441531257333
800,96.60140534664424,0.001515207600527723,0.007597900920035933,3.4397816182047625,199.9999999172248,0.00078698616578518,42.72102725529856,199.99999860564458,499.959349418107,0.0,100.0,596.6151257781511,259.99999999999784,49.15006278370112,679.9999999937276,60.0,99.99276768678506,699.9999984505549,1.5494450366402358e-06,0.00011771488498334734,240.0,270.0,21.702576643678505,99.99999997923182,60.0,199.99778828722148,12.0,100.05729274723575,100.0,99.99751846467991,6.187522724753341,8.812477275246655,10.263000073889026,3.133808699083146,376.27694141973615,0.01529151749789683,0.0020044458328537305,0.0020039632997744753,8.277512243811567e-08,0.9881052172726469,1.3943554965396786e-06,0.04065058189320265,2.214309710080786e-12,0.8449589121086307,6.27263130550975e-09,4.3802321963645045e-19,0.007232313214940245,0.03513348908535138,2.0768172350903234e-08,0.0022117127785552825,6.725277345997158e-05,0.00248153532007615,1.5671343533316282
900,96.60140695629828,0.0015158413495131434,0.007597684575053527,3.439779600243139,199.99999988352727,0.000786581805288279,42.72100307149824,199.99999785184784,499.9514934002579,0.0,100.0,596.1588822740805,259.99999999999574,49.15168966561819,679.9999999890689,60.0,99.99085154607863,699.999998040003,1.9599968965393487e-06,0.00013242172702134322,240.0,270.0,21.709970006008017,99.99999996811323,60.0,199.99699435877852,12.0,100.06443894475971,100.0,99.99704096665462,6.187497927554274,8.812502072445723,10.263000090390351,3.523478474857711,385.77306970177784,0.015291387001827405,0.0020044295048420695,0.002004101027453821,1.1647264789810448e-07,0.9881064694667054,2.14815222384685e-06,0.04850659974224456,4.358945690661201e-12,0.8436578555132859,1.0931324691736682e-08,9.730362898740377e-19,0.009148453921366421,0.02355074162865789,3.1886758906076605e-08,0.003005641221546614,9.105524979444637e-05,0.002959033345356099,1.6786125103881757
