milliseconds,CL_m,CL_p,P97_m,P97_p,P51_m,P51_p,EL_m,EL_p,PIF_m,PIF_p,hypocotyl,P
0,0.9752817257977521,0.9978195063098053,0.984306567434965,0.9768780054950735,1.0130763788290864,1.010317019274274,1.0077591930559062,1.0064114812563938,1.0098423495511926,1.0075881330509064,1.0014092947846753,0.9929644784210993
100,0.9511475854257602,1.0668049459212015,1.0021558001005038,1.0534817264701064,0.9594814407643593,0.997936705821737,0.9552385755027871,1.0663762984336052,0.9984813391937636,0.7124882812345349,1.0072018665877316,0.9268117388642062
200,0.9347833162960906,1.0906615015085843,0.970862989541228,1.1245858185420685,0.9354113405524895,0.956543049800502,0.9233075899155919,1.1131385623553152,0.9718794732909245,0.5374698396379288,1.0182697281834145,0.8195919898417899
300,0.8861166621269463,1.1362026296258911,0.9589661791595716,1.1884860517251432,0.886055795327243,0.9533215675506621,0.8735030592853079,1.1696024338490243,0.9563100457493993,0.391235349420623,1.0234955563082084,0.73245078570531
400,0.8773443016013729,1.1491036681690372,0.957243355074378,1.2768236465312288,0.8627581407909762,0.9515229459917042,0.839113554784612,1.2086287153063784,0.9511466373356683,0.3115962891806864,1.0252270964068317,0.6571287833926988
500,0.8254707428308162,1.188072445740844,0.9461660175117328,1.3284890139618535,0.8316716547071488,0.9298510876903449,0.8261073127469308,1.2345185719950407,0.9467360299376466,0.2689921615699811,1.0295684072435716,0.6075873441401397
600,0.8004867585770699,1.2008626960435351,0.9070399002732846,1.350582565128308,0.8006221940251396,0.8878428971309787,0.7889199907407423,1.2811149251174512,0.9089617060358279,0.20930011525480927,1.0354331220668873,0.5476830990162104
700,0.740072865515717,1.1861752081123313,0.8970605179289841,1.4378819191429042,0.7538041876925284,0.8817928458066776,0.7446417371955206,1.3073477406094165,0.9053073252131725,0.19439306836185719,1.037291249284933,0.47970499304438924
800,0.7460279406508271,1.2056038997941694,0.8778808026031603,1.4916915789376017,0.7317363723217953,0.8671635081885672,0.7312509300658665,1.3201794130387599,0.8868984659320752,0.17939919894869322,1.0401207196362714,0.43663874610376063
900,0.6928373019589973,1.2048257581139343,0.85022597141224,1.5037601982958386,0.6980908767648494,0.8519158846013174,0.6924532272145315,1.3445802314014361,0.8869022772418723,0.17217827083596585,1.0404439809637531,0.4318960908111963
1000,0.6497578694132836,1.173329571874599,0.8367618728031905,1.55795645790162,0.6717102521762751,0.8290928367305118,0.6648658566977828,1.367843303502205,0.8820949001473878,0.13907149416851536,1.0419792399771206,0.390641385005005
1100,0.6280599973642674,1.1750287822775334,0.8324796672342408,1.5871096567039304,0.651559528492425,0.7996267836677081,0.6304224020077652,1.369396805947554,0.8602954397519588,0.1339369212863862,1.0451765444911907,0.3542248388176362
1200,0.5988065980671228,1.1623283656522279,0.8205210581811512,1.6389299792327645,0.6206749910923278,0.7701936133944598,0.600205724376789,1.389825674671029,0.8392285375748793,0.15270308046533043,1.0468118094941008,0.30390517029901315
1300,0.5727635868769196,1.1594092693378049,0.7896412619797503,1.6892523544942764,0.6133983325468986,0.7562954737937222,0.5917668156009448,1.3928984386246297,0.8416696522284935,0.1487968671686274,1.0484207363627691,0.28399164867548665
1400,0.5599693195862867,1.1859680866524074,0.7874946936504972,1.675789359304745,0.5957058894193423,0.7257847273561651,0.5720200158528188,1.3952170285916285,0.8325532706806055,0.14013037458405017,1.050042503383849,0.2660018058170186
1500,0.5311259217327113,1.1487077444457556,0.7722960419218413,1.7057302974721322,0.5771009544854432,0.698740380976865,0.550164460513399,1.3939192844255581,0.811379436542614,0.1483880774784031,1.0496411843706317,0.24306485521427307
1600,0.5269639149552815,1.1224297311190028,0.755372677594163,1.7697145780910897,0.5483238207194775,0.6882743224855549,0.5141881923964446,1.4037315509199184,0.8028273626828458,0.11500656279562264,1.0512064905427847,0.20116739686101584
1700,0.5098815392195276,1.1328969701670328,0.7240822839665652,1.7667020924540473,0.5449812354455947,0.6659140923270928,0.5163171912751912,1.4047839450438695,0.7895531052730905,0.13565167259903954,1.0522082199031875,0.17934144922266093
1800,0.4752539366628112,1.0740002686288541,0.7419114262946827,1.8149790755036648,0.5191919854800182,0.6468021912099982,0.4820404353474421,1.3988378765239506,0.7781555992183841,0.11958646589878903,1.0579138312641718,0.152832959316255
1900,0.4535612039511246,1.0937096154224348,0.7053436048708455,1.83368728101091,0.4971596554872784,0.655249396117294,0.47503113545211173,1.3882765667808112,0.7840064305574029,0.11540167564111853,1.0571100025219626,0.13471110667278194
2000,0.40800419492596246,1.0676392835356112,0.7115918505120536,1.8267313410669697,0.4929724664147931,0.6099352450311112,0.461118551949778,1.385683559615662,0.7640708805511722,0.12793888801709413,1.0572616176229859,0.14410123223723798
2100,0.421118842902495,1.0148181654741093,0.6746207268972236,1.8547191751492458,0.4673659669369077,0.609487983986458,0.4636460583783616,1.3854977496124257,0.7395699243055002,0.11401034860040599,1.0587588558307561,0.1347329927036096
2200,0.393668122348459,1.0113163087671828,0.6573664016259047,1.8906131409943163,0.4639140391213169,0.5848259822567888,0.45113968876793037,1.375703936673794,0.7386250248011781,0.1077265149120133,1.064065298268296,0.09082982202749966
2300,0.37663726506734363,1.0115692899073079,0.6474670203116002,1.8952777082311036,0.45151713571361274,0.5734879097372364,0.4291836393953855,1.3656131440100179,0.7172904895640617,0.10786162596122838,1.0612270478598254,0.09622709511115672
2400,0.3444417811953052,0.9479205831120484,0.660343538724429,1.900528855017482,0.45562600261592273,0.5620332275643471,0.4191206028943159,1.3566583428113246,0.7130356201514266,0.10042338452681,1.0652290769393884,0.10152257233003505
2500,0.32095618909244983,0.9371276922653291,0.6277810722538084,1.9241006797887885,0.44938335961705633,0.5286130656899093,0.4140086014734414,1.353376341776921,0.7218712128760961,0.11339863624656217,1.0658292304144181,0.10443266770680958
2600,0.30490286984267506,0.9344726542698527,0.6428015686727322,1.9275612567840876,0.4385423453360661,0.5381308912442121,0.405959295914657,1.3458198552558092,0.7071342527849628,0.10043894998268013,1.0670208595317885,0.068465727961518
2700,0.31963142397751554,0.8771375198230652,0.6271073350120967,1.9431422613043223,0.4343862179444815,0.5171446388532417,0.41632033320775264,1.3447103785240895,0.6767517897912749,0.1176524728778659,1.0686967200979052,0.04878234632540149
2800,0.31958573425963105,0.8683361467905464,0.6002921926043258,1.9044975273705833,0.4393922483795505,0.5096670249921524,0.4078503011170312,1.329576659577665,0.6946527706069892,0.11908050094587126,1.071022005853971,0.0609538864892614
2900,0.2740900989442436,0.8506443603663909,0.5947795341266149,1.9209385810943598,0.4463963203420481,0.4914175334862768,0.41999161948997904,1.320243805200468,0.6716416287774782,0.12347090705688102,1.0736969625644193,0.07599380234522404
3000,0.2589703212852377,0.8168238898884485,0.5838700938995798,1.93407944891204,0.43770873323937903,0.4991077541335968,0.3916347169524753,1.3118102008968011,0.6517104762613927,0.10262193681198954,1.073542752494241,0.06678405363942765
3100,0.26657374320885685,0.7969216798147496,0.5873311116129415,1.920638809651599,0.43083034154771666,0.45802739270946613,0.39294210093759435,1.2953209857208674,0.6461177189989863,0.09128195941600115,1.075761646086992,0.021330489562906844
3200,0.2687095190007251,0.7998025129530093,0.5721032672543468,1.915420321302548,0.44568877070555984,0.4660263591108736,0.4042132305237775,1.2887533081906242,0.648123895710132,0.10112499683045924,1.0742162920096405,0.02155920202353843
3300,0.2575277796188288,0.7479095969787073,0.5617151962387074,1.966881148518965,0.4440230405885457,0.44791005602444717,0.40693299088143403,1.2785784615032985,0.6322061108209651,0.09265861217851573,1.0794066594732337,0.028041572563411266
3400,0.2399168805269365,0.7353364645732092,0.5468094340658187,1.9200724641075164,0.42427353108673355,0.457409542316542,0.41041724077383035,1.2676260285850691,0.6145305089858218,0.0869680950141112,1.0788476817695887,0.040456065662337046
3500,0.23123469953596443,0.6933970274974779,0.5479058575607301,1.94868253167249,0.43813104537491443,0.43219894530131947,0.4164500836796112,1.2659020372759113,0.6136998939707561,0.09130187674138804,1.0824840006854048,0.04386068031788717
3600,0.19890647926557567,0.665545776200604,0.5476276756826028,1.9255463791868321,0.4558421128106599,0.43361607367509475,0.4248363803525086,1.262091935376644,0.6203093573695324,0.08932070200965385,1.0825852833617644,0.0332958323116633
3700,0.2067107525103887,0.67849971701839,0.5323248893527738,1.9643722656393274,0.45892494131081607,0.42884263648526855,0.433373577036219,1.2577983859222355,0.611375989363109,0.10028582511371487,1.0847731661513536,0.045307143465152855
3800,0.17705623759007091,0.6707941129054691,0.5238757388757511,1.9536633920702722,0.4680089959204917,0.4331355023605892,0.440967099209785,1.2542753391624588,0.5852743147637414,0.10048118999122996,1.0839111379429296,0.045045955437121685
