milliseconds,G0,G1,rA,I,rI,A,AI,A2,G2,G3
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.9999999999909617,9.038431886143544e-12,0.09745872278213828,0.012552624283753026,0.01779344696514736,0.06875119362293587,4.314593751522935e-07,2.1464301339848704e-06,0.0,0.0
200,0.9999999994662421,5.337580115444005e-10,0.1947363408195231,0.05015446171561682,0.03555382895793963,0.2746437084717782,1.3772148873845346e-05,6.262586609232021e-05,0.0,0.0
300,0.9999999943662273,5.6337727246340074e-09,0.2918331906539028,0.11267539518453612,0.05328120846575817,0.616743801202821,0.00010425920352256536,0.0004357659443657218,0.0,0.0
400,0.9999999705710341,2.9428965958115075e-08,0.3887496082016357,0.19988399168571222,0.07097565221484674,1.093390014322399,0.00043758687219390543,0.0016893887401905816,0.0,0.0
500,0.9999998953433458,1.0465665420057717e-07,0.48548592875485663,0.3113998873435147,0.08863723850653084,1.7020383321505175,0.0013285320210088204,0.00475841075653933,0.0,0.0
600,0.9999997080122829,2.919877171227118e-07,0.5820424869826366,0.44665037437880717,0.1062660691937323,2.4391959194899195,0.0032843912509231705,0.010956245003844041,0.0,0.0
700,0.999999310785847,6.892141529261253e-07,0.678419616932141,0.6048331577851774,0.12386228644466105,3.3004212716472083,0.00704226857363861,0.02195607225777391,0.0,0.0
800,0.9999985603431066,1.4396568933720103e-06,0.7746176520297847,0.7848872970763385,0.14142609404004008,4.2803775741815056,0.013598204888054482,0.039749587353271415,0.0,0.0
900,0.9999972606897015,2.73931029856084e-06,0.8706369250823858,0.9854741727677823,0.15895778265917596,5.3729295602927705,0.024226315574960647,0.06658899388919921,0.0,0.0
1000,0.9999951576177238,4.842382276263954e-06,0.9664777682783169,1.2049699092788833,0.17645775838653255,6.5712747039111585,0.04048650947500913,0.10491754189558715,0.0,0.0
1100,0.9999919350162267,8.064983773354977e-06,1.062140513188655,1.4414703721644007,0.19392657359354135,7.86809962384743,0.0642196758343322,0.15729372792780555,0.0,0.0
1200,0.9999872130800423,1.2786919957608755e-05,1.1576254907683274,1.6928087169769905,0.21136495914426168,9.25575080393575,0.09753036360850365,0.22631459298971207,0.0,0.0
1300,0.999980548410247,1.945158975296126e-05,1.2529330313572584,1.956585223596879,0.22877385698104113,10.726410069473355,0.1427572213045384,0.31454276371223017,0.0,0.0
1400,0.9999714358422773,2.856415772273734e-05,1.3480634646815102,2.2302080997888765,0.2461544521332377,12.272264845352694,0.2024325130898251,0.42444156642591807,0.0,0.0
1500,0.9999593117185286,4.068828147141679e-05,1.4430171198544246,2.5109431325246576,0.2635082033812475,13.88566529157858,0.27923282998830384,0.5583211064655695,0.0,0.0
1600,0.9999435583838691,5.6441616131023694e-05,1.5377943253777622,2.7959703422784217,0.28083687181837597,15.559261123398715,0.37592284094940387,0.7182979863284439,0.0,0.0
1700,0.9999235095272789,7.649047272114908e-05,1.6323954091428374,3.0824447805718598,0.29814254675365903,17.286114181403086,0.49529493969059085,0.9062692018555863,0.0,0.0
1800,0.9998984559225733,0.00010154407742673773,1.726820698431654,3.367558006444695,0.31542766876328127,19.05978507349348,0.6401082445304305,1.1238993264333266,0.0,0.0
1900,0.9998676513663071,0.00013234863369292882,1.821070519918037,3.6485982532641916,0.3326950496497866,20.87439280573297,0.8130289390855668,1.3726205304655277,0.0,0.0
2000,0.9998303184588584,0.00016968154114148403,1.9151451996687627,3.9230062829737244,0.34994788917138714,22.724648325076664,1.016574952236928,1.6536434751186935,0.0,0.0
2100,0.9997856540488849,0.00021434595111509904,2.009045063144687,4.188425807518937,0.3671897893087009,24.605869507480037,1.2530660883932838,1.9679747578970541,0.0,0.0
2200,0.9997328341393434,0.00026716586065646833,2.1027704352018715,4.442745540800247,0.3844247656102396,26.513971445219664,1.5245825468049565,2.316442513542505,0.0,0.0
2300,0.9996710180910869,0.00032898190891291303,2.1963216400927066,4.684132209900135,0.40165725573107164,28.44544589023047,1.832932498397332,2.699722907461602,0.0,0.0
2400,0.9995993521081367,0.0004006478918632568,2.2896990014670338,4.911053372850908,0.4188921261792048,30.397321250568183,2.1796298645607237,3.1183712508908132,0.0,0.0
2500,0.9995169720318807,0.0004830279681191881,2.3829028423732668,5.122291359200313,0.43613467773327574,32.367122119234615,2.5658809788387855,3.572848907738779,0.0,0.0
2600,0.9994230054646912,0.0005769945353086866,2.475933485259505,5.316947710693672,0.45339064952909464,34.35281992471164,2.992580755264255,4.0635498865803195,0.0,0.0
2700,0.9993165732763963,0.0006834267236035877,2.5687912519746545,5.494438820144581,0.470666222033908,36.352782316361186,3.4603176644032403,4.5908236607461665,0.0,0.0
2800,0.9991967905704113,0.0008032094295886051,2.661476463769537,5.6544835233066495,0.4879680193596227,38.36571899029675,3.9693867597187324,5.154995742476993,0.0,0.0
2900,0.99906276720137,0.0009372327986300244,2.7539894412980046,5.797084056552849,0.5053031112641672,40.39062973012409,4.519809340025295,5.756383831149367,0.0,0.0
3000,0.9989136079572425,0.0010863920427574812,2.846330504618045,5.922501825056366,0.5226790150083555,42.4267550592751,5.111357803411893,6.395310059636673,0.0,0.0
3100,0.9987484124829993,0.001251587517000641,2.9384999731928945,6.03122890763318,0.5401036971569885,44.473530302716554,5.743584766840423,7.072109402887635,0.0,0.0
3200,0.9985662750534944,0.0014337249465054076,3.030498165892138,6.1239567548395115,0.5575855754465445,46.530544433188815,6.415854994904485,7.787134289510526,0.0,0.0
3300,0.9983662842725375,0.0016337157274622467,3.1223254009928136,6.201543065518484,0.5751335208102524,48.59750220245224,7.127379152577773,8.54075665878645,0.0,0.0
3400,0.9981475228028591,0.0018524771971406377,3.2139819961805154,6.264979378594349,0.5927568595071198,50.674191495698665,7.8772468442917525,9.333367762967402,0.0,0.0
3500,0.9979090671051302,0.0020909328948695368,3.305468268550492,6.315358756574197,0.610465375302861,52.76045121929321,8.664459562425085,10.165377748212945,0.0,0.0
3600,0.9976499871841762,0.002350012815823543,3.3967845346087433,6.3538431846254255,0.6282693120611041,54.856149650059635,9.487963927699406,11.037209858813753,0.0,0.0
3700,0.9973693466329069,0.002630653367092805,3.4879311102731143,6.381635986411245,0.6461793761420314,56.96116997338737,10.346679912711425,11.949293555732828,0.0,0.0
3800,0.9970662025608197,0.0029337974391801004,3.5789083108743895,6.3999522349876035,0.6642067388094692,59.07538529519296,11.239531070583558,12.902061895545197,0.0,0.0
3900,0.9967396060453926,0.0032603939546071714,3.6697164511573837,6.4099972778616205,0.6823630388211848,61.19865251035488,12.165466661018979,13.895943532967038,0.0,0.0
4000,0.9963886026069554,0.0036113973930443906,3.760355845282027,6.412946568744766,0.7006603843362549,63.330809865314215,13.123482464140496,14.93135353242953,0.0,0.0
4100,0.9960122327255416,0.0039877672744580055,3.8508268068244593,6.40992890042655,0.7191113549500208,65.4716704223234,14.112638196872274,16.008687927602026,0.0,0.0
