milliseconds,TGFb_R1_surface,TGFb_R2_surface,TGFb_R1_endo,TGFb_R2_endo,TGFb,TGFb_In,Active_R2,Active_Rec,Active_Rec_endo,Inactive_Rec,pS2_c,S2_c,S4_c,pS2_pS2_S4_c,pS2_pS2_pS2_c,Smad7mRNA,S7,Smad7mRNA1,pS2_n,pS2_pS2_S4_n,pS2_pS2_pS2_n,S2_n,S4_n
0,16.2546328702832,6.919188387413276,18.874812474148598,28.26777801017293,100.00054709125904,0.0012569883626993021,0.013054625040612245,0.1493571265001304,0.013165858385460683,0.005340035931223672,0.003424824703802757,640.7751630548006,460.87537424556814,-0.7183331095063207,0.004867606647787314,0.0564200521602388,12.062472132849635,0.36708328637243043,0.0017769568267434494,0.345662173208255,-0.0027070268067036643,238.02542430477538,169.4387362948214
100,9.82564454417581,0.09247595734035277,18.789961738598244,27.99992614903571,99.99502449656855,0.0007956030877837778,0.79398100401926,3.2424813178532084,0.03789533954616179,3.150923248718951,0.015794590190337198,638.8265792241259,459.1654992181087,-0.2552011865300478,0.003774714825478783,0.056420046296801286,9.077514337449347,0.36708257787128873,-0.003630364883225175,0.17361904550472304,0.0033991144286577967,237.98260544701714,169.39166337603228
200,9.436759636957134,0.09111944038761367,18.485384600224975,27.42199864275265,99.99536485869456,0.0010097433713084564,0.7166556608774528,2.654391865544056,0.07226904119737204,4.321237425642625,0.028732796617795476,636.7554555087471,460.1152565952647,1.253596215686564,-0.0009973535172867207,0.05642005730566222,7.531928740302338,0.36708297529993034,0.0028467396186859437,-0.1664300934707098,-0.003400864905743186,237.31306840569462,169.41583456577916
300,8.976101251847982,0.09772717867121333,18.45942143886537,26.456135376534753,99.99447742743955,0.001527573682366786,0.7394798871048628,2.303396251691016,0.06808491002646197,4.8850800489291695,0.02773188081767014,639.5948814037687,460.4640024212023,1.2679993394048723,0.004063360637541629,0.056420057665242704,7.039006344155421,0.3670815207149079,0.003439395531028094,0.32477688550461986,-0.0032932510775905924,237.51308342741234,169.42571932810694
400,9.003939284196303,0.10533644588854918,18.352347079346632,26.697321650053098,99.9938233374615,0.003398240287254636,0.7135639907017761,2.336828651095338,0.11498035197135983,5.507720291495959,0.03696185895787758,637.4616068531012,461.1533403087942,0.9250775696618925,-0.0047906092859860624,0.05642004849394311,6.825295721091215,0.3670832575879417,0.004247076240452005,0.3843772231773753,-0.0011883928414571712,237.96134741436788,169.42827961483385
500,8.556557660496512,0.11378695046233966,18.03099634388771,26.351088393699385,99.99278085688698,0.005399828854125514,0.70755666015331,2.329715848520467,0.10658336358815654,5.705363983331855,0.04482315092627741,636.7542677122876,460.0451601670314,1.499852918458706,0.0005689959159001221,0.05642004816932967,6.48418347767883,0.367082533563279,0.004425581665230028,-0.05858595435834629,-0.0008323631052604021,236.93913481027255,169.4018152461068
600,8.288381687575196,0.05168568376791549,18.067150887086086,25.8511413289592,99.99305699561,0.00629846216048427,0.8688977026960266,2.303098793142926,0.1322355849651468,5.839888097173859,0.04532155989091419,637.7964455492746,459.5316798156892,0.7318282508256346,0.004280485810558991,0.05642005092161227,6.142589292826893,0.3670826463841845,0.014017855729278963,0.2766644385356116,-0.0011575632583333067,237.03822396359226,169.37472138847875
700,8.191961891747942,0.19486432237287477,17.792566387315464,25.12068392317954,99.9910022453592,0.006265959519597532,0.8538845961181846,2.4123268104263866,0.1383507141639052,6.170429411263477,0.046582093326495905,636.5226544228364,458.61262197309435,1.1738952845307007,0.005875018068988914,0.05642004962791958,6.103775895869621,0.3670822777789222,0.010883624307495052,0.4729005606625375,-0.0015753208563436317,237.51326730756386,169.4146098476061
800,8.06344369857669,0.10579894565358873,17.607845338878008,24.570508118820598,99.98994988855982,0.007444441824246255,0.8911209811704023,2.5771104053092917,0.18728994525105086,6.130501711298612,0.05228942593243567,636.3610762047891,457.7316926206765,1.075109208791905,0.004117519340874223,0.05642005416293738,5.7137538531145315,0.36708208838124157,0.01742366523049396,-0.2201277502872379,-0.002635241620339674,237.51919979995984,169.39047844646927
900,7.998802738622608,0.13907504873876692,17.708812523095663,24.647632941791407,99.99078675408899,0.0068666354463897536,0.9578686034364775,2.9169151146078733,0.18126660947824919,6.511809749157933,0.05483321583557421,634.3285084636879,458.3357337355574,2.949126257905273,0.005223423771651425,0.05642004725854334,5.700839469796799,0.3670821863403771,0.018272054146572524,-0.09430408612967886,-0.003473779770005907,236.4683685940465,169.39535511679156
