miliseconds,glycerol_i,cin,glucose_i,G6P,trehalose,F16DP,F26DP,trioseP,Gpd1,pyruvate,acetate_i,ethanol_i,Hog1,Hog1PP,Pfk2627a,Pfk2627i,AOG,gpd1mRNA,stl1mRNA,Stl1,AOGi,Fps1r,biomass,cellvol,glycerol_e,glucose_e,acetate_e,ethanol_e,trehalose_e
0,0.09640820357187037,0.5619426980670625,2.650273105431443,2.4508293776966537,0.005167689233058957,0.15022165164310017,1.37848e-06,0.10140038247012599,0.047031689318607274,0.01408966388024756,0.5380216033399291,7.180959344423284,0.44617473544833586,0.008819495997545364,0.0,0.0,0.0007092773875004026,0.006345772343310053,0.0009388895077862225,0.00010299893592335771,0.006035308072853169,1.6898039402744205,14.924424797458531,0.00024001589821830518,0.0023629780144535854,0.12132402700187225,0.0023814667830443087,0.012180598116200866,0.00016732599569403876
100,0.09639070175622441,0.561874130179069,2.6497990475095055,2.4503861479993625,0.005166671571819923,0.1503000101957667,1.37848e-06,0.10092111242639383,0.04702975025809528,0.014002060782106534,0.5379371692179882,7.178557358145567,0.44560324691924114,0.00923180882443867,0.0,0.0,0.0007092695173813855,0.006345509702226664,0.0009399510473753057,0.00010299562406567415,0.006035313955154953,1.2960248146940738,14.92472975961464,0.0002400224988532443,0.0023629879849090397,0.12132393210001934,0.002381471849399633,0.012181510395452103,0.00016732600179033343
200,0.09637586585202597,0.5618379933253902,2.649594216062894,2.449998908923495,0.005165892748451822,0.150454668947412,1.37848e-06,0.1006010480084759,0.04702801125073903,0.013924752580002288,0.5378561863575031,7.17638508207347,0.4452310046265822,0.009627067761725276,0.0,0.0,0.000709267043268576,0.006344084473102673,0.0009406343943039059,0.00010322556108908423,0.00603531935348677,1.10857263101169,14.924845469138097,0.00024005743062107722,0.0023629914077874254,0.12132374430125958,0.0023814925610895223,0.012181758066008855,0.00016732601241223522
300,0.09637263103839873,0.5617304334546207,2.6490474534027744,2.4498600854704864,0.0051658183379383,0.15066882130646828,1.37848e-06,0.1005139965956416,0.04702553830804766,0.013786018008124285,0.5378040423526805,7.17493916835356,0.44464043552232146,0.010061292151131399,0.0,0.0,0.0007092588048417986,0.006341643950608448,0.0009415340264695328,0.0001032167290307862,0.006035330592685468,1.015030038647949,14.924939480871307,0.00024009586629174015,0.0023629982904799156,0.12132357492183979,0.0023814987475143635,0.012182676567621549,0.00016732601474854207
400,0.09636028858539793,0.5616827755836592,2.6489099719627625,2.449391228950571,0.005164985756963351,0.15082655421920899,1.37848e-06,0.10017132266985433,0.04702254978794653,0.01369854124247069,0.5377557344401992,7.173790841774158,0.44424538433017596,0.010501453845331505,0.0,0.0,0.0007092469032464839,0.006339232251913361,0.0009414929663199016,0.00010335908597961455,0.006035334034255297,0.9630144467831208,14.925204436584552,0.00024010258229828222,0.002363000109595423,0.12132338169116746,0.002381511171713753,0.01218284870090056,0.000167326028834117
500,0.09634597331856393,0.5616328513392469,2.6483120774766373,2.449196106201566,0.005164081370995553,0.15102534592017197,1.37848e-06,0.09987831138861863,0.047020715219767785,0.013563242469298445,0.5376484701423934,7.172145818015889,0.4437236629278371,0.01083386218760826,0.0,0.0,0.0007092478445610419,0.006339082675525431,0.0009422019185097032,0.0001035211413347064,0.006035338684940397,0.9317366983360791,14.925275951142963,0.0002401394639987857,0.00236300488424616,0.12132317551159272,0.0023815186458016656,0.012183371396387517,0.00016732602931884938
600,0.09634078436597003,0.5615257259622232,2.648172978793085,2.44869509707508,0.00516291566180761,0.1510681501802277,1.37848e-06,0.09933682441417573,0.04701938952093981,0.013475965171306512,0.5376449559859988,7.172130569321406,0.44350799955695697,0.011244357881336079,0.0,0.0,0.0007092342156790183,0.006336866352272395,0.0009427648340113647,0.00010353328400651569,0.006035351670871375,0.9256789002715867,14.925664602343906,0.00024018713511522258,0.002363012454762335,0.121323017245908,0.002381532637962065,0.012184038573395103,0.00016732604072103486
700,0.09633496084406028,0.561474289828227,2.6476554832329784,2.4483431894168857,0.005162720974293241,0.15127840273864585,1.37848e-06,0.09928709406460154,0.04701634353119406,0.013473283388736126,0.5375057513258286,7.170860308621712,0.44300750167585723,0.01162920866069025,0.0,0.0,0.0007092292662311252,0.006334623049658941,0.0009437559852831589,0.00010358665201007712,0.006035357847809623,0.9097701882147157,14.925726551362626,0.00024021379402030719,0.002363013741679063,0.12132285367992744,0.00238155915835883,0.012184470047078755,0.00016732603984696338
800,0.0963249877923061,0.5614522565666193,2.6474155401454724,2.448231824549111,0.005162171897288928,0.1513707749937566,1.37848e-06,0.09900326628886587,0.04701449447790074,0.013323952615149728,0.537467332525742,7.169136168698413,0.442635501577792,0.011850247502862142,0.0,0.0,0.0007092248182529865,0.006333446410276863,0.0009441469471597758,0.00010372901519469257,0.006035359050375619,0.8896235809819161,14.926064488811507,0.00024022614563938747,0.0023630207291531215,0.12132284126282233,0.0023815585674334012,0.012185232154951507,0.00016732605314837272
900,0.09630979838264046,0.5613526358254777,2.647187868868636,2.447531507366508,0.005161418553316776,0.15151619088852106,1.37848e-06,0.09872187024504972,0.04701226200260935,0.013236583950549123,0.537429664970005,7.167280375938875,0.4424077782104543,0.012207800874637971,0.0,0.0,0.000709213766388144,0.0063319015566974815,0.0009462525159781135,0.00010383523997197905,0.006035371478277082,0.8868541118146253,14.926004625561998,0.00024026632833619132,0.00236302474300147,0.12132257495899608,0.0023815898480226082,0.012185833300698551,0.0001673260602138678
