milliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
1800,0.07060702728487195,0.5421768586812654,0.0011366894473101524,0.02858838727356009,0.0073020970199555385,0.00040253732852253764,0.11329916344431677,0.0031654960060400225,2.904847172852588,0.28145472162735014,0.5313320433903213,1.9659617455503389,1.3062291315169945,0.1884669905327185,0.08252684438723103,0.02391961307107266,2.0,2.0,2.0,2.0,3.0,1.0
1900,0.06647473830312985,0.5473333023010216,0.001162993508056852,0.02661299987957536,0.007323590125350924,0.000413328470271284,0.11735240618291021,0.0032548600229522274,2.9037653048629934,0.29000858104659194,0.5536672927191195,1.9788123511326756,1.3959958655302205,0.20804319202189753,0.08405054330209169,0.02250780637950796,2.0,2.0,2.0,2.0,3.0,1.0
2000,0.06294831032849635,0.5520795394292002,0.0011877053412360015,0.02477222177514054,0.007327534788311489,0.00042431330349258426,0.12139332285895076,0.0033455369084884065,2.9026304404988346,0.2985630401449267,0.5760132702489412,1.984703314186249,1.4851898456509303,0.22946882889929673,0.08620332229728642,0.02126900676515863,2.0,2.0,2.0,2.0,3.0,1.0
2100,0.0599397115923967,0.5564747341476802,0.0012110008026965438,0.02305746807834627,0.007315611216194114,0.00043550222895998014,0.1254243187325871,0.003437265839470808,2.9014425543478533,0.30711547250047505,0.5983033041178315,1.98715660907284,1.5732258509529766,0.2527373108764865,0.0890570639429583,0.02019524520164667,2.0,2.0,2.0,2.0,3.0,1.0
2200,0.057373486029139026,0.5605694425924209,0.0012330432924394564,0.02146062884906009,0.007289375349864652,0.0004469047493668075,0.12944710298118,0.003529835856232025,2.900201809627384,0.31566393812429383,0.6204890450085108,1.988139813926278,1.6594559290737287,0.27782816491059825,0.09267783803004702,0.019280142394900134,2.0,2.0,2.0,2.0,3.0,1.0
2300,0.05518501437745847,0.5644068464582289,0.0012539832836357802,0.01997405279925098,0.007250266821453927,0.00045852946139919316,0.13346288327199146,0.003623088363532741,2.8989085153738055,0.3242069898605646,0.6425386637182054,1.9885221866839868,1.7429467772722906,0.30470253863980096,0.09712222510553375,0.01851867336949228,2.0,2.0,2.0,2.0,3.0,1.0
2400,0.05331900059137203,0.5680238149637452,0.0012739582189424511,0.018590530083069403,0.007199616492698398,0.0004703841209489692,0.13747250603460792,0.003716913267565985,2.8975630842425444,0.3327435339780317,0.6644341030339412,1.9886842127145345,1.822093077207016,0.3332922245680533,0.10243380004066488,0.017906899963025313,2.0,2.0,2.0,2.0,3.0,1.0
2500,0.05172815781590269,0.5714518177269311,0.0012930928210457232,0.017303274453160045,0.007138653586291436,0.0004824757370331643,0.14147655736185213,0.003811242844710452,2.896165995444224,0.34127273001850594,0.6861685047170555,1.988759675813108,1.8937851066078144,0.36347547407316977,0.10863985634818406,0.01744167951811645,2.0,2.0,2.0,2.0,3.0,1.0
2600,0.050372071453318144,0.5747177083856579,0.0013114995717217837,0.016105905022665085,0.0070685124235474435,0.0004948106874923617,0.14547543554034997,0.0039060442742748403,2.894717763536565,0.34979391888035843,0.7077432978574356,1.9887754502389245,1.9517014426035126,0.39502420534571664,0.11574820690085892,0.017120356076815,2.0,2.0,2.0,2.0,3.0,1.0
2700,0.04921621665103979,0.5778443969351137,0.0013292794204081994,0.014992427848442508,0.006990238783819611,0.0005073948233373583,0.1494694033578342,0.004001312630019691,2.893218913512492,0.3583065710207123,0.7291666080083989,1.9887816939159668,1.986062124237245,0.42751595364223316,0.12374343892381659,0.016940433851599265,2.0,2.0,2.0,2.0,3.0,1.0
2800,0.04823111385312697,0.5808514242492805,0.0013465225517629326,0.013957217514761486,0.006904795892772269,0.0005202335726188925,0.15345862551714232,0.00409706374547035,2.891669961683886,0.3668102494375731,0.7504501049461245,1.9887812410824943,1.9972213568950508,0.46037735315222694,0.13258419959127246,0.016899232212485113,2.0,2.0,2.0,2.0,3.0,1.0
2900,0.047391599202468083,0.5837554559092433,0.001363309230169847,0.012994998868928596,0.006813070068131999,0.0005333320225010423,0.1574431958784634,0.004193328760901,2.890071402233232,0.3753045827505691,0.7716094335650083,1.9887812507576694,1.9992967825727053,0.4932425535747202,0.1422093177301448,0.016993591640925978,2.0,2.0,2.0,2.0,3.0,1.0
3000,0.046676199683899584,0.5865707033264003,0.001379710657708564,0.012100829034077335,0.006715876025045701,0.0005466949983865292,0.16142315686664577,0.00429015298128942,2.888423696207839,0.3837892460330397,0.7926638854613699,1.9887810847003358,1.99960362918079,0.5260134934310023,0.15255100580166578,0.01721976337518465,2.0,2.0,2.0,2.0,3.0,1.0
3100,0.04606659652766191,0.589309284050342,0.0013957898209887851,0.011270079801932302,0.0066139618620164355,0.0005603271401347718,0.16539851349470647,0.004387593812492747,2.8867272618801283,0.392263946949049,0.8136353521710185,1.9887811058200642,1.999636526759671,0.5586796170942574,0.16354248731243093,0.01757346307649028,2.0,2.0,2.0,2.0,3.0,1.0
3200,0.04554716528713144,0.5919815296270101,0.0014116023083217877,0.01049842048766454,0.006508013741457576,0.0005742329713200593,0.16936924345244017,0.00448571778868172,2.8849824672963074,0.40072841575458606,0.8345471171680018,1.988781212107084,1.9996341479160686,0.5912443140727375,0.17512040236674556,0.0180499819357793,2.0,2.0,2.0,2.0,3.0,1.0
3300,0.045104582464501934,0.5945962482011915,0.0014271970825923575,0.009781801315251809,0.0063986602772497965,0.0005884169575257949,0.17333530434905983,0.004584597429321165,2.883189625401694,0.4091823980874562,0.8554230112623059,1.9887812465533081,1.999618161198204,0.6237127825162818,0.18722565504246408,0.018644303355390697,2.0,2.0,2.0,2.0,3.0,1.0
3400,0.0447274882359811,0.5971609491683793,0.0014426172029415622,0.009116437374032161,0.006286476649070489,0.0006028835527075274,0.17729663895226327,0.004684308764251015,2.881348991456475,0.4176256497181105,0.8762868482971413,1.988781261287118,1.9996178126570587,0.6560891267863804,0.19980370684612903,0.019351212096021413,2.0,2.0,2.0,2.0,3.0,1.0
3500,0.0444061985302309,0.5996820345738849,0.0014579004897576733,0.008498793189746683,0.006171988452672303,0.0006176372356434419,0.18125317893009785,0.004784929505483847,2.879460762183053,0.42605793276339127,0.8971620752395523,1.9887812677612497,1.9996018420292243,0.6883766676319547,0.21280462676198833,0.020165391014529785,2.0,2.0,2.0,2.0,3.0,1.0
3600,0.04413245874931663,0.6021649625629862,0.0014730801319678794,0.007925567928779007,0.006055675303201386,0.0006326825384359111,0.18520484754527192,0.004886537823035836,2.8775250761159006,0.43447901292179064,0.9180715540887167,1.9887812691187754,1.9995628822165632,0.7205773735255263,0.22618296864588175,0.021081504458982717,2.0,2.0,2.0,2.0,3.0,1.0
3700,0.04389923352268689,0.6046143867189049,0.001488185236868653,0.007393681253211611,0.0059379742033460374,0.0006480240689290841,0.18915156158079743,0.004989211529403189,2.875542014741419,0.4428886574565219,0.9390374367662377,1.9887812705035528,1.9995644785005935,0.7526933808111964,0.23989756664396453,0.022094267691579007,2.0,2.0,2.0,2.0,3.0,1.0
3800,0.043700527127422575,0.607034274935292,0.001503241324724708,0.006900259830391617,0.005819282690441866,0.000663666528458914,0.19309323271729864,0.0050930275791678204,2.8735116041361897,0.4512866337104892,0.9600810956713712,1.9887812705333807,1.9995469223198574,0.7847262637109982,0.25391127354971954,0.023198503549384374,2.0,2.0,2.0,2.0,3.0,1.0
3900,0.04353123024087682,0.6094280107545176,0.0015182707711702316,0.006442624497675482,0.0056999617745654065,0.0006796147260416744,0.19702976851218607,0.0051980617651597085,2.8714338168977362,0.45967270800608834,0.9812230925373828,1.9887812708235402,1.9995162279229073,0.8166759276898603,0.2681906443943103,0.024389186984669634,2.0,2.0,2.0,2.0,3.0,1.0
4000,0.04338698917859592,0.611798479761888,0.0015332932008213247,0.00601827807569139,0.005580338679873188,0.0006958735897480457,0.200961073092389,0.005304388555356535,2.8693085742348043,0.4680466448207912,1.0024831734121726,1.9887812707976549,1.9995048576134877,0.8485428803308448,0.28270562752626177,0.02566147873138903,2.0,2.0,2.0,2.0,3.0,1.0
4100,0.04326409432880309,0.6141481432425319,0.001548325836320882,0.005624893818365,0.005460709401033517,0.0007124481758922992,0.2048870476403425,0.00541208102551527,2.8671357481229687,0.4764082061608227,1.0238802809766223,1.988781270853431,1.9994752722868019,0.8803270403452427,0.297429271297106,0.027010749916795848,2.0,2.0,2.0,2.0,3.0,1.0
4200,0.04315938502851598,0.6164791009437225,0.0015633838065003776,0.005260304486847628,0.0053413410853541165,0.0007293436764636601,0.20880759073023247,0.005521210848514701,2.864915163465631,0.48475715107755246,1.0454325738130148,1.9887812708458048,1.9994350438935304,0.9120270568156524,0.3123374127057581,0.028432598631576857,2.0,2.0,2.0,2.0,3.0,1.0
4300,0.04307016842527985,0.618793144580985,0.0015784804177966837,0.004922492027805977,0.005222474251779383,0.0007465654251351027,0.21272259855649253,0.005631848326477405,2.8626466002240205,0.4930932352859801,1.0671574553889014,1.988781270855046,1.999431311969852,0.943642315747766,0.3274084082380805,0.02992285985582562,2.0,2.0,2.0,2.0,3.0,1.0
4400,0.04299415031751677,0.6210918034242867,0.0015936273926413563,0.004609577838218209,0.005104324856344397,0.0007641189021191078,0.21663196508403387,0.005744062447114541,2.8603297954890095,0.5014162108568966,1.0890716048334048,1.9887812708539283,1.9993856883612733,0.9751709648246023,0.34262288218219916,0.03147761007192965,2.0,2.0,2.0,2.0,3.0,1.0
4500,0.04292937619218056,0.6233763831476518,0.0016088350783252095,0.0043198135943344085,0.004987086213939559,0.0007820097380692388,0.22053558214202873,0.005857920955522089,2.8579644454820428,0.5097258259618276,1.111191007945248,1.9887812708551844,1.9993558038752022,1.0066109925231956,0.35796347579315224,0.033093167460486704,2.0,2.0,2.0,2.0,3.0,1.0
4600,0.04287418096390987,0.6256479989346416,0.0016241126297544357,0.004051572622344144,0.004870930785470788,0.0008002437171856574,0.2244333394767735,0.005973490433584279,2.8555502074778225,0.5180218246559938,1.1335309935267395,1.9887812708552397,1.9993110272639483,1.037959742497618,0.3734146561854238,0.03476608861703793,2.0,2.0,2.0,2.0,3.0,1.0
4700,0.042827146149184196,0.6279076036786941,0.0016394681689946358,0.003803341788649034,0.004756011838753626,0.0008188267796629524,0.22832512477486253,0.006090836387936753,2.853086701642198,0.5263039466886887,1.1561062618743474,1.9887812708553003,1.9992757112182602,1.069214437395923,0.38896250093317497,0.03649316281747904,2.0,2.0,2.0,2.0,3.0,1.0
4800,0.0427870634137424,0.6301560119810161,0.0016549089242191093,0.0035737138897789576,0.004642464990456021,0.0008377650235827744,0.23221082366477766,0.006210023330160802,2.8505735127881087,0.5345719273334847,1.1789309184154424,1.9887812708545916,1.9992298707764216,1.1003717621218052,0.40459454023671054,0.03827140404664776,2.0,2.0,2.0,2.0,3.0,1.0
4900,0.04275290342652322,0.6323939206509585,0.0016704413510086444,0.0033613805061617533,0.004530409639579775,0.0008570647063271562,0.23609031970315333,0.006331114865860221,2.848010192051966,0.5428254972325315,1.2020185027629882,1.98878127085384,1.9991870549927764,1.1314276875667886,0.4202995938306056,0.04009804190718169,2.0,2.0,2.0,2.0,3.0,1.0
5000,0.04272378908546077,0.6346219263260333,0.0016860712388652027,0.003165125280282118,0.00441995030338695,0.0008767322455732259,0.23996349435023037,0.006454173774723707,2.8453962584943437,0.5510643822508825,1.225382017187596,1.988781270854421,1.9991599816934527,1.1623778156632119,0.43606763184756114,0.04197051145567633,2.0,2.0,2.0,2.0,3.0,1.0
