milliseconds,N,Na,Nan,MF,F,Bp,BN,A,K,B,MAx,Rasa,ERKa,Xa,MDusp,Dusp,Rast,ERKt,Xt,D,Kt,Fgf
0,0.5,0.2,0.0,0.1,0.001,0.1,0.001,0.1,3.0,0.1,0.1,0.5,0.2,0.1,0.1,0.1,2.0,2.0,2.0,2.0,3.0,1.0
100,0.4372835577451782,0.24745868172684823,0.00025973626022100766,0.09355656935022624,0.0018259919440617672,0.002108312542832987,0.014234177371552232,0.03997786754444335,2.948013623096479,0.16297339131537383,0.14401468704723738,0.6009132797240295,0.22337129544576806,0.09502733894239637,0.0985038356162569,0.09183680871661631,2.0,2.0,2.0,2.0,3.0,1.0
200,0.38268196225644435,0.28872164198037187,0.0003546128844638716,0.08748692842898702,0.0025711037707368033,0.00022273594201837677,0.02680641451058454,0.016734024599796248,2.927910824473365,0.16478509223323207,0.18097904516986843,0.701023973146745,0.2517651502837872,0.09082395219636642,0.0969515924638915,0.08432155976978115,2.0,2.0,2.0,2.0,3.0,1.0
300,0.3352488734400681,0.3245962294395833,0.0004293447315591353,0.08177418530802558,0.003241152662016039,0.00024924836125139266,0.03700915866673338,0.00774959517507486,2.9199520987067853,0.16735552041279816,0.21260141504286195,0.8003175739667464,0.2851261091706547,0.08748562591795751,0.09536283197739856,0.07741572210079935,2.0,2.0,2.0,2.0,3.0,1.0
400,0.29412816646672935,0.35579446746330606,0.0004987139878514363,0.07640185532367297,0.0038416025527512406,0.00026542397191041904,0.04548577706506052,0.0043088607203452395,2.9166459895796533,0.17163937573877838,0.24010193491576667,0.8987428608596852,0.32339722746479604,0.08509883503070784,0.09375673630599073,0.07108104710415482,2.0,2.0,2.0,2.0,3.0,1.0
500,0.25854861081336,0.3829422313090247,0.0005647163715596005,0.07135375885967377,0.004377583323654946,0.0002762856393557487,0.05272063179336779,0.0030218504478511945,2.9151070457103803,0.17715649441662878,0.2644467836123585,0.9962147669986388,0.3665168296040334,0.08374109330329627,0.09215212836449237,0.06527992133613263,2.0,2.0,2.0,2.0,3.0,1.0
600,0.22781855082231126,0.4065879767218543,0.0006275201254030587,0.06661402819118513,0.004853908123129179,0.0002855164119082368,0.059061978875215845,0.0025695947022142335,2.9142197525209577,0.18355829343640126,0.28645627958339587,1.092611803515839,0.41441587562239995,0.08348202302487122,0.09056768855332316,0.05997567927394678,2.0,2.0,2.0,2.0,3.0,1.0
700,0.2013205132408522,0.42721090788917854,0.0006870350371481098,0.062167145499900094,0.005275089659045954,0.0002944189789210779,0.06476015391289845,0.0024395464211108965,2.913553562621357,0.19059405045293734,0.30684939040836756,1.187768836334475,0.46701545722506455,0.08438511094192311,0.08902235948774981,0.05513287479332473,2.0,2.0,2.0,2.0,3.0,1.0
800,0.1785057323553597,0.4452285653699652,0.0007431807258518175,0.057997983017530355,0.005645355719608556,0.0003034120145727583,0.06999509734942481,0.002433186674165792,2.9129432249453453,0.1980834880220567,0.3262543496000698,1.2814645705591616,0.5242239742202148,0.08650995316921914,0.0875359223058806,0.050717511838439276,2.0,2.0,2.0,2.0,3.0,1.0
900,0.15888863078568466,0.46100382552310204,0.0007959336892375538,0.05409183930518521,0.005968664028836539,0.00031259889920046466,0.07489614509521329,0.0024742456857320635,2.912325882423685,0.20589700115261758,0.3452027578889015,1.373401831391045,0.5859335332960405,0.08991466226747472,0.08612972284164923,0.04669723619088668,2.0,2.0,2.0,2.0,3.0,1.0
1000,0.14204132299488675,0.474851310651554,0.0008453299751749298,0.050434470305741996,0.0062487164979587746,0.0003219813894668609,0.07955625727264543,0.0025338985177021413,2.911677760836231,0.2139414173727617,0.3641188642618847,1.4631771376281526,0.6520150287317187,0.09465805163002697,0.08482752127106197,0.04304149137255462,2.0,2.0,2.0,2.0,3.0,1.0
1100,0.12758822008975787,0.4870432185119766,0.0008914576037979035,0.04701211487824469,0.006488972914728595,0.00033153724019712604,0.08404225167452037,0.0026015850262648683,2.9109896652532052,0.2221497452516788,0.3833120731116271,1.5502338230410593,0.7223111841946006,0.10080124023509933,0.08365643259021728,0.03972164246354509,2.0,2.0,2.0,2.0,3.0,1.0
1200,0.11520081478571038,0.497814583569401,0.0009344466164339068,0.04381151480965813,0.006692664095655342,0.0003412460220876408,0.08840214804155584,0.0026736848322373775,2.91025765558743,0.23047381327291025,0.402977590848397,1.6337896437855373,0.7966264823120021,0.10840839880994607,0.08264791488671946,0.03671107164132748,2.0,2.0,2.0,2.0,3.0,1.0
1300,0.10459271498272173,0.5073679957136581,0.0009744590062968365,0.040819929514628386,0.006862804522464859,0.00035109590811153443,0.09267045241573695,0.0027490585613471003,2.9094795399735323,0.23887897230483182,0.42320677706885035,1.712727153247078,0.8747124182441846,0.11754646648780977,0.08183874228344487,0.03398524934618006,2.0,2.0,2.0,2.0,3.0,1.0
1400,0.09551497476560046,0.5158778115565299,0.001011679333745843,0.038025145769855245,0.0070022044816668684,0.00036108369469838004,0.09687196449977879,0.0028273522792135824,2.9086536778782683,0.24734027875909556,0.4440056771956254,1.785441650046037,0.9562461965485384,0.1282837619731212,0.08127187584084973,0.03152178424864663,2.0,2.0,2.0,2.0,3.0,1.0
1500,0.08775176508725337,0.5234938850851981,0.0010463064127398734,0.035415482776345215,0.0071134817100499785,0.00037121280070852823,0.1010245060186415,0.0029083795360211584,2.907778643816602,0.25583976007183407,0.4653183719264557,1.8496843171315969,1.0408013996947312,0.1406874282247636,0.08099710771189407,0.029300453429492956,2.0,2.0,2.0,2.0,3.0,1.0
1600,0.08111640942409692,0.5303448482425065,0.0010785462153092618,0.03297979290651969,0.007199072544570818,0.00038149102349923264,0.1051408640254305,0.002991936584413342,2.906853196118804,0.2643644678669236,0.4870510216268261,1.9026058967274608,1.1278141470392309,0.15481969622127967,0.08107131172495137,0.027303212277170138,2.0,2.0,2.0,2.0,3.0,1.0
1700,0.07544777443092811,0.5365410059538115,0.0011086059543978849,0.030707458835272795,0.007261242609196431,0.00039192871792348156,0.10923022155738762,0.003077747015952337,2.9058762990916316,0.27290504545671584,0.5090927801524583,1.9415479929334287,1.2165659868060306,0.17073329715857982,0.08155812061766471,0.025514182588765803,2.0,2.0,2.0,2.0,3.0,1.0
