miliseconds,s1,s2,s16,s22,s23,s24,s25,s26,s27,s28,s39,s40,s41,s42,s65,s29,s30,s31,s32,s62,s36,s45
1000,0.06494323685588356,0.21781456780512087,0.006603430227459175,0.020864322082858072,0.00031381326416619486,0.00031599064151000087,0.00017117418072911598,0.008848931055760586,0.007720859251707118,0.0009367809878285263,0.010067790160406754,0.047938457062706115,0.057559475974672085,0.05147539742229596,0.005374898163678318,8.128893074925062e-05,0.007618028593027391,-1.9601020186045507e-05,-1.8820564924795128e-05,0.016347793987835407,0.012457174958527523,9.269841529782002e-05
1100,0.06430005121443648,0.2353632786132062,0.006629538252749194,0.02083228415822412,0.0003175782585754477,0.0003419046233036931,0.0002996081944307381,0.009006077713072786,0.006688641612706946,0.0006035607175336364,0.010071574812072388,0.0525397079251065,0.0591206143874092,0.05285985335162933,0.006003620967152203,6.927708321480619e-05,0.006943474015097988,-3.012815991270658e-06,5.449504796874384e-05,0.016334170456086306,0.012315962722064863,0.0001520357469389669
1200,0.06258935299878099,0.25554544299259135,0.006549893042385795,0.0209701774837431,0.00033616176834178714,0.00046453110821917783,0.00027506715731169095,0.00913668988193027,0.0057174238205580175,0.0006240111616150693,0.010072385152682127,0.05516226381209871,0.06063932785870678,0.05771585753478862,0.006499246224916675,-4.094588346576695e-05,0.005221307234144103,-1.1939740940212826e-05,7.69426692512504e-05,0.016250398968212638,0.012240337736205158,0.0001489023450141432
1300,0.06170388761807686,0.275630103938143,0.006597275463667221,0.021083545725414893,0.00037476824467346046,0.0005747857877256835,0.0002486405563904646,0.009279343508653424,0.00506904855327278,0.00041653704274405827,0.010072674181038696,0.06090584320404882,0.06470067837756059,0.06279775597027235,0.0070101956481219505,2.060356283177935e-05,0.004556260826902696,-9.5330168258676e-06,6.69977606731317e-05,0.016242556618673538,0.012164629255865065,0.00019786663790515604
1400,0.06071815559888832,0.2971616139266252,0.0065485378232465205,0.02122151465081669,0.0004067279678798059,0.0005434808412113858,0.0004200918629143698,0.009085085843084558,0.004123124664417863,0.00042615364065729227,0.010072135406441404,0.06229301745082344,0.07034531414415114,0.06683095459364836,0.007494711832309457,-4.8512628810308184e-05,0.004250234785028151,5.029396357301386e-05,-3.0551756799247496e-05,0.016150860176551724,0.012114649619644459,0.00021128027355227577
1500,0.05900854844443967,0.31459227381682786,0.006525543063184243,0.021427269356312784,0.0005824609900853257,0.0007257343734274276,0.0003025331011806036,0.00902984128315055,0.003480938364394819,0.00035241908567139324,0.010071008041213872,0.06867674467254176,0.07606208826785124,0.0684244543434881,0.007884706091415878,-4.14593956640204e-05,0.0032036850043036164,3.0158590525033788e-05,-3.572421719942342e-05,0.016115135193081474,0.012084642622239745,0.00014203414770179082
1600,0.05844208765870689,0.36184553590770274,0.006467116543112923,0.021359346902275804,0.0005976853467436493,0.0007168121502008387,0.0003540593697463002,0.008748688872619783,0.0031496099247884657,0.0005275856855447999,0.010073111059667931,0.07280824194201585,0.07907918975493292,0.07465339092174743,0.008184768129994743,2.042158473843645e-05,0.003023375966303886,-4.1502664243916385e-05,-2.256180949784506e-05,0.016114172536548187,0.012003672324251221,0.00016734294228850673
1700,0.056314013125324955,0.36747462917872137,0.006467826932784185,0.02146222710671031,0.0006505843816174686,0.0007342035608685856,0.000459993730297563,0.008390714565137259,0.002732635630009026,0.00032501247437255633,0.010071025874404595,0.07384020692123852,0.08236997233163959,0.08048654069936918,0.00886325155814422,-3.8056022825587547e-07,0.002970011131924959,5.442756463268087e-06,5.643995064921235e-05,0.016052633395119868,0.011942953441577631,8.980661814840388e-05
1800,0.05510222353306898,0.39107253292443167,0.006419669676322329,0.02154690469945087,0.0007649769325730661,0.0008352148797831372,0.0005031540968065823,0.008139905137662993,0.002160379498297381,0.0005441132435667672,0.010070631455871795,0.0813252504114583,0.08782348896742899,0.08034126053059723,0.009259080386790556,-4.6016026157028425e-06,0.0022469718462264083,-1.1362429159564715e-05,4.365101435785886e-05,0.01605547878967285,0.01180159320099271,0.00021142823051982003
1900,0.05436391350154852,0.41290340411608256,0.00638403030547162,0.02163527899775082,0.0009601343322549675,0.0009632807750955495,0.0006047348196405361,0.007768925143003953,0.0018236043415231825,0.0004770668245075741,0.01006979751334452,0.08284675433526485,0.08729426275405189,0.0836928867317217,0.00950254520954247,5.582609624830373e-05,0.0018921645918476286,3.203836616407564e-05,-2.2419729789694723e-06,0.016074894336106288,0.011807788127629053,9.251409470073682e-05
2000,0.05380513784505895,0.4420048908048239,0.006367577972630511,0.021822476079385613,0.001042218255249077,0.00111142545453811,0.0006265173528172119,0.007229691024354844,0.0016009558501406044,0.00041029166456498835,0.010069911519106236,0.0871910678257332,0.09432210316809632,0.08976548340299342,0.00989128280117103,-1.910500705985248e-05,0.0017111000858825655,8.631921756968309e-08,-2.2075853674236147e-05,0.016027754354131965,0.011654378491879315,0.0001914022262074319
2100,0.05214484075092913,0.457858383945071,0.006342158514498659,0.021992209027772377,0.0011863931389733801,0.0011050830245781858,0.0007073759804240981,0.0067474411139073695,0.0016195415630629666,0.0005553317553611079,0.01006869810060207,0.09022477741170748,0.09402896904053985,0.0912979841404597,0.010351760328037298,-2.2440059713636158e-06,0.0017817206047945422,-1.2914085207293802e-05,3.1636928227398855e-05,0.015976949292055644,0.011640549472487813,0.00017218811735918038
2200,0.05100574178509389,0.4629707636649144,0.00629101504113101,0.02207634976607676,0.0012269420866753277,0.0013173043223864453,0.0007467106088825732,0.006348913345657761,0.00135536632451949,0.0005022487969619786,0.010068631236758031,0.0964153153885291,0.10206082306255113,0.09681398715995568,0.010660957490073425,-5.8883638618229166e-05,0.001373118249534914,-3.154724613736942e-05,2.188023189183521e-05,0.015914819089273054,0.011559263248582988,9.06383308611474e-05
2300,0.050298648075216806,0.4867360825846495,0.006316382358656138,0.022214393703394446,0.0014881605597095273,0.001378796579530289,0.0008305564387141009,0.006038710949409008,0.0013689732647150941,0.0004619156653119517,0.010067862641190998,0.09654333243902777,0.10558295264967843,0.10045516631843102,0.011044796761715424,4.875480572257602e-05,0.0015725451288015292,4.179030958287945e-05,3.875386647408968e-05,0.01591422130184648,0.011510397302290426,0.00016415838037812594
2400,0.048967728127276684,0.5274457339545818,0.0062622138636512,0.022218923733796695,0.0015814764861214494,0.0015175499434786548,0.0008525603764904308,0.005485828648517819,0.0009588720864996023,0.00045362872458888843,0.010065783841548501,0.09920011010575666,0.10607398791006702,0.10323474563514529,0.011451760182867659,-2.485806900122527e-05,0.0015077247117894375,7.285480985637996e-05,2.4890035119401772e-05,0.01585847070647124,0.01141797064343249,0.00016892771928691774
2500,0.04863419852538962,0.5316945841173111,0.006224115871123013,0.022361599681239547,0.0016678249049097138,0.00156224041180877,0.000931646470175297,0.005117025424350509,0.0010933157679478974,0.0004181438580709867,0.010063044674172083,0.10502915006913983,0.10876755542445336,0.11055304521630244,0.011453095402977894,-2.1610429245898745e-05,0.0011897566521618659,-3.5181115983172064e-06,-2.5059046163479515e-05,0.015838575698702954,0.011371393500363744,0.0001224813668118298
2600,0.047219293021578755,0.5615156013739199,0.006257546309525375,0.022448090209083362,0.00184686231458352,0.001711506513558999,0.0008076358502646963,0.004846771765966875,0.0008256951330422189,0.0005757899501638873,0.010060445427557069,0.10953736046084588,0.11145557414221847,0.11316109568912099,0.011720530153476644,-8.59010881188709e-06,0.001198232719100559,-1.8327091204074345e-05,5.8326195505222577e-05,0.01584800482182871,0.011258833007620579,0.00015048050096235036
2700,0.04562052440315737,0.5867712482157476,0.006186651773557042,0.022442884706692874,0.0018983904792764861,0.001719597148003826,0.0009361584668093376,0.00436477779547415,0.0008332832576231743,0.0007082280378669971,0.010060098953486547,0.11291832790714769,0.11828079658862777,0.11531789650167215,0.012145443262060298,2.7109651286095246e-05,0.001510530771328934,-5.031328808861097e-05,5.179268383134845e-05,0.015830474963448485,0.011261551673760042,0.00015853826568020435
2800,0.04534719051098108,0.596014543429529,0.00614157031332915,0.02259405643013188,0.002059088017455915,0.0018960064519324825,0.0009412737428237636,0.003941532191228333,0.0007660090095723548,0.0005672550413850095,0.010058138650673126,0.11838285310383513,0.12042063333425465,0.11848514056989855,0.012413590352501254,4.160822657038122e-05,0.0014024677579671811,2.8600521305152275e-05,7.781774116320357e-05,0.015757641579476914,0.011136677269328906,0.00018144223767908082
2900,0.04446981130872069,0.6178885099874288,0.0061688511559487465,0.022717518990934146,0.0021137242894585626,0.0019143737173221767,0.000946721556629694,0.003828731675013626,0.0008642239282103751,0.0007151472250346518,0.010055524751587972,0.11917581330756784,0.12434223799016993,0.12477669335425083,0.01268447332423487,-6.111878156642923e-05,0.0008742515122171121,2.473917457944137e-05,3.340566405308996e-05,0.015737377286029832,0.011055617514109457,0.0001916166270930057
3000,0.042815673434760705,0.6420646022443144,0.00611140272899927,0.022805601323092048,0.0023095232294011625,0.0020272548629347554,0.0011676636780171903,0.003333914068732642,0.000628543088685068,0.000750341280411875,0.010052534975782667,0.12482081731219209,0.12606848267466864,0.12695547058783213,0.01264750727825994,4.6318498124014265e-05,0.0014631843231659983,4.693735477411775e-05,9.145278172990751e-05,0.01570126855997747,0.01105374632452696,0.00011289680303287949
3100,0.04272799469390193,0.6494368161060425,0.006058461873463117,0.02285977165442857,0.0024296126391151873,0.0021049437995197284,0.0011112878243386224,0.0030621177111709113,0.0006946122120373194,0.0007897514949794134,0.010050375331075905,0.12642659159251807,0.12824383834959907,0.1302774220075612,0.012959116085326784,-2.5373491834969056e-05,0.0014038061011765997,4.604700041308555e-05,-4.117105344102527e-05,0.01573003596575385,0.010949908017253292,8.333370759636016e-05
3200,0.0421891841440106,0.6816826443395869,0.006051685239036659,0.023052813276041906,0.0024134651645068405,0.0022951184455264418,0.0012190842077772015,0.0030615232547839114,0.0007504954176180722,0.0006820915201039645,0.010047231406056107,0.12943885351159556,0.13255362464745116,0.1345794966409894,0.01306264473370458,6.376003398968362e-06,0.0012338518157711878,4.699523080801692e-05,6.649970860460894e-05,0.01566894465768448,0.010868604059112871,0.0001853898421409685
3300,0.040661454862846225,0.7108387388519009,0.0060739361941542225,0.023101389860024482,0.002580303002791752,0.0023194504859865785,0.0012852253405491296,0.0026977762695219116,0.000565307219603809,0.000753135913597092,0.010043948285573064,0.13567206598854392,0.1370818581634899,0.13734749280113115,0.013487867389128584,9.420111305875718e-06,0.0011509717706193693,6.572240747801828e-05,-2.864719233591446e-05,0.015685011709863715,0.010867314495511197,0.00011885808746838484
3400,0.0393591420875199,0.7240465419208094,0.005984537793758779,0.02319524982832895,0.0026488815863377297,0.0025360924309642094,0.0011955751983625598,0.0024430455926592494,0.0007439746155318576,0.0007507711735644844,0.010040218601752453,0.13836085799184375,0.13603624363592356,0.14134548374875452,0.013422979830224394,1.9804887595438692e-05,0.0008203558694716009,-3.180673046849901e-05,8.952774004321509e-05,0.01563355839816414,0.010760417783564017,0.0001691431896268097
3500,0.03918745649617438,0.7344449764526758,0.006034625924813821,0.023260451876474023,0.002708861948532373,0.0024865256881186184,0.0013470069876400765,0.0022943365532451204,0.000556225283002813,0.0006825354062478884,0.010038118864792004,0.14177669397298992,0.14230431991410655,0.1419964824716553,0.013628427759347972,6.243517834512122e-05,0.0009179791316103804,4.0313975096901415e-06,-4.331998264817167e-05,0.015617861457179754,0.010728205377778898,0.00015624633144278662
3600,0.037726392801574624,0.749675381167122,0.005942931441581656,0.023374567257783575,0.0028990132193818983,0.0027020825233341978,0.0012580859981929009,0.0022871600992400262,0.0005456297537573961,0.0006466075701436244,0.010032772907624051,0.14113508782979511,0.14520206229880508,0.14977428476297222,0.013759069448329383,-3.347406594706847e-05,0.0008244338502605348,-3.022944402807824e-05,1.8244971799098038e-05,0.015624597107269612,0.010677766244688762,6.405024145789458e-05
3700,0.037567823987664284,0.7769868155078568,0.005968447330322422,0.023551939581801157,0.00288995648983238,0.002695679095647718,0.001432226505194378,0.0021150228218018855,0.0006115829255127668,0.0006776218800487142,0.0100300731948256,0.14952620855935925,0.1441284157237728,0.154236619991166,0.013713533019267154,1.0607520704587116e-06,0.0005893246337068924,-4.6369194447435485e-05,6.684466401034885e-05,0.015581960657157265,0.010606021168377206,0.0001486162836479368
3800,0.03666162265999815,0.8007281348718324,0.005921456821705844,0.023654877397541622,0.0029986025071282144,0.0027744292873590963,0.0015144501947030418,0.0019299262564637836,0.0005966690472409826,0.0009032578863277041,0.010026683235055189,0.14791779687382453,0.14924060238174663,0.15446443745088342,0.013764965821782013,-1.1139609269344262e-05,0.0008746787988111506,6.638078665271703e-05,-2.765347871893399e-06,0.015516084946286247,0.010567613059540026,0.00010900811176246721
3900,0.036272415711080246,0.8209913653264249,0.005875491704213826,0.02374843998952003,0.003091819852109273,0.0028214777713256554,0.0014195117119782503,0.0018130796246428002,0.0005491337664454124,0.0006575492050635245,0.010021535272926159,0.15475372769483053,0.15423127274046894,0.16084689384439627,0.01398393452731159,3.890235499525197e-05,0.0005903591179269763,-3.888349184258889e-05,-4.062001328568543e-05,0.015514826714365467,0.010464039448530487,7.772668645033014e-05
4000,0.03509802717700196,0.8263797877061384,0.005877261796654373,0.023855297136550793,0.0032044010182022908,0.003000637317628026,0.0014692211520524346,0.0017203477669481167,0.0005272587182887179,0.000859668912897539,0.010018101748443165,0.15941703281312994,0.15634142633717402,0.16436216536509482,0.01386234914317302,-5.869158540631223e-05,0.001034648920159403,-4.993669385084129e-06,8.656698759397589e-05,0.01552682750342087,0.01039028060452431,8.448279754327804e-05
4100,0.0345640308507367,0.8471456393106018,0.005823443779514139,0.023774620707071002,0.003257158323171319,0.0029975145602849328,0.0014604479498432506,0.0017902086752499616,0.0005424312920195984,0.0009581957882530887,0.010013385716928534,0.160129760065685,0.15848918793368663,0.16304013203483406,0.013948756225934188,-1.6581404399622202e-06,0.0005918732142828004,-4.5106274614829504e-05,-3.298214485132995e-05,0.015426589039839816,0.010356233832990766,0.0001453135934719656
4200,0.033788258459524864,0.8708580553682187,0.005838839902217375,0.02392045658950372,0.0032356326423392608,0.0031695391393354185,0.00154066258702385,0.001552854935333007,0.0006742244874907062,0.0007015139987601552,0.010008271435198047,0.16140635719500232,0.1623572873158419,0.17124704335713103,0.014321505694525212,-6.4149707646894e-05,0.0008848058845463537,-1.0107261991668067e-05,-2.968170890108134e-05,0.015471397451652064,0.010295701902773936,0.00016944964502620387
4300,0.03373178820426942,0.8784964403522312,0.005811916984062105,0.023968920913931106,0.0033255764821864386,0.003128291633210183,0.0015531060843880157,0.0014391350711346709,0.000661677756834433,0.0009642478101777589,0.010003817879057261,0.16601040396746608,0.16182434646460958,0.17273782315006608,0.01414248624000354,-2.362065701934087e-05,0.0007548851628614948,-5.8538581749569654e-05,-2.4994624436285338e-05,0.015377056049439867,0.010212204916811815,5.9613390023859116e-05
4400,0.03224582694011863,0.9085400018674746,0.0057974355496316155,0.024144490807078353,0.0032972742411087573,0.0032492166271770495,0.001688090111917653,0.0014405835998088515,0.00047649839092246096,0.0009114279838603058,0.010000462771507112,0.17297277060401792,0.16613057257097727,0.1756327937334918,0.014064010868951055,2.1055101776940283e-06,0.0008402287931885827,5.971060368768328e-05,1.2382112764806005e-05,0.01540049335040032,0.010154600593990183,0.00014275783773488195
4500,0.03223787076463343,0.9224945573765013,0.005767277178682682,0.024175279726542147,0.003375454579674553,0.003300191587677551,0.0016879067152023085,0.001334741154231841,0.0005383204841088897,0.0009737765724854585,0.00999518716782096,0.17141767721710519,0.16983093768208554,0.17703207904495438,0.014124177872121198,-5.499944710315921e-05,0.0006253497080177563,1.738704454589024e-05,-3.821920718502675e-05,0.01537671491623312,0.010128611233502303,0.0001704424282452397
4600,0.03095691046893268,0.934525877203711,0.005728102158735101,0.02426471558974946,0.0034866519733718995,0.0033481413755216648,0.0016701053659257442,0.0013736638794170945,0.00040243968770101954,0.0009706757804612953,0.009988438245872464,0.1783130960084535,0.1684884276505829,0.18399251455531043,0.014197760441118779,5.098518335319963e-05,0.0014532335851368617,2.7816673956925247e-05,1.0158926156631794e-05,0.015311956540733166,0.010082360765370012,0.0001055702973325366
4700,0.031032210018024697,0.9704292182335611,0.005726121592682444,0.024452937952374795,0.0035336025955735074,0.0033414508574409283,0.0016855637561543264,0.0014271104003823222,0.0006698979009147187,0.0009949425610078992,0.009982829727951094,0.17813346677540587,0.1743215010618164,0.1844937005454402,0.01425367251110011,5.5445177714538345e-05,0.0007752921660503038,-4.231411252043306e-05,-7.67639278429708e-06,0.01525718971793772,0.01001777959202385,0.00018613824460311394
4800,0.030001367770992535,0.9721977100816127,0.005698150193693968,0.02450346250527177,0.0035266641430074224,0.0034112192508400888,0.0018556900234111243,0.0012669450542092701,0.0004517104851730398,0.0008062826251362149,0.009979553020276087,0.18076957000393656,0.177286128995649,0.1895670612567639,0.014414512897308067,5.328723899559073e-05,0.0013097516758381052,1.1292396347930472e-05,6.1981889168025885e-06,0.015264948500586888,0.009957599170345907,0.00010312430647427384
4900,0.029713779098496648,0.9951288968807669,0.005670860663486143,0.02455366533170818,0.0035498215712615553,0.0035936602696589365,0.0018157028648776016,0.0014170792732700846,0.0004308551761495294,0.0009508202663494303,0.009972708882753123,0.1885633108351449,0.178138433922143,0.19259038752250218,0.014438857647629701,6.952076378732661e-05,0.0010167282142648074,-2.0116080348887596e-05,7.027418064300893e-05,0.015250961032662025,0.009950239092203373,0.0001908705709113997
5000,0.028725132049263424,1.013492689805738,0.005686722051360127,0.024597401175955293,0.0035325682844474424,0.0036407944837823277,0.0019391818578673927,0.0012208583871175219,0.00043702806588497765,0.0010550724244780207,0.009969050297608254,0.19232784747545734,0.17834629750738998,0.19347205796075229,0.0143756541878744,5.7441261941606034e-05,0.0009372335376358559,1.0465205778794306e-05,-1.4641482562511778e-05,0.01520049476981837,0.009893093455279297,0.0001961046647278008
