milliseconds,s1,s2,s16,s22,s23,s24,s25,s26,s27,s28,s39,s40,s41,s42,s65,s29,s30,s31,s32,s62,s36,s45
0,0.010517222354330004,-0.0037515007831193103,0.009996205726070769,0.009932085218637964,0.010025888224355637,0.009970723246085224,0.009910650857594147,0.009943460550948961,0.010005575799751008,0.009966497759838844,0.009999850392593011,0.008875206145948484,0.008279496007431024,0.009892635747445266,0.009852885422740239,0.009983269952690223,0.009675351425533121,0.010047727206770125,0.00996086669824452,0.009957226692023211,0.010043323460013139,0.009967482913157919
100,0.03536402781207762,0.0353677020998588,0.009142723653118948,0.014940608341107896,0.0014209133697920188,0.00809416869354915,0.008809684652548824,0.002841417367516067,0.003377904835167875,0.013979043305348337,0.010021640911343218,0.011282849370207886,0.017869250167483242,0.012158546627343874,0.007673037767974431,6.588081988745764e-05,0.03396340236574249,1.2372023157521076e-05,0.00013478546465884298,0.014069724471657675,0.010846240817815555,0.004955582675332385
200,0.0448770176460361,0.06057580071613684,0.008143771807925458,0.01750356045205089,0.0008924562700275512,0.0047246600264877914,0.005504097361830333,0.0035520089054741797,0.003811295061650802,0.009926234181897755,0.010039706734622124,0.015082105303898401,0.018917355655709595,0.02054066153592228,0.006123526367107757,6.245077017711134e-05,0.032630131238468967,6.441200285136798e-05,9.07248061689826e-05,0.015543208147684768,0.0117325945466498,0.0025366420777557575
300,0.050585607609199286,0.06963048489378737,0.007569586264538215,0.018957868629363227,0.0007028402761558889,0.0024661417883251836,0.0029781040120158515,0.004707421414779488,0.004873741877265054,0.007004033809630742,0.010050003070619788,0.022394459053940885,0.024127688971992776,0.022143982336057317,0.0048313005278001146,0.00011954303688678223,0.030292336928366144,4.791703103894089e-05,9.245834524666753e-05,0.016080121312622545,0.012220252503332106,0.0013213995629123446
400,0.057115088896283236,0.09056011739138997,0.007204912371365922,0.019574284175987586,0.00036701372965435795,0.0010971119724019038,0.001426816942683454,0.005666284448575266,0.006806789984909605,0.005028278511787489,0.010055754909643696,0.022891686765357182,0.032298580586057266,0.024871900189143575,0.004359962355783827,4.712192373210322e-05,0.026747190705543426,3.242463561907022e-05,-1.760163866322617e-05,0.016318876906812562,0.012503880114950508,0.0007719793031809919
500,0.059992096973615405,0.09737151857926987,0.006981143280699422,0.019881272357718312,0.0002789267757152232,0.0006066963409716576,0.0006326931893963651,0.006408446416077775,0.008474613070842652,0.0035093884117577516,0.010060288054510568,0.026317959297341726,0.03470963348429045,0.03101987280565589,0.003957344158416467,4.918333813590039e-05,0.021991243883136776,4.627161239496495e-05,2.424089612037369e-05,0.0163965091354435,0.01263577492727947,0.00040787738176123125
600,0.06356230961609803,0.14419866104268445,0.006839841283994378,0.020114674667478672,0.00029706612950371235,0.0004587280594619709,0.0002759407702070458,0.0072535250117766225,0.009684568071172253,0.0027138393467048393,0.010062226077801334,0.03380289886926783,0.03674389149325031,0.03549832265704921,0.004110442796642039,9.484134799883115e-05,0.018493206279990543,6.65444360803223e-05,5.134586839335e-05,0.016375240305398,0.012610641468267502,0.00033369310626264525
700,0.06484072138233735,0.1612629360935071,0.006802066710571018,0.020369940503900296,0.00025045702050858896,0.0003879149327252201,0.00023992340838782777,0.007806175156142381,0.009673375827459722,0.0019646101043164724,0.010064362223497405,0.03892718866026123,0.04335207775793201,0.041321725586100644,0.004335993760196391,1.7685006880604723e-05,0.014925787103614467,5.7206033969020496e-05,5.017173386882719e-05,0.016382504752684997,0.012602334617213645,0.00022978854850134713
800,0.0658342986225312,0.1633098658255806,0.006711678867811638,0.02051349317728129,0.00024301002632390675,0.0003612213425078489,0.00021717548691978033,0.008140025407843362,0.009522386709931992,0.0014343788417309899,0.010066826429423484,0.04316836319887045,0.04496583217943589,0.044521152297498666,0.004712656405967539,-2.830753221498994e-05,0.01234075961207606,2.1266820615035928e-05,5.50883395627444e-05,0.016367256031678115,0.012596381398028933,0.00017137216355793584
900,0.06494247284889296,0.191281786817936,0.006695969579294107,0.020773499183030196,0.0002479588318199892,0.00036192370894819957,0.0002945899816896114,0.008558873113527281,0.008617455539938845,0.0010418834213375304,0.010066745701336156,0.04707272346117784,0.05220920383188651,0.04658899383713847,0.005029692175369498,9.310348808633104e-05,0.009348328836032592,3.9279244642066656e-05,9.469129447035385e-05,0.016373745761078678,0.01246007310751555,0.00011867340345796858
