miliseconds,s1,s2,s16,s22,s23,s24,s25,s26,s27,s28,s39,s40,s41,s42,s65,s29,s30,s31,s32,s62,s36,s45
0,0.010456028239908115,0.005081335808722065,0.01001252440307279,0.009953604101976965,0.010073762240675299,0.01005901052700954,0.010064695426816659,0.01012713881418114,0.0100946370316823,0.010044049448304199,0.010000749536941054,0.008940004171366178,0.00810307882508677,0.010032408369087946,0.010031639769094543,0.01000481257433726,0.00968169649333845,0.009985192773084593,0.009969867386903796,0.009962651237807433,0.010024554894497757,0.009950281070729431
100,0.03567906340090944,0.018501737934352013,0.009151105135469104,0.0149570670669814,0.001446424242803474,0.00799688867484273,0.008741562774163459,0.0028232778058899614,0.0033453538337938154,0.014010266377757817,0.010022375222575328,0.012502996521693236,0.013544814851414094,0.012824098650338229,0.00776216452330561,0.00013557635116634008,0.03410445290924375,0.00014170086664054506,0.00013408213390662287,0.014076780389460827,0.01086095530310744,0.005024544514833019
200,0.044017042424420144,0.03528971813829144,0.008176784794505747,0.01751537947475871,0.0009384241310070335,0.004705858675196351,0.005630604342707669,0.003682670899916491,0.0035863002922924075,0.009829470834097985,0.010039515376714537,0.014850626820614918,0.01881666394426129,0.018177792281037965,0.0060752430438688314,7.203331670583683e-05,0.03253893500790777,0.00010348044687116353,1.97079557680464e-05,0.015564663148283642,0.011745414133533437,0.002577096615587018
300,0.05074638100513473,0.0676684449999602,0.0075526942395689545,0.01879313111423662,0.0007005531083272667,0.0024709337329087084,0.002983989654420244,0.004485169487553742,0.005154493895028078,0.007007140983627771,0.010048723704542533,0.0192632957028844,0.023462937045552724,0.023079598851526367,0.0049603227574281155,0.00011737620588209822,0.029716754498018392,1.1273018214592983e-05,4.635785749293469e-05,0.01610661558843236,0.012242852060157704,0.0013069666696777034
400,0.0564593673582278,0.08823709719959404,0.007130646305279996,0.019474522790925753,0.0004150173946132091,0.0011880985648695375,0.0013303154744201769,0.005652842302004811,0.0067895080984071935,0.005094729556645289,0.010055154449793371,0.025535850543631253,0.028354672488434887,0.027198556454014963,0.004425339563250131,9.059823535184258e-05,0.02622166910926975,-4.694448593474863e-05,0.00010830128699115773,0.01627816404430502,0.012565092631464799,0.0007422192387414338
500,0.06010913714613313,0.11452051956775369,0.006936506569834314,0.019898465798960617,0.0002827687486521279,0.000616362655680614,0.0006336058973658312,0.006372852794201127,0.008467934945565862,0.0037251620986988488,0.010060168511824464,0.026645948439511423,0.03214416960494838,0.03020121156831166,0.004245831007829588,2.6284299873463112e-05,0.021871484359130222,1.0383977294896922e-05,6.937340883373427e-05,0.01635922226215772,0.012625588917824697,0.0005275973381128163
600,0.06357799350092408,0.1300859591461478,0.006821418337278782,0.020182744145073674,0.00017573952033325693,0.00033835854463896314,0.00038808293195964654,0.007212031861721548,0.009436456067024944,0.0024655578173278336,0.010062239600863684,0.03357422104852357,0.03820571362005067,0.03682255923671915,0.0041792765653722915,4.3299383634968e-05,0.018505536963328253,9.534963448133045e-06,8.678393345277813e-05,0.016415548745638598,0.012680689969401705,0.0002320109204134704
700,0.06498379546671425,0.14473511961088328,0.006769571776521231,0.02049898634683891,0.00022257161132686713,0.0002791241120969811,0.0002031267491023103,0.007704325798946755,0.009860621202341296,0.001867297182078494,0.010063283438464384,0.036881902542607335,0.0429843767519053,0.03870591759104464,0.004351818926085282,-2.9535699835827196e-05,0.014406824378224664,-2.5182626320519642e-05,-1.4156237376691936e-05,0.016373615572370378,0.01260614309183972,0.00020656379957878843
800,0.06513906295040112,0.1799376385559953,0.006696412157587534,0.02047521072804605,0.00031903521943211366,0.0003167081627930415,0.00018987849900765897,0.008249695224528448,0.009369338126911238,0.0013977408467833023,0.010065905269860035,0.040614256688281086,0.04822402634636453,0.0417886606724253,0.004641870500429235,8.060747285825863e-05,0.012043873446126754,-4.6786954587719616e-05,6.942405943913916e-06,0.016401439332784762,0.01256459190071244,0.0001835918023643246
900,0.06565662877965875,0.20157984698573878,0.006635239634058023,0.020748403230871335,0.00030081661583890084,0.0004088388782339347,0.00024961821722117476,0.008710006330958081,0.008442690648611363,0.001199070901622163,0.010068588567444513,0.04463631984712582,0.04867109847134312,0.048142290340235476,0.005117216839653661,-2.4683183235974964e-06,0.009559678424747335,9.987666885607017e-06,-3.249159908828812e-05,0.016354137290158513,0.012462720090467255,0.00018306888053461087
