milliseconds,s1,s2,s16,s22,s23,s24,s25,s26,s27,s28,s39,s40,s41,s42,s65,s29,s30,s31,s32,s62,s36,s45
0,0.009632509455843817,0.019861178630192156,0.010030967049409627,0.009959125880751544,0.010021605500474665,0.009961326736340228,0.01004593666623342,0.010089941267520434,0.009863703466145003,0.010113370042728989,0.009999575018411092,0.011250826935769759,0.008770147424241856,0.01213589738914461,0.010095006722020138,0.009974520480907773,0.010108306881964279,0.009977044014087302,0.010040568609278763,0.010007400635765043,0.010027879650947443,0.0099405961639189
100,0.03566632460960019,0.043056274863052246,0.009170248533245811,0.015042955675153345,0.0013620515413224538,0.008047374731178707,0.008757081178357525,0.00281407446855589,0.003224159789918308,0.013970529822817919,0.01002263487873799,0.015303388684460002,0.0177380476686746,0.01296021281787246,0.007721777928501667,6.44494142101803e-05,0.033834126118848576,0.00010004838200581454,0.00012035465112486603,0.01404984778456181,0.010819381701500434,0.00501572576386837
200,0.04390743856512022,0.0338835577730448,0.008179304600330228,0.01740296457445274,0.0009932623834303042,0.004614226337941782,0.005563066511847269,0.0036789818699456277,0.003713112595469097,0.00997590639602583,0.01003880535741781,0.018856782364227557,0.018046683578764842,0.01619644634799923,0.006051409564990444,5.172290274361693e-05,0.03267122349211326,9.347723264770667e-05,1.1171293547564632e-05,0.015556006762938277,0.011727870602990197,0.002501003966828347
300,0.051205311894080535,0.060386776734289146,0.007557788249885974,0.018892520856591096,0.0005652658711584893,0.0024265047925138357,0.0029244510700393465,0.004670029968157126,0.004974847497155571,0.007170993130001458,0.010049478277466451,0.01861741542485268,0.024249635165751324,0.021152242284750544,0.004878903316376532,0.0001205888156741555,0.029785108971420615,-6.127846902105476e-06,6.802567122565564e-06,0.016122880059177697,0.01222294599633989,0.0013432171264912251
400,0.05694645908487329,0.09548441628762591,0.007161508981150735,0.01944686072939582,0.00037771800569162786,0.0012249392163178907,0.0014123353261110826,0.005658664334327236,0.006708355744317196,0.005013826364682579,0.010053826333126516,0.027053530144844105,0.02966654754031316,0.024133552260906275,0.004520652296326902,0.00014268486497858064,0.026666575370970863,3.703095593194681e-05,3.775874031797605e-05,0.016290070737739547,0.012560239143993712,0.0007231961033479613
500,0.061133756317632605,0.11422372726330908,0.006960742873370553,0.020075299582366174,0.00037783761173401973,0.0006329403599155161,0.0004865129863423017,0.006259158514102844,0.00845664190174806,0.0035213431059552,0.010060096072921274,0.028961459140986915,0.036231029869969754,0.03218694528178297,0.004245247179022319,5.046811724300273e-05,0.022131877969662126,-2.987920550188703e-05,-7.1844289405062535e-06,0.01638998335839871,0.012607580048193916,0.0004638226822912718
600,0.06274885375936919,0.13086664044363835,0.006801277115884085,0.020211708490265483,0.0003302228106018141,0.0003527908473812697,0.00024167182747654139,0.007038617434914571,0.00945086532485727,0.0025504746038444385,0.010063223609286086,0.03463367769994161,0.040428150343747214,0.033526979853784035,0.004028629443635887,1.7842813441968558e-05,0.018318276937411997,-2.0143887582610694e-05,9.230831311415284e-05,0.016426199903870238,0.012607774509112489,0.0002314556900956243
700,0.06515266035487442,0.16660322995881915,0.006777192573754335,0.020506695484255214,0.00017956662268580497,0.00028580916424613106,0.0002507212137787095,0.007610469296686098,0.00966285998447463,0.001961137406794822,0.010064587275215546,0.03680671830691364,0.04230705332932694,0.03627970125618794,0.0043030312304114,0.00010971270204266515,0.01486810925979477,1.9518832992655967e-05,3.6286777905064194e-05,0.01637690552666369,0.012593416387979353,0.00016932575656582177
800,0.06557134388226148,0.1654468917775439,0.006677272391701817,0.020490291327214485,0.0002006330350851014,0.0003052786860224245,0.00030492738465408064,0.008144838628453102,0.009357887609901671,0.0014819050124534965,0.010067337750629526,0.03886905857378579,0.045940658051086866,0.04188106329953938,0.004370828853563325,9.061302392191438e-05,0.011770752575235223,-4.4555619131976e-05,9.620590148365002e-05,0.016345392606398206,0.012525543991689123,0.00013391515654104358
900,0.06466710815113871,0.1871427510269578,0.0066447437531225095,0.020726557118952216,0.00019270484506313598,0.00030455127730607905,0.00025722827027093413,0.008470037519299962,0.008736359892373034,0.0010048700601119388,0.010068113809738719,0.04326822147216091,0.048895547516769555,0.045792931491887394,0.0048634851791634305,5.2080589106147425e-05,0.009390366130093334,3.7943422186379056e-05,8.553205965550884e-05,0.01639316764380764,0.012471417385268259,0.0001443985658310744
1000,0.06426704960612366,0.20603651601025078,0.006625642754901522,0.020731153876378857,0.0003436486014897048,0.00029910669027747493,0.0002275873434428462,0.009016621395571002,0.007767204783066887,0.0009649819274394671,0.010069878437136465,0.048187693062249314,0.05724184334181481,0.0527486872228165,0.00541742578046984,3.0903464784290955e-05,0.008412162420331106,5.489360260858117e-05,-2.7940290600366877e-05,0.016316610966020342,0.01245825777366611,0.00022750788617859345
1100,0.06350379418369356,0.25092948928200387,0.006571812125121584,0.020782922671817226,0.00036872851484253294,0.00031984512893341627,0.0002879150476416691,0.008940140239965899,0.006741364867184233,0.0006442513214593901,0.0100690092558925,0.05241003164500563,0.05950338515289761,0.05331812522768313,0.005724997099895473,-1.2709930186875984e-05,0.00660556757765994,1.5826578307209656e-05,3.5844268749133954e-05,0.01630012436539491,0.012349922080519753,0.00010603294950955547
1200,0.06353543489742756,0.2725844217122126,0.006553366858038542,0.02088718548610148,0.0003704973578893073,0.0004722663370172403,0.0002078674708765427,0.009207329274556354,0.005690357753996003,0.0005470835278028845,0.010070727755163772,0.05860177645053039,0.06330122706682896,0.05925801762688515,0.006503326127492096,6.426274295393603e-05,0.005709162014173196,-4.813526766132219e-06,-2.4140224821873333e-06,0.016256406419862868,0.012277101192468899,0.0001672928480776946
1300,0.06234726421169702,0.2944177083498232,0.006578991449711862,0.021169468119049174,0.0003438083672258282,0.00041530169648587725,0.0002465969806908894,0.009197471220131299,0.004809113231054797,0.0005400825501897916,0.010070978799371555,0.06036673046111198,0.06558060744620015,0.06457906672606592,0.006792369234593554,-3.8523067262340354e-05,0.004829832891226608,6.466977771509537e-05,-3.811931338010711e-05,0.016262192794967347,0.012204683536943605,8.330465047694934e-05
1400,0.06019937054774919,0.3178886237738269,0.0065560759875865175,0.021151427194885747,0.0004786081557949728,0.0006069588376176136,0.00044037949529628984,0.009232475187411182,0.00411545956480448,0.0003685126634354452,0.010072504935147381,0.06495572685171612,0.06995224355408552,0.06619343647441858,0.007409006465997427,7.449752385932842e-05,0.004080583156556612,-8.01397607741757e-06,2.365465895943876e-05,0.016203143738758412,0.012107337105448278,0.00011399657088767237
1500,0.05959426883171385,0.32128276699239056,0.006523108848006082,0.02141232217956124,0.0005951132454362364,0.0005686034740213566,0.0004614702612753131,0.008824365384799266,0.0036030318932024964,0.0004878865952580513,0.0100707814616031,0.06865557207351222,0.07419818052633975,0.07007036425774411,0.007911165588780338,-2.3744492166616647e-05,0.0035878885621350807,-3.228273548992642e-05,8.475748766474539e-05,0.016183717291607374,0.012051573097826186,0.00016053938448419173
1600,0.05758450922901693,0.33941076402935044,0.006462850483196855,0.021351794644749088,0.0005772255870967649,0.0007108339064560506,0.00040550872757953753,0.00864946877849569,0.0031959030181972197,0.00032525693249768536,0.010070941734151535,0.073437510720542,0.07606719298769386,0.07725705063444935,0.008262163881075629,-2.0853321861060365e-05,0.0033786872469982842,4.6873326087021856e-05,-1.2681530168299788e-05,0.01614182189652407,0.011992304968851054,0.00022252379749365545
1700,0.056248646847330545,0.35877921227194853,0.006438484187118217,0.02159003521948235,0.0006836430494753035,0.000888026026327801,0.000505577445529853,0.008513215147609431,0.0026065881439821716,0.0003574680927410658,0.010070183230293168,0.07680370173526234,0.08454095233909267,0.0800416565232426,0.00880707969968818,-1.787635810057843e-05,0.0024512185241300434,4.846496313390106e-05,-1.0157297133710541e-05,0.016063175783174472,0.011905493390730115,0.00021080513990547224
1800,0.05610741384603363,0.3944615260637409,0.006447656330413155,0.021647984172764038,0.0008087701852312445,0.0008649034043456625,0.0005435958923214716,0.008069625772842703,0.0023686255435551124,0.00033136794677850797,0.010072826727774145,0.0810522431915763,0.08408941997920955,0.08364293854279332,0.009374312979704012,6.812588616348563e-05,0.0028196919096018062,-4.794550545967908e-05,7.745056039351519e-05,0.016053529723361926,0.01185553287639231,0.00011952431511483078
1900,0.05443308328083851,0.3972869874169256,0.0064076666622396045,0.02184313247592897,0.0009888220679653515,0.0010007703729932235,0.0005419432698158634,0.007648979367446166,0.0020002392591807225,0.0005800879237582581,0.010071644385123734,0.08277108072380886,0.08711456307463222,0.08732552171327254,0.009481183263872482,-1.3217832161503249e-05,0.002465239739600963,7.135860579415112e-05,-3.838157324750439e-05,0.016018203967073593,0.011801935173633477,0.00019502458535789705
2000,0.05371804525881947,0.42042793120360705,0.006402706557082699,0.02190474638288347,0.0009663572961037769,0.0009983145610871378,0.0005342868659245036,0.007443258743921407,0.001654557175417863,0.000375935726388022,0.010070387757482518,0.08756288125510835,0.09513293296176899,0.0909666980738579,0.009928731231887224,6.556946946552873e-06,0.0015625885160883023,-4.318650696939627e-05,6.353064724345773e-05,0.01603345694490193,0.011725023992384818,0.00016810354283250853
2100,0.05200876197319354,0.463162818522015,0.006353021989370443,0.021894482055237773,0.0011717980536044442,0.0011384595828424057,0.0007056032093809266,0.0068222422063627325,0.0016343457174295359,0.0003847325744599579,0.010069640598925107,0.09045027234746165,0.09851151515572357,0.09490510516208225,0.010429257428187146,4.933311736293844e-06,0.002123090040252883,-3.375997319017678e-06,7.832665831559153e-05,0.016016644245934943,0.011591653518913678,0.0001259925074945435
2200,0.05072956553191413,0.4830998357406188,0.006300299201922513,0.022149470192479814,0.0012128386173238842,0.0013038033330680088,0.0006491333748974043,0.006406496146842485,0.0012326258074385624,0.00046529391364604346,0.0100686488050742,0.09378559530229642,0.10105604008263937,0.09814578355716354,0.01085575392691542,-2.8377661945531367e-05,0.0018343064038076713,5.765023180442064e-05,1.6676606971276328e-07,0.015906666296161935,0.011562105314565743,0.00012587137063994628
2300,0.049817686591570765,0.4895764987616088,0.006280048392514968,0.02203584439114968,0.0013568877327563183,0.0014586975386091314,0.0007519461914032418,0.005891441419757271,0.001131540603760391,0.00046492142127009463,0.010066043507285221,0.09701035568107923,0.10245958447368259,0.10342539826407879,0.011000541567444387,-4.973909297613499e-05,0.0015700905561613885,-1.517853802465769e-05,2.0933774837418078e-05,0.0159006891555998,0.011473609832905766,0.0002156295762491101
2400,0.04973227924281775,0.5229400453014271,0.006268433345383365,0.022162514619194426,0.0015364496835741266,0.0015482720048055328,0.0008482241300045263,0.005723971291361557,0.0009658424772653587,0.0005979934951912542,0.010066131317878865,0.10009845171368521,0.10709782768781527,0.10496930516547644,0.01121136767500632,4.8357491102897916e-05,0.001163496661908236,-2.5971409214871616e-05,6.430135269362853e-05,0.015930293239407294,0.011423836673046705,0.00010934936016304141
2500,0.04841093613734378,0.5514689843893746,0.00627862367579689,0.022393464097094612,0.0015817906502590409,0.0016173650365146294,0.0009019196006307484,0.005249549769972567,0.0008924871596432605,0.0006621115171896892,0.010064608668995747,0.1025161240443441,0.10792386706455637,0.1106725943432035,0.011544118716184094,5.032727193972609e-05,0.0013573665822967113,1.5736460686563543e-06,7.415468791187106e-05,0.01586219288547203,0.011382692801587784,9.112212981089067e-05
2600,0.047424816950684345,0.5551804038770087,0.006179820066052873,0.022382007558685465,0.0018701945024610393,0.0017666543035358717,0.0008851943498058946,0.004887260413695709,0.0008499586911919842,0.0005447207332671122,0.010062541174411967,0.1086893969390098,0.11299746217620527,0.11399187335893551,0.011828121051708926,-8.224703520002475e-06,0.0012577116024747443,2.0577120892782286e-05,3.964265768424265e-05,0.015839750957809217,0.011293213308263463,0.00015440366959644449
2700,0.046207002309077684,0.5677242455783272,0.006195918987657205,0.02253016374556333,0.0019282684866480623,0.0017188457755537257,0.0009516742534450745,0.004356373995706052,0.0008860450010996371,0.0005206838039974709,0.010059185186059288,0.11033463121433153,0.11522174280606863,0.11682543142819361,0.012206563181625952,1.5168882414973391e-05,0.001330700406992505,4.14703116792378e-05,-2.2997950557262277e-05,0.01584382153754121,0.011196320297656867,0.0001046970402359848
2800,0.044613680194341636,0.6051933905466658,0.006165081409166,0.022679549382957666,0.0020392357962135026,0.0019124883959440696,0.0009146904427850643,0.004095173381263279,0.0008581760778797746,0.0007431496089106499,0.010057186007220453,0.11546141564281155,0.121075483574154,0.11964818686225254,0.01245771182884063,5.752711318803656e-05,0.0015816271820603537,5.4405055406198826e-05,5.478511328346994e-05,0.015759662996166088,0.011123297434754006,9.74536330666802e-05
2900,0.04383755553177452,0.6267713247111408,0.006169633242289078,0.022666542013317047,0.0021724387515138447,0.0020296699991243904,0.0011094091950533754,0.0037350410808014356,0.0008843985835238787,0.0005756768407388743,0.010053466896637437,0.11948406001361754,0.12534043089693137,0.12519837521522226,0.012599098037049138,4.8194612341239204e-05,0.0009234648849233866,1.734109840714475e-06,-3.9150135844268576e-05,0.015756269113215534,0.011089697946169711,0.00020291266085413785
3000,0.043550485738162434,0.6471020713732583,0.006145253361754782,0.022796734705847217,0.002279344274137106,0.002181671804495954,0.0010383943819521212,0.003362995758592161,0.0006426531423349666,0.000748969949852596,0.010051991509053651,0.12482277339656965,0.12627985848094272,0.12867336261086262,0.012632588030435514,-5.277589728347954e-05,0.00098350944763157,-2.6262169944274297e-05,3.7956594503770445e-05,0.015739788481385898,0.011049327086045654,0.0002002409423576509
3100,0.042278307841964693,0.6465691591306862,0.006099460033062215,0.02290798043632608,0.0023896123438757614,0.0021387574674150535,0.001029596257502298,0.003042574233843234,0.000690064189988338,0.0007688188710334718,0.010050364766263333,0.12761258443397377,0.1283698631975778,0.12906064606557585,0.0128704945713385,-6.834493628033683e-06,0.0011620710462413287,5.8072861267743284e-05,2.751952372935578e-06,0.015720025319478827,0.010944860857825018,7.446971097060893e-05
3200,0.04218205550767061,0.684440548450036,0.006061142898563246,0.023089412033167427,0.0024344616269930167,0.002291596357670663,0.001185714407287579,0.002936341849279962,0.0005519868509952504,0.0005664278382920766,0.01004604886686449,0.1304770381653406,0.13061313913060416,0.1353850688929894,0.013227063040877047,3.679178485309403e-05,0.0014394812796719766,-5.6950077244486986e-05,-1.4542596745435046e-05,0.015667912457950777,0.010928387339699242,0.00014412658824099867
3300,0.04018222992114279,0.7017233143817487,0.006057091697532259,0.02318792777409837,0.002660818902498831,0.0024345901782586187,0.0011274088223009872,0.0025988696566159645,0.0007781490273626882,0.0006920856230224239,0.010044067384326501,0.13119924705040867,0.13650088877639693,0.13895131375315697,0.013210866114990064,2.40305400465553e-05,0.0012214243899421658,-5.80310313665534e-05,1.289000130512568e-05,0.01567827516934106,0.010854805372774872,0.00011494555612880523
3400,0.04008066075979202,0.7191331946884669,0.005987557908956273,0.02317470159368471,0.002608648085726649,0.00254592816096065,0.0013161169950144263,0.0024427691393308438,0.000505125272880321,0.000843560508119253,0.010038965886339497,0.1363251141376456,0.13778067419146642,0.1397702658983799,0.013497025101175338,2.126828392156018e-05,0.0007015149061066298,3.541150428545337e-05,8.978605801543868e-05,0.015595107688198101,0.010751301954327651,0.00020512900226203845
3500,0.03897718220089537,0.7375552018140455,0.006002853547728688,0.02318764908710698,0.002794602271713771,0.0025840279095194194,0.0013855960266198261,0.0023123816661955155,0.0005340234149191726,0.0007327333044999351,0.010035791335754246,0.14049813687041202,0.14234841699579986,0.1461550431206812,0.01369222950035548,2.623579886412065e-05,0.0007638983785133576,2.301298711252422e-05,3.121759957744151e-05,0.015638915387016547,0.010707878322882792,0.00013548048047356615
3600,0.038835464937616845,0.749170797106483,0.005940545557793234,0.023344445960213758,0.002794853939568535,0.0026564280831362992,0.0014133334001748628,0.0021314778855576976,0.0006974542872034287,0.0007112836798817292,0.010032198762997898,0.14423199882920903,0.14496336280461697,0.14939992343499375,0.013529484660829403,6.502357381524019e-05,0.0011546016043945963,-2.7169823856101738e-05,-3.492979843129606e-05,0.015561366578516624,0.010623866125989109,6.464560750570022e-05
3700,0.03753359579514419,0.788314951578215,0.00595704714180076,0.023515904670382917,0.002924918984012021,0.002743381619610605,0.0013633394902563597,0.002102779971117058,0.000659989015233417,0.0007605339905455235,0.010030184942727895,0.14765018183387071,0.147341490396686,0.1518960066938612,0.013839242875783047,1.608678169731927e-05,0.001216597541428899,-4.730948837332272e-05,-2.248169172717854e-05,0.015592149826083528,0.010607972804270435,0.0001202191892316445
3800,0.036809142379406815,0.804240534397449,0.005904486799449908,0.023630197090779285,0.0030342429898493773,0.0028829830880749262,0.0014257027820250424,0.002005719087555797,0.0006626341702693874,0.0008466629242007141,0.010024977317891367,0.1522938738004524,0.1480748646646533,0.15429363929300774,0.01381955881199649,6.750692464231852e-05,0.000583985942063594,-3.1124916812495255e-05,8.526114848466376e-05,0.01549614198948332,0.010566599168106029,7.072517910022911e-05
3900,0.03553518693976646,0.802115740824295,0.005938703344611784,0.023640145057779838,0.0030940527088717967,0.002838523545992713,0.0014456221528556304,0.001681394482307576,0.0006126774910698618,0.0006952801157524246,0.010022998621814265,0.15607701382589395,0.15016817784802267,0.15859068960880043,0.013963235825801333,-3.483040187678266e-05,0.0013902914360880176,1.776858893596009e-05,4.0583663665343494e-05,0.015539637042074523,0.010444529595153924,0.00010451309864639016
4000,0.0349018071758659,0.8298142607590618,0.005886059922888806,0.02369908154407656,0.0031369260202064996,0.0030486359501303195,0.0014234273135131869,0.0016492807543697543,0.0004374691049332092,0.0007283487294427517,0.01001875201039691,0.1580672421981835,0.15397404132930076,0.16367424064901753,0.013945359816712593,-7.443921893414186e-06,0.0007541429684788098,4.044208014944784e-05,1.0919307730073445e-05,0.015439827004707767,0.010396180384160979,8.804207692494047e-05
4100,0.034060740488810796,0.844565666075229,0.0058499672839969746,0.023875059428565458,0.0032856952267961296,0.0031066804567256787,0.0015955767316406704,0.0015709910070887856,0.0005821358552571876,0.0008278433339649323,0.010012922239569774,0.1593466277657085,0.15986117431163674,0.16635002556435735,0.01413627414476509,-3.702440759537204e-06,0.000554388903482415,-2.8667626815494693e-05,4.434013969140029e-05,0.015471371119299783,0.010382335133862589,6.915185227561007e-05
4200,0.03426887518518857,0.8587549011130827,0.00585260052695193,0.024046615110960484,0.0032208132912329612,0.0032004120803151397,0.0016132970007145062,0.0015038801761671483,0.0004662466961382779,0.0008654147573522413,0.01000887051514152,0.16418275504644259,0.16095439557146313,0.1705280996799279,0.014000290057777177,2.90898276896304e-05,0.0006396391671151661,-3.804492587874309e-05,-3.4700258443899985e-06,0.015410893406113993,0.010305229430453769,0.0001387848828995528
4300,0.032781243941775146,0.89793070442725,0.00584202929501407,0.023981482995547167,0.0032578089072474903,0.003198811403216419,0.001712331093879185,0.001513229271796786,0.0005868442460976015,0.0009372487569763042,0.010004449377103312,0.16877828689138918,0.16156777594421445,0.17206926153998076,0.01419053359622072,1.3801584375736e-06,0.0014262381406526157,5.936638626640879e-05,-3.532007893680773e-05,0.015424101764657977,0.010211190849885584,0.00020169236779104293
4400,0.03297979755531491,0.9233063250430784,0.005791520308939589,0.024169434214929383,0.0032972352416644627,0.003282413070103607,0.0015741063357737545,0.0014151518256905783,0.000602464356677335,0.0009679166914765465,0.009998583636496153,0.170964893316718,0.16428840849111856,0.17318382422419,0.014327117416675016,-9.455519795669137e-06,0.0013210470107832852,2.363614112223525e-05,-7.851997905072303e-06,0.015353411193955535,0.010170955132584845,0.00019756283688828765
4500,0.03211119946329536,0.9433323512605325,0.005764161537665511,0.024064032871226403,0.0033592589555149063,0.0033509823560533164,0.0017217800254127871,0.0015442932644938706,0.0006149146869118722,0.0009716796118903615,0.009994596937667853,0.17310667898104934,0.1669815520339738,0.17680257853329465,0.014288293074508901,7.214418883491513e-05,0.001159288481459092,-1.971616507862157e-05,6.878698848819348e-05,0.015306977598941408,0.010123367842643635,0.00015431937942744615
4600,0.03090297305564402,0.9385370338894086,0.005717693092032129,0.024214462940042446,0.0035173051067000625,0.003407158742063463,0.0017374115674023813,0.001472344098539316,0.0006749358428817566,0.0010113508646797137,0.009989412737332776,0.17455668560714818,0.17184789992159014,0.18247678662949005,0.014344186315325518,-3.8101404052229195e-05,0.0013071865314847296,5.778048586123243e-05,-2.9676398922245926e-05,0.015325271953265341,0.010103247524417451,9.034547813130999e-05
4700,0.031171302643882463,0.9685915640454752,0.005725077313169558,0.024337730435891995,0.003548210542782333,0.003469841720226697,0.0017657537464783695,0.0012937257001047282,0.0005931193299976191,0.0008678830636936264,0.00998287089463821,0.1825056274138287,0.17298118503394205,0.1830861073451369,0.014414356762176457,-3.241593690792058e-05,0.0006327250304323715,5.011367781001554e-06,3.271591441881125e-05,0.015275194307913397,0.009985536833786331,0.0001534533331846645
4800,0.029632571102521203,0.9730290555238958,0.00569825180675829,0.024507161586400626,0.0035443200102150255,0.00355295717548153,0.0017444032850605852,0.0013033328871030771,0.0005826306698622937,0.0008772888826193351,0.00997806947394928,0.18421006190262748,0.1765920275872658,0.18626445845794853,0.0142231312082905,-3.5599519725973584e-05,0.0008424949844782002,5.133750118116288e-05,8.828768674291917e-05,0.015285739323046044,0.009967334957967842,7.431251437933886e-05
4900,0.029790863333830787,1.010262075332351,0.005675375427791586,0.024454019745522238,0.003486642034510897,0.003526643882154406,0.0018499370743381485,0.0013676050374570843,0.0004983272247229161,0.0008581955116670839,0.009973269658284352,0.18524128311698387,0.1759467570526947,0.19342482142730016,0.014389986646761601,-1.7206816719675275e-05,0.0010382889928736393,9.88220257047184e-06,8.465335060685379e-05,0.015224046444101491,0.009897428343520951,0.00011042278281632436
5000,0.028403528950770186,1.0086192560938188,0.005633916886216346,0.024552724030703636,0.003649437525957126,0.003535579570065775,0.0018915097854296866,0.0011704378969593513,0.0006225928719281093,0.0009755562319844947,0.00996692693974562,0.19177065313316144,0.18048328522651727,0.19702581873707908,0.014391233668736679,5.2097797465552204e-05,0.0010600806913145175,-3.641569872737972e-05,-3.38160692193779e-06,0.015206364068227899,0.009836647354027065,8.348994844750386e-05
