milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
0,10.000032561899792,10.000448726174387,10.000085996090322,10.01609066729907,1599.9996092600013,140.002248148528,300.01678620363464,0.0
100,9.999871686243651,10.00084722811029,9.999292929545895,10.035180925882846,1600.0055562334924,140.21285776115766,300.0101814478556,0.0
200,9.999829543599738,10.001250185368775,9.998795373252854,10.056246596713912,1600.0197966911753,140.3363349084545,300.0476652057749,0.0
300,9.999725067889804,10.002896035665838,9.997819596509562,10.151765932851404,1600.0267798927086,140.48074549358344,300.0648658770208,0.0
400,9.999717898285008,10.003934470805302,9.997207699837247,10.168228181748756,1600.037264614804,140.59442991615376,300.0952507363159,0.0
500,9.999590082668666,10.00346289617081,9.996272303539564,10.188221237299862,1600.035020387528,140.71486877948288,300.12642833045834,0.0
600,9.999487659351999,10.005340594927516,9.995324743978923,10.22634428354402,1600.0495166551216,140.85245671380812,300.1385565695953,0.0
700,9.999469719856593,10.006052320528463,9.99444105591688,10.286964224675772,1600.0546013316764,140.91619295511876,300.17333085257906,0.0
800,9.999354996198297,10.006419711921072,9.993942925265308,10.351666380500616,1600.0614671408275,141.01199003993824,300.2093557533288,0.0
900,9.99928423257307,10.007408037982866,9.99378407024074,10.365825195190382,1600.0698368318247,141.08369138601148,300.20298515673164,0.0
1000,9.999276148474081,10.01012460189445,9.993274404892787,10.435134058855622,1600.0843111392437,141.1100470570378,300.2354640274295,0.0
1100,9.9992039317612,10.010753031172557,9.99256131167055,10.482209492838484,1600.0903782271093,141.17619476157265,300.27697931112846,0.0
1200,9.999070152516659,10.011672367146696,9.991630330482305,10.499611093920283,1600.0935601876192,141.22615822271734,300.29855604365025,0.0
1300,9.998966639366738,10.01186940478196,9.990900283955556,10.521162498043326,1600.10529962344,141.28500764791195,300.3240876616767,0.0
1400,9.998890982483976,10.012934398039922,9.99006391821553,10.575038035359835,1600.1101159239174,141.33984798610325,300.35435949345293,0.0
1500,9.99878711706747,10.015007457085689,9.98944191501559,10.641006107054876,1600.1252639469235,141.35003993031998,300.36606127914274,0.0
1600,9.998749227624065,10.017083199237192,9.988002569261846,10.661590841050199,1600.1310522121923,141.38713288284453,300.37733312579013,0.0
1700,9.998678692813124,10.018142151524339,9.987494468379142,10.740231116125301,1600.1403435732775,141.44856186257056,300.4267299779854,0.0
1800,9.998610583559534,10.019274185826314,9.986519387459982,10.754495366654202,1600.1486532728645,141.4716579579584,300.44711748643664,0.0
1900,9.998488779590092,10.020759784297907,9.985854797615126,10.786299030121294,1600.146469891568,141.46460152668845,300.4623459954874,0.0
2000,9.99843557608136,10.020867864876035,9.985885838258492,10.871344932129556,1600.156678881804,141.48985014218235,300.48446099896114,0.0
2100,9.998296213831521,10.022743765932736,9.985314466673062,10.86007320959285,1600.1654701056218,141.5455989506077,300.502911185318,0.0
2200,9.998295228800679,10.02357467345187,9.984481343483889,10.932032340477782,1600.178210023853,141.57559838065941,300.5461552015552,0.0
2300,9.998145659957492,10.025699448825467,9.983356701082258,10.953946901125825,1600.1884928422467,141.56589224004998,300.5508765726482,0.0
2400,9.998055024066993,10.027024054929553,9.982305705784041,11.026019197651419,1600.1918545069136,141.6253273786792,300.56806737707467,0.0
2500,9.998031259580921,10.027179618518838,9.9817249787256,11.082539905521559,1600.205815476729,141.65706044851248,300.6052794592179,0.0
2600,9.997950974039131,10.02895213405214,9.980856675100318,11.124274267135295,1600.2026997162582,141.66608730905142,300.6270869341892,0.0
2700,9.997873541064243,10.029932061998641,9.980959303969495,11.161596405149085,1600.2106762187955,141.69219666473964,300.65916959324693,0.0
2800,9.997686346303691,10.032980233147349,9.97979984196233,11.199624527420925,1600.2276889993234,141.6983229621518,300.6684319203649,0.0
2900,9.99769435964143,10.033945256627328,9.979139520742281,11.234705436345173,1600.236744648415,141.7252832910342,300.6974343043618,0.0
3000,9.997622965579176,10.035147308074368,9.97792884850659,11.270749070860843,1600.2457972652987,141.73586545401648,300.7232827852196,0.0
3100,9.997433897095405,10.035595179255841,9.977310593997693,11.308526094031205,1600.2426521512537,141.77655348925643,300.7477208362555,0.0
3200,9.9973932888326,10.0384977436425,9.976391635855672,11.368843711484866,1600.2507518281084,141.7718328971841,300.7921034782725,0.0
3300,9.997334894453529,10.039888322286183,9.975564630070162,11.366032470425225,1600.2697890071208,141.8220349089042,300.80309896576307,0.0
3400,9.997181154692738,10.040211384207701,9.975428077377343,11.429161374813727,1600.2672408090787,141.84112656510663,300.8178396626964,0.0
3500,9.997178080006428,10.043683927522961,9.974467626666788,11.457951036303717,1600.278571424813,141.85241237996934,300.8357567923801,0.0
