milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
3600,9.99709048103664,10.044484754634459,9.973506358800853,11.51770933733064,1600.2838488439352,141.86696845680535,300.87308015329546,0.0
3700,9.996912501824701,10.046323957887124,9.973015109064765,11.529551559101066,1600.294787654523,141.87307882328167,300.90351499015696,0.0
3800,9.996867394286546,10.046812716861103,9.972903497778102,11.585595693027575,1600.309362015645,141.8871885573063,300.93204300503663,0.0
3900,9.996746045924343,10.04885852366773,9.971881239140657,11.656816449963124,1600.3115670575214,141.931959716172,300.94187362719987,0.0
4000,9.996705120044398,10.051104727468195,9.970864070034978,11.708138237218328,1600.3205960227867,141.94403610354752,300.97671707308257,0.0
4100,9.996662994960726,10.052402379814481,9.96976236875862,11.743877998768669,1600.3246704886876,141.9518700648757,300.9853600952608,0.0
4200,9.996547582981906,10.053790987224176,9.969433026596668,11.783769414324844,1600.3385328656225,141.98892826083485,301.0319570109173,0.0
4300,9.996433869577196,10.056067580189156,9.968325720948615,11.785712405280922,1600.3427985251756,141.96751093057068,301.0592699778961,0.0
4400,9.99628791030855,10.058550205330876,9.968522972163932,11.862336842601108,1600.3556185927898,142.0061783853741,301.0597345030158,0.0
4500,9.99621044388981,10.060331345271123,9.967059339169097,11.869804683753713,1600.3555613066949,142.03894991121638,301.07823490407407,0.0
4600,9.996209649729119,10.062642050287053,9.966209198029564,11.919369837169361,1600.3630627527684,142.01914573080444,301.10281400826113,0.0
4700,9.996008483606909,10.063242916166491,9.965725758313509,11.994876500445175,1600.3700985541059,142.0840439757427,301.140408169388,0.0
4800,9.995981603502866,10.065495784316177,9.964700434209561,12.003784117666298,1600.3783131102905,142.104200423597,301.15010552691564,0.0
4900,9.995916697518242,10.068056571320659,9.964315280632773,12.064692841920703,1600.395232250741,142.1158223956759,301.1996917422869,0.0
5000,9.995778727026233,10.06824798341407,9.963108544167163,12.099028298588618,1600.4029529933944,142.1178058683309,301.20836896362664,0.0
