milliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
0,10.00006244925926,9.999218819615775,9.999507740144814,9.987943634470948,1600.0053763709625,139.974348400469,299.98369279499104,0.0
100,9.999886135196741,9.999837537739726,9.99888019655247,10.072770192743011,1600.0046293708062,140.17625115107023,300.0276216312809,0.0
200,9.999828651841739,10.000953050325215,9.998895505156153,10.057795769882159,1600.0164969841485,140.3554164707009,300.04992014921737,0.0
300,9.999776696257731,10.002866546037314,9.997976740232723,10.09766997142079,1600.0188004787071,140.4895180671717,300.0836872727293,0.0
400,9.999643057922016,10.004416951103714,9.997334232321794,10.178404273088965,1600.029824006424,140.64134225904675,300.0896350263359,0.0
500,9.999606056173356,10.005099164815807,9.99607371191869,10.182206286329327,1600.0458158595188,140.75154197945258,300.10992431317044,0.0
600,9.999525046827161,10.005568602633984,9.99582133230764,10.281973671755132,1600.0471886990135,140.81831062144988,300.138291695076,0.0
700,9.99947942878512,10.005683227221693,9.994582750492306,10.29359245972527,1600.0558283442842,140.92065700988476,300.1556684851185,0.0
800,9.999374513466403,10.007845428145323,9.99426205969552,10.314984154159252,1600.0662132645195,141.0106714291126,300.17963724705646,0.0
900,9.999347065543303,10.008439410091944,9.993497450777042,10.348069149974444,1600.077884883709,141.0571521178244,300.2208646677168,0.0
1000,9.999202963180535,10.010259538730983,9.993146179967287,10.419716273914462,1600.0796599578216,141.1015569471302,300.25399150810597,0.0
1100,9.99910293685527,10.009586590983231,9.99181804127577,10.437168453351147,1600.0821640291874,141.1513104912696,300.26229101920154,0.0
1200,9.999067471046219,10.011780063210674,9.99087042139177,10.528699627095065,1600.092577918688,141.22293685205875,300.27716740009475,0.0
1300,9.999009651947533,10.012471911973922,9.990095918121389,10.53352390230425,1600.1091513433557,141.29141712083455,300.32672049150943,0.0
1400,9.998861476721153,10.012798635353915,9.989983305631373,10.612389087436055,1600.1122031346345,141.30372509054789,300.3578074011198,0.0
1500,9.998789972109037,10.013932138267702,9.988756615015403,10.637703325070602,1600.1172423127616,141.33737221409174,300.36472836771594,0.0
1600,9.998769997663858,10.015941566731628,9.988494122259146,10.647753900662316,1600.1232134023892,141.38367516942196,300.39464613199135,0.0
1700,9.99864809305222,10.018222219239085,9.988157245874175,10.693023618259806,1600.14009275774,141.4244447957893,300.4168079326681,0.0
1800,9.998562029281494,10.019406339777827,9.986859078568209,10.743623641941026,1600.141100766805,141.4773948594736,300.4504764894165,0.0
1900,9.998459778721386,10.02017565000882,9.985743365154669,10.800248186320427,1600.1474999937602,141.48523386196726,300.46874636139836,0.0
2000,9.998439761462292,10.020315543420926,9.985240778058767,10.817253461635936,1600.1607588156953,141.52535138470088,300.4763180992031,0.0
2100,9.99827746912575,10.022724669975743,9.98514982280592,10.86951614605073,1600.1703382843184,141.53206822904758,300.5173508148499,0.0
2200,9.99829133477651,10.023499291247115,9.983570546415393,10.899140048111944,1600.17604858743,141.54190280134623,300.52911370665214,0.0
2300,9.998181738033885,10.02572507446755,9.983244337932495,10.982572347975092,1600.1839695739159,141.57668112294522,300.5733101963008,0.0
2400,9.99811168623486,10.026295265047725,9.982918030721297,11.030462646878137,1600.1963889989163,141.61252279853358,300.59240615013357,0.0
2500,9.998021989857598,10.027063847986765,9.98185420962117,11.069567500653854,1600.1965190346402,141.64563210353353,300.6008061870405,0.0
2600,9.99793979300599,10.029896211782344,9.98089225539278,11.092440029252705,1600.2128303061663,141.66712346452906,300.6355010477425,0.0
2700,9.99779132627235,10.03096351354441,9.98004666242069,11.131731487397104,1600.2204722056324,141.68597162287037,300.6520016774877,0.0
2800,9.997773787106597,10.032412169331627,9.979420311540537,11.168414641966807,1600.221774855175,141.71068829274898,300.6634897797433,0.0
2900,9.997623823657571,10.032862818022222,9.97845325085117,11.245810723548457,1600.2288767143202,141.73834955832282,300.71111758895256,0.0
3000,9.997616877259288,10.035633197579815,9.977698701326922,11.27471108364852,1600.2426546750705,141.7391407094615,300.7442828535407,0.0
3100,9.997452221713619,10.0374248285012,9.977908039867335,11.338395501820193,1600.2518374062447,141.76676795510397,300.7571300642713,0.0
3200,9.997392842724873,10.037340297507393,9.976862723859442,11.359338792742077,1600.2599045072984,141.76949077506285,300.7805184693326,0.0
3300,9.99734725893853,10.040031026117049,9.97584610311385,11.394225351727401,1600.2652652908407,141.77616232432453,300.789216058775,0.0
3400,9.997229470267262,10.041421149477408,9.975323825771607,11.42966425278383,1600.2673411021485,141.80104388798446,300.8187081166933,0.0
3500,9.997155374978469,10.04201812729936,9.974606535111525,11.502628086149604,1600.2754312164327,141.8422660603484,300.854936512617,0.0
