miliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
0,9.999998313183236,10.000112679146321,10.0003694044103,9.970013120593581,1599.9975030150931,139.99507872578224,300.0115565568907,0.0
100,9.999928452234625,10.001692787552757,9.99948395682324,10.031454817567653,1600.0102040462102,140.2072891777484,300.02196123601675,0.0
200,9.999822088092225,10.001102823387612,9.99829015245321,10.09148645633914,1600.016779416914,140.35573009430627,300.04314985537826,0.0
300,9.999744781452751,10.002537419544739,9.997804751031133,10.148542155063222,1600.0274505165003,140.50841225161378,300.07658571841927,0.0
400,9.999749198378488,10.002735795761847,9.997421002915113,10.180592503487437,1600.0310059742615,140.6362548445197,300.081159722233,0.0
500,9.999619628813248,10.005321255779418,9.996307396774096,10.232647670606553,1600.0410167457724,140.74373239014233,300.1281632041956,0.0
600,9.999583084361877,10.005419415598265,9.99582395708671,10.242626917922236,1600.0483148497003,140.8344281715666,300.151698863983,0.0
700,9.999436612743281,10.0055909640755,9.99469507083247,10.303982351616662,1600.0573693351046,140.90085461715924,300.1576881317359,0.0
800,9.999437019583336,10.008055708953691,9.994140680031554,10.32794609778412,1600.0672539491304,141.00405062121158,300.2121474744069,0.0
900,9.999270811248726,10.008670238665024,9.993249411807337,10.349707781846366,1600.0744054405354,141.04812801092058,300.21199152180077,0.0
1000,9.999224730283492,10.009338920060198,9.99268807489782,10.401200597992087,1600.0779218388793,141.14661881547286,300.2563549607015,0.0
1100,9.999149437252736,10.009695745406034,9.991661497271894,10.477582679139646,1600.0900408715079,141.20148842680595,300.2576719330641,0.0
1200,9.999034734345425,10.011457056123321,9.991733955109058,10.521622134074311,1600.0938451233037,141.20433836782453,300.28405289004115,0.0
1300,9.998998936243307,10.01180988108176,9.991097787843167,10.566590584793474,1600.1092336967095,141.24907363180824,300.3328557331518,0.0
1400,9.99893225281357,10.013783797954604,9.990060385685357,10.572226953600708,1600.1106823912046,141.30538114058012,300.34448167781727,0.0
1500,9.998781966414677,10.01432426423158,9.989056175614602,10.644280345366978,1600.1185865457799,141.3326218356983,300.3586013056082,0.0
1600,9.998763001845566,10.01518103452135,9.988530672698573,10.692885603073169,1600.1247070719091,141.3756329314262,300.3900016077193,0.0
1700,9.998624007240247,10.017430909763247,9.98777304050986,10.711752316305718,1600.132735449049,141.415902075322,300.4032222937429,0.0
1800,9.99862389603301,10.018207744222257,9.987106868236564,10.76995414820984,1600.138946649631,141.4591865591541,300.44358985821884,0.0
1900,9.99850012410378,10.020493808697955,9.986270636013023,10.799673861081853,1600.151600076755,141.4645529728516,300.4525611785754,0.0
2000,9.998383468854465,10.020468734821085,9.98580652321097,10.821126850135329,1600.1643177965818,141.5156860805169,300.47276416514757,0.0
2100,9.998313545240794,10.021828725051321,9.984971961438047,10.88511629064516,1600.1642143120002,141.5634727492135,300.5267872449548,0.0
2200,9.998233495947387,10.024344460579806,9.983819627490696,10.952352138337904,1600.172441619093,141.5589109128499,300.5208685622238,0.0
2300,9.99821204950441,10.024135699053462,9.983747854889096,10.987906590802245,1600.1876994311424,141.58982952281934,300.5633524350308,0.0
2400,9.998074969718282,10.025951770120367,9.982754962983092,11.03366775255905,1600.1917594216086,141.6297014974195,300.58847837675046,0.0
2500,9.997975171276567,10.027402239890222,9.982078119687335,11.022888532909903,1600.205163421878,141.6484142023242,300.6240470949798,0.0
2600,9.997969496007187,10.029155307133895,9.981148762339396,11.106248035924258,1600.20317809522,141.67956995803615,300.6312561711619,0.0
2700,9.99782525481692,10.029917812846938,9.980526156426663,11.109261840614055,1600.2204600886184,141.66706574552254,300.64309587198954,0.0
2800,9.997771712879015,10.032579049824498,9.98001082966481,11.170460608973919,1600.2293837154687,141.7053192714297,300.68586062090816,0.0
2900,9.997681408451857,10.034539281792501,9.978744062944505,11.19576176029123,1600.2369559992683,141.73021673255928,300.6989217393799,0.0
3000,9.997530707000502,10.035931795474285,9.978138411908963,11.23929818355446,1600.2394178237287,141.7301688555189,300.7464244054294,0.0
3100,9.997471190461184,10.036626487977442,9.977643279970586,11.310243557906135,1600.246864845294,141.7696567358616,300.76254316977315,0.0
3200,9.99744943747799,10.038427146075168,9.976585780331272,11.340215422457542,1600.258328310158,141.76625958713876,300.7639832674344,0.0
