miliseconds,GnRH_Pit,LH_Pit,LH_Bld,GnRH_Hyp,FSH_Pit,FSH_Bld,Foll,CL,E2,P4,Inh,OT,Enz,PGF,IOF,species_1
0,0.2177548526645401,2.250887275583857,0.0063218426118144015,0.7391748456730588,-0.022859181904272833,0.0024335578790128584,0.026413077518641612,0.3121619502955916,0.16368148952210715,0.12169246054790787,0.4910841281230679,0.1108714233258476,7.900388732060792e-05,0.0003607063817435561,0.13346326784766296,-0.013291685253006684
100,0.18827293866281103,2.2676837587054934,0.004359667452023698,0.7458627755640547,-0.01901736442115066,-0.0025254655430473026,0.030604594796003907,0.31994435333079,0.1436286222538665,0.12416338763995532,0.4696208621092513,0.11155666987656225,-2.2344590481088384e-05,0.0003216670734097385,0.1298583644351927,2.4024995721869886
200,0.1613771298527404,2.285544885359479,0.0034873164563252166,0.7538972005258207,-0.026219793083567092,0.012641996575940999,0.02191787063177183,0.32253807178818666,0.1288579590765297,0.12939723870211062,0.445377639197013,0.11201051934768093,7.07902097268835e-05,0.00028567788301868375,0.12698808027814462,1.3662158818337522
300,0.13376581622951503,2.2999890082862224,0.0030514693641892935,0.7623080345306963,0.036416309454034824,0.009481823677884206,0.02050020947940004,0.3223349846317867,0.11366222053491393,0.13698640162057102,0.4250284746989155,0.11300997655760159,1.0204665334438516e-05,0.0002493966518704355,0.1231053278019404,0.811583543437114
400,0.11671154213590691,2.3147626519681617,0.002880084593441252,0.7611814344227672,0.011878010035900536,0.02352250223984708,0.022526762055188807,0.32649424005526834,0.10195011667579085,0.1413538069708397,0.4061999697484648,0.11278410318263307,0.00032440783334997407,0.00022424731109475262,0.11920989640799394,0.45743528889341145
500,0.0971704626843862,2.3243462290344805,0.002814822304907256,0.7673795791063198,0.006707090512072554,-0.006132350291511421,0.02121436018124243,0.3284920334316714,0.08859592627020696,0.14228464928006113,0.38984770332480684,0.10833858780557008,3.1491628363804186e-05,0.0001978075244051665,0.1162172261549805,0.26903135300108705
600,0.08366070674183092,2.335286318091615,0.0027532376424181247,0.7717959754312586,0.005775282804854263,0.004418472713269765,0.021062249748154467,0.33192119601682685,0.07819223842672546,0.1509517330139006,0.3702210449853837,0.10887296377494475,0.00038605860661421046,0.00017429658321664346,0.11068878561946888,0.15474865883396938
700,0.07153510269382944,2.3408372233062513,0.0027841369044498787,0.7716836398495303,0.007603059897367663,0.011504579353987278,0.02177174296234657,0.3347668479145445,0.0699629912096538,0.1492950199984945,0.35129449751416447,0.1028083187136397,0.0002975756359997782,0.00014864683997621432,0.10848124853207408,0.10246797710392057
800,0.05781466541844909,2.348584467375624,0.0027500526246930605,0.7812864066085875,-0.029104260930824206,-0.008966816636437197,0.017746383864816504,0.3382362710152153,0.061941290222419745,0.15579932946308236,0.3370519942375212,0.09926851982759903,0.00032391023080575787,0.00013220458228347472,0.10554918167407781,0.06659615595485965
900,0.050725968547682264,2.35598652956668,0.0027515158790179847,0.777707875746479,-0.02848220466879143,0.01917300922394718,0.009299972405574609,0.3454618462883407,0.05459310722296533,0.1621731996963542,0.31967582535003214,0.09583210058654071,0.00032483645826796676,0.00012111828155031029,0.10130407390440402,0.03241768833735821
1000,0.042806310330913554,2.3616173051336005,0.002745618630921682,0.7793928000374702,0.02141821052507812,0.018611630101192825,0.010195198827129081,0.3489336267129058,0.05034639695468384,0.16356165770386488,0.3073609269111717,0.09485116792847934,0.00035875283365928776,0.00010346526763452768,0.09943843406599503,0.031650107352037805
1100,0.03610747463071506,2.364719727053006,0.0028020299716869494,0.7874379758431211,3.6950952849171964e-05,0.0057572336195039165,0.01719755833628208,0.3490395682822235,0.04131054614656937,0.16860299208313065,0.29155199482988436,0.08772496323596106,0.00041271603487430883,9.090772762424462e-05,0.09551733883759146,0.008861250605102242
