milliseconds,GnRH_Pit,LH_Pit,LH_Bld,GnRH_Hyp,FSH_Pit,FSH_Bld,Foll,CL,E2,P4,Inh,OT,Enz,PGF,IOF,species_1
0,0.22083056994828779,2.249844490938139,0.006315978579130899,0.7399786911547265,0.032340497675903614,-0.0003496158662364274,0.03305401909952428,0.315433588706305,0.1632316336458855,0.12240356167378785,0.49229835424415125,0.11192976366400284,-8.937086141230907e-06,0.00035830877794017755,0.13472437508274085,0.01011060412490176
100,0.18876722242050872,2.26781120242931,0.004371258038404741,0.7439347043793233,0.013952412432891454,-0.000715355924830843,0.024666552933853402,0.3159647035765278,0.14701400808335613,0.12786269469624229,0.4759000378283533,0.1141476699475443,-5.542582049329023e-05,0.0003186023151472301,0.12964181442156614,2.400352321321797
200,0.15826540673109354,2.28579179077897,0.0034496608027844715,0.7503428874064593,0.02173097028451218,0.019680522014333873,0.02317645186991537,0.32132792913029407,0.12728716588149136,0.12748079162676096,0.4498401781520302,0.11507664302698982,-6.014380400425713e-05,0.00028479238238456994,0.12438593689843704,1.3737934386268915
300,0.13399057107285892,2.299124025518687,0.0030442134009846175,0.760929708254535,-0.027837296899972594,0.016206398041802437,0.021923279311932112,0.32189877816870455,0.11282332062619722,0.13514480102931378,0.4273309112273128,0.11250401346318184,4.684914524584547e-05,0.0002464936450585244,0.1209122321025451,0.7966180026355226
400,0.11556263734916304,2.3115428772348343,0.002894368269393671,0.7674212454108789,-0.027530903534346084,0.0031717064045465706,0.018274225279890928,0.32605214530203985,0.0993141587234007,0.14061815638374597,0.4064657329444734,0.1126799272221368,0.00017315036463202806,0.0002219460265532396,0.11935601509354943,0.4561964104844865
500,0.09992959762082361,2.3249137061511886,0.0028015935102088606,0.767293871852692,-0.027454313112803105,0.013319993604341655,0.021033028890419598,0.32805419192596746,0.08836204470665783,0.145192002819529,0.3856992429516913,0.11128079470207408,0.0003529313308550563,0.00019253318463844103,0.11518858200464177,0.25749816433891864
600,0.08064922686358515,2.332460059026642,0.002759057287152112,0.7722391156360677,-0.017551632657590646,-0.0117458076542221,0.020739305691129,0.33197229050584176,0.0808796632459353,0.1452871075697823,0.3749666429188298,0.10685979157546169,0.00019260973832024104,0.00017335945339254678,0.11018522793520735,0.13837543134817373
700,0.0724200886656957,2.342073137309333,0.002770365585248263,0.7789393872428113,-0.004793377522489239,0.017314933662540527,0.019279864120518353,0.33629481511965686,0.06758693183868074,0.15262086520971554,0.3490632534374893,0.10303941980351619,0.00031540153625664563,0.0001523128969793694,0.10727199879010049,0.08616816848346673
800,0.059767911976190156,2.3497898468902214,0.0027582699254017603,0.7791934141537376,0.011979537416708166,0.005284532461352595,0.015718710381967742,0.33932772442710063,0.061216485229812774,0.1535159912565413,0.3400957860132456,0.10191202284551285,0.0004389154052508137,0.00013204513342243024,0.10467223884224122,0.04142583632079974
900,0.05115788228273507,2.354161505654846,0.002753671928453017,0.7812096837155074,0.0210036730522064,0.010625184072973616,0.012308486229237602,0.3429515208455361,0.05306198204663146,0.1599657055203223,0.3258683887790691,0.09776437611237944,0.00034250499301560403,0.00011704982480251526,0.1007901656040159,0.03198814423717259
